"HHID","h17q1","h17q2","h17q3","h17q4","h17q5","h17q6","h17q7","h17q8","h17q9","wgt_X"
"H18301-04-05","P18301-023",2,2,2,2,1,3,3,1,314.975738525391
"H18301-04-06","P18301-024",1,2,1,3,2,1,1,2,314.975738525391
"H18301-04-07","P18301-011",1,2,2,2,3,11,11,1,314.975738525391
"H18302-04-01","P18302-001",1,3,2,2,1,12,12,2,2204.83032226563
"H18303-04-01","P18303-001",1,3,2,2,2,3,3,2,2204.83032226563
"H18305-04-01","P18305-004",1,3,2,2,1,4,12,2,2204.83032226563
"H18306-04-01","P18306-001",1,2,2,2,2,11,11,1,2204.83032226563
"H18307-04-01","P18307-001",1,1,1,3,2,3,4,2,2204.83032226563
"H18308-04-01","P18308-001",1,2,2,2,1,11,11,1,2204.83032226563
"H18309-04-01","P18309-002",1,2,2,2,1,3,3,1,2204.83032226563
"H18311-04-01","P18311-001",1,2,1,2,1,3,3,2,1102.41516113281
"H18311-04-02","P18311-010",1,1,1,3,2,96,12,2,1102.41516113281
"H18601-04-01","P18601-019",1,3,1,2,2,12,12,2,551.207580566406
"H18601-04-02","P18601-005",1,1,1,2,2,12,12,2,551.207580566406
"H18601-04-03","P18601-026",1,2,2,2,2,12,12,1,551.207580566406
"H18601-04-04","P18601-003",1,2,1,2,1,11,12,2,551.207580566406
"H18602-04-01","P18602-002",1,3,2,2,1,3,3,2,2204.83032226563
"H18603-04-01","P18603-001",1,2,2,2,1,11,3,1,2204.83032226563
"H18604-04-01","P18604-001",1,2,2,2,2,4,11,1,2204.83032226563
"H18605-04-01","P18605-002",1,1,2,2,1,12,12,1,2204.83032226563
"H18606-04-01","P18606-003",1,2,2,2,1,3,3,2,2204.83032226563
"H18607-04-01","P18607-001",1,3,1,2,2,4,4,2,2204.83032226563
"H18608-04-01","P18608-002",1,2,2,2,1,3,3,2,2204.83032226563
"H18609-04-01","P18609-001",1,2,2,2,2,11,11,1,2204.83032226563
"H18610-04-01","P18610-001",1,1,1,3,2,12,12,2,2204.83032226563
"H18708-04-01","P18708-006",1,2,1,3,2,5,4,2,2204.83032226563
"H18712-04-01","P18712-001",1,1,1,3,2,3,3,2,2204.83032226563
"H18801-04-01","P18801-001",1,2,2,2,2,3,3,2,1102.41516113281
"H18801-04-02","P18801-003",1,1,1,2,2,3,3,2,1102.41516113281
"H18802-04-01","P18802-001",1,2,2,2,2,12,12,1,2204.83032226563
"H18803-04-01","P18803-001",1,3,2,2,1,3,3,2,2204.83032226563
"H18804-04-01","P18804-001",1,2,2,2,1,3,3,1,2204.83032226563
"H18805-04-01","P18805-001",1,2,2,2,2,7,11,2,2204.83032226563
"H18806-04-01","P18806-008",1,2,2,3,2,3,3,2,734.943481445313
"H18806-04-02","P18806-017",1,1,2,3,1,12,12,1,734.943481445313
"H18806-04-03","P18806-002",2,2,2,2,3,3,3,1,734.943481445313
"H18807-04-01","P18807-001",1,1,2,2,2,3,3,1,1102.41516113281
"H18807-04-02","P18807-004",1,2,1,3,2,1,12,2,1102.41516113281
"H18808-04-01","P18808-002",1,2,2,1,1,3,12,2,734.943481445313
"H18808-04-02","P18808-005",1,2,2,1,2,3,3,2,734.943481445313
"H18808-04-03","P18808-017",1,2,2,2,1,3,12,1,734.943481445313
"H18809-04-01","P18809-001",2,2,2,2,1,12,3,1,2204.83032226563
"H18810-04-01","P18810-001",1,3,1,2,1,12,12,1,2204.83032226563
"H18901-04-01","P18901-001",1,3,2,1,1,12,12,1,2204.83032226563
"H18902-04-01","P18902-003",1,2,2,2,1,3,3,1,2204.83032226563
"H18904-04-01","P18904-002",1,2,2,2,2,3,3,2,2204.83032226563
"H18905-04-01","P18905-001",2,3,2,2,1,3,3,1,2204.83032226563
"H18907-04-01","P18907-001",1,2,2,3,1,12,12,2,2204.83032226563
"H18908-04-01","P18908-001",1,2,2,3,2,2,11,2,2204.83032226563
"H18909-04-01","P18909-002",1,1,2,2,2,4,4,2,2204.83032226563
"H18910-04-01","P18910-001",1,2,1,2,2,3,11,2,2204.83032226563
"H19001-04-01","P19001-001",2,2,1,3,2,12,12,2,1102.41516113281
"H19001-04-02","P19001-008",2,2,2,2,1,3,12,1,1102.41516113281
"H19002-04-01","P19002-001",1,1,2,2,2,3,3,2,2204.83032226563
"H19004-04-01","P19004-001",1,3,2,2,2,12,12,1,2204.83032226563
"H19005-04-01","P19005-001",1,3,2,2,2,3,3,2,2204.83032226563
"H19006-04-01","P19006-003",1,2,2,2,2,3,3,1,2204.83032226563
"H19007-04-01","P19007-001",1,2,2,2,1,3,3,2,2204.83032226563
"H19008-04-01","P19008-003",1,3,2,2,2,12,12,2,551.207580566406
"H19008-04-02","P19008-014",1,2,1,2,1,3,12,2,551.207580566406
"H19008-04-03","P19008-004",1,3,1,3,2,12,12,2,551.207580566406
"H19008-04-04","P19008-011",1,2,2,2,1,3,3,2,551.207580566406
"H19009-04-01","P19009-002",1,2,1,2,2,4,4,2,2204.83032226563
"H19010-04-01","P19010-003",1,2,2,2,2,4,4,2,2204.83032226563
"H19101-04-01","P19101-001",1,1,2,3,2,12,11,1,2204.83032226563
"H19102-04-01","P19102-001",1,2,2,2,2,11,4,2,2204.83032226563
"H19103-04-01","P19103-001",1,2,1,2,2,3,3,2,2204.83032226563
"H19104-04-01","P19104-001",1,2,2,2,2,12,12,1,2204.83032226563
"H19105-04-01","P19105-001",1,2,2,2,1,11,11,2,2204.83032226563
"H19106-04-01","P19106-005",1,3,2,2,1,12,12,2,2204.83032226563
"H19107-04-01","P19107-007",1,2,2,2,2,12,3,2,734.943359375
"H19107-04-02","P19107-001",1,2,2,3,2,2,12,2,734.943359375
"H19107-04-03","P19107-005",1,2,1,3,2,3,12,1,734.943359375
"H19108-04-01","P19108-001",1,3,2,2,2,12,12,2,734.943359375
"H19108-04-02","P19108-007",1,3,2,2,2,3,3,2,734.943359375
"H19108-04-03","P19108-003",1,2,2,2,2,11,11,1,734.943359375
"H19109-04-01","P19109-001",1,2,2,2,2,12,11,2,2204.83032226563
"H19110-04-01","P19110-009",1,2,2,2,2,11,11,1,2204.83032226563
"H19201-04-01","P19201-003",1,1,1,3,2,4,4,2,2204.83032226563
"H19203-04-01","P19203-001",1,1,1,3,2,4,4,2,2204.83032226563
"H19204-04-01","P19204-001",1,2,2,2,1,12,3,1,2204.83032226563
"H19205-04-01","P19205-001",1,1,2,2,2,12,12,2,1102.41516113281
"H19205-04-03","P19205-005",1,2,2,2,1,11,11,2,1102.41516113281
"H19206-04-01","P19206-001",1,3,1,2,2,12,12,2,2204.83032226563
"H19207-04-01","P19207-001",1,2,1,3,2,12,11,2,2204.83032226563
"H19208-04-01","P19208-001",1,2,1,2,2,12,3,2,2204.83032226563
"H19210-04-01","P19210-002",1,3,2,2,2,3,3,2,2204.83032226563
"H19211-04-01","P19211-001",1,3,1,2,1,12,12,2,2204.83032226563
"H19212-04-01","P19212-005",1,2,1,3,2,12,12,2,734.943359375
"H19212-04-02","P19212-013",1,2,2,2,1,3,3,1,734.943359375
"H19212-04-03","P19212-001",1,1,1,3,2,1,1,2,734.943359375
"H19401-04-01","P19401-001",1,1,2,3,2,5,5,2,2464.5224609375
"H19402-04-01","P19402-001",1,2,1,3,2,12,5,2,2464.5224609375
"H19404-04-01","P19404-001",1,3,1,2,5,12,12,2,2464.5224609375
"H19406-04-01","P19406-003",1,2,1,3,2,12,4,2,2464.5224609375
"H19407-04-01","P19407-001",1,2,1,3,1,4,4,2,2464.5224609375
"H19409-04-01","P19409-001",1,2,2,3,2,4,4,2,2464.5224609375
"H19501-04-01","P19501-001",1,2,2,3,1,5,5,2,2464.5224609375
"H19502-04-01","P19502-001",1,2,2,2,1,3,3,1,2464.5224609375
"H19504-04-01","P19504-001",1,2,2,2,2,12,5,2,1232.26123046875
"H19504-04-02","P19504-003",1,1,1,3,4,12,12,2,1232.26123046875
"H19505-04-01","P19505-003",1,1,1,2,1,12,12,2,2464.5224609375
"H19506-04-01","P19506-004",1,2,1,3,1,11,12,2,2464.5224609375
"H19507-04-01","P19507-002",1,3,1,3,2,12,12,2,2464.5224609375
"H19508-04-01","P19508-002",1,2,2,2,1,12,11,2,2464.5224609375
"H19509-04-01","P19509-002",1,2,1,3,1,11,5,2,2464.5224609375
"H19510-04-01","P19510-001",2,2,2,2,1,12,4,1,2464.5224609375
"H19602-04-01","P19602-001",1,1,1,3,2,5,5,2,1232.26123046875
"H19602-04-02","P19602-002",1,3,1,3,2,12,12,2,1232.26123046875
"H19603-04-01","P19603-001",1,1,1,3,2,12,12,2,2464.5224609375
"H19604-04-01","P19604-001",1,1,2,3,2,4,4,2,2464.5224609375
"H19605-04-01","P19605-001",1,1,1,3,1,12,4,2,2464.5224609375
"H19607-04-01","P19607-001",1,3,2,3,2,12,12,2,821.507507324219
"H19607-04-02","P19607-002",1,2,1,3,5,4,4,2,821.507507324219
"H19607-04-03","P19607-003",1,3,1,3,1,12,12,1,821.507507324219
"H19608-04-01","P19608-001",1,2,2,3,1,4,4,1,2464.5224609375
"H19609-04-01","P19609-001",1,2,2,3,1,4,12,2,2464.5224609375
"H19610-04-01","P19610-009",1,2,1,3,2,4,4,2,2464.5224609375
"H19702-04-01","P19702-001",1,3,1,2,2,12,12,2,616.130615234375
"H19702-04-02","P19702-010",1,2,1,3,2,4,1,2,616.130615234375
"H19702-04-03","P19702-022",1,2,1,3,1,4,4,2,616.130615234375
"H19702-04-04","P19702-009",1,2,2,3,1,5,5,2,616.130615234375
"H19703-04-01","P19703-001",1,2,1,3,2,12,4,2,1232.26123046875
"H19703-04-02","P19703-004",1,2,2,3,2,96,12,2,1232.26123046875
"H19704-04-01","P19704-001",1,2,2,3,1,12,4,2,2464.5224609375
"H19705-04-01","P19705-001",1,2,1,3,2,4,4,2,2464.5224609375
"H19707-04-01","P19707-001",1,2,2,3,2,4,4,2,2464.5224609375
"H19708-04-01","P19708-002",1,1,1,4,2,12,12,2,2464.5224609375
"H19709-04-01","P19709-001",1,1,2,3,1,12,12,2,2464.5224609375
"H19710-04-01","P19710-001",1,2,1,3,2,4,12,2,2464.5224609375
"H19711-04-01","P19711-001",1,1,2,3,2,12,4,2,2464.5224609375
"H20002-04-01","P20002-001",1,2,2,3,2,1,4,2,2464.5224609375
"H20003-04-01","P20003-001",1,3,1,4,5,12,12,2,2464.5224609375
"H20004-04-01","P20004-002",1,2,1,3,2,4,4,2,2464.5224609375
"H20005-04-01","P20005-006",2,3,1,3,1,12,12,2,1232.26123046875
"H20005-04-02","P20005-010",1,2,1,4,2,2,2,2,1232.26123046875
"H20006-04-01","P20006-001",1,3,1,3,1,12,12,2,2464.5224609375
"H20007-04-01","P20007-001",1,2,1,3,2,5,5,2,2464.5224609375
"H20009-04-01","P20009-001",1,2,2,3,2,11,5,2,2464.5224609375
"H20010-04-01","P20010-001",1,2,2,3,2,12,4,2,821.507446289063
"H20010-04-02","P20010-011",1,3,1,2,1,12,12,1,821.507446289063
"H20010-04-03","P20010-006",1,1,1,4,2,4,2,2,821.507446289063
"H20011-04-01","P20011-001",1,2,2,2,1,5,5,2,2464.5224609375
"H20201-04-01","P20201-001",1,2,1,4,2,4,4,2,2464.5224609375
"H20202-04-01","P20202-001",1,2,2,3,1,12,7,2,2464.5224609375
"H20203-04-01","P20203-001",1,2,2,1,1,5,12,2,1232.26123046875
"H20203-04-02","P20203-011",1,2,2,3,1,96,12,2,1232.26123046875
"H20205-04-01","P20205-001",1,2,2,3,2,4,4,1,2464.5224609375
"H20206-04-01","P20206-004",1,2,2,3,2,12,4,2,2464.5224609375
"H20207-04-01","P20207-001",1,2,2,3,2,11,12,2,1232.26123046875
"H20207-04-02","P20207-011",1,3,1,3,1,12,12,2,1232.26123046875
"H20208-04-01","P20208-002",1,3,2,3,1,12,12,2,2464.5224609375
"H20209-04-01","P20209-001",1,2,2,3,1,4,4,2,2464.5224609375
"H20210-04-01","P20210-009",1,2,1,3,1,4,4,2,821.507507324219
"H20210-04-02","P20210-003",1,3,1,3,1,12,12,2,821.507507324219
"H20210-04-03","P20210-012",1,1,1,3,1,11,12,2,821.507507324219
"H20301-04-01","P20301-001",2,2,2,2,2,12,5,1,2464.5224609375
"H20302-04-01","P20302-002",1,3,1,3,2,12,12,2,2464.5224609375
"H20303-04-01","P20303-002",1,2,2,3,1,9,9,1,2464.5224609375
"H20304-04-01","P20304-001",1,2,2,3,1,1,1,2,2464.5224609375
"H20305-04-01","P20305-002",1,2,2,3,1,4,4,2,2464.5224609375
"H20306-04-01","P20306-001",1,2,2,3,2,12,4,2,2464.5224609375
"H20307-04-01","P20307-002",1,2,2,2,2,4,4,1,2464.5224609375
"H20309-04-01","P20309-002",1,3,2,2,4,12,12,2,2464.5224609375
"H20310-04-01","P20310-011",1,2,1,3,1,4,4,2,1232.26123046875
"H20310-04-02","P20310-002",1,2,1,2,1,4,4,2,1232.26123046875
"H20401-04-01","P20401-002",1,2,2,3,1,5,5,2,2464.5224609375
"H20402-04-01","P20402-001",1,2,1,3,1,4,4,2,2464.5224609375
"H20403-04-01","P20403-002",1,2,2,3,2,4,4,2,2464.5224609375
"H20404-04-01","P20404-001",1,3,1,3,2,12,12,2,2464.5224609375
"H20406-04-01","P20406-002",1,2,1,3,2,12,5,2,2464.5224609375
"H20407-04-01","P20407-001",1,2,2,3,1,4,4,2,2464.5224609375
"H20408-04-01","P20408-002",1,2,2,3,1,5,5,1,2464.5224609375
"H20409-04-01","P20409-001",1,2,2,3,1,12,4,2,2464.5224609375
"H20411-04-01","P20411-002",1,2,2,3,1,3,3,2,2464.5224609375
"H20503-04-01","P20503-002",1,1,1,3,2,2,4,2,2204.83032226563
"H20504-04-01","P20504-011",1,1,1,3,1,12,12,2,2204.83032226563
"H20505-04-01","P20505-002",1,1,1,3,2,12,12,2,2204.83032226563
"H20507-04-01","P20507-029",1,1,1,3,2,4,12,2,1102.41516113281
"H20507-04-02","P20507-021",1,2,1,3,1,4,4,2,1102.41516113281
"H20508-04-01","P20508-001",1,1,1,3,2,1,12,2,2204.83032226563
"H20509-04-01","P20509-003",1,3,1,2,1,12,12,2,2204.83032226563
"H20510-04-01","P20510-013",1,1,1,3,2,4,1,2,2204.83032226563
"H20601-04-01","P20601-002",1,2,1,2,2,11,3,2,1102.41516113281
"H20601-04-02","P20601-001",1,2,2,1,1,11,12,1,1102.41516113281
"H20602-04-01","P20602-003",2,2,2,2,2,12,4,2,2204.83032226563
"H20603-04-01","P20603-015",1,3,2,2,2,12,12,2,734.943359375
"H20603-04-02","P20603-024",1,1,1,3,2,12,12,2,734.943359375
"H20603-04-03","P20603-033",1,3,2,3,2,11,12,1,734.943359375
"H20604-04-01","P20604-003",1,1,1,3,2,12,12,2,2204.83032226563
"H20606-04-01","P20606-001",1,1,1,3,2,12,12,1,1102.41516113281
"H20606-04-02","P20606-010",1,2,2,2,1,12,3,2,1102.41516113281
"H20607-04-01","P20607-001",1,2,2,2,2,3,3,2,2204.83032226563
"H20608-04-01","P20608-001",1,2,2,3,2,12,12,2,2204.83032226563
"H20609-04-02","P20609-007",1,1,1,3,2,12,3,1,2204.83032226563
"H20610-04-02","P20610-010",1,1,2,1,1,12,11,1,734.943359375
"H20610-04-03","P20610-002",1,2,2,2,1,12,11,1,734.943359375
"H20610-04-04","P20610-034",1,2,2,2,1,12,12,1,734.943359375
"H20611-04-02","P20611-002",1,3,1,3,2,4,4,2,2204.83032226563
"H20801-04-01","P20801-013",1,2,1,3,2,1,1,1,2204.83032226563
"H20802-04-01","P20802-001",1,1,2,1,2,12,3,2,2204.83032226563
"H20803-04-01","P20803-001",1,2,1,2,2,3,3,2,2204.83032226563
"H20804-04-01","P20804-001",1,1,2,2,1,12,3,1,2204.83032226563
"H20805-04-01","P20805-001",1,1,1,2,2,12,3,2,1102.41516113281
"H20805-04-02","P20805-014",2,3,1,3,2,12,12,2,1102.41516113281
"H20807-04-01","P20807-001",1,2,2,2,1,12,3,2,2204.83032226563
"H20809-04-01","P20809-002",1,2,1,3,1,12,12,2,2204.83032226563
"H20810-04-01","P20810-004",1,1,2,3,2,2,4,2,2204.83032226563
"H20811-04-01","P20811-001",1,3,2,2,3,3,3,1,440.966064453125
"H20811-04-02","P20811-025",1,3,1,2,2,4,12,2,440.966064453125
"H20811-04-03","P20811-030",1,2,1,2,2,4,12,2,440.966064453125
"H20811-04-04","P20811-041",1,1,2,2,1,4,12,1,440.966064453125
"H20811-04-05","P20811-012",2,2,2,2,1,5,5,1,440.966064453125
"H20901-04-01","P20901-001",1,3,2,1,3,12,12,1,2204.83032226563
"H20902-04-01","P20902-002",1,2,2,2,2,6,6,1,2204.83032226563
"H20903-04-02","P20903-001",1,2,2,2,2,12,3,2,1102.41516113281
"H20903-04-03","P20903-004",1,2,1,2,2,3,12,2,1102.41516113281
"H20904-04-01","P20904-001",1,1,2,2,1,12,12,1,2204.83032226563
"H20905-04-01","P20905-001",1,1,2,2,2,3,3,1,1102.41516113281
"H20905-04-02","P20905-004",1,1,1,3,2,11,12,1,1102.41516113281
"H20906-04-01","P20906-013",1,1,1,3,2,3,3,2,1102.41516113281
"H20906-04-03","P20906-002",1,2,1,3,1,12,4,2,1102.41516113281
"H20907-04-01","P20907-002",1,2,2,2,1,12,4,2,2204.83032226563
"H20908-04-01","P20908-002",1,1,1,3,1,12,5,1,1102.41516113281
"H20908-04-02","P20908-008",1,3,1,3,2,12,11,2,1102.41516113281
"H20909-04-01","P20909-002",1,2,2,2,1,12,3,1,2204.83032226563
"H20910-04-01","P20910-002",1,3,1,3,2,4,4,2,2204.83032226563
"H21101-04-01","P21101-002",1,2,2,2,2,3,3,1,2204.83032226563
"H21102-04-01","P21102-021",1,1,1,3,2,12,11,2,1102.41516113281
"H21102-04-02","P21102-011",1,2,2,2,2,12,11,1,1102.41516113281
"H21103-04-01","P21103-002",1,2,2,2,2,12,3,1,2204.83032226563
"H21105-04-01","P21105-001",1,1,1,2,2,12,12,2,2204.83032226563
"H21106-04-01","P21106-002",1,1,1,3,2,3,12,2,2204.83032226563
"H21107-04-01","P21107-002",1,1,1,2,2,3,3,2,2204.83032226563
"H21108-04-01","P21108-001",1,2,2,2,2,3,3,1,2204.83032226563
"H21109-04-01","P21109-002",1,1,1,3,2,12,3,2,2204.83032226563
"H21110-04-01","P21110-009",1,3,2,3,2,12,12,2,2204.83032226563
"H21401-04-01","P21401-001",2,2,2,2,1,9,3,2,943.790832519531
"H21401-04-02","P21401-008",2,2,2,3,1,9,3,2,943.790832519531
"H21402-04-01","P21402-001",1,3,2,2,1,12,12,1,1887.58166503906
"H21403-04-01","P21403-002",2,2,2,2,2,12,11,1,1887.58166503906
"H21404-04-01","P21404-001",2,2,2,3,3,9,9,1,1887.58166503906
"H21405-04-01","P21405-001",2,2,2,2,1,9,9,1,1887.58166503906
"H21406-04-01","P21406-001",2,2,2,2,1,12,3,2,1887.58166503906
"H21407-04-01","P21407-002",1,2,2,3,1,12,9,2,1887.58166503906
"H21408-04-01","P21408-001",2,2,2,3,1,12,8,2,1887.58166503906
"H21409-04-01","P21409-001",1,2,1,3,1,12,12,1,1887.58166503906
"H21410-04-01","P21410-002",2,2,2,2,1,9,9,1,1887.58166503906
"H21501-04-01","P21501-001",1,2,2,2,1,9,9,1,1887.58166503906
"H21502-04-01","P21502-001",2,2,2,1,1,12,12,1,1887.58166503906
"H21503-04-01","P21503-001",2,2,2,3,1,12,9,2,1887.58166503906
"H21505-04-01","P21505-001",1,2,2,2,1,12,12,1,1887.58166503906
"H21506-04-01","P21506-002",2,2,2,2,1,12,3,2,1887.58166503906
"H21507-04-01","P21507-001",2,2,2,2,1,12,12,2,1887.58166503906
"H21509-04-01","P21509-001",2,2,2,2,1,9,9,1,1887.58166503906
"H21510-04-01","P21510-002",2,2,2,1,1,11,12,1,1887.58166503906
"H21601-04-01","P21601-002",1,2,2,2,1,3,3,1,1887.58166503906
"H21602-04-01","P21602-001",2,2,2,2,1,3,3,2,1887.58166503906
"H21603-04-01","P21603-002",2,2,2,2,1,9,9,1,1887.58166503906
"H21608-04-01","P21608-001",2,2,2,2,1,9,9,1,1887.58166503906
"H21609-04-01","P21609-002",2,2,2,2,1,3,3,2,1887.58166503906
"H21610-04-01","P21610-001",2,2,2,1,1,3,3,1,1887.58166503906
"H21612-04-01","P21612-002",2,2,2,2,1,12,3,2,943.790832519531
"H21612-04-02","P21612-003",2,2,2,2,1,11,11,2,943.790832519531
"H21701-04-01","P21701-001",1,2,2,2,1,12,9,1,1887.58166503906
"H21703-04-01","P21703-001",2,2,2,1,3,11,11,1,1887.58166503906
"H21704-04-01","P21704-001",2,2,2,2,1,11,11,2,1887.58166503906
"H21705-04-01","P21705-001",2,2,2,2,1,12,9,1,1887.58166503906
"H21706-04-01","P21706-001",2,2,2,2,1,3,3,1,1887.58166503906
"H21708-04-01","P21708-001",1,2,2,2,1,11,11,1,1887.58166503906
"H21709-04-01","P21709-002",2,2,2,2,2,3,3,1,1887.58166503906
"H21710-04-01","P21710-001",2,2,2,1,1,11,11,1,1887.58166503906
"H21711-04-01","P21711-001",2,2,2,2,1,3,3,1,1887.58166503906
"H22001-04-01","P22001-002",1,3,1,2,1,3,3,2,2204.83032226563
"H22002-04-01","P22002-001",1,1,1,3,2,12,7,2,2204.83032226563
"H22003-04-01","P22003-002",1,1,1,3,2,4,4,2,2204.83032226563
"H22004-04-01","P22004-002",1,1,1,2,2,4,4,2,551.207580566406
"H22004-04-03","P22004-018",1,2,1,3,2,4,4,2,551.207580566406
"H22004-04-04","P22004-035",1,2,2,2,1,3,12,2,551.207580566406
"H22004-04-05","P22004-021",1,1,1,2,2,4,12,1,551.207580566406
"H22006-04-01","P22006-002",1,2,1,3,1,1,3,1,2204.83032226563
"H22014-04-01","P22014-002",1,2,1,2,2,3,4,2,2204.83032226563
"H22101-04-01","P22101-001",1,2,2,2,2,1,1,1,734.943481445313
"H22101-04-02","P22101-010",1,1,2,3,1,1,12,1,734.943481445313
"H22101-04-03","P22101-008",1,2,2,1,1,12,12,1,734.943481445313
"H22102-04-02","P22102-008",1,2,2,2,2,12,12,1,2204.83032226563
"H22103-04-01","P22103-001",1,2,2,2,2,3,3,1,2204.83032226563
"H22105-04-01","P22105-002",1,2,2,2,1,12,11,2,2204.83032226563
"H22106-04-01","P22106-012",1,2,2,2,2,12,11,2,2204.83032226563
"H22109-04-01","P22109-001",1,1,2,2,2,12,4,1,2204.83032226563
"H22110-04-01","P22110-011",1,2,2,1,1,11,11,1,367.471740722656
"H22110-04-02","P22110-026",1,2,2,2,1,3,3,2,367.471740722656
"H22110-04-03","P22110-038",1,2,1,3,2,1,1,2,367.471740722656
"H22110-04-04","P22110-011",2,2,2,3,2,12,12,2,367.471740722656
"H22110-04-05","P22110-041",1,3,1,2,2,4,12,2,367.471740722656
"H22110-04-06","P22110-027",1,1,1,3,2,1,12,2,367.471740722656
"H22111-04-01","P22111-001",1,3,1,2,1,12,12,2,2204.83032226563
"H22301-04-01","P22301-006",1,1,1,3,2,1,4,2,2204.83032226563
"H22302-04-01","P22302-001",1,2,2,2,2,11,11,1,2204.83032226563
"H22303-04-01","P22303-006",1,2,2,2,2,12,3,2,551.207580566406
"H22303-04-02","P22303-012",1,2,2,2,1,3,11,2,551.207580566406
"H22303-04-03","P22303-017",1,2,2,2,1,3,3,2,551.207580566406
"H22303-04-04","P22303-003",1,2,2,2,2,12,12,2,551.207580566406
"H22305-04-01","P22305-001",1,1,2,2,2,3,3,1,2204.83032226563
"H22306-04-01","P22306-001",1,3,1,2,2,4,12,2,2204.83032226563
"H22307-04-01","P22307-002",1,1,2,3,1,3,12,2,2204.83032226563
"H22308-04-01","P22308-002",1,3,2,2,2,3,3,1,2204.83032226563
"H22309-04-01","P22309-001",1,2,1,3,2,12,1,2,1102.41516113281
"H22309-04-02","P22309-003",1,2,1,3,2,7,12,2,1102.41516113281
"H22310-04-01","P22310-002",1,1,2,2,2,3,3,1,2204.83032226563
"H22401-04-01","P22401-002",1,1,2,2,2,3,3,1,1102.41516113281
"H22401-04-02","P22401-012",1,2,1,2,1,3,12,2,1102.41516113281
"H22404-04-01","P22404-002",1,1,1,2,2,12,12,2,2204.83032226563
"H22406-04-01","P22406-001",2,2,2,1,1,11,11,1,2204.83032226563
"H22407-04-01","P22407-003",1,1,1,3,2,12,12,1,734.943359375
"H22407-04-02","P22407-004",1,1,1,3,1,1,1,2,734.943359375
"H22407-04-03","P22407-002",1,1,1,3,2,7,12,2,734.943359375
"H22408-04-01","P22408-001",1,2,1,2,2,12,3,1,2204.83032226563
"H22409-04-01","P22409-002",1,2,1,2,2,12,4,2,2204.83032226563
"H22410-04-01","P22410-001",1,3,1,3,2,12,12,2,2204.83032226563
"H22501-04-01","P22501-001",1,1,2,2,2,12,12,2,2204.83032226563
"H22502-04-01","P22502-001",1,3,1,2,2,4,3,1,1102.41516113281
"H22502-04-02","P22502-009",1,2,2,2,2,3,3,1,1102.41516113281
"H22503-04-01","P22503-006",2,2,2,3,2,1,1,2,1102.41516113281
"H22503-04-02","P22503-002",1,2,1,3,2,11,12,2,1102.41516113281
"H22504-04-01","P22504-005",1,1,1,2,2,4,12,2,2204.83032226563
"H22505-04-01","P22505-002",1,2,2,2,1,11,3,2,2204.83032226563
"H22506-04-01","P22506-001",1,3,2,2,2,3,3,2,2204.83032226563
"H22507-04-01","P22507-001",1,2,2,2,2,3,3,1,2204.83032226563
"H22509-04-01","P22509-002",1,2,1,3,2,1,1,2,2204.83032226563
"H22510-04-01","P22510-003",1,2,2,3,2,12,4,2,2204.83032226563
"H22802-04-01","P22802-002",1,2,2,2,2,3,3,2,2204.83032226563
"H22803-04-01","P22803-004",1,2,2,2,2,11,11,1,2204.83032226563
"H22805-04-01","P22805-002",1,2,2,2,2,12,3,1,2204.83032226563
"H22806-04-01","P22806-006",1,2,2,1,1,12,11,2,2204.83032226563
"H22807-04-01","P22807-001",1,3,2,2,1,12,12,2,2204.83032226563
"H23101-04-01","P23101-001",1,3,2,2,2,3,3,2,2204.83032226563
"H23102-04-01","P23102-002",1,3,2,2,2,3,3,2,2204.83032226563
"H23103-04-01","P23103-002",1,2,2,2,2,3,3,1,1102.41516113281
"H23103-04-02","P23103-003",1,3,1,2,2,12,12,2,1102.41516113281
"H23104-04-01","P23104-003",2,2,2,3,3,11,11,1,1102.41516113281
"H23104-04-02","P23104-009",1,2,2,2,1,12,12,1,1102.41516113281
"H23105-04-01","P23105-001",1,1,2,3,2,4,4,2,2204.83032226563
"H23106-04-01","P23106-002",1,2,1,2,1,12,12,2,2204.83032226563
"H23107-04-01","P23107-001",1,1,2,2,2,12,3,1,2204.83032226563
"H23108-04-01","P23108-002",1,2,2,2,2,4,4,2,2204.83032226563
"H23109-04-01","P23109-002",1,2,2,2,2,3,3,1,734.943359375
"H23109-04-02","P23109-003",1,3,1,3,2,12,12,1,734.943359375
"H23109-04-03","P23109-017",1,2,1,3,2,11,2,2,734.943359375
"H23110-04-01","P23110-002",1,3,2,2,1,3,3,2,2204.83032226563
"H23301-04-01","P23301-001",2,2,2,2,1,11,11,1,1887.58166503906
"H23302-04-01","P23302-002",2,2,2,2,1,3,3,1,1887.58166503906
"H23303-04-01","P23303-014",2,2,2,2,1,11,11,1,1887.58166503906
"H23304-04-01","P23304-001",1,2,2,2,1,12,9,1,1887.58166503906
"H23306-04-01","P23306-001",2,2,2,2,1,12,12,1,1887.58166503906
"H23307-04-01","P23307-006",2,2,2,1,1,11,12,2,1887.58166503906
"H23308-04-01","P23308-001",1,2,1,3,2,3,3,1,1887.58166503906
"H23310-04-01","P23310-002",2,2,2,1,1,3,3,2,1887.58166503906
