"HHID","h9q15a","h9q15b","wgt_X"
"H35204-04-01",1,1,2257.27416992188
"H35204-04-01",2,1,2257.27416992188
"H35204-04-01",3,2,2257.27416992188
"H35204-04-01",4,2,2257.27416992188
"H35205-04-01",1,1,2257.27416992188
"H35205-04-01",2,1,2257.27416992188
"H35205-04-01",3,2,2257.27416992188
"H35205-04-01",4,2,2257.27416992188
"H35205-04-01",6,2,2257.27416992188
"H35501-04-01",1,1,5974.580078125
"H35501-04-01",2,2,5974.580078125
"H35501-04-01",3,2,5974.580078125
"H35501-04-01",4,2,5974.580078125
"H35501-04-01",6,2,5974.580078125
"H35502-04-01",1,1,5974.580078125
"H35502-04-01",2,1,5974.580078125
"H35502-04-01",3,2,5974.580078125
"H35502-04-01",4,2,5974.580078125
"H35502-04-01",6,2,5974.580078125
"H35503-04-01",1,1,5974.580078125
"H35503-04-01",2,2,5974.580078125
"H35503-04-01",3,2,5974.580078125
"H35503-04-01",4,2,5974.580078125
"H35503-04-01",6,2,5974.580078125
"H35504-04-01",1,2,5974.580078125
"H35504-04-01",2,1,5974.580078125
"H35504-04-01",3,2,5974.580078125
"H35504-04-01",4,2,5974.580078125
"H35504-04-01",6,2,5974.580078125
"H35505-04-01",1,1,5974.580078125
"H35505-04-01",2,1,5974.580078125
"H35505-04-01",3,2,5974.580078125
"H35505-04-01",4,2,5974.580078125
"H35505-04-01",6,2,5974.580078125
"H35701-04-01",1,2,4125.23486328125
"H35701-04-01",2,2,4125.23486328125
"H35701-04-01",3,1,4125.23486328125
"H35701-04-01",4,1,4125.23486328125
"H35701-04-01",6,2,4125.23486328125
"H35702-04-01",1,1,4125.23486328125
"H35702-04-01",2,1,4125.23486328125
"H35702-04-01",3,2,4125.23486328125
"H35702-04-01",4,2,4125.23486328125
"H35702-04-01",6,2,4125.23486328125
"H35704-04-01",1,1,4125.23486328125
"H35704-04-01",2,2,4125.23486328125
"H35704-04-01",3,2,4125.23486328125
"H35704-04-01",4,2,4125.23486328125
"H35704-04-01",6,2,4125.23486328125
"H35705-04-01",1,2,4125.23486328125
"H35705-04-01",2,2,4125.23486328125
"H35705-04-01",3,1,4125.23486328125
"H35705-04-01",4,1,4125.23486328125
"H35705-04-01",6,2,4125.23486328125
"H35801-04-01",1,2,3136.74340820313
"H35801-04-01",2,2,3136.74340820313
"H35801-04-01",3,1,3136.74340820313
"H35801-04-01",4,1,3136.74340820313
"H35801-04-01",6,2,3136.74340820313
"H35802-04-01",1,2,3136.74340820313
"H35802-04-01",2,2,3136.74340820313
"H35802-04-01",3,2,3136.74340820313
"H35802-04-01",4,1,3136.74340820313
"H35802-04-01",6,1,3136.74340820313
"H35803-04-01",1,2,3136.74340820313
"H35803-04-01",2,2,3136.74340820313
"H35803-04-01",3,1,3136.74340820313
"H35803-04-01",4,1,3136.74340820313
"H35803-04-01",6,2,3136.74340820313
"H35804-04-01",1,2,3136.74340820313
"H35804-04-01",2,2,3136.74340820313
"H35804-04-01",3,2,3136.74340820313
"H35804-04-01",4,1,3136.74340820313
"H35804-04-01",6,2,3136.74340820313
"H35805-04-01",1,1,3136.74340820313
"H35805-04-01",2,1,3136.74340820313
"H35805-04-01",3,2,3136.74340820313
"H35805-04-01",4,1,3136.74340820313
"H35805-04-01",6,2,3136.74340820313
"H35901-04-01",1,1,2865.50756835938
"H35901-04-01",2,1,2865.50756835938
"H35901-04-01",3,2,2865.50756835938
"H35901-04-01",4,2,2865.50756835938
"H35901-04-01",6,2,2865.50756835938
"H35902-04-01",1,2,2865.50756835938
"H35902-04-01",2,2,2865.50756835938
"H35902-04-01",3,1,2865.50756835938
"H35902-04-01",4,1,2865.50756835938
"H35902-04-01",6,2,2865.50756835938
"H35903-04-01",1,1,2865.50756835938
"H35903-04-01",2,1,2865.50756835938
"H35903-04-01",3,1,2865.50756835938
"H35903-04-01",4,2,2865.50756835938
"H35903-04-01",6,2,2865.50756835938
"H35904-04-01",1,2,2865.50756835938
"H35904-04-01",2,2,2865.50756835938
"H35904-04-01",3,1,2865.50756835938
"H35904-04-01",4,2,2865.50756835938
"H35904-04-01",6,2,2865.50756835938
"H35905-04-01",1,2,2865.50756835938
"H35905-04-01",2,1,2865.50756835938
"H35905-04-01",3,1,2865.50756835938
"H35905-04-01",4,2,2865.50756835938
"H35905-04-01",6,2,2865.50756835938
"H36001-04-01",1,1,3345.0654296875
"H36001-04-01",2,2,3345.0654296875
"H36001-04-01",3,1,3345.0654296875
"H36001-04-01",4,2,3345.0654296875
"H36001-04-01",6,2,3345.0654296875
"H36002-04-01",1,1,3345.0654296875
"H36002-04-01",2,1,3345.0654296875
"H36002-04-01",3,1,3345.0654296875
"H36002-04-01",4,2,3345.0654296875
"H36002-04-01",6,2,3345.0654296875
"H36004-04-01",1,1,3345.0654296875
"H36004-04-01",2,2,3345.0654296875
"H36004-04-01",3,1,3345.0654296875
"H36004-04-01",4,1,3345.0654296875
"H36004-04-01",6,2,3345.0654296875
"H36005-04-01",1,2,3345.0654296875
"H36005-04-01",2,2,3345.0654296875
"H36005-04-01",3,1,3345.0654296875
"H36005-04-01",4,2,3345.0654296875
"H36005-04-01",6,2,3345.0654296875
"H36301-04-01",1,2,3302.39892578125
"H36301-04-01",2,2,3302.39892578125
"H36301-04-01",3,1,3302.39892578125
"H36301-04-01",4,2,3302.39892578125
"H36301-04-01",6,2,3302.39892578125
"H36307-04-01",1,2,3302.39892578125
"H36307-04-01",2,2,3302.39892578125
"H36307-04-01",3,1,3302.39892578125
"H36307-04-01",4,1,3302.39892578125
"H36307-04-01",6,2,3302.39892578125
"H36308-04-01",1,1,3302.39892578125
"H36308-04-01",2,1,3302.39892578125
"H36308-04-01",3,2,3302.39892578125
"H36308-04-01",4,2,3302.39892578125
"H36308-04-01",6,2,3302.39892578125
"H36501-04-01",1,2,3002.18090820313
"H36501-04-01",2,1,3002.18090820313
"H36501-04-01",3,1,3002.18090820313
"H36501-04-01",4,2,3002.18090820313
"H36501-04-01",6,2,3002.18090820313
"H36502-04-01",1,1,3002.18090820313
"H36502-04-01",2,1,3002.18090820313
"H36502-04-01",3,1,3002.18090820313
"H36502-04-01",4,2,3002.18090820313
"H36502-04-01",6,2,3002.18090820313
"H36503-04-01",1,2,3002.18090820313
"H36503-04-01",2,2,3002.18090820313
"H36503-04-01",3,1,3002.18090820313
"H36503-04-01",4,2,3002.18090820313
"H36503-04-01",6,2,3002.18090820313
"H36504-04-01",1,1,3002.18090820313
"H36504-04-01",2,1,3002.18090820313
"H36504-04-01",3,1,3002.18090820313
"H36504-04-01",4,2,3002.18090820313
"H36504-04-01",6,2,3002.18090820313
"H36505-04-01",1,1,3002.18090820313
"H36505-04-01",2,1,3002.18090820313
"H36505-04-01",3,1,3002.18090820313
"H36505-04-01",4,2,3002.18090820313
"H36505-04-01",6,2,3002.18090820313
"H37001-04-01",1,1,3347.30493164063
"H37001-04-01",2,1,3347.30493164063
"H37001-04-01",3,2,3347.30493164063
"H37001-04-01",4,2,3347.30493164063
"H37001-04-01",6,2,3347.30493164063
"H37003-04-01",1,1,3347.30493164063
"H37003-04-01",2,2,3347.30493164063
"H37003-04-01",3,1,3347.30493164063
"H37003-04-01",4,2,3347.30493164063
"H37003-04-01",6,2,3347.30493164063
"H37004-04-01",1,2,3347.30493164063
"H37004-04-01",2,2,3347.30493164063
"H37004-04-01",3,1,3347.30493164063
"H37004-04-01",4,2,3347.30493164063
"H37004-04-01",6,2,3347.30493164063
"H37403-04-01",1,2,2993.59375
"H37403-04-01",2,1,2993.59375
"H37403-04-01",3,2,2993.59375
"H37403-04-01",4,2,2993.59375
"H37403-04-01",6,2,2993.59375
"H37404-04-01",1,1,2993.59375
"H37404-04-01",2,1,2993.59375
"H37404-04-01",3,1,2993.59375
"H37404-04-01",4,2,2993.59375
"H37404-04-01",6,2,2993.59375
"H37407-04-01",1,2,2993.59375
"H37407-04-01",2,1,2993.59375
"H37407-04-01",3,2,2993.59375
"H37407-04-01",4,2,2993.59375
"H37407-04-01",6,2,2993.59375
"H37604-04-01",1,2,3280.814453125
"H37604-04-01",2,2,3280.814453125
"H37604-04-01",3,1,3280.814453125
"H37604-04-01",4,1,3280.814453125
"H37604-04-01",6,2,3280.814453125
"H37609-04-01",1,1,3280.814453125
"H37609-04-01",2,2,3280.814453125
"H37609-04-01",3,1,3280.814453125
"H37609-04-01",4,2,3280.814453125
"H37609-04-01",6,2,3280.814453125
"H37701-04-01",1,1,1595.68603515625
"H37701-04-01",2,2,1595.68603515625
"H37701-04-01",3,1,1595.68603515625
"H37701-04-01",4,2,1595.68603515625
"H37701-04-01",6,2,1595.68603515625
"H37702-04-01",1,1,1595.68603515625
"H37702-04-01",2,1,1595.68603515625
"H37702-04-01",3,1,1595.68603515625
"H37702-04-01",4,1,1595.68603515625
"H37702-04-01",6,2,1595.68603515625
"H37703-04-01",1,2,1595.68603515625
"H37703-04-01",2,2,1595.68603515625
"H37703-04-01",3,1,1595.68603515625
"H37703-04-01",4,2,1595.68603515625
"H37703-04-01",6,1,1595.68603515625
"H37704-04-01",1,2,1595.68603515625
"H37704-04-01",2,2,1595.68603515625
"H37704-04-01",3,1,1595.68603515625
"H37704-04-01",4,2,1595.68603515625
"H37704-04-01",6,2,1595.68603515625
"H37705-04-01",1,1,1595.68603515625
"H37705-04-01",2,2,1595.68603515625
"H37705-04-01",3,1,1595.68603515625
"H37705-04-01",4,1,1595.68603515625
"H37705-04-01",6,2,1595.68603515625
"H37802-04-01",1,2,2097.82543945313
"H37802-04-01",2,2,2097.82543945313
"H37802-04-01",3,1,2097.82543945313
"H37802-04-01",4,2,2097.82543945313
"H37802-04-01",6,2,2097.82543945313
"H37803-04-01",1,2,2097.82543945313
"H37803-04-01",2,2,2097.82543945313
"H37803-04-01",3,1,2097.82543945313
"H37803-04-01",4,2,2097.82543945313
"H37803-04-01",6,2,2097.82543945313
"H37806-04-01",1,2,2097.82543945313
"H37806-04-01",2,2,2097.82543945313
"H37806-04-01",3,1,2097.82543945313
"H37806-04-01",4,2,2097.82543945313
"H37806-04-01",6,2,2097.82543945313
"H37809-04-01",1,1,2097.82543945313
"H37809-04-01",2,1,2097.82543945313
"H37809-04-01",3,1,2097.82543945313
"H37809-04-01",4,1,2097.82543945313
"H37809-04-01",6,2,2097.82543945313
"H37810-04-01",1,2,2097.82543945313
"H37810-04-01",2,1,2097.82543945313
"H37810-04-01",3,1,2097.82543945313
"H37810-04-01",4,2,2097.82543945313
"H37810-04-01",6,2,2097.82543945313
"H38201-04-01",1,1,4849.8994140625
"H38201-04-01",2,1,4849.8994140625
"H38201-04-01",3,1,4849.8994140625
"H38201-04-01",4,2,4849.8994140625
"H38201-04-01",6,2,4849.8994140625
"H38202-04-01",1,2,4849.8994140625
"H38202-04-01",2,1,4849.8994140625
"H38202-04-01",3,2,4849.8994140625
"H38202-04-01",4,2,4849.8994140625
"H38202-04-01",6,2,4849.8994140625
"H38203-04-01",1,2,4849.8994140625
"H38203-04-01",2,1,4849.8994140625
"H38203-04-01",3,1,4849.8994140625
"H38203-04-01",4,2,4849.8994140625
"H38203-04-01",6,2,4849.8994140625
"H38204-04-01",1,1,4849.8994140625
"H38204-04-01",2,1,4849.8994140625
"H38204-04-01",3,2,4849.8994140625
"H38204-04-01",4,2,4849.8994140625
"H38204-04-01",6,2,4849.8994140625
"H38205-04-01",1,1,4849.8994140625
"H38205-04-01",2,1,4849.8994140625
"H38205-04-01",3,1,4849.8994140625
"H38205-04-01",4,2,4849.8994140625
"H38205-04-01",6,2,4849.8994140625
"H38501-04-01",1,2,326.926422119141
"H38501-04-01",2,1,326.926422119141
"H38501-04-01",3,1,326.926422119141
"H38501-04-01",4,2,326.926422119141
"H38501-04-01",6,1,326.926422119141
"H38502-04-01",1,1,326.926422119141
"H38502-04-01",2,1,326.926422119141
"H38502-04-01",3,1,326.926422119141
"H38502-04-01",4,2,326.926422119141
"H38502-04-01",6,2,326.926422119141
"H38503-04-01",1,2,326.926422119141
"H38503-04-01",2,1,326.926422119141
"H38503-04-01",3,1,326.926422119141
"H38503-04-01",4,2,326.926422119141
"H38503-04-01",6,1,326.926422119141
"H38504-04-01",1,2,326.926422119141
"H38504-04-01",2,2,326.926422119141
"H38504-04-01",3,1,326.926422119141
"H38504-04-01",4,2,326.926422119141
"H38504-04-01",6,1,326.926422119141
"H38505-04-01",1,1,326.926422119141
"H38505-04-01",2,1,326.926422119141
"H38505-04-01",3,1,326.926422119141
"H38505-04-01",4,2,326.926422119141
"H38505-04-01",6,2,326.926422119141
"H38801-04-01",1,2,2706.57373046875
"H38801-04-01",2,1,2706.57373046875
"H38801-04-01",3,1,2706.57373046875
"H38801-04-01",4,2,2706.57373046875
"H38801-04-01",6,2,2706.57373046875
"H38802-04-01",1,1,2706.57373046875
"H38802-04-01",2,1,2706.57373046875
"H38802-04-01",3,1,2706.57373046875
"H38802-04-01",4,2,2706.57373046875
"H38802-04-01",6,2,2706.57373046875
"H38803-04-01",1,2,2706.57373046875
"H38803-04-01",2,1,2706.57373046875
"H38803-04-01",3,1,2706.57373046875
"H38803-04-01",4,2,2706.57373046875
"H38803-04-01",6,2,2706.57373046875
"H38804-04-01",1,1,2706.57373046875
"H38804-04-01",2,1,2706.57373046875
"H38804-04-01",3,1,2706.57373046875
"H38804-04-01",4,2,2706.57373046875
"H38804-04-01",6,2,2706.57373046875
"H38805-04-01",1,1,2706.57373046875
"H38805-04-01",2,1,2706.57373046875
"H38805-04-01",3,1,2706.57373046875
"H38805-04-01",4,1,2706.57373046875
"H38805-04-01",6,2,2706.57373046875
"H39401-04-01",1,2,911.797973632813
"H39401-04-01",2,1,911.797973632813
"H39401-04-01",3,1,911.797973632813
"H39401-04-01",4,2,911.797973632813
"H39401-04-01",6,2,911.797973632813
"H39402-04-01",1,1,911.797973632813
"H39402-04-01",2,1,911.797973632813
"H39402-04-01",3,2,911.797973632813
"H39402-04-01",4,1,911.797973632813
"H39402-04-01",6,2,911.797973632813
"H39403-04-01",1,2,911.797973632813
"H39403-04-01",2,1,911.797973632813
"H39403-04-01",3,1,911.797973632813
"H39403-04-01",4,2,911.797973632813
"H39403-04-01",6,1,911.797973632813
"H39404-04-01",1,2,911.797973632813
"H39404-04-01",2,2,911.797973632813
"H39404-04-01",3,1,911.797973632813
"H39404-04-01",4,2,911.797973632813
"H39404-04-01",6,2,911.797973632813
"H39405-04-01",1,2,911.797973632813
"H39405-04-01",2,1,911.797973632813
"H39405-04-01",3,1,911.797973632813
"H39405-04-01",4,2,911.797973632813
"H39405-04-01",6,2,911.797973632813
"H39801-04-01",1,2,1933.7021484375
"H39801-04-01",2,1,1933.7021484375
"H39801-04-01",3,1,1933.7021484375
"H39801-04-01",4,2,1933.7021484375
"H39801-04-01",6,2,1933.7021484375
"H39802-04-01",1,2,1933.7021484375
"H39802-04-01",2,1,1933.7021484375
"H39802-04-01",3,1,1933.7021484375
"H39802-04-01",4,2,1933.7021484375
"H39802-04-01",6,2,1933.7021484375
"H39803-04-01",1,2,1933.7021484375
"H39803-04-01",2,2,1933.7021484375
"H39803-04-01",3,1,1933.7021484375
"H39803-04-01",4,2,1933.7021484375
"H39803-04-01",6,2,1933.7021484375
"H39804-04-01",1,2,1933.7021484375
"H39804-04-01",2,2,1933.7021484375
"H39804-04-01",3,1,1933.7021484375
"H39804-04-01",4,2,1933.7021484375
"H39804-04-01",6,1,1933.7021484375
"H39805-04-01",1,2,1933.7021484375
"H39805-04-01",2,1,1933.7021484375
"H39805-04-01",3,1,1933.7021484375
"H39805-04-01",4,2,1933.7021484375
"H39805-04-01",6,2,1933.7021484375
"H40001-04-01",1,2,1763.8642578125
"H40001-04-01",2,1,1763.8642578125
"H40001-04-01",3,1,1763.8642578125
"H40001-04-01",4,1,1763.8642578125
"H40001-04-01",6,2,1763.8642578125
"H40002-04-01",1,2,1763.8642578125
"H40002-04-01",2,1,1763.8642578125
"H40002-04-01",3,1,1763.8642578125
"H40002-04-01",4,2,1763.8642578125
"H40002-04-01",6,2,1763.8642578125
"H40003-04-01",1,2,1763.8642578125
"H40003-04-01",2,2,1763.8642578125
"H40003-04-01",3,1,1763.8642578125
"H40003-04-01",4,2,1763.8642578125
"H40003-04-01",6,2,1763.8642578125
"H40004-04-01",1,2,1763.8642578125
"H40004-04-01",2,1,1763.8642578125
"H40004-04-01",3,1,1763.8642578125
"H40004-04-01",4,2,1763.8642578125
"H40004-04-01",6,2,1763.8642578125
"H40005-04-02",1,1,1763.8642578125
"H40005-04-02",2,1,1763.8642578125
"H40005-04-02",3,1,1763.8642578125
"H40005-04-02",4,2,1763.8642578125
"H40005-04-02",6,2,1763.8642578125
"H40102-04-01",1,2,4319.05126953125
"H40102-04-01",2,1,4319.05126953125
"H40102-04-01",3,2,4319.05126953125
"H40102-04-01",4,2,4319.05126953125
"H40102-04-01",6,1,4319.05126953125
"H40103-04-01",1,1,4319.05126953125
"H40103-04-01",2,2,4319.05126953125
"H40103-04-01",3,1,4319.05126953125
"H40103-04-01",4,2,4319.05126953125
"H40103-04-01",6,2,4319.05126953125
"H40104-04-01",1,1,4319.05126953125
"H40104-04-01",2,1,4319.05126953125
"H40104-04-01",3,1,4319.05126953125
"H40104-04-01",4,2,4319.05126953125
"H40104-04-01",6,1,4319.05126953125
"H40105-04-01",1,1,4319.05126953125
"H40105-04-01",2,1,4319.05126953125
"H40105-04-01",3,1,4319.05126953125
"H40105-04-01",4,2,4319.05126953125
"H40105-04-01",6,2,4319.05126953125
"H40301-04-01",1,2,1800.61120605469
"H40301-04-01",2,1,1800.61120605469
"H40301-04-01",3,1,1800.61120605469
"H40301-04-01",4,2,1800.61120605469
"H40301-04-01",6,2,1800.61120605469
"H40302-04-01",1,2,1800.61120605469
"H40302-04-01",2,2,1800.61120605469
"H40302-04-01",3,2,1800.61120605469
"H40302-04-01",4,1,1800.61120605469
"H40302-04-01",6,2,1800.61120605469
"H40303-04-01",1,1,1800.61120605469
"H40303-04-01",2,1,1800.61120605469
"H40303-04-01",3,1,1800.61120605469
"H40303-04-01",4,1,1800.61120605469
"H40303-04-01",6,2,1800.61120605469
"H40304-04-01",1,2,1800.61120605469
"H40304-04-01",2,2,1800.61120605469
"H40304-04-01",3,1,1800.61120605469
"H40304-04-01",4,2,1800.61120605469
"H40304-04-01",6,2,1800.61120605469
"H40305-04-01",1,2,1800.61120605469
"H40305-04-01",2,2,1800.61120605469
"H40305-04-01",3,1,1800.61120605469
"H40305-04-01",4,2,1800.61120605469
"H40305-04-01",6,2,1800.61120605469
"H40401-04-01",1,2,2133.70678710938
"H40401-04-01",2,2,2133.70678710938
"H40401-04-01",3,1,2133.70678710938
"H40401-04-01",4,1,2133.70678710938
"H40401-04-01",6,2,2133.70678710938
"H40402-04-01",1,2,2133.70678710938
"H40402-04-01",2,2,2133.70678710938
"H40402-04-01",3,2,2133.70678710938
"H40402-04-01",4,1,2133.70678710938
"H40402-04-01",6,2,2133.70678710938
"H40403-04-01",1,1,2133.70678710938
"H40403-04-01",2,2,2133.70678710938
"H40403-04-01",3,2,2133.70678710938
"H40403-04-01",4,2,2133.70678710938
"H40403-04-01",6,2,2133.70678710938
"H40404-04-01",1,2,2133.70678710938
"H40404-04-01",2,1,2133.70678710938
"H40404-04-01",3,1,2133.70678710938
"H40404-04-01",4,2,2133.70678710938
"H40404-04-01",6,2,2133.70678710938
"H40405-04-01",1,1,2133.70678710938
"H40405-04-01",2,1,2133.70678710938
"H40405-04-01",3,1,2133.70678710938
"H40405-04-01",4,2,2133.70678710938
"H40405-04-01",6,2,2133.70678710938
"H40501-04-01",1,2,2694.79272460938
"H40501-04-01",2,1,2694.79272460938
"H40501-04-01",3,1,2694.79272460938
"H40501-04-01",4,2,2694.79272460938
"H40501-04-01",6,2,2694.79272460938
"H40502-04-01",1,2,2694.79272460938
"H40502-04-01",2,2,2694.79272460938
"H40502-04-01",3,2,2694.79272460938
"H40502-04-01",4,1,2694.79272460938
"H40502-04-01",6,2,2694.79272460938
"H40503-04-01",1,2,2694.79272460938
"H40503-04-01",2,2,2694.79272460938
"H40503-04-01",3,1,2694.79272460938
"H40503-04-01",4,2,2694.79272460938
"H40503-04-01",6,2,2694.79272460938
"H40504-04-01",1,2,2694.79272460938
"H40504-04-01",2,2,2694.79272460938
"H40504-04-01",3,1,2694.79272460938
"H40504-04-01",4,2,2694.79272460938
"H40504-04-01",6,2,2694.79272460938
"H40505-04-01",1,1,2694.79272460938
"H40505-04-01",2,1,2694.79272460938
"H40505-04-01",3,2,2694.79272460938
"H40505-04-01",4,2,2694.79272460938
"H40505-04-01",6,2,2694.79272460938
"H40601-04-01",1,1,5655.76318359375
"H40601-04-01",2,1,5655.76318359375
"H40601-04-01",3,1,5655.76318359375
"H40601-04-01",4,2,5655.76318359375
"H40601-04-01",6,2,5655.76318359375
"H40602-04-01",1,2,5655.76318359375
"H40602-04-01",2,2,5655.76318359375
"H40602-04-01",3,1,5655.76318359375
"H40602-04-01",4,2,5655.76318359375
"H40602-04-01",6,2,5655.76318359375
"H40603-04-01",1,2,5655.76318359375
"H40603-04-01",2,1,5655.76318359375
"H40603-04-01",3,1,5655.76318359375
"H40603-04-01",4,2,5655.76318359375
"H40603-04-01",6,2,5655.76318359375
"H40605-04-01",1,2,5655.76318359375
"H40605-04-01",2,2,5655.76318359375
"H40605-04-01",3,1,5655.76318359375
"H40605-04-01",4,2,5655.76318359375
"H40605-04-01",6,2,5655.76318359375
"H40701-04-01",1,2,2266.640625
"H40701-04-01",2,2,2266.640625
"H40701-04-01",3,2,2266.640625
"H40701-04-01",4,2,2266.640625
"H40701-04-01",6,1,2266.640625
"H40702-04-01",1,2,2266.640625
"H40702-04-01",2,2,2266.640625
"H40702-04-01",3,1,2266.640625
"H40702-04-01",4,2,2266.640625
"H40702-04-01",6,1,2266.640625
"H40703-04-01",1,2,2266.640625
"H40703-04-01",2,2,2266.640625
"H40703-04-01",3,1,2266.640625
"H40703-04-01",4,2,2266.640625
"H40703-04-01",6,2,2266.640625
"H40704-04-01",1,2,2266.640625
"H40704-04-01",2,2,2266.640625
"H40704-04-01",3,1,2266.640625
"H40704-04-01",4,1,2266.640625
"H40704-04-01",6,2,2266.640625
"H40705-04-01",1,2,2266.640625
"H40705-04-01",2,2,2266.640625
"H40705-04-01",3,1,2266.640625
"H40705-04-01",4,2,2266.640625
"H40705-04-01",6,2,2266.640625
"H41403-04-01",1,2,2895.740234375
"H41403-04-01",2,2,2895.740234375
"H41403-04-01",3,1,2895.740234375
"H41403-04-01",4,2,2895.740234375
"H41403-04-01",6,2,2895.740234375
"H41404-04-01",1,1,2895.740234375
"H41404-04-01",2,1,2895.740234375
"H41404-04-01",3,1,2895.740234375
"H41404-04-01",4,1,2895.740234375
"H41404-04-01",6,2,2895.740234375
"H41405-04-01",1,2,2895.740234375
"H41405-04-01",2,1,2895.740234375
"H41405-04-01",3,1,2895.740234375
"H41405-04-01",4,2,2895.740234375
"H41405-04-01",6,2,2895.740234375
"H41701-04-01",1,1,2704.7509765625
"H41701-04-01",2,2,2704.7509765625
"H41701-04-01",3,2,2704.7509765625
"H41701-04-01",4,2,2704.7509765625
"H41701-04-01",6,2,2704.7509765625
"H41702-04-01",1,1,2704.7509765625
"H41702-04-01",2,1,2704.7509765625
"H41702-04-01",3,1,2704.7509765625
"H41702-04-01",4,2,2704.7509765625
"H41702-04-01",6,2,2704.7509765625
"H41703-04-01",1,1,2704.7509765625
"H41703-04-01",2,1,2704.7509765625
"H41703-04-01",3,1,2704.7509765625
"H41703-04-01",4,2,2704.7509765625
"H41703-04-01",6,2,2704.7509765625
"H41705-04-01",1,2,2704.7509765625
"H41705-04-01",2,2,2704.7509765625
"H41705-04-01",3,2,2704.7509765625
"H41705-04-01",4,2,2704.7509765625
"H41705-04-01",6,1,2704.7509765625
"H41901-04-01",1,2,2738.48071289063
"H41901-04-01",2,2,2738.48071289063
"H41901-04-01",3,1,2738.48071289063
"H41901-04-01",4,1,2738.48071289063
"H41901-04-01",6,2,2738.48071289063
"H41902-04-01",1,2,2738.48071289063
"H41902-04-01",2,2,2738.48071289063
"H41902-04-01",3,1,2738.48071289063
"H41902-04-01",4,2,2738.48071289063
"H41902-04-01",6,2,2738.48071289063
"H41903-04-01",1,2,2738.48071289063
"H41903-04-01",2,2,2738.48071289063
"H41903-04-01",3,1,2738.48071289063
"H41903-04-01",4,1,2738.48071289063
"H41903-04-01",6,2,2738.48071289063
"H41904-04-01",1,2,2738.48071289063
"H41904-04-01",2,2,2738.48071289063
"H41904-04-01",3,1,2738.48071289063
"H41904-04-01",4,2,2738.48071289063
"H41904-04-01",6,2,2738.48071289063
"H41905-04-01",1,2,2738.48071289063
"H41905-04-01",2,2,2738.48071289063
"H41905-04-01",3,1,2738.48071289063
"H41905-04-01",4,1,2738.48071289063
"H41905-04-01",6,2,2738.48071289063
"H42001-04-01",1,1,4114.3056640625
"H42001-04-01",2,2,4114.3056640625
"H42001-04-01",3,1,4114.3056640625
"H42001-04-01",4,2,4114.3056640625
"H42001-04-01",6,2,4114.3056640625
"H42002-04-01",1,2,4114.3056640625
"H42002-04-01",2,2,4114.3056640625
"H42002-04-01",3,1,4114.3056640625
"H42002-04-01",4,2,4114.3056640625
"H42002-04-01",6,1,4114.3056640625
"H42003-04-01",1,2,4114.3056640625
"H42003-04-01",2,2,4114.3056640625
"H42003-04-01",3,1,4114.3056640625
"H42003-04-01",4,2,4114.3056640625
"H42003-04-01",6,2,4114.3056640625
"H42006-04-01",1,1,4114.3056640625
"H42006-04-01",2,1,4114.3056640625
"H42006-04-01",3,2,4114.3056640625
"H42006-04-01",4,2,4114.3056640625
"H42006-04-01",6,2,4114.3056640625
"H42008-04-01",1,2,4114.3056640625
"H42008-04-01",2,2,4114.3056640625
"H42008-04-01",3,1,4114.3056640625
"H42008-04-01",4,2,4114.3056640625
"H42008-04-01",6,2,4114.3056640625
"H42201-04-02",1,2,2960.76196289063
"H42201-04-02",2,2,2960.76196289063
"H42201-04-02",3,1,2960.76196289063
"H42201-04-02",4,2,2960.76196289063
"H42201-04-02",6,2,2960.76196289063
"H42202-04-01",1,2,2960.76196289063
"H42202-04-01",2,2,2960.76196289063
"H42202-04-01",3,1,2960.76196289063
"H42202-04-01",4,1,2960.76196289063
"H42202-04-01",6,2,2960.76196289063
"H42203-04-01",1,1,2960.76196289063
"H42203-04-01",2,2,2960.76196289063
"H42203-04-01",3,2,2960.76196289063
"H42203-04-01",4,2,2960.76196289063
"H42203-04-01",6,2,2960.76196289063
"H42205-04-01",1,2,2960.76196289063
"H42205-04-01",2,2,2960.76196289063
"H42205-04-01",3,1,2960.76196289063
"H42205-04-01",4,2,2960.76196289063
"H42205-04-01",6,2,2960.76196289063
"H42206-04-01",1,2,2960.76196289063
"H42206-04-01",2,2,2960.76196289063
"H42206-04-01",3,2,2960.76196289063
"H42206-04-01",4,1,2960.76196289063
"H42206-04-01",6,2,2960.76196289063
"H42301-04-01",1,2,3080.41040039063
"H42301-04-01",2,1,3080.41040039063
"H42301-04-01",3,2,3080.41040039063
"H42301-04-01",4,1,3080.41040039063
"H42301-04-01",6,2,3080.41040039063
"H42302-04-01",1,2,3080.41040039063
"H42302-04-01",2,2,3080.41040039063
"H42302-04-01",3,1,3080.41040039063
"H42302-04-01",4,1,3080.41040039063
"H42302-04-01",6,2,3080.41040039063
"H42303-04-01",1,2,3080.41040039063
"H42303-04-01",2,2,3080.41040039063
"H42303-04-01",3,1,3080.41040039063
"H42303-04-01",4,1,3080.41040039063
"H42303-04-01",6,2,3080.41040039063
"H42304-04-01",1,1,3080.41040039063
"H42304-04-01",2,1,3080.41040039063
"H42304-04-01",3,1,3080.41040039063
"H42304-04-01",4,2,3080.41040039063
"H42304-04-01",6,2,3080.41040039063
