"hh","wgt_X","HHID","region","urban","district_code","district_name","scounty_code","subcounty_name","parish_code","parish_name","h1aq5","ea","HHID_old","rotate","wgt","wave","a1bq6","a1bq7","a1bq8","day_v1","month_v1","year_v1","day_v2","month_v2","year_v2","nonresp"
"H09109-04-01",2551.701171875,91090401,1,0,"112","Kayunga",112104,"Kitimbwa",11210402,"Kyerima",,91,1123000309,1,2551.701171875,4,1,,,"17","02","2014","17","02","2014",1
"H09110-04-01",2551.701171875,91100401,1,0,"112","Kayunga",112104,"Kitimbwa",11210402,"Kyerima",,91,1123000310,1,2551.701171875,4,1,,,"17","02","2014","19","02","2014",1
"H09111-04-01",2551.701171875,91110401,1,0,"112","Kayunga",112104,"Kitimbwa",11210402,"Kyerima",,91,1123000311,1,2551.701171875,4,1,1,,"16","02","2014","07","08","2014",1
"H09203-04-01",2551.70141601563,92030401,1,0,"112","Kayunga",112203,"Kayunga",11220301,"Bubajjwe",,92,1123000603,1,2551.70141601563,4,1,1,,"13","12","2013","29","06","2014",1
"H09206-04-01",2551.70141601563,92060401,1,0,"112","Kayunga",112203,"Kayunga",11220304,"Busaale",,92,1123000606,1,2551.70141601563,4,1,1,,"13","12","2013","27","06","2014",1
"H09208-04-01",2551.70141601563,92080401,1,0,"112","Kayunga",112203,"Kayunga",11220301,"Bubajjwe",,92,1123000608,1,2551.70141601563,4,1,1,,"13","12","2013","27","06","2014",1
"H09209-04-01",2551.70141601563,92090401,1,0,"112","Kayunga",112203,"Kayunga",11220301,"Bubajjwe",,92,1123000609,1,2551.70141601563,4,1,1,,"13","12","2013","27","06","2014",1
"H09210-04-01",2551.70141601563,92100401,1,0,"112","Kayunga",112203,"Kayunga",11220301,"Bubajjwe",,92,1123000610,1,2551.70141601563,4,1,1,,"13","12","2013","27","06","2014",1
"H09410-04-01",2792.466796875,94100401,1,1,"113","Wakiso",113112,"Ssisa",11311203,"Kitende",,94,1131000310,1,2792.466796875,4,1,1,,"18","10","2013","26","04","2014",1
"H09505-04-01",2792.466796875,95050401,1,1,"113","Wakiso",113303,"Kira Town Council",11330301,"Bweyogerere",,95,1131000405,1,2792.466796875,4,1,,,,,,,,,1
"H09510-04-01",2792.466796875,95100401,1,1,"113","Wakiso",113303,"Kira Town Council",11330301,"Bweyogerere",,95,1131000410,1,2792.466796875,4,1,,,"24","01","2014","24","01","2014",1
"H09608-04-01",2792.466796875,96080401,1,1,"113","Wakiso",113307,"Nansana Town Council",11330701,"7/8 Ochieng Ward",,96,1131000608,1,2792.466796875,4,1,1,,,,,"05","06","2014",1
"H09609-04-01",2792.466796875,96090401,1,1,"113","Wakiso",113307,"Nansana Town Council",11330701,"7/8 Ochieng Ward",,96,1131000609,1,2792.466796875,4,1,1,,,,,,,,1
"H09710-04-01",2792.466796875,97100401,1,1,"113","Wakiso",113304,"Makidye -ssabagabo",11330403,"Masajja",,97,1131000710,1,2792.466796875,4,3,,6,,,,,,,1
"H09909-04-01",2792.466796875,99090401,1,0,"113","Wakiso",113105,"Katabi",11310504,"Nalugala",,99,1133001009,1,2792.466796875,4,1,,,"23","01","2014","26","07","2014",1
"H09910-04-01",2792.466796875,99100401,1,0,"113","Wakiso",113105,"Katabi",11310504,"Nalugala",,99,1133001010,1,2792.466796875,4,1,,,,,,"23","01","2014",1
"H10002-04-01",2792.466796875,100020401,1,1,"113","Wakiso",113111,"Nsangi",11311102,"Kasenge",,100,1133001202,1,2792.466796875,4,1,1,,"27","10","2013","19","04","2014",1
"H10004-04-01",2792.466796875,100040401,1,1,"113","Wakiso",113111,"Nsangi",11311102,"Kasenge",,100,1133001204,1,2792.466796875,4,1,1,,"27","10","2013","27","04","2014",1
"H10007-04-01",1396.2333984375,100070401,1,0,"113","Wakiso",113111,"Nsangi",11311102,"Kasenge",,100,1133001207,1,1396.2333984375,4,1,1,,,,,,,,1
"H10010-04-01",2792.466796875,100100401,1,0,"113","Wakiso",113111,"Nsangi",11311102,"Kasenge",,100,1133001210,1,2792.466796875,4,1,1,,"30","10","2013","19","04","2014",1
"H10201-04-01",1396.23327636719,102010401,1,1,"113","Wakiso",113113,"Wakiso",11311306,"Ssumbwe",,102,1133001601,1,1396.23327636719,4,1,1,,"26","11","2013","20","05","2014",1
"H10311-04-01",2792.466796875,103110401,1,0,"108","Mukono",108106,"Nama",10810606,"Namubiru",,103,1133001911,1,2792.466796875,4,1,,,"02","04","2014","02","04","2014",1
"H10701-04-01",757.547973632813,107010401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000401,1,757.547973632813,4,1,1,,"06","12","2013","26","06","2014",1
"H10701-04-02",757.547973632813,107010402,2,0,"201","Bugiri",201103,"Bulesa",20110304,"Iggwe",,107,,0,757.547973632813,4,1,1,,"06","12","2013","26","06","2014",1
"H10702-04-01",2272.64404296875,107020401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000402,1,2272.64404296875,4,1,1,,"06","12","2013","02","07","2014",1
"H10703-04-01",2272.64404296875,107030401,2,0,"201","Bugiri",201103,"Bulesa",20110305,"Kitodha",,107,2013000403,1,2272.64404296875,4,1,1,,"05","12","2013","29","06","2014",1
"H10704-04-01",1136.32202148438,107040401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000404,1,1136.32202148438,4,1,,,"13","07","2014","13","07","2014",1
"H10704-04-02",1136.32202148438,107040402,2,0,"201","Bugiri",201103,"Bulesa",20110302,"Buwuni Rural",,107,,0,1136.32202148438,4,1,,,"19","10","2014","19","10","2014",1
"H10706-04-01",1136.32202148438,107060401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000406,1,1136.32202148438,4,1,1,,"05","12","2013","25","06","2014",1
"H10706-04-02",1136.32202148438,107060402,2,0,"201","Bugiri",201111,"Nankoma",20111105,"Nankoma",,107,30201300040603,1,1136.32202148438,4,1,,,"03","08","2014","03","08","2014",1
"H10708-04-01",2272.64404296875,107080401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000408,1,2272.64404296875,4,1,1,,"05","12","2013","03","07","2014",1
"H10709-04-01",2272.64404296875,107090401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000409,1,2272.64404296875,4,1,,,"08","07","2014","13","07","2014",1
"H10710-04-01",454.52880859375,107100401,2,0,"201","Bugiri",201103,"Bulesa",20110301,"Buluwe",,107,2013000410,1,454.52880859375,4,1,1,,"06","12","2013","02","07","2014",1
"H10710-04-04",454.52880859375,107100404,2,0,"214","Mayuge",214104,"Busakira",21410403,"Kaluuba",,107,30201300041003,1,454.52880859375,4,1,,,"03","08","2014","03","08","2014",1
"H10801-04-01",2272.64404296875,108010401,2,0,"202","Busia",202209,"Lunyo",20220904,"Nekuku",,108,2013000601,1,2272.64404296875,4,1,1,,"01","10","2013","03","10","2014",1
"H10802-04-01",2272.64404296875,108020401,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000602,1,2272.64404296875,4,1,1,,"01","10","2013","24","03","2014",1
"H10803-04-01",757.547973632813,108030401,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000603,1,757.547973632813,4,1,,,"29","09","2013",,,,1
"H10803-04-02",757.547973632813,108030402,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2201300060303,1,757.547973632813,4,1,,,"30","09","2013",,,,1
"H10803-04-03",757.547973632813,108030403,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,,0,757.547973632813,4,1,,,"29","09","2013",,,,1
"H10804-04-01",2272.64404296875,108040401,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000604,1,2272.64404296875,4,1,1,,"29","09","2013","24","03","2014",1
"H10805-04-01",2272.64404296875,108050401,2,1,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000605,1,2272.64404296875,4,1,1,,"30","09","2013","24","03","2014",1
"H10806-04-01",2272.64404296875,108060401,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000606,1,2272.64404296875,4,1,1,,"08","10","2014","08","10","2014",1
"H10807-04-01",1136.32202148438,108070401,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000607,1,1136.32202148438,4,1,,,"29","09","2013",,,,1
"H10807-04-02",1136.32202148438,108070402,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,,0,1136.32202148438,4,1,,,"29","09","2013",,,,1
"H10809-04-01",2272.64404296875,108090401,2,0,"230","Namayingo",230104,"Buyinja",23010401,"Gondohera",,108,2013000609,1,2272.64404296875,4,1,1,,"08","10","2014","25","03","2014",1
"H10904-04-01",2272.64404296875,109040401,2,0,"201","Bugiri",201110,"Nabukalu",20111009,"Wangobo",,109,2013000804,1,2272.64404296875,4,1,1,,"14","01","2014","17","07","2014",1
"H10905-04-01",2272.64404296875,109050401,2,0,"201","Bugiri",201110,"Nabukalu",20111009,"Wangobo",,109,2013000805,1,2272.64404296875,4,1,1,,"14","01","2014","17","07","2014",1
"H10906-04-01",2272.64404296875,109060401,2,0,"201","Bugiri",201110,"Nabukalu",20111009,"Wangobo",,109,2013000806,1,2272.64404296875,4,1,1,,"14","01","2014","17","07","2014",1
"H10908-04-01",2272.64404296875,109080401,2,0,"201","Bugiri",201110,"Nabukalu",20111009,"Wangobo",,109,2013000808,1,2272.64404296875,4,1,1,,,,,"17","07","2014",1
"H10909-04-01",568.161010742188,109090401,2,0,"201","Bugiri",201110,"Nabukalu",20111009,"Wangobo",,109,2013000809,1,568.161010742188,4,1,1,,"14","01","2014","23","07","2014",1
"H10909-04-02",568.161010742188,109090402,2,0,"201","Bugiri",201110,"Nabukalu",20111001,"Bubalya",,109,201300080903,1,568.161010742188,4,1,1,,"15","01","2014","18","07","2014",1
"H10910-04-01",2272.64404296875,109100401,2,0,"201","Bugiri",201110,"Nabukalu",20111009,"Wangobo",,109,2013000810,1,2272.64404296875,4,1,1,,"14","01","2014","17","07","2014",1
"H11001-04-01",2272.64404296875,110010401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000901,1,2272.64404296875,4,1,1,,"22","10","2013","13","04","2014",1
"H11002-04-01",2272.64404296875,110020401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000902,1,2272.64404296875,4,1,1,,"23","10","2013","13","04","2014",1
"H11006-04-01",2272.64404296875,110060401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000906,1,2272.64404296875,4,1,,,"22","10","2013",,,,1
"H11007-04-01",2272.64404296875,110070401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000907,1,2272.64404296875,4,1,,,"23","10","2013",,,,1
"H11009-04-01",2272.64404296875,110090401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000909,1,2272.64404296875,4,1,1,,"13","04","2014","13","04","2014",1
"H11010-04-01",2272.64404296875,110100401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000910,1,2272.64404296875,4,1,1,,"23","10","2013","13","04","2014",1
"H11011-04-01",2272.64404296875,110110401,2,0,"230","Namayingo",230107,"Sigulu Islands",23010709,"Nampongwe",,110,2013000911,1,2272.64404296875,4,1,,,"03","05","2014",,,,1
"H11502-04-01",1136.32202148438,115020401,2,1,"203","Iganga",203202,"Northern Division",20320203,"Mutukula",,115,2031000402,1,1136.32202148438,4,1,1,,"07","12","2013","22","06","2014",1
"H11504-04-01",2272.64404296875,115040401,2,1,"203","Iganga",203202,"Northern Division",20320203,"Mutukula",,115,2031000404,1,2272.64404296875,4,1,1,,"07","12","2013","24","06","2014",1
"H11505-04-01",2272.64404296875,115050401,2,1,"203","Iganga",203202,"Northern Division",20320205,"Nkono Ward",,115,2031000405,1,2272.64404296875,4,1,1,,"15","12","2013","22","06","2014",1
"H11507-04-01",2272.64404296875,115070401,2,1,"203","Iganga",203202,"Northern Division",20320203,"Mutukula",,115,2031000407,1,2272.64404296875,4,1,,,,,,,,,1
"H11510-04-01",2272.64404296875,115100401,2,1,"203","Iganga",203202,"Northern Division",20320205,"Nkono Ward",,115,2031000410,1,2272.64404296875,4,1,1,,"07","12","2013","06","10","2014",1
"H11801-04-01",2272.64404296875,118010401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001801,1,2272.64404296875,4,1,1,,"21","10","2013","12","04","2014",1
"H11804-04-01",2272.64404296875,118040401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001804,1,2272.64404296875,4,1,1,,"20","10","2013","12","04","2014",1
"H11805-04-01",2272.64404296875,118050401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001805,1,2272.64404296875,4,1,,,"21","10","2013",,,,1
"H11806-04-01",2272.64404296875,118060401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001806,1,2272.64404296875,4,1,1,,"21","10","2013","12","04","2014",1
"H11807-04-01",2272.64404296875,118070401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001807,1,2272.64404296875,4,1,1,,"20","10","2013","12","04","2014",1
"H11808-04-01",1136.32202148438,118080401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001808,1,1136.32202148438,4,1,1,,"20","10","2013","12","04","2014",1
"H11809-04-01",2272.64404296875,118090401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001809,1,2272.64404296875,4,1,3,2,"21","10","2013",,,,1
"H11810-04-01",2272.64404296875,118100401,2,0,"203","Iganga",203301,"Bulamagi",20330101,"Bukoyo",,118,2033001810,1,2272.64404296875,4,1,1,,"21","10","2013","12","04","2014",1
"H11901-04-01",2272.64404296875,119010401,2,1,"203","Iganga",203303,"Nakalama",20330304,"Nakalama",,119,2033002301,1,2272.64404296875,4,1,1,,"16","01","2014",,,,1
"H11905-04-01",2272.64404296875,119050401,2,0,"203","Iganga",203303,"Nakalama",20330301,"Bukaye",,119,2033002305,1,2272.64404296875,4,1,1,,"16","01","2014","06","10","2014",1
"H11907-04-01",2272.64404296875,119070401,2,0,"203","Iganga",203303,"Nakalama",20330304,"Nakalama",,119,2033002307,1,2272.64404296875,4,1,1,,"16","01","2014","19","07","2014",1
"H11908-04-01",2272.64404296875,119080401,2,0,"203","Iganga",203303,"Nakalama",20330301,"Bukaye",,119,2033002308,1,2272.64404296875,4,1,1,,"16","01","2014","19","07","2014",1
"H11910-04-01",2272.64404296875,119100401,2,0,"203","Iganga",203303,"Nakalama",20330304,"Nakalama",,119,2033002310,1,2272.64404296875,4,1,1,,"16","01","2014","19","07","2014",1
"H12001-04-01",2272.64404296875,120010401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002801,1,2272.64404296875,4,,,,,,,,,,1
"H12003-04-02",1136.32202148438,120030402,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,,0,1136.32202148438,4,1,,,"27","05","2014","27","05","2014",1
"H12005-04-01",2272.64404296875,120050401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002805,1,2272.64404296875,4,1,1,,"22","11","2013","27","05","2014",1
"H12006-04-01",2272.64404296875,120060401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002806,1,2272.64404296875,4,1,1,,"22","11","2013","04","06","2014",1
"H12007-04-01",2272.64404296875,120070401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002807,1,2272.64404296875,4,1,1,,"22","11","2013","26","05","2014",1
"H12008-04-01",1136.32202148438,120080401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002808,1,1136.32202148438,4,1,1,,"23","11","2013","26","05","2014",1
"H12008-04-02",1136.32202148438,120080402,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,203300280802,1,1136.32202148438,4,1,,,"27","05","2014","27","05","2014",1
"H12009-04-01",2272.64404296875,120090401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002809,1,2272.64404296875,4,1,1,,"23","11","2013","26","05","2014",1
"H12010-04-01",2272.64404296875,120100401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002810,1,2272.64404296875,4,1,1,,"23","11","2013","04","06","2014",1
"H12011-04-01",2272.64404296875,120110401,2,0,"229","Luuka",229104,"Ikumbya",22910402,"Ikumbya",,120,2033002811,1,2272.64404296875,4,1,1,,"23","11","2013","26","05","2014",1
"H12306-04-01",2272.64404296875,123060401,2,1,"204","Jinja",204203,"Masese/walukuba",20420301,"Masese Ward",,123,2041000606,1,2272.64404296875,4,,,,,,,,,,1
"H12311-04-01",2272.64404296875,123110401,2,1,"204","Jinja",204203,"Masese/walukuba",20420301,"Masese Ward",,123,2041000611,1,2272.64404296875,4,1,,,"29","07","2014","29","07","2014",1
"H12402-04-01",2272.64404296875,124020401,2,1,"204","Jinja",204101,"Bugembe Town Council",20410103,"Katende",,124,2041000902,1,2272.64404296875,4,,,,,,,,,,1
"H12407-04-01",1136.32202148438,124070401,2,1,"204","Jinja",204101,"Bugembe Town Council",20410103,"Katende",,124,2041000907,1,1136.32202148438,4,1,,,"17","10","2013",,,,1
"H12408-04-01",2272.64404296875,124080401,2,1,"204","Jinja",204101,"Bugembe Town Council",20410103,"Katende",,124,2041000908,1,2272.64404296875,4,1,,,"17","10","2013",,,,1
"H12409-04-01",2272.64404296875,124090401,2,1,"204","Jinja",204101,"Bugembe Town Council",20410103,"Katende",,124,2041000909,1,2272.64404296875,4,1,1,,"16","10","2013","10","04","2014",1
"H12411-04-01",2272.64404296875,124110401,2,1,"204","Jinja",204101,"Bugembe Town Council",20410103,"Katende",,124,2041000911,1,2272.64404296875,4,1,,,"16","10","2013",,,,1
"H12501-04-01",2272.64404296875,125010401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001201,1,2272.64404296875,4,1,1,,"15","12","2013","19","06","2014",1
"H12502-04-01",2272.64404296875,125020401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001202,1,2272.64404296875,4,1,,,"18","12","2013",,,,1
"H12504-04-01",2272.64404296875,125040401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001204,1,2272.64404296875,4,1,,,"14","12","2013",,,,1
"H12505-04-01",2272.64404296875,125050401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001205,1,2272.64404296875,4,1,1,,"15","12","2013","20","06","2014",1
"H12506-04-01",2272.64404296875,125060401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001206,1,2272.64404296875,4,1,1,,"14","12","2013","20","06","2014",1
"H12507-04-01",2272.64404296875,125070401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001207,1,2272.64404296875,4,,,,"22","06","2014",,,,1
"H12509-04-01",2272.64404296875,125090401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001209,1,2272.64404296875,4,1,1,,"14","12","2013","22","06","2014",1
"H12510-04-01",2272.64404296875,125100401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001210,1,2272.64404296875,4,1,1,,"14","12","2013","20","06","2014",1
"H12512-04-01",2272.64404296875,125120401,2,0,"204","Jinja",204102,"Busedde",20410204,"Nabitambala",,125,2043001212,1,2272.64404296875,4,1,1,,"14","12","2013","19","06","2014",1
"H12601-04-01",2272.6435546875,126010401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001401,1,2272.6435546875,4,1,,,"05","10","2013",,,,1
"H12603-04-01",2272.6435546875,126030401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001403,1,2272.6435546875,4,1,1,,"05","10","2013","26","03","2014",1
"H12604-04-01",2272.6435546875,126040401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001404,1,2272.6435546875,4,1,,,,,,,,,1
"H12605-04-01",2272.6435546875,126050401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001405,1,2272.6435546875,4,1,1,,"05","10","2013","17","03","2014",1
"H12606-04-01",1136.32177734375,126060401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001406,1,1136.32177734375,4,1,,,"06","10","2014",,,,1
"H12606-04-02",1136.32177734375,126060402,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,,0,1136.32177734375,4,1,1,,,,,"17","03","2014",1
"H12607-04-01",2272.6435546875,126070401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001407,1,2272.6435546875,4,1,,,"18","03","2014","18","03","2014",1
"H12609-04-01",2272.6435546875,126090401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001409,1,2272.6435546875,4,1,1,,"05","10","2013",,,,1
"H12610-04-01",1136.32177734375,126100401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001410,1,1136.32177734375,4,1,1,,"05","10","2013","17","03","2014",1
"H12610-04-02",1136.32177734375,126100402,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,204300141003,1,1136.32177734375,4,1,,,"17","03","2014","18","03","2014",1
"H12611-04-01",2272.6435546875,126110401,2,0,"204","Jinja",204301,"Budondo",20430103,"Kibibi",,126,2043001411,1,2272.6435546875,4,1,1,,"04","10","2013","18","03","2014",1
"H12701-04-01",1136.32177734375,127010401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001501,1,1136.32177734375,4,1,1,,"17","01","2014","21","07","2014",1
"H12703-04-01",2272.6435546875,127030401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001503,1,2272.6435546875,4,1,,,"17","01","2014",,,,1
"H12704-04-01",2272.6435546875,127040401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001504,1,2272.6435546875,4,1,1,,"17","01","2014","21","07","2014",1
"H12705-04-01",2272.6435546875,127050401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001505,1,2272.6435546875,4,1,1,,"17","01","2014","21","07","2014",1
"H12706-04-01",2272.6435546875,127060401,2,0,"204","Jinja",204305,"Buyengo",20430501,"Bulugo",,127,2043001506,1,2272.6435546875,4,1,1,,"18","01","2014","21","07","2014",1
"H12707-04-01",2272.6435546875,127070401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001507,1,2272.6435546875,4,1,1,,"17","01","2014","21","07","2014",1
"H12708-04-01",2272.6435546875,127080401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001508,1,2272.6435546875,4,1,1,,"21","07","2014","21","07","2014",1
"H12709-04-01",1136.32177734375,127090401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001509,1,1136.32177734375,4,1,1,,"18","01","2014","21","07","2014",1
"H12710-04-01",2272.6435546875,127100401,2,0,"204","Jinja",204302,"Butagaya",20430205,"Nawapanda",,127,2043001510,1,2272.6435546875,4,1,1,,"18","01","2014","21","07","2014",1
"H12805-04-01",757.547973632813,128050401,2,1,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,2051000105,1,757.547973632813,4,1,,,"19","02","2014",,,,1
"H12806-04-01",2272.64404296875,128060401,2,1,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,2051000106,1,2272.64404296875,4,1,1,,"18","02","2014","27","08","2014",1
"H12808-04-01",2272.64404296875,128080401,2,1,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,2051000108,1,2272.64404296875,4,1,1,,"18","02","2014","06","08","2014",1
"H12809-04-01",757.547973632813,128090401,2,1,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,2051000109,1,757.547973632813,4,1,1,,"18","02","2014","06","08","2014",1
"H12809-04-03",757.547973632813,128090403,2,1,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,,0,757.547973632813,4,,,,,,,,,,1
"H12810-04-01",2272.64404296875,128100401,2,1,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,2051000110,1,2272.64404296875,4,1,1,,"18","02","2014","06","08","2014",1
"H12811-04-01",2272.64404296875,128110401,2,0,"205","Kamuli",205104,"Kamuli Town Council",20510401,"Kasoigo",,128,2051000111,1,2272.64404296875,4,1,,,"06","08","2014","18","08","2014",1
"H12812-04-01",2272.64404296875,128120401,2,0,"229","Luuka",229107,"Nawampiti",22910701,"Bugomba",,128,2051000112,1,2272.64404296875,4,1,,,"07","08","2014","07","08","2014",1
"H12901-04-01",2272.64404296875,129010401,2,1,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000401,1,2272.64404296875,4,1,1,,"28","10","2013","30","09","2013",1
"H12902-04-02",2272.64404296875,129020402,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,,0,2272.64404296875,4,1,1,,"28","10","2013","16","04","2014",1
"H12903-04-01",2272.64404296875,129030401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000403,1,2272.64404296875,4,1,1,,"29","10","2013","16","04","2014",1
"H12904-04-01",2272.64404296875,129040401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000404,1,2272.64404296875,4,1,,,"01","11","2013",,,,1
"H12905-04-01",1136.32202148438,129050401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000405,1,1136.32202148438,4,1,1,,"29","10","2013","23","04","2014",1
"H12905-04-02",1136.32202148438,129050402,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,,0,1136.32202148438,4,1,,,"17","04","2014","17","04","2014",1
"H12906-04-01",2272.64404296875,129060401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000406,1,2272.64404296875,4,1,,,"29","10","2013",,,,1
"H12907-04-01",2272.64404296875,129070401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000407,1,2272.64404296875,4,1,1,,"28","10","2013","16","04","2014",1
"H12908-04-01",2272.64404296875,129080401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000408,1,2272.64404296875,4,1,1,,"28","10","2013","28","04","2014",1
"H12909-04-02",2272.64404296875,129090402,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,,0,2272.64404296875,4,1,1,,"28","10","2013","17","04","2014",1
"H12910-04-01",2272.64404296875,129100401,2,0,"226","Buyende",226103,"Buyende Town Council",22610303,"Makanga-ndorwa",,129,2053000410,1,2272.64404296875,4,1,1,,"29","10","2013","16","04","2014",1
"H13002-04-01",2272.64404296875,130020401,2,0,"226","Buyende",226104,"Kagulu",22610405,"Kabukye",,130,2053000902,1,2272.64404296875,4,1,1,,"14","02","2014","05","08","2014",1
"H13003-04-01",2272.64404296875,130030401,2,0,"226","Buyende",226104,"Kagulu",22610405,"Kabukye",,130,2053000903,1,2272.64404296875,4,1,,,"05","08","2014","05","08","2014",1
