"HHID","APCode","a6cq2","a6cq3a","a6cq3b","a6cq3c","a6cq3d","a6cq3e","a6cq4a","a6cq4b","a6cq4c","a6cq5a","a6cq5b","a6cq5c","a6cq6","a6cq7","a6cq8","a6cq9","a6cq10","a6cq11","a6cq12","a6cq13a","a6cq13b","a6cq14a","a6cq14b","a6cq15","a6cq15b","a6cq15c","a6cq16","hh","wgt_X"
236050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23605-04-01",2464.5224609375
236050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23605-04-01",2464.5224609375
236060401,23,1,13,23606001,23606002,23606001,23606002,0,,,0,,,8,9,0,0,0,0,2,0,,0,,2,3,1,1,"H23606-04-01",2464.5224609375
236060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23606-04-01",2464.5224609375
236060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23606-04-01",2464.5224609375
236060401,26,1,1,23606002,23606001,23606001,23606002,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,3,1,1,"H23606-04-01",2464.5224609375
236060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23606-04-01",2464.5224609375
236070401,23,1,15,23607007,23607016,23607007,23607016,0,,,0,,,7,20,2,0,0,0,9,0,,3,45000,2,1,4,1,"H23607-04-01",492.904541015625
236070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-01",492.904541015625
236070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-01",492.904541015625
236070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-01",492.904541015625
236070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-01",492.904541015625
236070402,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-02",492.904541015625
236070402,24,1,16,23607005,23607006,23607006,23607005,6,23607010,23607006,0,,,20,15,0,0,0,19,0,0,,0,,0,1,3,1,"H23607-04-02",492.904541015625
236070402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-02",492.904541015625
236070402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-02",492.904541015625
236070402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-02",492.904541015625
236070403,23,1,7,23607014,23607001,23607001,,0,,,0,,,9,3,0,0,0,0,3,0,,1,15000,1,1,3,1,"H23607-04-03",492.904541015625
236070403,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-03",492.904541015625
236070403,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-03",492.904541015625
236070403,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-03",492.904541015625
236070403,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-03",492.904541015625
236070404,23,1,10,23607025,23607026,23607026,23607032,0,,,0,,,4,10,0,0,0,4,0,0,,0,,0,3,1,1,"H23607-04-04",492.904541015625
236070404,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-04",492.904541015625
236070404,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-04",492.904541015625
236070404,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-04",492.904541015625
236070404,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-04",492.904541015625
236070405,23,1,5,23607018,,23607018,,2,23607018,,0,,,6,14,0,0,0,14,0,0,,1,15000,0,3,1,1,"H23607-04-05",492.904541015625
236070405,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-05",492.904541015625
236070405,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-05",492.904541015625
236070405,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-05",492.904541015625
236070405,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23607-04-05",492.904541015625
236080401,23,1,8,23608001,,23608001,,0,,,0,,,6,4,0,0,0,0,1,0,,1,6000,0,4,5,1,"H23608-04-01",2464.5224609375
236080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23608-04-01",2464.5224609375
236080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23608-04-01",2464.5224609375
236080401,26,1,3,23608001,,23608001,,0,,,0,,,6,0,0,3,0,0,0,0,,0,,0,3,4,1,"H23608-04-01",2464.5224609375
236080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23608-04-01",2464.5224609375
237010401,23,1,1,23701001,23701002,23701001,23701002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,5,1,"H23701-04-01",1232.26123046875
237010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23701-04-01",1232.26123046875
237010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23701-04-01",1232.26123046875
237010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23701-04-01",1232.26123046875
237010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23701-04-01",1232.26123046875
237050401,23,1,8,23705002,,23705002,,0,,,0,,,4,4,0,0,0,0,0,0,,0,,0,5,5,1,"H23705-04-01",2464.5224609375
237050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23705-04-01",2464.5224609375
237050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23705-04-01",2464.5224609375
237050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23705-04-01",2464.5224609375
237050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23705-04-01",2464.5224609375
237080402,23,1,5,23708001,,23708002,23708004,0,,,0,,,5,2,0,0,0,0,1,0,,0,,1,3,5,1,"H23708-04-02",821.507446289063
237080402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23708-04-02",821.507446289063
237080402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23708-04-02",821.507446289063
237080402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23708-04-02",821.507446289063
237080402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23708-04-02",821.507446289063
238040401,23,1,3,23804002,23804003,23804002,23804003,0,,,0,,,1,5,0,0,0,2,0,0,,0,,1,1,3,1,"H23804-04-01",2464.5224609375
238040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23804-04-01",2464.5224609375
238040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23804-04-01",2464.5224609375
238040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23804-04-01",2464.5224609375
238040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23804-04-01",2464.5224609375
238100401,23,1,2,23810007,23810004,23810001,23810004,0,,,0,,,0,0,2,0,0,0,0,0,,0,,0,1,5,1,"H23810-04-01",2464.5224609375
238100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23810-04-01",2464.5224609375
238100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23810-04-01",2464.5224609375
238100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23810-04-01",2464.5224609375
238100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23810-04-01",2464.5224609375
238110401,23,1,8,23811001,,23811002,,0,,,0,,,12,0,0,0,0,4,0,0,,0,,0,1,3,1,"H23811-04-01",2464.5224609375
238110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23811-04-01",2464.5224609375
238110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23811-04-01",2464.5224609375
238110401,26,1,5,23811001,,23811001,,0,,,0,,,15,0,0,0,5,0,0,0,,5,25000,0,1,3,1,"H23811-04-01",2464.5224609375
238110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23811-04-01",2464.5224609375
239010401,23,1,7,23901001,,23901001,,0,,,0,,,2,5,0,0,0,0,0,0,,0,,0,1,3,1,"H23901-04-01",2464.5224609375
239010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23901-04-01",2464.5224609375
239010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23901-04-01",2464.5224609375
239010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23901-04-01",2464.5224609375
239010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23901-04-01",2464.5224609375
239030401,23,1,1,23903001,,23903001,,0,,,0,,,0,0,0,0,0,0,0,1,2000,0,,0,1,3,1,"H23903-04-01",2464.5224609375
239030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23903-04-01",2464.5224609375
239030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23903-04-01",2464.5224609375
239030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23903-04-01",2464.5224609375
239030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23903-04-01",2464.5224609375
239050401,23,1,8,23905007,23905003,23905007,23905008,0,,,0,,,13,4,0,0,0,9,0,0,,0,,0,3,1,1,"H23905-04-01",1232.26123046875
239050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23905-04-01",1232.26123046875
239050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23905-04-01",1232.26123046875
239050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23905-04-01",1232.26123046875
239050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23905-04-01",1232.26123046875
239060401,23,1,4,23906001,,23906001,,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,3,5,1,"H23906-04-01",2464.5224609375
239060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23906-04-01",2464.5224609375
239060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23906-04-01",2464.5224609375
239060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23906-04-01",2464.5224609375
239060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23906-04-01",2464.5224609375
239070401,23,1,8,23907001,,23907001,,0,,,0,,,4,11,0,0,0,5,0,0,,0,,2,3,1,1,"H23907-04-01",2464.5224609375
239070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23907-04-01",2464.5224609375
239070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23907-04-01",2464.5224609375
239070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23907-04-01",2464.5224609375
239070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H23907-04-01",2464.5224609375
242010401,23,1,3,24201001,24201002,24201001,24201002,0,,,0,,,1,9,0,0,0,7,0,0,,0,,0,3,1,1,"H24201-04-01",2464.5224609375
242010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24201-04-01",2464.5224609375
242010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24201-04-01",2464.5224609375
242010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24201-04-01",2464.5224609375
242010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24201-04-01",2464.5224609375
242020401,23,1,16,24202001,24202002,24202003,24202002,0,,,0,,,6,11,0,0,0,0,0,0,,0,,1,6,5,1,"H24202-04-01",2464.5224609375
242020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24202-04-01",2464.5224609375
242020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24202-04-01",2464.5224609375
242020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24202-04-01",2464.5224609375
242020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24202-04-01",2464.5224609375
242030401,23,1,10,24203001,24203002,24203001,24203005,0,,,0,,,9,13,0,0,0,9,0,0,,0,,3,3,1,1,"H24203-04-01",1232.26123046875
242030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24203-04-01",1232.26123046875
242030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24203-04-01",1232.26123046875
242030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24203-04-01",1232.26123046875
242030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24203-04-01",1232.26123046875
242090401,23,1,4,24209001,,24209001,,0,,,0,,,0,3,0,0,0,0,0,1,10000,0,,0,3,5,1,"H24209-04-01",1232.26123046875
242090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24209-04-01",1232.26123046875
242090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24209-04-01",1232.26123046875
242090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24209-04-01",1232.26123046875
242090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24209-04-01",1232.26123046875
242100401,23,1,4,24210001,24210002,24210001,24210004,0,,,0,,,2,5,0,0,0,0,3,0,,0,,0,6,5,1,"H24210-04-01",1232.26123046875
242100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-01",1232.26123046875
242100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-01",1232.26123046875
242100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-01",1232.26123046875
242100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-01",1232.26123046875
242100402,23,1,2,24210003,24210008,24210003,24210008,0,,,0,,,1,5,0,0,0,4,0,0,,0,,0,6,5,1,"H24210-04-02",1232.26123046875
242100402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-02",1232.26123046875
242100402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-02",1232.26123046875
242100402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-02",1232.26123046875
242100402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24210-04-02",1232.26123046875
244010401,23,1,2,24401001,24401003,24401001,24401003,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1,"H24401-04-01",821.507507324219
244010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24401-04-01",821.507507324219
244010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24401-04-01",821.507507324219
244010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24401-04-01",821.507507324219
244010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24401-04-01",821.507507324219
244030401,23,1,15,24403001,,24403001,,0,,,0,,,8,9,0,1,0,0,0,0,,0,,1,3,1,1,"H24403-04-01",1232.26123046875
244030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24403-04-01",1232.26123046875
244030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24403-04-01",1232.26123046875
244030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24403-04-01",1232.26123046875
244030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24403-04-01",1232.26123046875
245060401,23,1,4,24506001,24506009,24506001,24506009,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1,"H24506-04-01",943.790832519531
245060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24506-04-01",943.790832519531
245060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24506-04-01",943.790832519531
245060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24506-04-01",943.790832519531
245060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24506-04-01",943.790832519531
245070401,23,1,4,24507005,24507001,24507005,24507001,0,,,0,,,6,0,0,0,0,0,0,0,,2,8000,0,1,5,1,"H24507-04-01",1887.58166503906
245070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24507-04-01",1887.58166503906
245070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24507-04-01",1887.58166503906
245070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24507-04-01",1887.58166503906
245070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24507-04-01",1887.58166503906
245110401,23,1,4,24511013,,24511013,24511014,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,3,1,"H24511-04-01",1887.58166503906
245110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24511-04-01",1887.58166503906
245110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24511-04-01",1887.58166503906
245110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24511-04-01",1887.58166503906
245110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24511-04-01",1887.58166503906
246060401,23,1,2,24606001,,24606001,,0,,,0,,,8,0,0,0,0,0,6,0,,0,,0,1,5,1,"H24606-04-01",1887.58166503906
246060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24606-04-01",1887.58166503906
246060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24606-04-01",1887.58166503906
246060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24606-04-01",1887.58166503906
246060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24606-04-01",1887.58166503906
248020401,23,1,9,24802001,24802002,24802002,24802003,0,,,0,,,8,8,0,0,0,5,0,0,,0,,2,3,1,1,"H24802-04-01",1232.26123046875
248020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-01",1232.26123046875
248020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-01",1232.26123046875
248020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-01",1232.26123046875
248020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-01",1232.26123046875
248020402,23,1,16,24802011,24802018,24802011,24802018,0,,,0,,,3,13,0,0,0,0,0,0,,0,,0,1,3,1,"H24802-04-02",1232.26123046875
248020402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-02",1232.26123046875
248020402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-02",1232.26123046875
248020402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-02",1232.26123046875
248020402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24802-04-02",1232.26123046875
248030401,23,1,4,24803001,,24803001,,0,,,0,,,6,0,0,0,0,2,0,0,,0,,0,1,5,1,"H24803-04-01",2464.5224609375
248030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24803-04-01",2464.5224609375
248030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24803-04-01",2464.5224609375
248030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24803-04-01",2464.5224609375
248030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24803-04-01",2464.5224609375
248060401,23,1,2,24806001,,24806001,24806002,0,,,0,,,3,10,0,0,0,9,0,0,,1,18000,1,1,3,1,"H24806-04-01",2464.5224609375
248060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24806-04-01",2464.5224609375
248060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24806-04-01",2464.5224609375
248060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24806-04-01",2464.5224609375
248060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24806-04-01",2464.5224609375
248090401,23,1,6,24809001,24809002,24809001,24809002,0,,,0,,,7,6,0,0,0,5,0,0,,0,,2,3,1,1,"H24809-04-01",2464.5224609375
248090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24809-04-01",2464.5224609375
248090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24809-04-01",2464.5224609375
248090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24809-04-01",2464.5224609375
248090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24809-04-01",2464.5224609375
248110401,23,1,7,24811001,,24811001,,0,,,0,,,7,3,0,0,0,0,0,0,,0,,3,6,4,1,"H24811-04-01",2464.5224609375
248110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24811-04-01",2464.5224609375
248110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24811-04-01",2464.5224609375
248110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24811-04-01",2464.5224609375
248110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H24811-04-01",2464.5224609375
250010401,23,1,25,25001008,,25001001,,0,,,0,,,16,17,0,8,0,0,0,0,,0,,0,3,4,1,"H25001-04-01",2464.5224609375
250010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25001-04-01",2464.5224609375
250010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25001-04-01",2464.5224609375
250010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25001-04-01",2464.5224609375
250010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25001-04-01",2464.5224609375
250020401,23,1,12,25002001,25002002,25002001,25002002,0,,,0,,,3,9,0,0,0,0,0,0,,0,,0,6,5,1,"H25002-04-01",2464.5224609375
250020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25002-04-01",2464.5224609375
250020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25002-04-01",2464.5224609375
250020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25002-04-01",2464.5224609375
250020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25002-04-01",2464.5224609375
250050401,23,1,28,25005001,,25005001,25005002,0,,,0,,,7,30,0,0,0,9,0,0,,0,,0,1,3,1,"H25005-04-01",2464.5224609375
250050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25005-04-01",2464.5224609375
250050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25005-04-01",2464.5224609375
250050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25005-04-01",2464.5224609375
250050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25005-04-01",2464.5224609375
250080401,23,1,7,25008001,25008002,25008002,25008004,0,,,0,,,7,5,0,0,0,2,2,0,,0,,1,3,1,1,"H25008-04-01",2464.5224609375
250080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25008-04-01",2464.5224609375
250080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25008-04-01",2464.5224609375
250080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25008-04-01",2464.5224609375
250080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25008-04-01",2464.5224609375
250090401,23,1,6,25009001,99999999,25009001,99999999,0,,,0,,,4,2,0,0,0,0,0,0,,0,,0,6,5,1,"H25009-04-01",2464.5224609375
250090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25009-04-01",2464.5224609375
250090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25009-04-01",2464.5224609375
250090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25009-04-01",2464.5224609375
250090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25009-04-01",2464.5224609375
250110401,23,1,17,25011002,,25011002,,0,,,0,,,5,10,0,0,0,0,0,4,7000,0,,2,3,5,1,"H25011-04-01",2464.5224609375
250110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25011-04-01",2464.5224609375
250110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25011-04-01",2464.5224609375
250110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25011-04-01",2464.5224609375
250110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25011-04-01",2464.5224609375
252030401,23,1,17,25203002,25203001,25203001,25203008,0,,,0,,,22,9,0,0,0,6,0,0,,8,122000,0,1,3,1,"H25203-04-01",3443.49438476563
252030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25203-04-01",3443.49438476563
252030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25203-04-01",3443.49438476563
252030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25203-04-01",3443.49438476563
252030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25203-04-01",3443.49438476563
252040401,23,1,6,25204001,25204002,25204001,25204002,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,6,5,1,"H25204-04-01",1721.74719238281
252040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-01",1721.74719238281
252040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-01",1721.74719238281
252040401,26,1,4,25204001,25204002,25204001,25204002,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,5,6,1,"H25204-04-01",1721.74719238281
252040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-01",1721.74719238281
252040402,23,1,13,25204010,25204019,25204010,25204019,0,,,0,,,5,7,1,0,0,0,0,0,,0,,0,6,5,1,"H25204-04-02",1721.74719238281
252040402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-02",1721.74719238281
252040402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-02",1721.74719238281
252040402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-02",1721.74719238281
252040402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25204-04-02",1721.74719238281
252100401,23,1,25,25210001,25210002,25210001,25210002,0,,,0,,,8,17,0,0,0,0,0,0,,0,,0,6,5,1,"H25210-04-01",3443.49438476563
252100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25210-04-01",3443.49438476563
252100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25210-04-01",3443.49438476563
252100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25210-04-01",3443.49438476563
252100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25210-04-01",3443.49438476563
256050401,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25605-04-01",2437.24829101563
256050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25605-04-01",2437.24829101563
256050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25605-04-01",2437.24829101563
256050401,26,1,1,25605001,25605002,25605001,25605002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1,"H25605-04-01",2437.24829101563
256050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25605-04-01",2437.24829101563
256100401,23,1,3,25610001,25610006,25610006,25610012,0,,,0,,,0,0,0,0,0,0,0,3,20000,0,,0,1,3,1,"H25610-04-01",812.416076660156
256100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25610-04-01",812.416076660156
256100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H25610-04-01",812.416076660156
