"HHID","APCode","a6cq2","a6cq3a","a6cq3b","a6cq3c","a6cq3d","a6cq3e","a6cq4a","a6cq4b","a6cq4c","a6cq5a","a6cq5b","a6cq5c","a6cq6","a6cq7","a6cq8","a6cq9","a6cq10","a6cq11","a6cq12","a6cq13a","a6cq13b","a6cq14a","a6cq14b","a6cq15","a6cq15b","a6cq15c","a6cq16","hh","wgt_X"
120100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12010-04-01",2272.64404296875
120100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12010-04-01",2272.64404296875
123060401,23,1,10,12306002,,12306002,12306005,0,,,0,,,4,6,0,0,0,0,0,0,,0,,0,1,3,2,"H12306-04-01",2272.64404296875
123060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12306-04-01",2272.64404296875
123060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12306-04-01",2272.64404296875
123060401,26,1,1,12306005,,12306002,,0,,,0,,,4,0,0,0,0,0,3,0,,0,,0,1,3,2,"H12306-04-01",2272.64404296875
123060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12306-04-01",2272.64404296875
124020401,23,1,27,12402004,12402005,12402004,12402005,0,,,0,,,9,18,0,0,0,0,0,0,,0,,0,1,5,1,"H12402-04-01",2272.64404296875
124020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12402-04-01",2272.64404296875
124020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12402-04-01",2272.64404296875
124020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12402-04-01",2272.64404296875
124020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12402-04-01",2272.64404296875
124090401,23,1,10,12409002,,12409002,,0,,,0,,,3,10,0,0,3,0,0,0,,0,,0,1,3,2,"H12409-04-01",2272.64404296875
124090401,24,1,5,12409002,,12409002,,0,,,0,,,0,0,0,0,0,0,0,5,10600,0,,0,3,1,2,"H12409-04-01",2272.64404296875
124090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12409-04-01",2272.64404296875
124090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12409-04-01",2272.64404296875
124090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12409-04-01",2272.64404296875
125010401,23,1,5,12501002,,12501002,,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,3,2,"H12501-04-01",2272.64404296875
125010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12501-04-01",2272.64404296875
125010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12501-04-01",2272.64404296875
125010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12501-04-01",2272.64404296875
125010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12501-04-01",2272.64404296875
125060401,23,1,10,12506001,12506002,12506002,12506004,0,,,0,,,10,4,0,0,0,0,0,0,,4,15000,0,1,9,2,"H12506-04-01",2272.64404296875
125060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12506-04-01",2272.64404296875
125060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12506-04-01",2272.64404296875
125060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12506-04-01",2272.64404296875
125060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12506-04-01",2272.64404296875
125100401,23,1,25,12510004,12510002,12510002,12510004,0,,,0,,,8,17,0,0,0,0,0,0,,0,,0,1,5,2,"H12510-04-01",2272.64404296875
125100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12510-04-01",2272.64404296875
125100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12510-04-01",2272.64404296875
125100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12510-04-01",2272.64404296875
125100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12510-04-01",2272.64404296875
125120401,23,1,7,12512001,12512004,12512004,12512001,0,,,0,,,7,0,0,0,0,0,0,0,,0,,0,3,5,1,"H12512-04-01",2272.64404296875
125120401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12512-04-01",2272.64404296875
125120401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12512-04-01",2272.64404296875
125120401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12512-04-01",2272.64404296875
125120401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12512-04-01",2272.64404296875
126040401,23,1,9,12604001,12604009,12604001,12604009,0,,,0,,,6,4,0,0,0,0,0,0,,1,13000,0,,,2,"H12604-04-01",2272.6435546875
126040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12604-04-01",2272.6435546875
126040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12604-04-01",2272.6435546875
126040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12604-04-01",2272.6435546875
126040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12604-04-01",2272.6435546875
126070401,23,1,10,12607004,12607005,12607002,12607004,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,1,5,1,"H12607-04-01",2272.6435546875
126070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12607-04-01",2272.6435546875
126070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12607-04-01",2272.6435546875
126070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12607-04-01",2272.6435546875
126070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12607-04-01",2272.6435546875
126100401,23,1,4,12610001,,12610001,,0,,,0,,,4,7,0,0,0,0,7,0,,0,,0,1,9,2,"H12610-04-01",1136.32177734375
126100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12610-04-01",1136.32177734375
126100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12610-04-01",1136.32177734375
126100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12610-04-01",1136.32177734375
126100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12610-04-01",1136.32177734375
127050401,23,1,9,12705001,,12705001,,0,,,0,,,3,7,0,0,0,0,0,0,,0,,1,1,3,1,"H12705-04-01",2272.6435546875
127050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12705-04-01",2272.6435546875
127050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12705-04-01",2272.6435546875
127050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12705-04-01",2272.6435546875
127050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12705-04-01",2272.6435546875
127090401,23,1,20,12709001,12709002,12709002,12709001,0,,,0,,,8,12,0,0,0,0,0,0,,0,,0,1,3,2,"H12709-04-01",1136.32177734375
127090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12709-04-01",1136.32177734375
127090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12709-04-01",1136.32177734375
127090401,26,1,7,12709001,12709002,12709001,12709002,0,,,0,,,5,2,0,0,0,0,0,0,,0,,0,1,3,2,"H12709-04-01",1136.32177734375
127090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12709-04-01",1136.32177734375
127100401,23,1,3,12710001,,12710001,,0,,,0,,,18,10,0,0,0,0,18,0,,4,6000,3,1,3,1,"H12710-04-01",2272.6435546875
127100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12710-04-01",2272.6435546875
127100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12710-04-01",2272.6435546875
127100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12710-04-01",2272.6435546875
127100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12710-04-01",2272.6435546875
128050401,23,1,7,12805001,,12805001,,0,,,0,,,5,13,0,0,0,0,10,0,,0,,1,1,3,2,"H12805-04-01",757.547973632813
128050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12805-04-01",757.547973632813
128050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12805-04-01",757.547973632813
128050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12805-04-01",757.547973632813
128050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12805-04-01",757.547973632813
128080401,23,1,7,12808001,12808002,12808002,,0,,,0,,,6,8,0,0,0,0,3,0,,4,6000,0,1,5,2,"H12808-04-01",2272.64404296875
128080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12808-04-01",2272.64404296875
128080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12808-04-01",2272.64404296875
128080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12808-04-01",2272.64404296875
128080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12808-04-01",2272.64404296875
128110401,23,1,12,12811002,99999999,12811002,99999999,0,,,0,,,6,6,0,0,0,0,0,0,,0,,0,1,3,1,"H12811-04-01",2272.64404296875
128110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12811-04-01",2272.64404296875
128110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12811-04-01",2272.64404296875
128110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12811-04-01",2272.64404296875
128110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12811-04-01",2272.64404296875
129010401,23,1,10,12901001,12901002,12901001,12901002,0,,,0,,,4,6,0,0,0,0,0,0,,0,,0,1,5,2,"H12901-04-01",2272.64404296875
129010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12901-04-01",2272.64404296875
129010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12901-04-01",2272.64404296875
129010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12901-04-01",2272.64404296875
129010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12901-04-01",2272.64404296875
129030401,23,1,17,12903001,12903002,12903002,,0,,,0,,,14,5,0,0,0,0,0,0,,0,,2,3,1,2,"H12903-04-01",2272.64404296875
129030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12903-04-01",2272.64404296875
129030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12903-04-01",2272.64404296875
129030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12903-04-01",2272.64404296875
129030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12903-04-01",2272.64404296875
129050401,23,1,2,12905001,12905002,12905002,12905001,0,,,0,,,7,0,0,0,0,0,5,0,,0,,0,5,3,1,"H12905-04-01",1136.32202148438
129050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12905-04-01",1136.32202148438
129050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12905-04-01",1136.32202148438
129050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12905-04-01",1136.32202148438
129050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12905-04-01",1136.32202148438
129060401,23,1,35,12906001,12906002,12906001,12906002,0,,,0,,,10,25,0,0,0,0,0,0,,0,,0,1,5,2,"H12906-04-01",2272.64404296875
129060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12906-04-01",2272.64404296875
129060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12906-04-01",2272.64404296875
129060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12906-04-01",2272.64404296875
129060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12906-04-01",2272.64404296875
129080401,23,1,2,12908001,12908002,12908002,12908001,0,,,0,,,0,0,0,0,0,0,0,2,9000,0,,0,1,3,1,"H12908-04-01",2272.64404296875
129080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12908-04-01",2272.64404296875
129080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12908-04-01",2272.64404296875
129080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12908-04-01",2272.64404296875
129080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12908-04-01",2272.64404296875
129090402,23,1,12,12909001,12909009,12909001,12909009,0,,,0,,,5,10,0,0,0,3,0,0,,0,,0,1,5,2,"H12909-04-02",2272.64404296875
129090402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12909-04-02",2272.64404296875
129090402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12909-04-02",2272.64404296875
129090402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12909-04-02",2272.64404296875
129090402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12909-04-02",2272.64404296875
130040401,23,1,0,,,,,0,,,0,,,12,0,0,0,0,0,12,0,,0,,0,3,4,1,"H13004-04-01",2272.64404296875
130040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13004-04-01",2272.64404296875
130040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13004-04-01",2272.64404296875
130040401,26,1,3,13004006,,13004002,13004006,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,2,"H13004-04-01",2272.64404296875
130040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13004-04-01",2272.64404296875
130060401,23,1,19,13006012,13006011,13006012,13006011,0,,,0,,,10,9,0,0,0,0,0,0,,0,,0,3,4,1,"H13006-04-01",378.773986816406
130060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-01",378.773986816406
130060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-01",378.773986816406
130060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-01",378.773986816406
130060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-01",378.773986816406
130060402,23,1,16,13006022,13006023,13006022,13006023,0,,,0,,,5,11,0,0,0,0,0,0,,0,,0,1,3,1,"H13006-04-02",378.773986816406
130060402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-02",378.773986816406
130060402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-02",378.773986816406
130060402,26,1,2,13006022,13006023,13006022,13006023,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1,"H13006-04-02",378.773986816406
130060402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-02",378.773986816406
130060403,23,1,13,13006008,13006009,13006009,13006010,0,,,0,,,8,5,0,0,0,0,0,0,,0,,0,1,3,2,"H13006-04-03",378.773986816406
130060403,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-03",378.773986816406
130060403,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-03",378.773986816406
130060403,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-03",378.773986816406
130060403,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-03",378.773986816406
130060406,23,1,10,13006041,13006042,13006042,13006051,0,,,0,,,4,6,0,0,0,0,0,0,,0,,0,3,1,1,"H13006-04-06",378.773986816406
130060406,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-06",378.773986816406
130060406,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-06",378.773986816406
130060406,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-06",378.773986816406
130060406,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13006-04-06",378.773986816406
130070401,23,1,1,13007001,13007002,13007001,13007002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,3,1,"H13007-04-01",2272.64404296875
130070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13007-04-01",2272.64404296875
130070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13007-04-01",2272.64404296875
130070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13007-04-01",2272.64404296875
130070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13007-04-01",2272.64404296875
130080401,23,1,0,,,,,0,,,0,,,6,7,0,0,0,3,9,0,,0,,1,5,6,1,"H13008-04-01",2272.64404296875
130080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13008-04-01",2272.64404296875
130080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13008-04-01",2272.64404296875
130080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13008-04-01",2272.64404296875
130080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13008-04-01",2272.64404296875
130090401,23,1,20,13009001,13009002,13009002,13009005,0,,,0,,,11,9,0,0,0,0,0,0,,0,,0,3,4,1,"H13009-04-01",2272.64404296875
130090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13009-04-01",2272.64404296875
130090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13009-04-01",2272.64404296875
130090401,26,1,3,13009001,13009002,13009002,13009007,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,3,4,1,"H13009-04-01",2272.64404296875
130090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13009-04-01",2272.64404296875
130100401,23,1,1,13010001,13010002,13010001,13010002,0,,,0,,,5,0,0,0,0,0,4,0,,0,,0,6,5,1,"H13010-04-01",2272.64404296875
130100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13010-04-01",2272.64404296875
130100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13010-04-01",2272.64404296875
130100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13010-04-01",2272.64404296875
130100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13010-04-01",2272.64404296875
131020401,23,1,1,13102001,13102002,13102001,13102002,0,,,0,,,2,0,0,0,0,0,0,0,,0,,1,1,3,1,"H13102-04-01",1136.32202148438
131020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13102-04-01",1136.32202148438
131020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13102-04-01",1136.32202148438
131020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13102-04-01",1136.32202148438
131020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13102-04-01",1136.32202148438
131030401,23,1,13,13103001,13103002,13103001,13103002,0,,,0,,,6,9,0,0,0,0,2,0,,0,,0,1,3,2,"H13103-04-01",2272.64404296875
131030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13103-04-01",2272.64404296875
131030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13103-04-01",2272.64404296875
131030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13103-04-01",2272.64404296875
131030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13103-04-01",2272.64404296875
131050401,23,1,2,13105001,13105002,13105001,13105002,0,,,0,,,0,0,0,0,0,0,0,2,12000,0,,0,1,3,1,"H13105-04-01",1136.32202148438
131050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13105-04-01",1136.32202148438
131050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13105-04-01",1136.32202148438
131050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13105-04-01",1136.32202148438
131050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13105-04-01",1136.32202148438
131070402,23,1,22,13107018,13107019,13107019,99999999,0,,,0,,,12,10,0,0,0,0,0,0,,0,,0,1,5,2,"H13107-04-02",757.547973632813
131070402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13107-04-02",757.547973632813
131070402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13107-04-02",757.547973632813
131070402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13107-04-02",757.547973632813
131070402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13107-04-02",757.547973632813
131090401,23,1,7,13109001,13109002,13109002,13109001,0,,,0,,,10,0,0,0,0,0,0,0,,1,15000,2,1,3,2,"H13109-04-01",2272.64404296875
131090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13109-04-01",2272.64404296875
131090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13109-04-01",2272.64404296875
131090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13109-04-01",2272.64404296875
131090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13109-04-01",2272.64404296875
132020401,23,1,9,13202001,,13202001,,0,,,0,,,4,5,0,0,0,0,0,0,,0,,0,5,1,1,"H13202-04-01",2272.64404296875
132020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13202-04-01",2272.64404296875
132020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13202-04-01",2272.64404296875
132020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13202-04-01",2272.64404296875
132020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13202-04-01",2272.64404296875
132040401,23,1,13,13204005,,13204005,,0,,,0,,,8,6,0,1,0,0,0,0,,0,,0,1,3,2,"H13204-04-01",2272.64404296875
132040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13204-04-01",2272.64404296875
132040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13204-04-01",2272.64404296875
132040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13204-04-01",2272.64404296875
132040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13204-04-01",2272.64404296875
132080401,23,1,27,13208001,,13208003,13208002,0,,,0,,,26,12,0,0,4,7,0,0,,0,,0,,,2,"H13208-04-01",1136.32202148438
132080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13208-04-01",1136.32202148438
132080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13208-04-01",1136.32202148438
132080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13208-04-01",1136.32202148438
132080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13208-04-01",1136.32202148438
133030401,23,1,0,,,,,0,,,0,,,40,0,0,0,0,0,40,0,,0,,0,3,1,1,"H13303-04-01",2272.6435546875
133030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13303-04-01",2272.6435546875
133030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13303-04-01",2272.6435546875
133030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13303-04-01",2272.6435546875
133030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13303-04-01",2272.6435546875
133060401,23,1,5,13306007,,13306007,,0,,,0,,,8,0,0,0,0,0,3,0,,0,,0,3,1,2,"H13306-04-01",2272.6435546875
133060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13306-04-01",2272.6435546875
133060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13306-04-01",2272.6435546875
133060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13306-04-01",2272.6435546875
133060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13306-04-01",2272.6435546875
133080401,23,1,20,13308001,13308002,13308001,13308002,0,,,0,,,2,18,0,0,0,0,0,0,,0,,0,1,5,2,"H13308-04-01",2272.6435546875
133080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13308-04-01",2272.6435546875
133080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13308-04-01",2272.6435546875
133080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13308-04-01",2272.6435546875
133080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13308-04-01",2272.6435546875
133090401,23,1,40,13309001,13309002,13309001,13309002,0,,,0,,,41,3,0,0,0,0,4,0,,0,,0,1,3,1,"H13309-04-01",2272.6435546875
133090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13309-04-01",2272.6435546875
133090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13309-04-01",2272.6435546875
133090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13309-04-01",2272.6435546875
133090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13309-04-01",2272.6435546875
133100401,23,1,27,13310029,13310028,13310029,13310028,0,,,0,,,11,18,0,0,0,0,0,0,,2,16000,0,1,3,2,"H13310-04-01",324.663391113281
133100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-01",324.663391113281
133100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-01",324.663391113281
133100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-01",324.663391113281
133100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-01",324.663391113281
133100402,23,1,18,13310017,13310016,13310017,13310016,0,,,0,,,7,11,0,0,0,0,0,0,,0,,0,1,5,2,"H13310-04-02",324.663391113281
133100402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-02",324.663391113281
133100402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-02",324.663391113281
133100402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-02",324.663391113281
133100402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-02",324.663391113281
133100405,23,1,6,13310031,13310098,13310031,13310098,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,5,1,"H13310-04-05",324.663391113281
133100405,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-05",324.663391113281
133100405,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-05",324.663391113281
133100405,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-05",324.663391113281
133100405,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13310-04-05",324.663391113281
133110401,23,1,4,13311001,13311002,13311001,13311002,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,9,2,"H13311-04-01",2272.6435546875
133110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13311-04-01",2272.6435546875
133110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13311-04-01",2272.6435546875
133110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13311-04-01",2272.6435546875
133110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H13311-04-01",2272.6435546875
140010401,23,1,5,14001001,14001002,14001001,14001002,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,4,1,"H14001-04-01",2935.46557617188
140010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H14001-04-01",2935.46557617188
140010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H14001-04-01",2935.46557617188
