"HHID","h14q2","h14q3","h14q4","h14q3A","h14q3B","h14q5","h14q2b","h14q8","h14q2c","h14q6","h14q7","wgt_X"
"H36804-04-01",10,1,1,"P36804-001",,30000,,,,,,2047.62976074219
"H36804-04-01",11,2,,,,,,,,,,2047.62976074219
"H36804-04-01",12,2,,,,,,,,,,2047.62976074219
"H36804-04-01",13,2,,,,,,,,,,2047.62976074219
"H36804-04-01",14,2,,,,,,,,,,2047.62976074219
"H36804-04-01",15,2,,,,,,,,,,2047.62976074219
"H36804-04-01",16,1,1,"P36804-001",,40000,,,,,,2047.62976074219
"H36804-04-01",17,2,,,,,,,,,,2047.62976074219
"H36804-04-01",18,2,,,,,,,,,,2047.62976074219
"H36804-04-01",19,2,,,,,,,,,,2047.62976074219
"H36804-04-01",20,2,,,,,,,,,,2047.62976074219
"H36804-04-01",21,2,,,,,,,,,,2047.62976074219
"H36804-04-01",22,2,,,,,,,,,,2047.62976074219
"H36805-04-01",1,1,1,"P36805-001","P36805-002",10000,,,,,,2047.62976074219
"H36805-04-01",2,2,,,,,,,,,,2047.62976074219
"H36805-04-01",3,1,,"P36805-001","P36805-002",500000,,,,,,2047.62976074219
"H36805-04-01",4,1,,"P36805-001","P36805-002",30000,,,,,,2047.62976074219
"H36805-04-01",5,2,,,,,,,,,,2047.62976074219
"H36805-04-01",6,2,,,,,,,,,,2047.62976074219
"H36805-04-01",7,2,,,,,,,,,,2047.62976074219
"H36805-04-01",8,2,,,,,,,,,,2047.62976074219
"H36805-04-01",9,2,,,,,,,,,,2047.62976074219
"H36805-04-01",10,2,,,,,,,,,,2047.62976074219
"H36805-04-01",11,2,,,,,,,,,,2047.62976074219
"H36805-04-01",12,2,,,,,,,,,,2047.62976074219
"H36805-04-01",13,2,,,,,,,,,,2047.62976074219
"H36805-04-01",14,2,,,,,,,,,,2047.62976074219
"H36805-04-01",15,2,,,,,,,,,,2047.62976074219
"H36805-04-01",16,2,,,,,,,,,,2047.62976074219
"H36805-04-01",17,2,,,,,,,,,,2047.62976074219
"H36805-04-01",18,2,,,,,,,,,,2047.62976074219
"H36805-04-01",19,2,,,,,,,,,,2047.62976074219
"H36805-04-01",20,2,,,,,,,,,,2047.62976074219
"H36805-04-01",21,2,,,,,,,,,,2047.62976074219
"H36805-04-01",22,2,,,,,,,,,,2047.62976074219
"H36806-04-01",1,1,2,"P36806-001","P36806-002",5000000,,,,,,2047.62976074219
"H36806-04-01",2,2,,,,,,,,,,2047.62976074219
"H36806-04-01",3,1,,"P36806-001","P36806-002",4000000,,,,,,2047.62976074219
"H36806-04-01",4,1,,"P36806-001","P36806-002",100000,,,,,,2047.62976074219
"H36806-04-01",5,2,,,,,,,,,,2047.62976074219
"H36806-04-01",6,2,,,,,,,,,,2047.62976074219
"H36806-04-01",7,2,,,,,,,,,,2047.62976074219
"H36806-04-01",8,2,,,,,,,,,,2047.62976074219
"H36806-04-01",9,2,,,,,,,,,,2047.62976074219
"H36806-04-01",10,1,1,"P36806-001","P36806-002",200000,,,,,,2047.62976074219
"H36806-04-01",11,2,,,,,,,,,,2047.62976074219
"H36806-04-01",12,2,,,,,,,,,,2047.62976074219
"H36806-04-01",13,2,,,,,,,,,,2047.62976074219
"H36806-04-01",14,2,,,,,,,,,,2047.62976074219
"H36806-04-01",16,1,1,"P36806-001","P36806-002",80000,,,,,,2047.62976074219
"H36806-04-01",17,2,,,,,,,,,,2047.62976074219
"H36806-04-01",18,2,,,,,,,,,,2047.62976074219
"H36806-04-01",19,2,,,,,,,,,,2047.62976074219
"H36806-04-01",20,2,,,,,,,,,,2047.62976074219
"H36806-04-01",21,1,10,"P36806-001","P36806-002",20000,,,,,,2047.62976074219
"H36806-04-01",22,2,,,,,,,,,,2047.62976074219
"H36807-04-01",1,1,2,"P36807-001","P36807-002",500000,,,,,,2047.62976074219
"H36807-04-01",2,2,,,,,,,,,,2047.62976074219
"H36807-04-01",3,1,,"P36807-001","P36807-002",500000,,,,,,2047.62976074219
"H36807-04-01",4,1,,"P36807-001","P36807-002",5000,,,,,,2047.62976074219
"H36807-04-01",5,2,,,,,,,,,,2047.62976074219
"H36807-04-01",6,2,,,,,,,,,,2047.62976074219
"H36807-04-01",7,2,,,,,,,,,,2047.62976074219
"H36807-04-01",8,2,,,,,,,,,,2047.62976074219
"H36807-04-01",9,2,,,,,,,,,,2047.62976074219
"H36807-04-01",10,2,,,,,,,,,,2047.62976074219
"H36807-04-01",11,2,,,,,,,,,,2047.62976074219
"H36807-04-01",12,2,,,,,,,,,,2047.62976074219
"H36807-04-01",13,2,,,,,,,,,,2047.62976074219
"H36807-04-01",14,2,,,,,,,,,,2047.62976074219
"H36807-04-01",15,2,,,,,,,,,,2047.62976074219
"H36807-04-01",16,2,,,,,,,,,,2047.62976074219
"H36807-04-01",17,2,,,,,,,,,,2047.62976074219
"H36807-04-01",18,2,,,,,,,,,,2047.62976074219
"H36807-04-01",19,2,,,,,,,,,,2047.62976074219
"H36807-04-01",20,2,,,,,,,,,,2047.62976074219
"H36807-04-01",21,1,10,"P36807-001","P36807-002",20000,,,,,,2047.62976074219
"H36807-04-01",22,2,,,,,,,,,,2047.62976074219
"H36809-04-01",1,1,1,"P36809-001","P36809-002",650000,,,,,,2047.62976074219
"H36809-04-01",2,1,3,"P36809-001","P36809-002",900000,,,,,,2047.62976074219
"H36809-04-01",3,2,,,,,,,,,,2047.62976074219
"H36809-04-01",4,1,,"P36809-001","P36809-002",40000,,,,,,2047.62976074219
"H36809-04-01",5,2,,,,,,,,,,2047.62976074219
"H36809-04-01",6,2,,,,,,,,,,2047.62976074219
"H36809-04-01",7,1,2,"P36809-001","P36809-002",30000,,,,,,2047.62976074219
"H36809-04-01",8,2,,,,,,,,,,2047.62976074219
"H36809-04-01",9,2,,,,,,,,,,2047.62976074219
"H36809-04-01",10,1,3,"P36809-001","P36809-002",150000,,,,,,2047.62976074219
"H36809-04-01",11,2,,,,,,,,,,2047.62976074219
"H36809-04-01",12,2,,,,,,,,,,2047.62976074219
"H36809-04-01",13,2,,,,,,,,,,2047.62976074219
"H36809-04-01",14,2,,,,,,,,,,2047.62976074219
"H36809-04-01",15,2,,,,,,,,,,2047.62976074219
"H36809-04-01",16,2,,,,,,,,,,2047.62976074219
"H36809-04-01",17,2,,,,,,,,,,2047.62976074219
"H36809-04-01",18,2,,,,,,,,,,2047.62976074219
"H36809-04-01",19,2,,,,,,,,,,2047.62976074219
"H36809-04-01",20,2,,,,,,,,,,2047.62976074219
"H36809-04-01",21,2,,,,,,,,,,2047.62976074219
"H36809-04-01",22,2,,,,,,,,,,2047.62976074219
"H36810-04-01",1,2,,,,,,,,,,2047.62976074219
"H36810-04-01",2,2,,,,,,,,,,2047.62976074219
"H36810-04-01",3,2,,,,,,,,,,2047.62976074219
"H36810-04-01",4,1,,"P36810-002","P36810-001",20000,,,,,,2047.62976074219
"H36810-04-01",5,2,,,,,,,,,,2047.62976074219
"H36810-04-01",6,2,,,,,,,,,,2047.62976074219
"H36810-04-01",7,2,,,,,,,,,,2047.62976074219
"H36810-04-01",8,2,,,,,,,,,,2047.62976074219
"H36810-04-01",9,2,,,,,,,,,,2047.62976074219
"H36810-04-01",10,2,,,,,,,,,,2047.62976074219
"H36810-04-01",11,2,,,,,,,,,,2047.62976074219
"H36810-04-01",12,2,,,,,,,,,,2047.62976074219
"H36810-04-01",13,2,,,,,,,,,,2047.62976074219
"H36810-04-01",14,2,,,,,,,,,,2047.62976074219
"H36810-04-01",15,2,,,,,,,,,,2047.62976074219
"H36810-04-01",16,1,1,"P36810-002",,50000,,,,,,2047.62976074219
"H36810-04-01",17,2,,,,,,,,,,2047.62976074219
"H36810-04-01",18,2,,,,,,,,,,2047.62976074219
"H36810-04-01",19,2,,,,,,,,,,2047.62976074219
"H36810-04-01",20,2,,,,,,,,,,2047.62976074219
"H36810-04-01",21,1,1,"P36810-002",,30000,,,,,,2047.62976074219
"H36810-04-01",22,2,,,,,,,,,,2047.62976074219
"H36901-04-01",1,1,1,"P36901-001","P36901-002",800000,,,,,,1252.86779785156
"H36901-04-01",2,1,1,"P36901-001","P36901-002",300000,,,,,,1252.86779785156
"H36901-04-01",3,2,,,,,,,,,,1252.86779785156
"H36901-04-01",4,1,,"P36901-001","P36901-002",160000,,,,,,1252.86779785156
"H36901-04-01",5,2,,,,,,,,,,1252.86779785156
"H36901-04-01",6,2,,,,,,,,,,1252.86779785156
"H36901-04-01",7,1,3,"P36901-001","P36901-004",90000,,,,,,1252.86779785156
"H36901-04-01",8,2,,,,,,,,,,1252.86779785156
"H36901-04-01",9,2,,,,,,,,,,1252.86779785156
"H36901-04-01",10,1,2,"P36901-001","P36901-002",120000,,,,,,1252.86779785156
"H36901-04-01",11,2,,,,,,,,,,1252.86779785156
"H36901-04-01",12,2,,,,,,,,,,1252.86779785156
"H36901-04-01",13,2,,,,,,,,,,1252.86779785156
"H36901-04-01",14,2,,,,,,,,,,1252.86779785156
"H36901-04-01",15,2,,,,,,,,,,1252.86779785156
"H36901-04-01",16,1,2,"P36901-004","P36901-001",160000,,,,,,1252.86779785156
"H36901-04-01",17,2,,,,,,,,,,1252.86779785156
"H36901-04-01",18,2,,,,,,,,,,1252.86779785156
"H36901-04-01",19,2,,,,,,,,,,1252.86779785156
"H36901-04-01",20,2,,,,,,,,,,1252.86779785156
"H36901-04-01",21,1,1,"P36901-001","P36901-002",58000,,,,,,1252.86779785156
"H36901-04-01",22,2,,,,,,,,,,1252.86779785156
"H36902-04-01",1,1,1,"P36902-001","P36902-002",1500000,,,,,,1252.86779785156
"H36902-04-01",2,2,,,,,,,,,,1252.86779785156
"H36902-04-01",3,2,,,,,,,,,,1252.86779785156
"H36902-04-01",4,1,,"P36902-001","P36902-002",20000,,,,,,1252.86779785156
"H36902-04-01",5,2,,,,,,,,,,1252.86779785156
"H36902-04-01",6,2,,,,,,,,,,1252.86779785156
"H36902-04-01",7,1,1,"P36902-001","P36902-002",20000,,,,,,1252.86779785156
"H36902-04-01",8,2,,,,,,,,,,1252.86779785156
"H36902-04-01",9,2,,,,,,,,,,1252.86779785156
"H36902-04-01",10,1,1,"P36902-001","P36902-003",100000,,,,,,1252.86779785156
"H36902-04-01",11,2,,,,,,,,,,1252.86779785156
"H36902-04-01",12,2,,,,,,,,,,1252.86779785156
"H36902-04-01",13,2,,,,,,,,,,1252.86779785156
"H36902-04-01",14,2,,,,,,,,,,1252.86779785156
"H36902-04-01",15,2,,,,,,,,,,1252.86779785156
"H36902-04-01",16,1,1,"P36902-002",,50000,,,,,,1252.86779785156
"H36902-04-01",17,2,,,,,,,,,,1252.86779785156
"H36902-04-01",18,2,,,,,,,,,,1252.86779785156
"H36902-04-01",19,2,,,,,,,,,,1252.86779785156
"H36902-04-01",20,2,,,,,,,,,,1252.86779785156
"H36902-04-01",21,1,1,"P36902-001",,20000,,,,,,1252.86779785156
"H36902-04-01",22,2,,,,,,,,,,1252.86779785156
"H36903-04-01",1,1,1,"P36903-001",,12500000,,,,,,1252.86779785156
"H36903-04-01",2,1,1,"P36903-001",,5200000,,,,,,1252.86779785156
"H36903-04-01",3,2,,,,,,,,,,1252.86779785156
"H36903-04-01",4,1,,"P36903-001",,850000,,,,,,1252.86779785156
"H36903-04-01",5,2,,,,,,,,,,1252.86779785156
"H36903-04-01",6,1,1,"P36903-001",,350000,,,,,,1252.86779785156
"H36903-04-01",7,1,1,"P36903-001",,80000,,,,,,1252.86779785156
"H36903-04-01",8,2,,,,,,,,,,1252.86779785156
"H36903-04-01",9,1,1,"P36903-001",,1200000,,,,,,1252.86779785156
"H36903-04-01",10,1,1,"P36903-001",,85000,,,,,,1252.86779785156
"H36903-04-01",11,2,,,,,,,,,,1252.86779785156
"H36903-04-01",12,2,,,,,,,,,,1252.86779785156
"H36903-04-01",13,1,1,"P36903-001",,350000,,,,,,1252.86779785156
"H36903-04-01",14,2,,,,,,,,,,1252.86779785156
"H36903-04-01",15,2,,,,,,,,,,1252.86779785156
"H36903-04-01",16,1,1,"P36903-001",,180000,,,,,,1252.86779785156
"H36903-04-01",17,2,,,,,,,,,,1252.86779785156
"H36903-04-01",18,2,,,,,,,,,,1252.86779785156
"H36903-04-01",19,2,,,,,,,,,,1252.86779785156
"H36903-04-01",20,2,,,,,,,,,,1252.86779785156
"H36903-04-01",21,1,6,"P36903-001",,550000,,,,,,1252.86779785156
"H36903-04-01",22,2,,,,,,,,,,1252.86779785156
"H36904-04-01",1,1,1,"P36904-002","P36904-001",1500000,,,,,,1252.86779785156
"H36904-04-01",2,2,,,,,,,,,,1252.86779785156
"H36904-04-01",3,1,,"P36904-002",,3000000,,,,,,1252.86779785156
"H36904-04-01",4,1,,"P36904-001","P36904-002",200000,,,,,,1252.86779785156
"H36904-04-01",5,2,,,,,,,,,,1252.86779785156
"H36904-04-01",6,2,,,,,,,,,,1252.86779785156
"H36904-04-01",7,1,1,"P36904-001","P36904-002",20000,,,,,,1252.86779785156
"H36904-04-01",8,2,,,,,,,,,,1252.86779785156
"H36904-04-01",9,2,,,,,,,,,,1252.86779785156
"H36904-04-01",10,1,1,"P36904-002","P36904-001",80000,,,,,,1252.86779785156
"H36904-04-01",11,2,,,,,,,,,,1252.86779785156
"H36904-04-01",12,2,,,,,,,,,,1252.86779785156
"H36904-04-01",13,1,1,"P36904-002",,300000,,,,,,1252.86779785156
"H36904-04-01",14,2,,,,,,,,,,1252.86779785156
"H36904-04-01",15,2,,,,,,,,,,1252.86779785156
"H36904-04-01",16,1,1,"P36904-002",,40000,,,,,,1252.86779785156
"H36904-04-01",17,2,,,,,,,,,,1252.86779785156
"H36904-04-01",18,2,,,,,,,,,,1252.86779785156
"H36904-04-01",19,2,,,,,,,,,,1252.86779785156
"H36904-04-01",20,2,,"-777","-777",,,,,,,1252.86779785156
"H36904-04-01",21,1,1,"P36904-002",,20000,,,,,,1252.86779785156
"H36904-04-01",22,2,,,,,,,,,,1252.86779785156
"H36905-04-01",1,1,1,"P36905-001","P36905-002",1000000,,,,,,1252.86779785156
"H36905-04-01",2,1,1,"P36905-001","P36905-002",200000,,,,,,1252.86779785156
"H36905-04-01",3,1,,"P36905-001","P36905-002",1500000,,,,,,1252.86779785156
"H36905-04-01",4,1,,"P36905-001","P36905-002",150000,,,,,,1252.86779785156
"H36905-04-01",5,2,,,,,,,,,,1252.86779785156
"H36905-04-01",6,2,,,,,,,,,,1252.86779785156
"H36905-04-01",7,1,1,"P36905-001","P36905-002",20000,,,,,,1252.86779785156
"H36905-04-01",8,2,,,,,,,,,,1252.86779785156
"H36905-04-01",9,2,,,,,,,,,,1252.86779785156
"H36905-04-01",10,2,,,,,,,,,,1252.86779785156
"H36905-04-01",11,2,,,,,,,,,,1252.86779785156
"H36905-04-01",12,2,,,,,,,,,,1252.86779785156
"H36905-04-01",13,1,1,"P36905-001",,100000,,,,,,1252.86779785156
"H36905-04-01",14,2,,,,,,,,,,1252.86779785156
"H36905-04-01",15,2,,,,,,,,,,1252.86779785156
"H36905-04-01",16,1,1,"P36905-001",,60000,,,,,,1252.86779785156
"H36905-04-01",17,2,,,,,,,,,,1252.86779785156
"H36905-04-01",18,2,,,,,,,,,,1252.86779785156
"H36905-04-01",19,2,,,,,,,,,,1252.86779785156
"H36905-04-01",20,2,,,,,,,,,,1252.86779785156
"H36905-04-01",21,1,15,"P36905-002","P36905-001",60000,,,,,,1252.86779785156
"H36905-04-01",22,2,,,,,,,,,,1252.86779785156
"H36906-04-01",1,1,1,"P36906-001","P36906-002",2500000,,,,,,1252.86779785156
"H36906-04-01",2,2,,,,,,,,,,1252.86779785156
"H36906-04-01",3,1,,"P36906-001","P36906-002",1000000,,,,,,1252.86779785156
"H36906-04-01",4,1,,"P36906-001","P36906-002",35000,,,,,,1252.86779785156
"H36906-04-01",5,2,,,,,,,,,,1252.86779785156
"H36906-04-01",6,2,,,,,,,,,,1252.86779785156
"H36906-04-01",7,1,1,"P36906-001","P36906-002",15000,,,,,,1252.86779785156
"H36906-04-01",8,2,,,,,,,,,,1252.86779785156
"H36906-04-01",9,2,,,,,,,,,,1252.86779785156
"H36906-04-01",10,1,1,"P36906-001","P36906-002",60000,,,,,,1252.86779785156
"H36906-04-01",11,2,,,,,,,,,,1252.86779785156
"H36906-04-01",12,2,,,,,,,,,,1252.86779785156
"H36906-04-01",13,2,,,,,,,,,,1252.86779785156
"H36906-04-01",14,2,,,,,,,,,,1252.86779785156
"H36906-04-01",15,2,,,,,,,,,,1252.86779785156
"H36906-04-01",16,1,1,"P36906-001","P36906-002",35000,,,,,,1252.86779785156
"H36906-04-01",17,2,,,,,,,,,,1252.86779785156
"H36906-04-01",18,2,,,,,,,,,,1252.86779785156
"H36906-04-01",19,2,,,,,,,,,,1252.86779785156
"H36906-04-01",20,2,,,,,,,,,,1252.86779785156
"H36906-04-01",21,1,10,"P36906-001","P36906-002",20000,,,,,,1252.86779785156
"H36906-04-01",22,2,,,,,,,,,,1252.86779785156
"H36907-04-01",1,1,1,"P36907-001","P36907-002",280000,,,,,,1252.86779785156
"H36907-04-01",2,1,1,"P36907-001","P36907-002",700000,,,,,,1252.86779785156
"H36907-04-01",3,2,,,,,,,,,,1252.86779785156
"H36907-04-01",4,1,,"P36907-001","P36907-002",35000,,,,,,1252.86779785156
"H36907-04-01",5,2,,,,,,,,,,1252.86779785156
"H36907-04-01",6,2,,,,,,,,,,1252.86779785156
"H36907-04-01",7,1,2,"P36907-001","P36907-002",20000,,,,,,1252.86779785156
"H36907-04-01",8,2,,,,,,,,,,1252.86779785156
"H36907-04-01",9,2,,,,,,,,,,1252.86779785156
"H36907-04-01",10,1,1,"P36907-001","P36907-002",50000,,,,,,1252.86779785156
"H36907-04-01",11,2,,,,,,,,,,1252.86779785156
"H36907-04-01",12,2,,,,,,,,,,1252.86779785156
"H36907-04-01",13,2,,,,,,,,,,1252.86779785156
"H36907-04-01",14,2,,,,,,,,,,1252.86779785156
"H36907-04-01",15,2,,,,,,,,,,1252.86779785156
"H36907-04-01",16,1,1,"P36907-002",,30000,,,,,,1252.86779785156
"H36907-04-01",17,2,,,,,,,,,,1252.86779785156
"H36907-04-01",18,2,,,,,,,,,,1252.86779785156
"H36907-04-01",19,2,,,,,,,,,,1252.86779785156
"H36907-04-01",20,2,,,,,,,,,,1252.86779785156
"H36907-04-01",21,2,,,,,,,,,,1252.86779785156
"H36907-04-01",22,2,,,,,,,,,,1252.86779785156
"H36908-04-01",1,1,1,"P36908-001",,1000000,,,,,,1252.86779785156
"H36908-04-01",2,2,,,,,,,,,,1252.86779785156
"H36908-04-01",3,2,,,,,,,,,,1252.86779785156
"H36908-04-01",4,1,,"P36908-001",,30000,,,,,,1252.86779785156
"H36908-04-01",5,2,,,,,,,,,,1252.86779785156
"H36908-04-01",6,2,,,,,,,,,,1252.86779785156
"H36908-04-01",7,2,,,,,,,,,,1252.86779785156
"H36908-04-01",8,2,,,,,,,,,,1252.86779785156
"H36908-04-01",9,2,,,,,,,,,,1252.86779785156
"H36908-04-01",10,1,1,"P36908-001",,60000,,,,,,1252.86779785156
"H36908-04-01",11,2,,,,,,,,,,1252.86779785156
"H36908-04-01",12,2,,,,,,,,,,1252.86779785156
"H36908-04-01",13,2,,,,,,,,,,1252.86779785156
"H36908-04-01",14,2,,,,,,,,,,1252.86779785156
"H36908-04-01",15,2,,,,,,,,,,1252.86779785156
"H36908-04-01",16,2,,,,,,,,,,1252.86779785156
"H36908-04-01",17,2,,,,,,,,,,1252.86779785156
"H36908-04-01",18,2,,,,,,,,,,1252.86779785156
"H36908-04-01",19,2,,,,,,,,,,1252.86779785156
"H36908-04-01",20,2,,,,,,,,,,1252.86779785156
"H36908-04-01",21,1,10,"P36908-001",,30000,,,,,,1252.86779785156
"H36908-04-01",22,2,,,,,,,,,,1252.86779785156
"H36909-04-01",1,1,1,"P36909-001",,300000,,,,,,1252.86779785156
"H36909-04-01",2,2,,,,,,,,,,1252.86779785156
"H36909-04-01",3,2,,,,,,,,,,1252.86779785156
"H36909-04-01",4,1,,"P36909-001",,120000,,,,,,1252.86779785156
"H36909-04-01",5,2,,,,,,,,,,1252.86779785156
"H36909-04-01",6,2,,,,,,,,,,1252.86779785156
"H36909-04-01",7,1,1,"P36909-001",,5000,,,,,,1252.86779785156
"H36909-04-01",8,2,,,,,,,,,,1252.86779785156
"H36909-04-01",9,2,,,,,,,,,,1252.86779785156
"H36909-04-01",10,2,,,,,,,,,,1252.86779785156
"H36909-04-01",11,2,,,,,,,,,,1252.86779785156
"H36909-04-01",12,2,,,,,,,,,,1252.86779785156
"H36909-04-01",13,2,,,,,,,,,,1252.86779785156
"H36909-04-01",14,2,,,,,,,,,,1252.86779785156
"H36909-04-01",15,2,,,,,,,,,,1252.86779785156
"H36909-04-01",16,1,1,"P36909-001",,40000,,,,,,1252.86779785156
"H36909-04-01",17,2,,,,,,,,,,1252.86779785156
"H36909-04-01",18,2,,,,,,,,,,1252.86779785156
"H36909-04-01",19,2,,,,,,,,,,1252.86779785156
"H36909-04-01",20,2,,,,,,,,,,1252.86779785156
"H36909-04-01",21,1,1,"P36909-001","P36909-002",50000,,,,,,1252.86779785156
"H36909-04-01",22,2,,,,,,,,,,1252.86779785156
"H36910-04-01",1,1,1,"P36910-001",,5000000,,,,,,1252.86779785156
"H36910-04-01",2,2,,,,,,,,,,1252.86779785156
"H36910-04-01",3,1,,"P36910-001",,6000000,,,,,,1252.86779785156
"H36910-04-01",4,1,,"P36910-001","P36910-002",70000,,,,,,1252.86779785156
"H36910-04-01",5,2,,,,,,,,,,1252.86779785156
"H36910-04-01",6,2,,,,,,,,,,1252.86779785156
"H36910-04-01",7,1,1,"P36910-001",,10000,,,,,,1252.86779785156
"H36910-04-01",8,2,,,,,,,,,,1252.86779785156
"H36910-04-01",9,1,2,"P36910-001","P36910-002",600000,,,,,,1252.86779785156
"H36910-04-01",10,2,,,,,,,,,,1252.86779785156
"H36910-04-01",11,2,,,,,,,,,,1252.86779785156
"H36910-04-01",12,2,,,,,,,,,,1252.86779785156
"H36910-04-01",13,2,,,,,,,,,,1252.86779785156
"H36910-04-01",14,2,,,,,,,,,,1252.86779785156
"H36910-04-01",15,2,,,,,,,,,,1252.86779785156
"H36910-04-01",16,1,1,"P36910-001",,50000,,,,,,1252.86779785156
"H36910-04-01",17,2,,,,,,,,,,1252.86779785156
"H36910-04-01",18,2,,,,,,,,,,1252.86779785156
"H36910-04-01",19,2,,,,,,,,,,1252.86779785156
"H36910-04-01",20,2,,,,,,,,,,1252.86779785156
"H36910-04-01",21,1,10,"P36910-001","P36910-002",20000,,,,,,1252.86779785156
"H36910-04-01",22,2,,,,,,,,,,1252.86779785156
"H37001-04-01",1,1,2,"P37001-001","P37001-002",20000000,,,,,,3347.30493164063
"H37001-04-01",2,2,,,,,,,,,,3347.30493164063
"H37001-04-01",3,2,,,,,,,,,,3347.30493164063
"H37001-04-01",4,1,,"P37001-001","P37001-002",300000,,,,,,3347.30493164063
"H37001-04-01",5,2,,,,,,,,,,3347.30493164063
"H37001-04-01",6,2,,,,,,,,,,3347.30493164063
"H37001-04-01",7,1,1,"P37001-001","P37001-002",30000,,,,,,3347.30493164063
"H37001-04-01",8,2,,,,,,,,,,3347.30493164063
"H37001-04-01",9,2,,,,,,,,,,3347.30493164063
"H37001-04-01",10,2,,,,,,,,,,3347.30493164063
"H37001-04-01",11,2,,,,,,,,,,3347.30493164063
"H37001-04-01",12,2,,,,,,,,,,3347.30493164063
"H37001-04-01",13,2,,,,,,,,,,3347.30493164063
"H37001-04-01",14,2,,,,,,,,,,3347.30493164063
"H37001-04-01",15,2,,,,,,,,,,3347.30493164063
"H37001-04-01",16,1,2,"P37001-001","P37001-002",200000,,,,,,3347.30493164063
"H37001-04-01",17,2,,,,,,,,,,3347.30493164063
"H37001-04-01",18,2,,,,,,,,,,3347.30493164063
"H37001-04-01",19,2,,,,,,,,,,3347.30493164063
"H37001-04-01",20,1,2,"P37001-002","P37001-001",22000,,,,,,3347.30493164063
"H37001-04-01",21,1,10,"P37001-001","P37001-002",20000,,,,,,3347.30493164063
"H37001-04-01",22,2,,,,,,,,,,3347.30493164063
"H37002-04-01",1,1,1,"P37002-001",,10000000,,,,,,3347.30493164063
"H37002-04-01",2,1,1,"P37002-001",,200000,,,,,,3347.30493164063
"H37002-04-01",3,2,,,,,,,,,,3347.30493164063
"H37002-04-01",4,1,,"P37002-001",,20000,,,,,,3347.30493164063
"H37002-04-01",5,2,,,,,,,,,,3347.30493164063
"H37002-04-01",6,2,,,,,,,,,,3347.30493164063
"H37002-04-01",7,1,1,"P37002-001",,10000,,,,,,3347.30493164063
"H37002-04-01",8,2,,,,,,,,,,3347.30493164063
"H37002-04-01",9,2,,,,,,,,,,3347.30493164063
"H37002-04-01",10,2,,,,,,,,,,3347.30493164063
"H37002-04-01",11,2,,,,,,,,,,3347.30493164063
"H37002-04-01",12,2,,,,,,,,,,3347.30493164063
"H37002-04-01",13,2,,,,,,,,,,3347.30493164063
"H37002-04-01",14,2,,,,,,,,,,3347.30493164063
"H37002-04-01",15,2,,,,,,,,,,3347.30493164063
"H37002-04-01",16,1,2,"P37002-001","P37002-003",60000,,,,,,3347.30493164063
"H37002-04-01",17,2,,,,,,,,,,3347.30493164063
"H37002-04-01",18,2,,,,,,,,,,3347.30493164063
"H37002-04-01",19,2,,,,,,,,,,3347.30493164063
"H37002-04-01",20,2,,,,,,,,,,3347.30493164063
"H37002-04-01",21,2,,,,,,,,,,3347.30493164063
"H37002-04-01",22,2,,,,,,,,,,3347.30493164063
"H37003-04-01",1,1,2,"P37003-001","P37003-002",285000,,,,,,3347.30493164063
"H37003-04-01",2,2,,,,,,,,,,3347.30493164063
"H37003-04-01",3,2,,,,,,,,,,3347.30493164063
"H37003-04-01",4,1,,"P37003-001","P37003-002",38000,,,,,,3347.30493164063
"H37003-04-01",5,2,,,,,,,,,,3347.30493164063
"H37003-04-01",6,2,,,,,,,,,,3347.30493164063
"H37003-04-01",7,2,,,,,,,,,,3347.30493164063
"H37003-04-01",8,2,,,,,,,,,,3347.30493164063
"H37003-04-01",9,2,,,,,,,,,,3347.30493164063
"H37003-04-01",10,2,,,,,,,,,,3347.30493164063
"H37003-04-01",11,2,,,,,,,,,,3347.30493164063
"H37003-04-01",12,2,,,,,,,,,,3347.30493164063
"H37003-04-01",13,2,,,,,,,,,,3347.30493164063
"H37003-04-01",14,2,,,,,,,,,,3347.30493164063
"H37003-04-01",15,2,,,,,,,,,,3347.30493164063
"H37003-04-01",16,2,,,,,,,,,,3347.30493164063
"H37003-04-01",17,2,,,,,,,,,,3347.30493164063
"H37003-04-01",18,2,,,,,,,,,,3347.30493164063
"H37003-04-01",19,2,,,,,,,,,,3347.30493164063
"H37003-04-01",20,2,,,,,,,,,,3347.30493164063
"H37003-04-01",21,2,,,,,,,,,,3347.30493164063
"H37003-04-01",22,2,,,,,,,,,,3347.30493164063
"H37004-04-01",1,1,1,"P37004-001",,150000,,,,,,3347.30493164063
"H37004-04-01",2,2,,,,,,,,,,3347.30493164063
"H37004-04-01",3,2,,,,,,,,,,3347.30493164063
"H37004-04-01",4,1,,"P37004-001",,30000,,,,,,3347.30493164063
"H37004-04-01",5,2,,,,,,,,,,3347.30493164063
"H37004-04-01",6,2,,,,,,,,,,3347.30493164063
"H37004-04-01",7,1,1,"P37004-001",,10000,,,,,,3347.30493164063
"H37004-04-01",8,2,,,,,,,,,,3347.30493164063
"H37004-04-01",9,2,,,,,,,,,,3347.30493164063
"H37004-04-01",10,2,,,,,,,,,,3347.30493164063
"H37004-04-01",11,2,,,,,,,,,,3347.30493164063
"H37004-04-01",12,2,,,,,,,,,,3347.30493164063
"H37004-04-01",13,2,,,,,,,,,,3347.30493164063
