"HHID","h14q2","h14q3","h14q4","h14q3A","h14q3B","h14q5","h14q2b","h14q8","h14q2c","h14q6","h14q7","wgt_X"
"H23607-04-01",10,2,,,,,,,,,,492.904541015625
"H23607-04-01",11,2,,,,,,,,,,492.904541015625
"H23607-04-01",12,2,,,,,,,,,,492.904541015625
"H23607-04-01",13,1,1,"P23607-007",,300000,,,,,,492.904541015625
"H23607-04-01",14,2,,,,,,,,,,492.904541015625
"H23607-04-01",15,2,,,,,,,,,,492.904541015625
"H23607-04-01",16,2,,,,,,,,,,492.904541015625
"H23607-04-01",17,2,,,,,,,,,,492.904541015625
"H23607-04-01",18,2,,,,,,,,,,492.904541015625
"H23607-04-01",19,2,,,,,,,,,,492.904541015625
"H23607-04-01",20,2,,,,,,,,,,492.904541015625
"H23607-04-01",21,2,,,,,,,,,,492.904541015625
"H23607-04-01",22,2,,,,,,,,,,492.904541015625
"H23607-04-02",1,1,3,"P23607-005","P23607-006",1200000,5,,610000,5,,492.904541015625
"H23607-04-02",2,2,,,,,,,,,,492.904541015625
"H23607-04-02",3,2,,,,,,,20000000,,,492.904541015625
"H23607-04-02",4,1,,"P23607-005","P23607-006",5000,,,10000,,,492.904541015625
"H23607-04-02",5,2,,,,,,,,,,492.904541015625
"H23607-04-02",6,2,,,,,,,,,,492.904541015625
"H23607-04-02",7,1,1,"P23607-005","P23607-006",18000,2,,40000,4,,492.904541015625
"H23607-04-02",8,2,,,,,,,,,,492.904541015625
"H23607-04-02",9,2,,,,,,,,,,492.904541015625
"H23607-04-02",10,1,1,"P23607-006",,80000,2,,300000,2,,492.904541015625
"H23607-04-02",11,2,,,,,,,,,,492.904541015625
"H23607-04-02",12,2,,,,,,,,,,492.904541015625
"H23607-04-02",13,2,,,,,2,,550000,2,,492.904541015625
"H23607-04-02",14,2,,,,,,,,,,492.904541015625
"H23607-04-02",15,2,,,,,,,,,,492.904541015625
"H23607-04-02",16,1,2,"P23607-005","P23607-006",100000,3,,150000,2,,492.904541015625
"H23607-04-02",17,2,,,,,,,,,,492.904541015625
"H23607-04-02",18,2,,,,,,,,,,492.904541015625
"H23607-04-02",19,2,,,,,,,,,,492.904541015625
"H23607-04-02",20,2,,,,,,,,,,492.904541015625
"H23607-04-02",21,2,,,,,,,,,,492.904541015625
"H23607-04-02",22,2,,,,,,,,,,492.904541015625
"H23607-04-03",1,1,2,"P23607-014","P23607-012",140000,5,,610000,5,,492.904541015625
"H23607-04-03",2,2,,,,,,,,,,492.904541015625
"H23607-04-03",3,2,,,,,,,20000000,,,492.904541015625
"H23607-04-03",4,1,,"P23607-014","P23607-001",100000,,,10000,,,492.904541015625
"H23607-04-03",5,2,,,,,,,,,,492.904541015625
"H23607-04-03",6,2,,,,,,,,,,492.904541015625
"H23607-04-03",7,1,1,"P23607-014","P23607-001",10000,2,,40000,3,,492.904541015625
"H23607-04-03",8,2,,,,,,,,,,492.904541015625
"H23607-04-03",9,2,,,,,,,,,,492.904541015625
"H23607-04-03",10,2,,,,,2,0,300000,6,,492.904541015625
"H23607-04-03",11,2,,,,,,,,,,492.904541015625
"H23607-04-03",12,2,,,,,,,,,,492.904541015625
"H23607-04-03",13,2,,,,,2,0,550000,6,,492.904541015625
"H23607-04-03",14,2,,,,,,,,,,492.904541015625
"H23607-04-03",15,2,,,,,,,,,,492.904541015625
"H23607-04-03",16,1,2,"P23607-014",,60000,3,1,150000,6,,492.904541015625
"H23607-04-03",17,2,,,,,,,,,,492.904541015625
"H23607-04-03",18,2,,,,,,,,,,492.904541015625
"H23607-04-03",19,2,,,,,,,,,,492.904541015625
"H23607-04-03",20,2,,,,,,,,,,492.904541015625
"H23607-04-03",21,2,,,,,,,,,,492.904541015625
"H23607-04-03",22,1,4,"P23607-014","P23607-001",60000,,,,,1,492.904541015625
"H23607-04-04",1,1,2,"P23607-025","P23607-026",200000,,,,,,492.904541015625
"H23607-04-04",2,2,,,,,,,,,,492.904541015625
"H23607-04-04",3,2,,,,,,,,,,492.904541015625
"H23607-04-04",4,1,,"P23607-025","P23607-026",150000,,,,,,492.904541015625
"H23607-04-04",5,2,,,,,,,,,,492.904541015625
"H23607-04-04",6,2,,,,,,,,,,492.904541015625
"H23607-04-04",7,1,1,"P23607-025","P23607-026",50000,,,,,,492.904541015625
"H23607-04-04",8,2,,,,,,,,,,492.904541015625
"H23607-04-04",9,2,,,,,,,,,,492.904541015625
"H23607-04-04",10,2,,,,,,,,,,492.904541015625
"H23607-04-04",11,2,,,,,,,,,,492.904541015625
"H23607-04-04",12,2,,,,,,,,,,492.904541015625
"H23607-04-04",13,2,,,,,,,,,,492.904541015625
"H23607-04-04",14,2,,,,,,,,,,492.904541015625
"H23607-04-04",15,2,,,,,,,,,,492.904541015625
"H23607-04-04",16,1,1,"P23607-025",,20000,,,,,,492.904541015625
"H23607-04-04",17,2,,,,,,,,,,492.904541015625
"H23607-04-04",18,2,,,,,,,,,,492.904541015625
"H23607-04-04",19,2,,,,,,,,,,492.904541015625
"H23607-04-04",20,2,,,,,,,,,,492.904541015625
"H23607-04-04",21,2,,,,,,,,,,492.904541015625
"H23607-04-04",22,2,,,,,,,,,,492.904541015625
"H23607-04-05",1,2,,,,,3,,1300000,3,,492.904541015625
"H23607-04-05",2,2,,,,,,,,,,492.904541015625
"H23607-04-05",3,2,,,,,,,,,,492.904541015625
"H23607-04-05",4,1,,"P23607-018",,50000,,,400000,,,492.904541015625
"H23607-04-05",5,2,,,,,,,,,,492.904541015625
"H23607-04-05",6,2,,,,,,,,,,492.904541015625
"H23607-04-05",7,1,1,"P23607-018",,12000,1,,10000,,,492.904541015625
"H23607-04-05",8,2,,,,,,,,,,492.904541015625
"H23607-04-05",9,1,1,"P23607-018",,40000,,,,,1,492.904541015625
"H23607-04-05",10,2,,,,,1,,120000,2,,492.904541015625
"H23607-04-05",11,2,,,,,,,,,,492.904541015625
"H23607-04-05",12,2,,,,,,,,,,492.904541015625
"H23607-04-05",13,2,,,,,,,,,,492.904541015625
"H23607-04-05",14,2,,,,,,,,,,492.904541015625
"H23607-04-05",15,1,3,"P23607-018",,10000,3,,15000,,,492.904541015625
"H23607-04-05",16,1,1,"P23607-018",,15000,1,,60000,,,492.904541015625
"H23607-04-05",17,2,,,,,,,,,,492.904541015625
"H23607-04-05",18,2,,,,,,,,,,492.904541015625
"H23607-04-05",19,2,,,,,,,,,,492.904541015625
"H23607-04-05",20,2,,,,,,,,,,492.904541015625
"H23607-04-05",21,1,3,"P23607-018",,24000,,,,,1,492.904541015625
"H23607-04-05",22,2,,,,,,,,,,492.904541015625
"H23608-04-01",1,1,3,"P23608-001","P23608-003",500000,2,,2000000,,1,2464.5224609375
"H23608-04-01",2,2,,,,,,,,,,2464.5224609375
"H23608-04-01",3,2,,,,,,,15000000,,,2464.5224609375
"H23608-04-01",4,1,,"P23608-003",,45000,,,50000,,,2464.5224609375
"H23608-04-01",5,2,,,,,,,,,,2464.5224609375
"H23608-04-01",6,2,,,,,,,,,,2464.5224609375
"H23608-04-01",7,2,,,,,1,,30000,2,,2464.5224609375
"H23608-04-01",8,2,,,,,,,,,,2464.5224609375
"H23608-04-01",9,2,,,,,,,,,,2464.5224609375
"H23608-04-01",10,1,1,"P23608-001",,70000,1,,180000,,,2464.5224609375
"H23608-04-01",11,2,,,,,,,,,,2464.5224609375
"H23608-04-01",12,2,,,,,,,,,,2464.5224609375
"H23608-04-01",13,2,,,,,,,,,,2464.5224609375
"H23608-04-01",14,2,,,,,,,,,,2464.5224609375
"H23608-04-01",15,2,,,,,,,,,,2464.5224609375
"H23608-04-01",16,2,,,,,,,,,,2464.5224609375
"H23608-04-01",17,2,,,,,,,,,,2464.5224609375
"H23608-04-01",18,2,,,,,,,,,,2464.5224609375
"H23608-04-01",19,2,,,,,,,,,,2464.5224609375
"H23608-04-01",20,2,,,,,,,,,,2464.5224609375
"H23608-04-01",21,2,,,,,,,,,,2464.5224609375
"H23608-04-01",22,2,,,,,,,,,,2464.5224609375
"H23610-04-01",1,1,1,"P23610-001",,145000,2,,200000,2,,2464.5224609375
"H23610-04-01",2,2,,,,,,,,,,2464.5224609375
"H23610-04-01",3,2,,,,,,,2500000,,,2464.5224609375
"H23610-04-01",4,1,,"P23610-001",,1,,,,,,2464.5224609375
"H23610-04-01",5,2,,,,,,,,,,2464.5224609375
"H23610-04-01",6,2,,,,,,,,,,2464.5224609375
"H23610-04-01",7,1,1,"P23610-001",,20000,1,,15000,,,2464.5224609375
"H23610-04-01",8,2,,,,,,,,,,2464.5224609375
"H23610-04-01",9,2,,,,,,,,,,2464.5224609375
"H23610-04-01",10,2,,,,,,,,,,2464.5224609375
"H23610-04-01",11,2,,,,,,,,,,2464.5224609375
"H23610-04-01",12,2,,,,,,,,,,2464.5224609375
"H23610-04-01",13,2,,,,,,,,,,2464.5224609375
"H23610-04-01",14,2,,,,,,,,,,2464.5224609375
"H23610-04-01",15,2,,,,,,,,,,2464.5224609375
"H23610-04-01",16,2,,,,,,,,,,2464.5224609375
"H23610-04-01",17,2,,,,,,,,,,2464.5224609375
"H23610-04-01",18,2,,,,,,,,,,2464.5224609375
"H23610-04-01",19,2,,,,,,,,,,2464.5224609375
"H23610-04-01",20,2,,,,,,,,,,2464.5224609375
"H23610-04-01",21,2,,,,,,,,,,2464.5224609375
"H23610-04-01",22,2,,,,,,,,,,2464.5224609375
"H23701-04-01",1,1,1,"P23701-001","P23701-002",160000,,,,,,1232.26123046875
"H23701-04-01",2,2,,,,,,,,,,1232.26123046875
"H23701-04-01",3,2,,,,,,,,,,1232.26123046875
"H23701-04-01",4,1,,"P23701-001","P23701-002",5000,,,,,,1232.26123046875
"H23701-04-01",5,2,,,,,,,,,,1232.26123046875
"H23701-04-01",6,2,,,,,,,,,,1232.26123046875
"H23701-04-01",7,1,1,"P23701-001","P23701-002",25000,,,,,,1232.26123046875
"H23701-04-01",8,2,,,,,,,,,,1232.26123046875
"H23701-04-01",9,2,,,,,,,,,,1232.26123046875
"H23701-04-01",10,1,1,"P23701-001","P23701-002",40000,,,,,,1232.26123046875
"H23701-04-01",11,2,,,,,,,,,,1232.26123046875
"H23701-04-01",12,2,,,,,,,,,,1232.26123046875
"H23701-04-01",13,2,,,,,,,,,,1232.26123046875
"H23701-04-01",14,2,,,,,,,,,,1232.26123046875
"H23701-04-01",15,2,,,,,,,,,,1232.26123046875
"H23701-04-01",16,2,,,,,,,,,,1232.26123046875
"H23701-04-01",17,2,,,,,,,,,,1232.26123046875
"H23701-04-01",18,2,,,,,,,,,,1232.26123046875
"H23701-04-01",19,2,,,,,,,,,,1232.26123046875
"H23701-04-01",20,2,,,,,,,,,,1232.26123046875
"H23701-04-01",21,2,,,,,,,,,,1232.26123046875
"H23701-04-01",22,2,,,,,,,,,,1232.26123046875
"H23701-04-02",1,1,2,"P23701-003","P23701-008",185000,,,,,,1232.26123046875
"H23701-04-02",2,2,,,,,,,,,,1232.26123046875
"H23701-04-02",3,2,,,,,,,,,,1232.26123046875
"H23701-04-02",4,1,,"P23701-003","P23701-008",7000,,,,,,1232.26123046875
"H23701-04-02",5,2,,,,,,,,,,1232.26123046875
"H23701-04-02",6,2,,,,,,,,,,1232.26123046875
"H23701-04-02",7,1,1,"P23701-003","P23701-008",15000,,,,,,1232.26123046875
"H23701-04-02",8,2,,,,,,,,,,1232.26123046875
"H23701-04-02",9,2,,,,,,,,,,1232.26123046875
"H23701-04-02",10,1,1,"P23701-003","P23701-003",75000,,,,,,1232.26123046875
"H23701-04-02",11,2,,,,,,,,,,1232.26123046875
"H23701-04-02",12,2,,,,,,,,,,1232.26123046875
"H23701-04-02",13,2,,,,,,,,,,1232.26123046875
"H23701-04-02",14,2,,,,,,,,,,1232.26123046875
"H23701-04-02",15,2,,,,,,,,,,1232.26123046875
"H23701-04-02",16,1,1,"P23701-003",,40000,,,,,,1232.26123046875
"H23701-04-02",17,2,,,,,,,,,,1232.26123046875
"H23701-04-02",18,2,,,,,,,,,,1232.26123046875
"H23701-04-02",19,2,,,,,,,,,,1232.26123046875
"H23701-04-02",20,2,,,,,,,,,,1232.26123046875
"H23701-04-02",21,2,,,,,,,,,,1232.26123046875
"H23701-04-02",22,2,,,,,,,,,,1232.26123046875
"H23702-04-01",1,1,2,"P23702-001","P23702-002",85000,3,,150000,2,,2464.5224609375
"H23702-04-01",2,2,,,,,,,,,,2464.5224609375
"H23702-04-01",3,2,,,,,,,4000000,,,2464.5224609375
"H23702-04-01",4,1,,"P23702-001","P23702-002",8000,,,240000,,,2464.5224609375
"H23702-04-01",5,2,,,,,,,,,,2464.5224609375
"H23702-04-01",6,2,,,,,,,,,,2464.5224609375
"H23702-04-01",7,1,3,"P23702-001",,15000,3,,180000,,,2464.5224609375
"H23702-04-01",8,2,,,,,,,,,,2464.5224609375
"H23702-04-01",9,2,,,,,,,,,,2464.5224609375
"H23702-04-01",10,1,1,"P23702-001","P23702-002",54000,1,,60000,,,2464.5224609375
"H23702-04-01",11,2,,,,,,,,,,2464.5224609375
"H23702-04-01",12,2,,,,,,,,,,2464.5224609375
"H23702-04-01",13,2,,,,,,,,,,2464.5224609375
"H23702-04-01",14,2,,,,,,,,,,2464.5224609375
"H23702-04-01",15,2,,,,,,,,,,2464.5224609375
"H23702-04-01",16,1,2,"P23702-002","P23702-008",164000,2,,60000,,,2464.5224609375
"H23702-04-01",17,2,,,,,,,,,,2464.5224609375
"H23702-04-01",18,2,,,,,,,,,,2464.5224609375
"H23702-04-01",19,2,,,,,,,,,,2464.5224609375
"H23702-04-01",20,2,,,,,,,,,,2464.5224609375
"H23702-04-01",21,2,,,,,,,,,,2464.5224609375
"H23702-04-01",22,2,,,,,,,,,,2464.5224609375
"H23703-04-01",1,1,2,"P23703-001",,400000,2,,500000,,,2464.5224609375
"H23703-04-01",2,2,,,,,,,,,,2464.5224609375
"H23703-04-01",3,2,,,,,,,4000000,,,2464.5224609375
"H23703-04-01",4,1,,"P23703-001",,5000,,,50000,,,2464.5224609375
"H23703-04-01",5,2,,,,,,,,,,2464.5224609375
"H23703-04-01",6,2,,,,,,,,,,2464.5224609375
"H23703-04-01",7,1,2,"P23703-001",,137000,1,,200000,,1,2464.5224609375
"H23703-04-01",8,2,,,,,,,,,,2464.5224609375
"H23703-04-01",9,2,,,,,,,,,,2464.5224609375
"H23703-04-01",10,1,1,"P23703-001",,150000,1,,150000,,,2464.5224609375
"H23703-04-01",11,2,,,,,,,,,,2464.5224609375
"H23703-04-01",12,2,,,,,,,,,,2464.5224609375
"H23703-04-01",13,2,,,,,,,,,,2464.5224609375
"H23703-04-01",14,2,,,,,,,,,,2464.5224609375
"H23703-04-01",15,2,,,,,,,,,,2464.5224609375
"H23703-04-01",16,1,1,"P23703-001",,80000,,,,,,2464.5224609375
"H23703-04-01",17,2,,,,,,,,,,2464.5224609375
"H23703-04-01",18,2,,,,,,,,,,2464.5224609375
"H23703-04-01",19,2,,,,,,,,,,2464.5224609375
"H23703-04-01",20,2,,,,,,,,,,2464.5224609375
"H23703-04-01",21,2,,,,,,,20000,,,2464.5224609375
"H23703-04-01",22,2,,,,,,,70000,,,2464.5224609375
"H23705-04-01",1,1,1,"P23705-002",,100000,2,,150000,2,,2464.5224609375
"H23705-04-01",2,2,,,,,,,,,,2464.5224609375
"H23705-04-01",3,2,,,,,,,15000000,,,2464.5224609375
"H23705-04-01",4,1,,"P23705-002",,25000,,,25000,,,2464.5224609375
"H23705-04-01",5,2,,,,,,,,,,2464.5224609375
"H23705-04-01",6,2,,,,,,,,,,2464.5224609375
"H23705-04-01",7,2,,,,,,,,,,2464.5224609375
"H23705-04-01",8,2,,,,,,,,,,2464.5224609375
"H23705-04-01",9,2,,,,,,,,,,2464.5224609375
"H23705-04-01",10,2,,,,,,,,,,2464.5224609375
"H23705-04-01",11,2,,,,,,,,,,2464.5224609375
"H23705-04-01",12,2,,,,,,,,,,2464.5224609375
"H23705-04-01",13,2,,,,,,,,,,2464.5224609375
"H23705-04-01",14,2,,,,,,,,,,2464.5224609375
"H23705-04-01",15,2,,,,,,,,,,2464.5224609375
"H23705-04-01",16,2,,,,,,,,,,2464.5224609375
"H23705-04-01",17,2,,,,,,,,,,2464.5224609375
"H23705-04-01",18,2,,,,,,,,,,2464.5224609375
"H23705-04-01",19,2,,,,,,,,,,2464.5224609375
"H23705-04-01",20,2,,,,,,,,,,2464.5224609375
"H23705-04-01",21,2,,,,,,,,,,2464.5224609375
"H23705-04-01",22,2,,,,,,,,,,2464.5224609375
"H23707-04-01",1,1,3,"P23707-001","P23707-002",700000,,,,,,2464.5224609375
"H23707-04-01",2,2,,,,,,,,,,2464.5224609375
"H23707-04-01",3,2,,,,,,,,,,2464.5224609375
"H23707-04-01",4,1,,"P23707-001","P23707-002",6000,,,,,,2464.5224609375
"H23707-04-01",5,2,,,,,,,,,,2464.5224609375
"H23707-04-01",6,2,,,,,,,,,,2464.5224609375
"H23707-04-01",7,1,1,"P23707-001","P23707-002",16000,,,,,,2464.5224609375
"H23707-04-01",8,2,,,,,,,,,,2464.5224609375
"H23707-04-01",9,2,,,,,,,,,,2464.5224609375
"H23707-04-01",10,2,,,,,,,,,,2464.5224609375
"H23707-04-01",11,2,,,,,,,,,,2464.5224609375
"H23707-04-01",12,2,,,,,,,,,,2464.5224609375
"H23707-04-01",13,2,,,,,,,,,,2464.5224609375
"H23707-04-01",14,2,,,,,,,,,,2464.5224609375
"H23707-04-01",15,2,,,,,,,,,,2464.5224609375
"H23707-04-01",16,1,2,"P23707-001","P23707-002",70000,,,,,,2464.5224609375
"H23707-04-01",17,2,,,,,,,,,,2464.5224609375
"H23707-04-01",18,2,,,,,,,,,,2464.5224609375
"H23707-04-01",19,2,,,,,,,,,,2464.5224609375
"H23707-04-01",20,2,,,,,,,,,,2464.5224609375
"H23707-04-01",21,2,,,,,,,,,,2464.5224609375
"H23707-04-01",22,2,,,,,,,,,,2464.5224609375
"H23708-04-01",1,2,,,,,,,,,,821.507446289063
"H23708-04-01",2,2,,,,,,,,,,821.507446289063
"H23708-04-01",3,2,,,,,,,,,,821.507446289063
"H23708-04-01",4,1,,"P23708-015","P23708-016",370000,,,,,,821.507446289063
"H23708-04-01",5,2,,,,,,,,,,821.507446289063
"H23708-04-01",6,2,,,,,,,,,,821.507446289063
"H23708-04-01",7,2,,,,,,,,,,821.507446289063
"H23708-04-01",8,2,,,,,,,,,,821.507446289063
"H23708-04-01",9,2,,,,,,,,,,821.507446289063
"H23708-04-01",10,2,,,,,,,,,,821.507446289063
"H23708-04-01",11,2,,,,,,,,,,821.507446289063
"H23708-04-01",12,2,,,,,,,,,,821.507446289063
"H23708-04-01",13,2,,,,,,,,,,821.507446289063
"H23708-04-01",14,2,,,,,,,,,,821.507446289063
"H23708-04-01",15,2,,,,,,,,,,821.507446289063
"H23708-04-01",16,1,1,"P23708-015",,30000,,,,,,821.507446289063
"H23708-04-01",17,2,,,,,,,,,,821.507446289063
"H23708-04-01",18,2,,,,,,,,,,821.507446289063
"H23708-04-01",19,2,,,,,,,,,,821.507446289063
"H23708-04-01",20,2,,,,,,,,,,821.507446289063
"H23708-04-01",21,2,,,,,,,,,,821.507446289063
"H23708-04-01",22,2,,,,,,,,,,821.507446289063
"H23708-04-02",1,1,3,"P23708-001","P23708-002",270000,4,,400000,2,,821.507446289063
"H23708-04-02",2,2,,,,,,,,,,821.507446289063
"H23708-04-02",3,2,,,,,,,3000000,,,821.507446289063
"H23708-04-02",4,1,,"P23708-002","P23708-001",35000,,,30000,,,821.507446289063
"H23708-04-02",5,2,,,,,,,,,,821.507446289063
"H23708-04-02",6,2,,,,,,,,,,821.507446289063
"H23708-04-02",7,1,1,"P23708-002",,15000,1,,20000,,,821.507446289063
"H23708-04-02",8,2,,,,,,,,,,821.507446289063
"H23708-04-02",9,2,,,,,,,,,,821.507446289063
"H23708-04-02",10,2,,,,,,,,,,821.507446289063
"H23708-04-02",11,2,,,,,,,,,,821.507446289063
"H23708-04-02",12,2,,,,,,,,,,821.507446289063
"H23708-04-02",13,2,,,,,,,,,,821.507446289063
"H23708-04-02",14,2,,,,,,,,,,821.507446289063
"H23708-04-02",15,2,,,,,,,,,,821.507446289063
"H23708-04-02",16,1,1,"P23708-002",,60000,1,,50000,,,821.507446289063
"H23708-04-02",17,2,,,,,,,,,,821.507446289063
"H23708-04-02",18,2,,,,,,,,,,821.507446289063
"H23708-04-02",19,2,,,,,,,,,,821.507446289063
"H23708-04-02",20,2,,,,,,,,,,821.507446289063
"H23708-04-02",21,2,,,,,,,,,,821.507446289063
"H23708-04-02",22,2,,,,,,,,,,821.507446289063
"H23708-04-03",1,2,,,,,,,,,,821.507446289063
"H23708-04-03",2,2,,,,,,,,,,821.507446289063
"H23708-04-03",3,2,,,,,,,20000000,,,821.507446289063
"H23708-04-03",4,1,,"P23708-009","P23708-010",120000,,,150000,,,821.507446289063
"H23708-04-03",5,1,1,"P23708-009","P23708-010",40000,1,,40000,,,821.507446289063
"H23708-04-03",6,1,1,"P23708-009","P23708-010",300000,,,,,1,821.507446289063
"H23708-04-03",7,2,,,,,,,,,,821.507446289063
"H23708-04-03",8,2,,,,,,,,,,821.507446289063
"H23708-04-03",9,2,,,,,,,,,,821.507446289063
"H23708-04-03",10,2,,,,,,,,,,821.507446289063
"H23708-04-03",11,2,,,,,,,,,,821.507446289063
"H23708-04-03",12,2,,,,,,,,,,821.507446289063
"H23708-04-03",13,2,,,,,,,,,,821.507446289063
"H23708-04-03",14,2,,,,,,,,,,821.507446289063
"H23708-04-03",15,1,1,"P23708-009",,15000,,,2000,,1,821.507446289063
"H23708-04-03",16,1,2,"P23708-009","P23708-010",70000,2,,120000,,,821.507446289063
"H23708-04-03",17,2,,,,,,,,,,821.507446289063
"H23708-04-03",18,2,,,,,,,,,,821.507446289063
"H23708-04-03",19,2,,,,,,,,,,821.507446289063
"H23708-04-03",20,2,,,,,,,,,,821.507446289063
"H23708-04-03",21,2,,,,,,,,,,821.507446289063
"H23708-04-03",22,2,,,,,,,,,,821.507446289063
"H23709-04-01",1,1,4,"P23709-001","P23709-002",200000,5,,700000,2,,2464.5224609375
"H23709-04-01",2,2,,,,,,,,,,2464.5224609375
"H23709-04-01",3,2,,,,,,,5200000,,,2464.5224609375
"H23709-04-01",4,1,,"P23709-001","P23709-002",40000,,,37500,,,2464.5224609375
"H23709-04-01",5,2,,,,,,,,,,2464.5224609375
"H23709-04-01",6,2,,,,,,,,,,2464.5224609375
"H23709-04-01",7,2,,,,,,,,,,2464.5224609375
"H23709-04-01",8,2,,,,,,,,,,2464.5224609375
"H23709-04-01",9,2,,,,,,,,,,2464.5224609375
"H23709-04-01",10,2,,,,,1,,80000,2,,2464.5224609375
"H23709-04-01",11,2,,,,,,,,,,2464.5224609375
"H23709-04-01",12,2,,,,,,,,,,2464.5224609375
"H23709-04-01",13,2,,,,,,,,,,2464.5224609375
"H23709-04-01",14,2,,,,,,,,,,2464.5224609375
"H23709-04-01",15,2,,,,,,,,,,2464.5224609375
"H23709-04-01",16,1,1,"P23709-001",,25000,1,,25000,,,2464.5224609375
"H23709-04-01",17,2,,,,,,,,,,2464.5224609375
"H23709-04-01",18,2,,,,,,,,,,2464.5224609375
"H23709-04-01",19,2,,,,,,,,,,2464.5224609375
"H23709-04-01",20,2,,,,,,,,,,2464.5224609375
"H23709-04-01",21,2,,,,,,,,,,2464.5224609375
"H23709-04-01",22,2,,,,,,,,,,2464.5224609375
"H23710-04-01",1,1,1,"P23710-004","P23710-006",50000,1,,20000,,,1232.26123046875
"H23710-04-01",2,2,,,,,,,,,,1232.26123046875
"H23710-04-01",3,2,,,,,,,700000,,,1232.26123046875
"H23710-04-01",4,2,,,,,,,,,,1232.26123046875
"H23710-04-01",5,2,,,,,,,,,,1232.26123046875
"H23710-04-01",6,2,,,,,,,,,,1232.26123046875
"H23710-04-01",7,2,,,,,,,,,,1232.26123046875
"H23710-04-01",8,2,,,,,,,,,,1232.26123046875
"H23710-04-01",9,2,,,,,,,,,,1232.26123046875
"H23710-04-01",10,2,,,,,,,,,,1232.26123046875
"H23710-04-01",11,2,,,,,,,,,,1232.26123046875
"H23710-04-01",12,2,,,,,,,,,,1232.26123046875
"H23710-04-01",13,2,,,,,,,,,,1232.26123046875
"H23710-04-01",14,2,,,,,,,,,,1232.26123046875
"H23710-04-01",15,2,,,,,,,,,,1232.26123046875
"H23710-04-01",16,2,,,,,,,,,,1232.26123046875
"H23710-04-01",17,2,,,,,,,,,,1232.26123046875
"H23710-04-01",18,2,,,,,,,,,,1232.26123046875
"H23710-04-01",19,2,,,,,,,,,,1232.26123046875
"H23710-04-01",20,2,,,,,,,,,,1232.26123046875
"H23710-04-01",21,2,,,,,,,,,,1232.26123046875
"H23710-04-01",22,2,,,,,,,,,,1232.26123046875
"H23710-04-02",1,1,1,"P23710-001",,80000,1,,40000,,,1232.26123046875
"H23710-04-02",2,2,,,,,,,,,,1232.26123046875
"H23710-04-02",3,2,,,,,,,700000,,,1232.26123046875
"H23710-04-02",4,2,,,,,,,7000,,,1232.26123046875
"H23710-04-02",5,2,,,,,,,,,,1232.26123046875
"H23710-04-02",6,2,,,,,,,,,,1232.26123046875
"H23710-04-02",7,2,,,,,,,,,,1232.26123046875
"H23710-04-02",8,2,,,,,,,,,,1232.26123046875
"H23710-04-02",9,2,,,,,,,,,,1232.26123046875
"H23710-04-02",10,2,,,,,,,,,,1232.26123046875
"H23710-04-02",11,2,,,,,,,,,,1232.26123046875
"H23710-04-02",12,2,,,,,,,,,,1232.26123046875
"H23710-04-02",13,2,,,,,,,,,,1232.26123046875
"H23710-04-02",14,2,,,,,,,,,,1232.26123046875
"H23710-04-02",15,2,,,,,,,,,,1232.26123046875
"H23710-04-02",16,2,,,,,,,,,,1232.26123046875
"H23710-04-02",17,2,,,,,,,,,,1232.26123046875
"H23710-04-02",18,2,,,,,,,,,,1232.26123046875
"H23710-04-02",19,2,,,,,,,,,,1232.26123046875
"H23710-04-02",20,2,,,,,,,,,,1232.26123046875
"H23710-04-02",21,2,,,,,,,,,,1232.26123046875
"H23710-04-02",22,2,,,,,,,,,,1232.26123046875
"H23801-04-01",1,1,2,"P23801-001","P23801-002",26000000,2,,30000000,,,2464.5224609375
"H23801-04-01",2,2,,,,,,,,,,2464.5224609375
"H23801-04-01",3,1,,"P23801-001","P23801-002",4000000,,,15000000,,,2464.5224609375
"H23801-04-01",4,1,,"P23801-001","P23801-002",45000,,,1200000,,,2464.5224609375
"H23801-04-01",5,2,,,,,,,,,,2464.5224609375
"H23801-04-01",6,2,,,,,,,,,,2464.5224609375
"H23801-04-01",7,1,4,"P23801-001","P23801-002",30000,4,,200000,,,2464.5224609375
"H23801-04-01",8,2,,,,,,,,,,2464.5224609375
"H23801-04-01",9,2,,,,,,,,,,2464.5224609375
"H23801-04-01",10,2,,,,,1,,150000,1,,2464.5224609375
"H23801-04-01",11,1,2,"P23801-001",,2000000,1,,900000,,2,2464.5224609375
"H23801-04-01",12,2,,,,,,,,,,2464.5224609375
"H23801-04-01",13,2,,,,,,,,,,2464.5224609375
"H23801-04-01",14,2,,,,,,,,,,2464.5224609375
"H23801-04-01",15,2,,,,,,,,,,2464.5224609375
"H23801-04-01",16,1,3,"P23801-001","P23801-002",120000,3,,210000,,,2464.5224609375
"H23801-04-01",17,2,,,,,,,,,,2464.5224609375
"H23801-04-01",18,2,,,,,,,,,,2464.5224609375
"H23801-04-01",19,2,,,,,,,,,,2464.5224609375
"H23801-04-01",20,2,,,,,,,,,,2464.5224609375
"H23801-04-01",21,2,,,,,,,40000,,,2464.5224609375
"H23801-04-01",22,2,,,,,,,700000,,,2464.5224609375
"H23802-04-01",1,2,,,,,,,,,,2464.5224609375
"H23802-04-01",2,2,,,,,,,,,,2464.5224609375
