"District_Name","SubCounty","Parish","Villagecode","medical_staff_ID","C4PQ118","C4PQ119","C4PQ120","C4PQ121","C4PQ122_1","C4PQ122_2","C4PQ123","C4PQ117_V2","C4PQ118_V2","C4PQ119_V2","C4PQ120_V2","C4PQ121_V2","C4PQ122_1_V2","C4PQ122_2_V2","C4PQ123_V2","Health_Response","Reason_Health_Not_Done"
223,223128,22312801,2231280102,10,1,16,1,,,,1,,,,,,,,,2,
223,223128,22312801,2231280102,11,1,16,1,,,,1,,,,,,,,,2,
223,223128,22312801,2231280102,12,2,6,2,1,9,,1,,,,,,,,,2,
223,223128,22312801,2231280102,13,2,1,2,1,9,,1,,,,,,,,,2,
224,224105,22410505,2241050511,1,1,6,1,,,,1,,1,6,2,1,11,,1,,
224,224105,22410505,2241050511,2,2,8,1,,,,1,,2,8,2,2,,96,1,,
224,224105,22410505,2241050511,3,2,8,1,,,,1,,2,8,1,,,,1,,
224,224105,22410505,2241050511,4,1,16,1,,,,2,,1,96,2,1,11,,2,,
224,224105,22410505,2241050511,5,1,96,1,,,,2,,1,16,2,1,96,,2,,
225,225103,22510304,2251030415,1,1,1,2,1,3,,1,,1,1,1,,,,1,1,
225,225103,22510304,2251030415,2,2,3,1,,,,1,,2,8,2,1,2,,1,1,
225,225103,22510304,2251030415,3,2,6,2,1,11,,1,,1,14,2,1,11,,1,1,
225,225103,22510304,2251030415,4,1,6,2,1,11,,1,,2,3,1,,,,1,1,
225,225103,22510304,2251030415,5,2,6,2,1,11,,1,,1,6,2,1,11,,1,1,
225,225103,22510304,2251030415,6,1,14,2,2,,13,1,,2,6,1,,,,1,1,
225,225103,22510304,2251030415,7,2,14,2,2,,13,1,,1,12,2,1,2,,1,1,
225,225103,22510304,2251030415,8,1,12,2,2,,11,1,,1,11,1,,,,1,1,
225,225103,22510304,2251030415,9,1,8,1,,,,1,,1,8,1,,,,1,1,
225,225103,22510304,2251030415,10,1,8,2,2,,17,1,,2,8,1,,,,1,1,
225,225103,22510304,2251030415,11,1,16,1,,,,1,,1,14,2,1,11,,1,1,
225,225103,22510304,2251030415,12,1,96,1,,,,1,,1,16,2,1,11,,1,1,
225,225103,22510304,2251030415,13,1,16,1,,,,1,,2,16,1,,,,1,1,
225,225103,22510304,2251030415,14,1,14,1,,,,1,,1,16,1,,,,1,1,
225,225111,22511103,2251110322,1,1,1,1,,,,1,,,,,,,,,2,
225,225111,22511103,2251110322,2,1,5,1,,,,1,,,,,,,,,2,
225,225111,22511103,2251110322,3,2,1,2,2,,13,1,,,,,,,,,2,
225,225111,22511103,2251110322,4,1,1,2,2,,13,1,,,,,,,,,2,
225,225111,22511103,2251110322,5,1,6,2,2,,13,1,,,,,,,,,2,
225,225111,22511103,2251110322,6,2,8,1,,,,1,,,,,,,,,2,
225,225111,22511103,2251110322,7,2,3,2,2,,1,1,,,,,,,,,2,
225,225111,22511103,2251110322,8,2,8,2,1,11,,1,,,,,,,,,2,
225,225111,22511103,2251110322,9,1,8,1,,,,1,,,,,,,,,2,
225,225111,22511103,2251110322,10,1,12,1,,,,1,,,,,,,,,2,
225,225111,22511103,2251110322,11,1,16,2,1,1,,1,,,,,,,,,2,
225,225111,22511103,2251110322,12,1,16,2,1,10,,1,,,,,,,,,2,
225,225111,22511103,2251110322,13,1,14,1,,,,1,,,,,,,,,2,
226,226101,22610101,2261010102,1,1,1,1,,,,1,,2,1,1,,,,1,1,
226,226101,22610101,2261010102,2,2,1,2,2,,11,1,,1,1,2,1,11,,1,1,
226,226101,22610101,2261010102,3,2,6,2,1,11,,1,,1,6,1,,,,1,1,
226,226101,22610101,2261010102,4,2,6,1,,,,1,,2,6,2,1,11,,1,1,
226,226101,22610101,2261010102,5,1,6,2,2,,13,1,,2,6,2,1,9,,1,1,
226,226101,22610101,2261010102,6,2,6,1,,,,1,,2,6,2,1,10,,1,1,
226,226101,22610101,2261010102,7,1,3,1,,,,1,,1,8,1,,,,1,1,
226,226101,22610101,2261010102,8,2,3,2,1,11,,1,,2,3,1,,,,1,1,
226,226101,22610101,2261010102,9,2,3,1,,,,1,,2,3,2,1,9,,1,1,
226,226101,22610101,2261010102,10,2,1,1,,,,1,,1,3,2,1,11,,1,1,
226,226101,22610101,2261010102,11,2,3,2,2,,96,1,,2,5,2,1,11,,1,1,
226,226101,22610101,2261010102,12,1,8,1,,,,1,,2,3,2,1,9,,1,1,
226,226101,22610101,2261010102,13,1,14,2,1,11,,1,,1,14,1,,,,1,1,
226,226101,22610101,2261010102,14,1,14,1,,,,1,,1,14,2,1,11,,1,1,
226,226101,22610101,2261010102,15,1,16,1,,,,1,,2,11,1,,,,1,1,
226,226101,22610101,2261010102,16,2,16,1,,,,2,,1,12,2,1,3,,1,1,
226,226101,22610101,2261010102,17,1,16,1,,,,2,,1,96,1,,,,1,1,
226,226103,22610302,2261030205,1,1,1,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,2,1,1,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,3,2,1,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,4,1,7,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,5,2,5,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,6,1,5,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,7,1,5,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,8,2,6,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,9,2,4,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,10,2,3,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,11,2,3,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,12,2,3,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,13,1,14,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,14,2,14,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,15,2,14,2,1,18,,1,,,,,,,,,1,
226,226103,22610302,2261030205,16,2,8,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,17,1,11,2,1,11,,1,,,,,,,,,1,
226,226103,22610302,2261030205,18,1,16,1,,,,1,,,,,,,,,1,
226,226103,22610302,2261030205,19,1,16,1,,,,1,,,,,,,,,1,
226,226103,22610303,2261030301,1,,,,,,,,,2,3,1,,,,2,,
226,226103,22610303,2261030301,2,,,,,,,,,2,8,2,1,11,,2,,
226,226103,22610303,2261030301,3,,,,,,,,,2,8,1,,,,2,,
226,226103,22610303,2261030301,4,,,,,,,,,1,16,1,,,,2,,
226,226104,22610405,2261040510,1,1,6,1,,,,1,,1,6,1,,,,1,1,
226,226104,22610405,2261040510,2,2,6,2,1,11,,1,,2,8,1,,,,1,1,
226,226104,22610405,2261040510,3,2,3,1,,,,1,,2,3,2,1,11,,1,1,
226,226104,22610405,2261040510,4,2,8,1,,,,1,,2,3,2,1,9,,1,1,
226,226104,22610405,2261040510,5,2,3,2,1,10,,1,,2,6,2,1,11,,1,1,
226,226104,22610405,2261040510,6,2,3,2,1,10,,1,,2,3,2,1,1,,1,1,
226,226104,22610405,2261040510,7,1,16,1,,,,2,,1,16,1,,,,2,1,
228,228102,22810203,2281020304,1,2,1,1,,,,1,,1,1,1,,,,1,1,
228,228102,22810203,2281020304,2,1,1,2,2,,3,1,,1,1,1,,,,1,1,
228,228102,22810203,2281020304,3,1,1,2,1,11,,1,,1,1,1,,,,1,1,
228,228102,22810203,2281020304,4,1,6,2,1,9,,1,,2,3,1,,,,1,1,
228,228102,22810203,2281020304,5,2,6,2,1,11,,1,,2,3,1,,,,1,1,
228,228102,22810203,2281020304,6,2,3,1,,,,1,,2,3,2,1,11,,1,1,
228,228102,22810203,2281020304,7,2,3,1,,,,1,,2,3,2,1,10,,1,1,
228,228102,22810203,2281020304,8,2,3,2,1,11,,1,,2,6,1,,,,1,1,
228,228102,22810203,2281020304,9,2,3,2,1,11,,1,,1,6,2,1,9,,1,1,
228,228102,22810203,2281020304,10,2,8,2,1,11,,1,,2,3,2,1,11,,1,1,
228,228102,22810203,2281020304,11,1,8,2,2,,13,1,,1,14,2,1,13,,1,1,
228,228102,22810203,2281020304,12,1,14,2,2,,13,1,,1,14,2,1,11,,1,1,
228,228102,22810203,2281020304,13,1,14,2,2,,11,1,,1,8,2,1,11,,1,1,
228,228102,22810203,2281020304,14,1,12,2,2,,13,1,,2,8,2,1,11,,1,1,
228,228102,22810203,2281020304,15,2,11,2,2,,13,1,,1,16,1,,,,1,1,
228,228102,22810203,2281020304,16,1,16,1,,,,1,,1,16,1,,,,1,1,
228,228102,22810203,2281020304,17,1,16,1,,,,1,,2,16,1,,,,1,1,
228,228102,22810203,2281020304,18,2,16,1,,,,1,,2,11,1,,,,1,1,
230,230107,23010709,2301070905,,,,,,,,,,,,,,,,,,
232,232101,23210104,2321010406,1,,,,,,,,,1,1,2,1,2,,1,1,
232,232101,23210104,2321010406,2,,,,,,,,,2,96,1,,,,1,1,
232,232101,23210104,2321010406,3,,,,,,,,,2,1,2,1,1,,1,1,
232,232101,23210104,2321010406,4,,,,,,,,,2,96,1,,,,1,1,
232,232101,23210104,2321010406,5,,,,,,,,,1,96,2,1,2,,1,1,
232,232101,23210104,2321010406,6,,,,,,,,,1,96,2,1,11,,1,1,
232,232101,23210104,2321010406,7,,,,,,,,,1,96,1,,,,1,1,
232,232101,23210104,2321010406,8,,,,,,,,,1,96,2,1,11,,1,1,
232,232101,23210104,2321010406,9,,,,,,,,,1,96,1,,,,1,1,
232,232101,23210104,2321010406,10,,,,,,,,,1,96,2,2,,96,1,1,
232,232101,23210104,2321010406,11,,,,,,,,,1,14,1,,,,1,1,
232,232101,23210104,2321010406,12,,,,,,,,,1,12,2,2,,11,1,1,
232,232101,23210104,2321010406,13,,,,,,,,,1,14,1,,,,1,1,
232,232101,23210104,2321010406,14,,,,,,,,,2,6,1,,,,1,1,
232,232101,23210104,2321010406,15,,,,,,,,,2,6,2,1,1,,1,1,
232,232101,23210104,2321010406,16,,,,,,,,,2,6,2,1,11,,1,1,
232,232101,23210104,2321010406,17,,,,,,,,,2,96,2,1,10,,1,1,
232,232101,23210104,2321010406,18,,,,,,,,,2,3,1,,,,1,1,
232,232101,23210104,2321010406,19,,,,,,,,,2,3,1,,,,1,1,
232,232101,23210104,2321010406,20,,,,,,,,,2,3,1,,,,1,1,
232,232101,23210104,2321010406,21,,,,,,,,,2,3,1,,,,1,1,
232,232101,23210104,2321010406,22,,,,,,,,,1,96,2,2,,96,1,1,
232,232101,23210104,2321010406,23,,,,,,,,,2,11,1,,,,1,1,
232,232101,23210104,2321010406,24,,,,,,,,,2,96,2,1,10,,1,1,
232,232101,23210104,2321010406,25,,,,,,,,,2,96,1,,,,1,1,
232,232101,23210104,2321010406,26,,,,,,,,,2,96,1,,,,1,1,
232,232101,23210104,2321010406,27,,,,,,,,,2,8,2,1,9,,1,1,
232,232101,23210104,2321010406,28,,,,,,,,,2,8,1,,,,1,1,
232,232101,23210104,2321010406,29,,,,,,,,,1,96,1,,,,1,1,
232,232101,23210104,2321010406,30,,,,,,,,,1,96,1,,,,1,1,
232,232101,23210104,2321010406,31,,,,,,,,,1,96,2,1,18,,1,1,
232,232101,23210104,2321010406,32,,,,,,,,,1,96,2,1,18,,1,1,
232,232203,23220304,2322030405,1,1,1,2,1,1,,1,,1,1,1,,,,1,1,
232,232203,23220304,2322030405,2,1,1,2,1,96,,2,,1,1,2,1,18,,3,1,
232,232203,23220304,2322030405,3,1,96,2,1,11,,1,,1,6,1,,,,1,1,
232,232203,23220304,2322030405,4,1,6,1,,,,1,,2,6,2,1,18,,1,1,
232,232203,23220304,2322030405,5,2,6,2,1,11,,1,,1,7,1,,,,1,1,
232,232203,23220304,2322030405,6,2,3,1,,,,1,,2,8,1,,,,1,1,
232,232203,23220304,2322030405,7,1,3,2,1,11,,1,,2,8,2,1,11,,,1,
232,232203,23220304,2322030405,8,2,3,1,,,,1,,2,8,1,,,,1,1,
232,232203,23220304,2322030405,9,2,6,2,1,9,,1,,2,6,1,,,,1,1,
232,232203,23220304,2322030405,10,2,8,1,,,,1,,2,3,2,1,11,,1,1,
232,232203,23220304,2322030405,11,2,8,1,,,,1,,1,3,1,,,,1,1,
232,232203,23220304,2322030405,12,2,8,2,1,11,,1,,1,14,1,,,,1,1,
232,232203,23220304,2322030405,13,1,14,1,,,,1,,1,14,1,,,,1,1,
232,232203,23220304,2322030405,14,1,14,2,1,11,,1,,1,11,1,,,,1,1,
232,232203,23220304,2322030405,15,1,11,2,1,11,,1,,2,12,1,,,,1,1,
232,232203,23220304,2322030405,16,1,16,1,,,,2,,1,16,1,,,,1,1,
232,232203,23220304,2322030405,17,1,16,1,,,,2,,1,16,1,,,,1,1,
232,232203,23220304,2322030405,18,1,16,1,,,,2,,1,16,1,,,,1,1,
232,232203,23220304,2322030405,19,1,96,1,,,,2,,1,16,1,,,,1,1,
232,232203,23220304,2322030405,21,1,96,1,,,,2,,,,,,,,,1,
302,302101,30210102,3021010215,1,2,3,1,,,,1,,2,3,1,,,,1,,
302,302101,30210102,3021010215,2,1,8,1,,,,1,,1,8,1,,,,1,,
302,302101,30210102,3021010215,3,1,16,1,,,,2,,1,16,2,2,,13,2,,
302,302101,30210102,3021010215,4,1,6,2,1,9,,1,,1,6,2,1,9,,1,,
302,302101,30210102,3021010215,5,1,12,2,2,,13,1,,2,12,2,2,,13,1,,
302,302201,30220105,3022010508,1,2,3,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,2,1,1,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,3,2,8,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,4,1,14,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,5,2,8,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,6,1,16,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,7,2,16,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,8,1,16,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,9,1,16,1,,,,2,,,,,,,,,1,
302,302201,30220105,3022010508,10,2,8,2,1,11,,2,,,,,,,,,1,
302,302201,30220105,3022010508,11,1,6,2,1,3,,2,,,,,,,,,1,
302,302201,30220105,3022010508,12,1,16,2,1,11,,1,,,,,,,,,1,
302,302201,30220107,3022010708,1,2,3,1,,,,1,,2,3,1,,,,1,2,
302,302201,30220107,3022010708,2,2,3,1,,,,1,,2,3,1,,,,1,2,
302,302201,30220107,3022010708,3,1,6,1,,,,1,,1,11,1,,,,1,2,
302,302201,30220107,3022010708,4,2,7,1,,,,1,,1,12,1,,,,1,2,
302,302201,30220107,3022010708,5,1,11,1,,,,1,,1,1,1,,,,1,2,
302,302201,30220107,3022010708,6,1,12,1,,,,1,,2,6,1,,,,1,2,
302,302201,30220107,3022010708,7,1,12,1,,,,1,,1,6,1,,,,1,2,
302,302201,30220107,3022010708,8,1,14,1,,,,1,,2,11,1,,,,1,2,
302,302201,30220107,3022010708,9,1,14,1,,,,1,,1,6,1,,,,1,2,
302,302201,30220107,3022010708,10,2,8,1,,,,1,,2,4,2,1,2,,1,2,
302,302201,30220107,3022010708,11,1,16,1,,,,1,,1,12,2,2,,13,1,2,
302,302201,30220107,3022010708,12,2,16,1,,,,1,,1,14,2,1,5,,1,2,
302,302201,30220107,3022010708,13,1,1,2,1,10,,1,,1,14,2,2,,13,1,2,
302,302201,30220107,3022010708,14,1,1,2,1,11,,1,,2,8,2,1,2,,1,2,
302,302201,30220107,3022010708,15,2,7,2,1,11,,1,,1,16,2,2,,13,1,2,
302,302201,30220107,3022010708,16,2,6,2,1,10,,1,,2,16,2,2,,13,1,2,
302,302201,30220107,3022010708,17,1,6,2,1,11,,1,,1,1,2,1,3,,1,2,
302,302201,30220107,3022010708,18,2,3,2,1,11,,1,,2,7,2,1,2,,1,2,
302,302201,30220107,3022010708,19,2,11,2,1,11,,1,,2,3,2,1,2,,1,2,
302,302201,30220107,3022010708,20,2,8,2,1,9,,1,,2,8,2,1,9,,1,2,
302,302201,30220107,3022010708,21,1,8,2,1,9,,1,,1,8,2,1,9,,1,2,
302,302203,30220302,3022030205,,,,,,,,,,,,,,,,,,
302,302204,30220405,3022040505,1,1,7,1,,,,1,,1,8,1,,,,1,1,
302,302204,30220405,3022040505,2,2,8,1,,,,1,,1,7,2,1,96,,1,1,
302,302204,30220405,3022040505,3,2,16,1,,,,1,,2,16,2,1,1,,1,1,
302,302204,30220405,3022040505,4,1,16,1,,,,1,,1,16,2,2,,13,1,1,
302,302204,30220405,3022040505,5,2,12,2,1,2,,1,,2,12,2,2,,13,1,1,
302,302204,30220405,3022040505,6,,,,,,,,,2,8,2,2,,13,1,1,
302,302205,30220505,3022050502,1,2,6,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,2,2,6,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,3,2,7,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,4,1,14,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,5,2,8,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,6,1,8,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,7,2,8,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,8,2,11,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,9,1,16,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,10,2,16,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,11,1,3,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,12,1,12,1,,,,1,,,,,,,,,1,
302,302205,30220505,3022050502,13,1,1,2,1,96,,1,,,,,,,,,1,
302,302205,30220505,3022050502,14,2,6,2,1,9,,1,,,,,,,,,1,
302,302205,30220505,3022050502,15,1,1,2,1,8,,1,,,,,,,,,1,
302,302205,30220505,3022050502,16,1,14,2,1,10,,1,,,,,,,,,1,
302,302205,30220505,3022050502,17,1,14,2,1,9,,1,,,,,,,,,1,
302,302205,30220505,3022050502,18,1,16,2,1,11,,1,,,,,,,,,1,
302,302205,30220505,3022050502,19,2,4,2,1,9,,1,,,,,,,,,1,
303,303201,30320102,3032010205,,,,,,,,,,,,,,,,,1,
303,303202,30320207,3032020706,1,1,1,1,,,,1,,1,1,1,,,,1,1,
303,303202,30320207,3032020706,2,2,4,1,,,,1,,2,6,1,,,,1,1,
303,303202,30320207,3032020706,3,2,6,1,,,,1,,2,6,1,,,,1,1,
303,303202,30320207,3032020706,4,2,6,2,1,11,,1,,2,3,1,,,,1,1,
303,303202,30320207,3032020706,5,1,11,1,,,,1,,1,14,1,,,,1,1,
303,303202,30320207,3032020706,6,2,6,2,1,11,,1,,2,8,1,,,,1,1,
303,303202,30320207,3032020706,7,2,3,1,,,,1,,1,11,1,,,,1,1,
303,303202,30320207,3032020706,8,2,8,1,,,,1,,1,12,2,,,,1,1,
303,303202,30320207,3032020706,9,1,14,1,,,,1,,2,4,2,,,,1,1,
303,303202,30320207,3032020706,10,1,14,2,1,11,,1,,2,6,2,1,96,,1,1,
303,303202,30320207,3032020706,11,1,96,2,1,11,,1,,2,3,2,1,11,,1,1,
303,303202,30320207,3032020706,12,1,16,1,,,,1,,1,96,2,,,,1,1,
303,303202,30320207,3032020706,13,2,16,1,,,,1,,2,16,2,,,,1,1,
303,303202,30320207,3032020706,14,2,16,1,,,,2,,1,14,2,,,,1,1,
303,303202,30320207,3032020706,15,1,16,1,,,,2,,1,16,2,,,,1,1,
303,303204,30320405,3032040506,,,,,,,,,,,,,,,,,3,"The Community uses the Referal Hospital"
303,303402,30340204,3034020408,1,1,8,1,,,,1,,2,16,1,,,,2,1,
303,303402,30340204,3034020408,2,2,6,1,,,,1,,1,96,1,,,,2,1,
303,303402,30340204,3034020408,3,2,3,1,,,,1,,1,16,1,,,,2,1,
303,303402,30340204,3034020408,4,2,16,1,,,,2,,1,8,2,1,3,,1,1,
303,303402,30340204,3034020408,5,1,16,2,1,96,,2,,2,3,2,1,3,,1,1,
303,303402,30340204,3034020408,6,1,96,1,,,,2,,2,96,2,1,1,,2,1,
303,303404,30340401,3034040102,,,,,,,,,,,,,,,,,1,
303,303404,30340403,3034040304,,,,,,,,,,,,,,,,,1,
303,303405,30340507,3034050711,1,1,8,1,,,,2,,1,8,1,,,,2,1,
303,303405,30340507,3034050711,2,1,14,1,,,,2,,2,11,1,,,,2,1,
303,303405,30340507,3034050711,3,2,8,1,,,,2,,2,8,1,,,,2,1,
303,303405,30340507,3034050711,4,2,96,1,,,,2,,1,14,1,,,,2,1,
303,303405,30340507,3034050711,5,2,11,1,,,,2,,1,96,1,,,,2,1,
303,303405,30340507,3034050711,6,1,96,1,,,,2,,2,3,1,,,,2,1,
303,303405,30340507,3034050711,7,2,16,1,,,,2,,2,16,1,,,,2,1,
303,303405,30340507,3034050711,8,2,96,1,,,,2,,1,96,1,,,,2,1,
303,303405,30340507,3034050711,9,1,5,2,2,,13,2,,2,14,2,1,11,,2,1,
303,303405,30340507,3034050711,10,1,96,2,1,11,,2,,2,96,2,1,11,,2,1,
303,303503,30350304,3035030411,1,2,8,1,,,,1,,1,6,1,,,,1,,
303,303503,30350304,3035030411,2,1,16,1,,,,1,,2,4,1,,,,1,,
303,303503,30350304,3035030411,3,1,16,1,,,,1,,2,6,1,,,,1,,
303,303503,30350304,3035030411,4,1,6,2,1,10,,1,,1,16,1,,,,1,,
303,303503,30350304,3035030411,5,2,6,2,1,11,,1,,2,8,1,,,,1,,
303,303503,30350304,3035030411,6,2,8,2,1,11,,1,,1,16,2,1,13,,1,,
303,303503,30350304,3035030411,7,1,96,1,,,,1,,2,8,2,1,14,,1,,
303,303503,30350304,3035030411,8,,,,,,,,,1,96,2,1,11,,1,,
303,303504,30350402,3035040205,1,2,6,1,,,,1,,1,4,1,,,,1,1,
303,303504,30350402,3035040205,2,1,14,1,,,,1,,2,5,1,,,,1,1,
303,303504,30350402,3035040205,3,2,96,1,,,,1,,2,4,1,,,,1,1,
303,303504,30350402,3035040205,4,1,1,2,1,1,,1,,2,16,1,,,,1,1,
303,303504,30350402,3035040205,5,1,5,1,,,,1,,1,16,1,,,,1,1,
303,303504,30350402,3035040205,6,2,4,1,,,,1,,1,96,1,,,,1,1,
303,303504,30350402,3035040205,7,2,4,1,,,,1,,1,1,2,,,,1,1,
303,303504,30350402,3035040205,8,2,3,1,,,,1,,2,4,2,,,,1,1,
303,303504,30350402,3035040205,9,2,6,1,,,,1,,2,3,2,,,,1,1,
303,303504,30350402,3035040205,10,2,96,1,,,,1,,2,11,2,,,,1,1,
303,303504,30350402,3035040205,11,1,96,1,,,,1,,1,14,2,,,,1,1,
303,303504,30350402,3035040205,12,2,16,1,,,,1,,2,6,2,,,,1,1,
303,303504,30350402,3035040205,13,1,16,1,,,,1,,1,12,2,,,,1,1,
304,304102,30410201,3041020101,1,2,7,1,,,,1,,2,7,1,,,,1,,
304,304102,30410201,3041020101,2,2,6,1,,,,1,,2,6,1,,,,1,,
304,304102,30410201,3041020101,3,2,6,1,,,,1,,2,8,1,,,,1,,
304,304102,30410201,3041020101,4,2,1,1,,,,1,,2,11,1,,,,1,,
304,304102,30410201,3041020101,5,2,12,2,1,8,,1,,1,16,1,,,,1,,
304,304102,30410201,3041020101,6,2,12,2,1,8,,1,,2,16,1,,,,1,,
304,304102,30410201,3041020101,7,2,8,1,,,,1,,1,16,1,,,,1,,
304,304102,30410201,3041020101,8,2,8,1,,,,1,,2,3,1,,,,1,,
304,304102,30410201,3041020101,9,2,11,1,,,,1,,1,6,1,,,,1,,
304,304102,30410201,3041020101,10,1,16,1,,,,1,,2,8,1,,,,1,,
304,304102,30410201,3041020101,11,2,16,1,,,,1,,2,6,2,1,2,,1,,
304,304102,30410201,3041020101,12,2,16,1,,,,1,,2,1,2,1,10,,1,,
304,304102,30410201,3041020101,13,2,3,1,,,,1,,2,12,2,1,96,,1,,
304,304102,30410201,3041020101,14,2,3,2,1,11,,1,,2,12,2,1,96,,1,,
304,304102,30410201,3041020101,15,1,6,2,1,1,,1,,2,8,2,1,10,,1,,
304,304102,30410201,3041020101,16,2,14,2,1,10,,1,,2,14,2,1,9,,1,,
304,304102,30410201,3041020101,17,1,14,2,1,9,,1,,1,14,2,1,2,,1,,
304,304102,30410201,3041020101,18,2,8,2,1,11,,1,,1,16,2,1,11,,1,,
304,304102,30410201,3041020101,19,1,16,2,1,16,,1,,2,3,2,1,10,,1,,
304,304204,30420401,3042040105,1,1,2,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,2,1,1,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,3,2,14,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,4,1,14,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,5,2,8,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,6,2,8,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,7,1,1,1,,,,2,,,,,,,,,1,
304,304204,30420401,3042040105,8,2,7,2,1,11,,2,,,,,,,,,1,
304,304204,30420401,3042040105,9,2,7,2,1,11,,2,,,,,,,,,1,
304,304204,30420401,3042040105,10,1,2,2,1,11,,2,,,,,,,,,1,
304,304204,30420401,3042040105,11,1,14,2,1,11,,2,,,,,,,,,1,
304,304204,30420401,3042040105,12,2,8,2,1,11,,2,,,,,,,,,1,
304,304204,30420401,3042040105,13,2,16,2,1,11,,2,,,,,,,,,1,
304,304204,30420402,3042040201,1,2,6,1,,,,1,,2,6,1,,,,1,1,
304,304204,30420402,3042040201,2,2,6,1,,,,1,,2,14,1,,,,1,1,
304,304204,30420402,3042040201,3,2,6,1,,,,1,,2,8,1,,,,1,1,
304,304204,30420402,3042040201,4,2,14,1,,,,1,,2,11,1,,,,1,1,
304,304204,30420402,3042040201,5,1,8,1,,,,1,,1,16,1,,,,1,1,
304,304204,30420402,3042040201,6,2,8,1,,,,1,,2,6,1,,,,2,1,
304,304204,30420402,3042040201,7,2,11,1,,,,1,,2,8,1,,,,1,1,
304,304204,30420402,3042040201,8,1,16,1,,,,1,,2,3,1,,,,1,1,
304,304204,30420402,3042040201,9,1,16,1,,,,1,,2,6,2,1,1,,1,1,
304,304204,30420402,3042040201,10,1,16,1,,,,1,,2,6,2,1,10,,1,1,
304,304204,30420402,3042040201,11,2,6,2,1,11,,2,,1,8,2,1,11,,1,1,
304,304204,30420402,3042040201,12,2,1,2,1,3,,1,,1,16,2,1,13,,1,1,
304,304204,30420402,3042040201,13,1,12,2,1,3,,1,,1,16,2,1,10,,1,1,
304,304204,30420402,3042040201,14,1,14,2,1,9,,1,,2,1,2,1,10,,1,1,
304,304204,30420402,3042040201,15,2,8,2,1,1,,1,,1,12,2,1,96,,1,1,
304,304204,30420402,3042040201,16,2,3,2,1,9,,1,,1,14,2,1,9,,1,1,
304,304204,30420402,3042040201,17,2,3,2,1,11,,1,,2,3,2,1,9,,1,1,
304,304301,30430104,3043010404,1,2,3,1,,,,2,,2,3,1,,,,2,1,
304,304301,30430104,3043010404,2,1,14,1,,,,2,,1,14,1,,,,2,1,
304,304301,30430104,3043010404,3,2,8,1,,,,2,,2,8,1,,,,2,1,
304,304301,30430104,3043010404,4,2,8,1,,,,2,,1,8,1,,,,2,1,
304,304301,30430104,3043010404,5,2,16,1,,,,2,,2,16,1,,,,2,1,
304,304301,30430104,3043010404,6,1,16,1,,,,2,,1,16,1,,,,2,1,
304,304301,30430104,3043010404,7,1,16,1,,,,2,,1,16,1,,,,2,1,
304,304301,30430104,3043010404,8,1,16,1,,,,2,,1,16,1,,,,2,1,
304,304301,30430104,3043010404,9,1,16,2,1,11,,2,,1,16,1,,,,2,1,
