"HHID","PID","T6FQ02a","T6FQ02b","wgt_X"
"H21101-04-01","P21101-013",2,,2204.83032226563
"H21101-04-01","P21101-011",2,,2204.83032226563
"H21101-04-01","P21101-002",2,,2204.83032226563
"H21101-04-01","P21101-005",2,,2204.83032226563
"H21102-04-01","P21102-021",2,,1102.41516113281
"H21102-04-01","P21102-025",1,7,1102.41516113281
"H21102-04-01","P21102-026",1,7,1102.41516113281
"H21102-04-01","P21102-020",2,,1102.41516113281
"H21102-04-02","P21102-013",2,,1102.41516113281
"H21102-04-02","P21102-016",2,,1102.41516113281
"H21102-04-02","P21102-015",2,,1102.41516113281
"H21102-04-02","P21102-012",2,,1102.41516113281
"H21102-04-02","P21102-011",2,,1102.41516113281
"H21102-04-02","P21102-017",2,,1102.41516113281
"H21102-04-02","P21102-014",1,14,1102.41516113281
"H21103-04-01","P21103-002",2,,2204.83032226563
"H21103-04-01","P21103-006",2,,2204.83032226563
"H21103-04-01","P21103-005",1,24,2204.83032226563
"H21103-04-01","P21103-001",2,,2204.83032226563
"H21103-04-01","P21103-004",1,14,2204.83032226563
"H21103-04-01","P21103-003",1,14,2204.83032226563
"H21105-04-01","P21105-002",2,,2204.83032226563
"H21105-04-01","P21105-001",2,,2204.83032226563
"H21106-04-01","P21106-005",2,,2204.83032226563
"H21106-04-01","P21106-002",2,,2204.83032226563
"H21106-04-01","P21106-001",2,,2204.83032226563
"H21107-04-01","P21107-005",1,14,2204.83032226563
"H21107-04-01","P21107-008",2,,2204.83032226563
"H21107-04-01","P21107-013",1,14,2204.83032226563
"H21107-04-01","P21107-012",1,14,2204.83032226563
"H21107-04-01","P21107-001",1,14,2204.83032226563
"H21107-04-01","P21107-007",2,,2204.83032226563
"H21107-04-01","P21107-010",1,14,2204.83032226563
"H21107-04-01","P21107-002",2,,2204.83032226563
"H21107-04-01","P21107-009",2,,2204.83032226563
"H21107-04-01","P21107-003",1,14,2204.83032226563
"H21107-04-01","P21107-011",2,,2204.83032226563
"H21107-04-01","P21107-006",1,2,2204.83032226563
"H21107-04-01","P21107-004",1,14,2204.83032226563
"H21108-04-01","P21108-011",2,,2204.83032226563
"H21108-04-01","P21108-015",2,,2204.83032226563
"H21108-04-01","P21108-004",2,,2204.83032226563
"H21108-04-01","P21108-010",2,,2204.83032226563
"H21108-04-01","P21108-013",2,,2204.83032226563
"H21108-04-01","P21108-014",2,,2204.83032226563
"H21108-04-01","P21108-007",2,,2204.83032226563
"H21108-04-01","P21108-008",2,,2204.83032226563
"H21108-04-01","P21108-006",2,,2204.83032226563
"H21108-04-01","P21108-005",2,,2204.83032226563
"H21108-04-01","P21108-001",1,8,2204.83032226563
"H21108-04-01","P21108-002",2,,2204.83032226563
"H21109-04-01","P21109-011",2,,2204.83032226563
"H21109-04-01","P21109-003",1,14,2204.83032226563
"H21109-04-01","P21109-004",2,,2204.83032226563
"H21109-04-01","P21109-001",2,,2204.83032226563
"H21109-04-01","P21109-002",2,,2204.83032226563
"H21110-04-01","P21110-001",1,14,2204.83032226563
"H21110-04-01","P21110-009",2,,2204.83032226563
"H21110-04-01","P21110-002",2,,2204.83032226563
"H21110-04-01","P21110-010",2,,2204.83032226563
"H21110-04-01","P21110-004",2,,2204.83032226563
"H21110-04-01","P21110-003",2,,2204.83032226563
"H21401-04-01","P21401-003",1,14,943.790832519531
"H21401-04-01","P21401-006",1,14,943.790832519531
"H21401-04-01","P21401-012",1,14,943.790832519531
"H21401-04-01","P21401-001",2,,943.790832519531
"H21401-04-01","P21401-015",1,14,943.790832519531
"H21401-04-01","P21401-017",2,,943.790832519531
"H21401-04-01","P21401-016",2,,943.790832519531
"H21401-04-01","P21401-007",2,,943.790832519531
"H21401-04-02","P21401-010",2,,943.790832519531
"H21401-04-02","P21401-009",2,,943.790832519531
"H21401-04-02","P21401-008",2,,943.790832519531
"H21401-04-02","P21401-011",2,,943.790832519531
"H21401-04-02","P21401-002",2,,943.790832519531
"H21402-04-01","P21402-005",2,,1887.58166503906
"H21402-04-01","P21402-001",2,,1887.58166503906
"H21402-04-01","P21402-004",2,,1887.58166503906
"H21402-04-01","P21402-003",1,14,1887.58166503906
"H21402-04-01","P21402-002",2,,1887.58166503906
"H21403-04-01","P21403-004",2,,1887.58166503906
"H21403-04-01","P21403-002",2,,1887.58166503906
"H21403-04-01","P21403-006",2,,1887.58166503906
"H21403-04-01","P21403-010",2,,1887.58166503906
"H21403-04-01","P21403-008",2,,1887.58166503906
"H21403-04-01","P21403-007",2,,1887.58166503906
"H21403-04-01","P21403-009",2,,1887.58166503906
"H21403-04-01","P21403-001",2,,1887.58166503906
"H21404-04-01","P21404-004",2,,1887.58166503906
"H21404-04-01","P21404-005",2,,1887.58166503906
"H21404-04-01","P21404-002",2,,1887.58166503906
"H21404-04-01","P21404-003",2,,1887.58166503906
"H21404-04-01","P21404-001",2,,1887.58166503906
"H21405-04-01","P21405-002",2,,1887.58166503906
"H21405-04-01","P21405-004",2,,1887.58166503906
"H21405-04-01","P21405-008",2,,1887.58166503906
"H21405-04-01","P21405-007",2,,1887.58166503906
"H21405-04-01","P21405-001",2,,1887.58166503906
"H21405-04-01","P21405-006",2,,1887.58166503906
"H21405-04-01","P21405-003",2,,1887.58166503906
"H21405-04-01","P21405-005",2,,1887.58166503906
"H21405-04-01","P21405-010",2,,1887.58166503906
"H21406-04-01","P21406-006",2,,1887.58166503906
"H21406-04-01","P21406-003",1,12,1887.58166503906
"H21406-04-01","P21406-001",2,,1887.58166503906
"H21406-04-01","P21406-002",2,,1887.58166503906
"H21406-04-01","P21406-005",2,,1887.58166503906
"H21406-04-01","P21406-004",2,,1887.58166503906
"H21407-04-01","P21407-003",2,,1887.58166503906
"H21407-04-01","P21407-005",2,,1887.58166503906
"H21407-04-01","P21407-007",1,10,1887.58166503906
"H21407-04-01","P21407-006",1,12,1887.58166503906
"H21407-04-01","P21407-002",2,,1887.58166503906
"H21407-04-01","P21407-008",2,,1887.58166503906
"H21407-04-01","P21407-009",1,14,1887.58166503906
"H21407-04-01","P21407-001",1,2,1887.58166503906
"H21407-04-01","P21407-004",1,14,1887.58166503906
"H21408-04-01","P21408-005",1,4,1887.58166503906
"H21408-04-01","P21408-002",1,2,1887.58166503906
"H21408-04-01","P21408-006",2,,1887.58166503906
"H21408-04-01","P21408-003",1,3,1887.58166503906
"H21408-04-01","P21408-001",2,,1887.58166503906
"H21408-04-01","P21408-004",2,,1887.58166503906
"H21409-04-01","P21409-003",2,,1887.58166503906
"H21409-04-01","P21409-001",2,,1887.58166503906
"H21409-04-01","P21409-004",2,,1887.58166503906
"H21409-04-01","P21409-005",2,,1887.58166503906
"H21410-04-01","P21410-004",2,,1887.58166503906
"H21410-04-01","P21410-009",2,,1887.58166503906
"H21410-04-01","P21410-006",2,,1887.58166503906
"H21410-04-01","P21410-007",2,,1887.58166503906
"H21410-04-01","P21410-001",2,,1887.58166503906
"H21410-04-01","P21410-003",2,,1887.58166503906
"H21410-04-01","P21410-005",2,,1887.58166503906
"H21410-04-01","P21410-008",2,,1887.58166503906
"H21410-04-01","P21410-010",2,,1887.58166503906
"H21410-04-01","P21410-002",2,,1887.58166503906
"H21501-04-01","P21501-008",2,,1887.58166503906
"H21501-04-01","P21501-006",2,,1887.58166503906
"H21501-04-01","P21501-001",2,,1887.58166503906
"H21501-04-01","P21501-004",2,,1887.58166503906
"H21501-04-01","P21501-003",2,,1887.58166503906
"H21501-04-01","P21501-002",2,,1887.58166503906
"H21501-04-01","P21501-005",2,,1887.58166503906
"H21502-04-01","P21502-001",2,,1887.58166503906
"H21502-04-01","P21502-006",1,5,1887.58166503906
"H21502-04-01","P21502-005",1,5,1887.58166503906
"H21502-04-01","P21502-004",1,14,1887.58166503906
"H21503-04-01","P21503-003",2,,1887.58166503906
"H21503-04-01","P21503-001",2,,1887.58166503906
"H21503-04-01","P21503-009",2,,1887.58166503906
"H21503-04-01","P21503-006",2,,1887.58166503906
"H21503-04-01","P21503-004",2,,1887.58166503906
"H21503-04-01","P21503-005",2,,1887.58166503906
"H21503-04-01","P21503-007",2,,1887.58166503906
"H21503-04-01","P21503-008",2,,1887.58166503906
"H21503-04-01","P21503-002",2,,1887.58166503906
"H21505-04-01","P21505-003",1,14,1887.58166503906
"H21505-04-01","P21505-001",2,,1887.58166503906
"H21505-04-01","P21505-002",2,,1887.58166503906
"H21506-04-01","P21506-002",2,,1887.58166503906
"H21506-04-01","P21506-005",2,,1887.58166503906
"H21506-04-01","P21506-001",2,,1887.58166503906
"H21506-04-01","P21506-003",1,7,1887.58166503906
"H21506-04-01","P21506-006",2,,1887.58166503906
"H21506-04-01","P21506-007",2,,1887.58166503906
"H21506-04-01","P21506-004",2,,1887.58166503906
"H21506-04-01","P21506-008",2,,1887.58166503906
"H21507-04-01","P21507-001",2,,1887.58166503906
"H21507-04-01","P21507-003",2,,1887.58166503906
"H21507-04-01","P21507-002",2,,1887.58166503906
"H21507-04-01","P21507-004",2,,1887.58166503906
"H21509-04-01","P21509-004",2,,1887.58166503906
"H21509-04-01","P21509-005",2,,1887.58166503906
"H21509-04-01","P21509-001",2,,1887.58166503906
"H21509-04-01","P21509-003",2,,1887.58166503906
"H21509-04-01","P21509-002",1,14,1887.58166503906
"H21510-04-01","P21510-005",1,5,1887.58166503906
"H21510-04-01","P21510-002",2,,1887.58166503906
"H21510-04-01","P21510-004",2,,1887.58166503906
"H21510-04-01","P21510-006",2,,1887.58166503906
"H21510-04-01","P21510-003",2,,1887.58166503906
"H21510-04-01","P21510-001",2,,1887.58166503906
"H21601-04-01","P21601-006",2,,1887.58166503906
"H21601-04-01","P21601-002",2,,1887.58166503906
"H21601-04-01","P21601-004",2,,1887.58166503906
"H21601-04-01","P21601-005",2,,1887.58166503906
"H21601-04-01","P21601-009",2,,1887.58166503906
"H21601-04-01","P21601-007",2,,1887.58166503906
"H21601-04-01","P21601-008",2,,1887.58166503906
"H21602-04-01","P21602-002",2,,1887.58166503906
"H21602-04-01","P21602-013",1,1,1887.58166503906
"H21602-04-01","P21602-014",1,3,1887.58166503906
"H21602-04-01","P21602-016",2,,1887.58166503906
"H21602-04-01","P21602-001",2,,1887.58166503906
"H21603-04-01","P21603-002",2,,1887.58166503906
"H21603-04-01","P21603-007",2,,1887.58166503906
"H21603-04-01","P21603-006",2,,1887.58166503906
"H21603-04-01","P21603-004",2,,1887.58166503906
"H21603-04-01","P21603-005",2,,1887.58166503906
"H21603-04-01","P21603-001",2,,1887.58166503906
"H21603-04-01","P21603-003",1,14,1887.58166503906
"H21608-04-01","P21608-009",1,2,1887.58166503906
"H21608-04-01","P21608-004",1,2,1887.58166503906
"H21608-04-01","P21608-010",1,2,1887.58166503906
"H21608-04-01","P21608-007",1,2,1887.58166503906
"H21608-04-01","P21608-001",1,2,1887.58166503906
"H21608-04-01","P21608-002",1,2,1887.58166503906
"H21608-04-01","P21608-005",1,2,1887.58166503906
"H21608-04-01","P21608-003",1,2,1887.58166503906
"H21608-04-01","P21608-006",1,2,1887.58166503906
"H21608-04-01","P21608-008",1,2,1887.58166503906
"H21609-04-01","P21609-007",1,7,1887.58166503906
"H21609-04-01","P21609-001",1,8,1887.58166503906
"H21609-04-01","P21609-010",2,,1887.58166503906
"H21609-04-01","P21609-009",2,,1887.58166503906
"H21609-04-01","P21609-005",1,7,1887.58166503906
"H21609-04-01","P21609-011",2,,1887.58166503906
"H21609-04-01","P21609-006",1,7,1887.58166503906
"H21609-04-01","P21609-003",1,7,1887.58166503906
"H21609-04-01","P21609-002",2,,1887.58166503906
"H21609-04-01","P21609-004",1,7,1887.58166503906
"H21609-04-01","P21609-008",1,7,1887.58166503906
"H21610-04-01","P21610-009",2,,1887.58166503906
"H21610-04-01","P21610-003",2,,1887.58166503906
"H21610-04-01","P21610-006",2,,1887.58166503906
"H21610-04-01","P21610-007",2,,1887.58166503906
"H21610-04-01","P21610-002",2,,1887.58166503906
"H21610-04-01","P21610-008",2,,1887.58166503906
"H21610-04-01","P21610-004",2,,1887.58166503906
"H21610-04-01","P21610-005",2,,1887.58166503906
"H21610-04-01","P21610-001",2,,1887.58166503906
"H21610-04-01","P21610-011",2,,1887.58166503906
"H21610-04-01","P21610-012",2,,1887.58166503906
"H21612-04-01","P21612-005",2,,943.790832519531
"H21612-04-01","P21612-002",2,,943.790832519531
"H21612-04-01","P21612-001",2,,943.790832519531
"H21612-04-01","P21612-006",1,2,943.790832519531
"H21612-04-01","P21612-004",1,10,943.790832519531
"H21612-04-02","P21612-010",2,,943.790832519531
"H21612-04-02","P21612-003",2,,943.790832519531
"H21612-04-02","P21612-013",2,,943.790832519531
"H21612-04-02","P21612-011",2,,943.790832519531
"H21612-04-02","P21612-008",1,9,943.790832519531
"H21612-04-02","P21612-012",2,,943.790832519531
"H21612-04-02","P21612-009",2,,943.790832519531
"H21612-04-02","P21612-015",1,12,943.790832519531
"H21612-04-02","P21612-014",2,,943.790832519531
"H21701-04-01","P21701-006",2,,1887.58166503906
"H21701-04-01","P21701-004",2,,1887.58166503906
"H21701-04-01","P21701-007",2,,1887.58166503906
"H21701-04-01","P21701-005",2,,1887.58166503906
"H21701-04-01","P21701-001",1,6,1887.58166503906
"H21701-04-01","P21701-003",2,,1887.58166503906
"H21701-04-01","P21701-002",2,,1887.58166503906
"H21703-04-01","P21703-009",1,3,1887.58166503906
"H21703-04-01","P21703-008",1,3,1887.58166503906
"H21703-04-01","P21703-007",1,3,1887.58166503906
"H21703-04-01","P21703-006",1,4,1887.58166503906
"H21703-04-01","P21703-013",1,3,1887.58166503906
"H21703-04-01","P21703-011",1,3,1887.58166503906
"H21703-04-01","P21703-012",1,3,1887.58166503906
"H21703-04-01","P21703-001",1,3,1887.58166503906
"H21703-04-01","P21703-010",1,4,1887.58166503906
"H21704-04-01","P21704-001",2,,1887.58166503906
"H21704-04-01","P21704-009",2,,1887.58166503906
"H21704-04-01","P21704-008",2,,1887.58166503906
"H21704-04-01","P21704-006",2,,1887.58166503906
"H21704-04-01","P21704-007",2,,1887.58166503906
"H21704-04-01","P21704-005",1,7,1887.58166503906
"H21704-04-01","P21704-004",2,,1887.58166503906
"H21704-04-01","P21704-003",2,,1887.58166503906
"H21704-04-01","P21704-002",2,,1887.58166503906
"H21705-04-01","P21705-006",2,,1887.58166503906
"H21705-04-01","P21705-002",1,2,1887.58166503906
"H21705-04-01","P21705-001",1,2,1887.58166503906
"H21705-04-01","P21705-005",2,,1887.58166503906
"H21705-04-01","P21705-009",2,,1887.58166503906
"H21705-04-01","P21705-007",2,,1887.58166503906
"H21705-04-01","P21705-003",1,2,1887.58166503906
"H21705-04-01","P21705-008",2,,1887.58166503906
"H21705-04-01","P21705-004",2,,1887.58166503906
"H21706-04-01","P21706-002",2,,1887.58166503906
"H21706-04-01","P21706-001",1,1,1887.58166503906
"H21706-04-01","P21706-009",1,12,1887.58166503906
"H21706-04-01","P21706-007",1,14,1887.58166503906
"H21706-04-01","P21706-010",2,,1887.58166503906
"H21706-04-01","P21706-008",1,3,1887.58166503906
"H21706-04-01","P21706-004",1,2,1887.58166503906
"H21706-04-01","P21706-006",2,,1887.58166503906
"H21706-04-01","P21706-011",2,,1887.58166503906
"H21706-04-01","P21706-005",1,2,1887.58166503906
"H21708-04-01","P21708-005",2,,1887.58166503906
"H21708-04-01","P21708-010",1,14,1887.58166503906
"H21708-04-01","P21708-018",2,,1887.58166503906
"H21708-04-01","P21708-007",1,14,1887.58166503906
"H21708-04-01","P21708-001",2,,1887.58166503906
"H21708-04-01","P21708-002",1,5,1887.58166503906
"H21708-04-01","P21708-004",1,14,1887.58166503906
"H21708-04-01","P21708-011",1,14,1887.58166503906
"H21708-04-01","P21708-009",1,14,1887.58166503906
"H21708-04-01","P21708-013",2,,1887.58166503906
"H21708-04-01","P21708-006",2,,1887.58166503906
"H21708-04-01","P21708-003",2,,1887.58166503906
"H21708-04-01","P21708-012",1,14,1887.58166503906
"H21708-04-01","P21708-008",1,3,1887.58166503906
"H21709-04-01","P21709-008",2,,1887.58166503906
"H21709-04-01","P21709-006",2,,1887.58166503906
"H21709-04-01","P21709-009",1,4,1887.58166503906
"H21709-04-01","P21709-003",2,,1887.58166503906
"H21709-04-01","P21709-010",2,,1887.58166503906
"H21709-04-01","P21709-004",2,,1887.58166503906
"H21709-04-01","P21709-005",2,,1887.58166503906
"H21709-04-01","P21709-001",1,6,1887.58166503906
"H21709-04-01","P21709-007",2,,1887.58166503906
"H21709-04-01","P21709-002",2,,1887.58166503906
"H21710-04-01","P21710-011",2,,1887.58166503906
"H21710-04-01","P21710-009",2,,1887.58166503906
"H21710-04-01","P21710-003",2,,1887.58166503906
"H21710-04-01","P21710-006",2,,1887.58166503906
"H21710-04-01","P21710-007",2,,1887.58166503906
"H21710-04-01","P21710-002",2,,1887.58166503906
"H21710-04-01","P21710-004",2,,1887.58166503906
"H21710-04-01","P21710-008",2,,1887.58166503906
"H21710-04-01","P21710-010",2,,1887.58166503906
"H21710-04-01","P21710-001",2,,1887.58166503906
"H21710-04-01","P21710-005",2,,1887.58166503906
"H21711-04-01","P21711-001",2,,1887.58166503906
"H21711-04-01","P21711-003",1,2,1887.58166503906
"H21711-04-01","P21711-006",1,3,1887.58166503906
"H21711-04-01","P21711-009",2,,1887.58166503906
"H21711-04-01","P21711-002",2,,1887.58166503906
"H21711-04-01","P21711-005",1,6,1887.58166503906
"H21711-04-01","P21711-011",2,,1887.58166503906
"H21711-04-01","P21711-008",1,14,1887.58166503906
"H21711-04-01","P21711-007",1,8,1887.58166503906
"H21711-04-01","P21711-010",2,,1887.58166503906
"H21711-04-01","P21711-004",1,4,1887.58166503906
"H22001-04-01","P22001-002",2,,2204.83032226563
"H22001-04-01","P22001-007",2,,2204.83032226563
"H22001-04-01","P22001-003",2,,2204.83032226563
"H22001-04-01","P22001-005",2,,2204.83032226563
"H22001-04-01","P22001-006",2,,2204.83032226563
"H22001-04-01","P22001-001",2,,2204.83032226563
"H22002-04-01","P22002-014",2,,2204.83032226563
"H22002-04-01","P22002-006",1,14,2204.83032226563
"H22002-04-01","P22002-011",2,,2204.83032226563
"H22002-04-01","P22002-004",2,,2204.83032226563
"H22002-04-01","P22002-013",2,,2204.83032226563
"H22002-04-01","P22002-005",1,14,2204.83032226563
"H22002-04-01","P22002-001",2,,2204.83032226563
"H22003-04-01","P22003-009",,,2204.83032226563
"H22003-04-01","P22003-001",2,,2204.83032226563
"H22003-04-01","P22003-002",2,,2204.83032226563
"H22003-04-01","P22003-006",1,14,2204.83032226563
"H22003-04-01","P22003-003",2,,2204.83032226563
"H22003-04-01","P22003-004",2,,2204.83032226563
"H22003-04-01","P22003-007",2,,2204.83032226563
"H22003-04-01","P22003-005",2,,2204.83032226563
"H22004-04-01","P22004-038",2,,551.207580566406
"H22004-04-01","P22004-014",2,,551.207580566406
"H22004-04-01","P22004-039",2,,551.207580566406
"H22004-04-01","P22004-022",1,14,551.207580566406
"H22004-04-01","P22004-013",2,,551.207580566406
"H22004-04-01","P22004-037",2,,551.207580566406
"H22004-04-01","P22004-016",1,14,551.207580566406
"H22004-04-01","P22004-007",2,,551.207580566406
"H22004-04-01","P22004-006",1,14,551.207580566406
"H22004-04-01","P22004-011",1,14,551.207580566406
"H22004-04-01","P22004-002",2,,551.207580566406
"H22004-04-01","P22004-010",1,14,551.207580566406
"H22004-04-01","P22004-012",2,,551.207580566406
"H22004-04-01","P22004-009",2,,551.207580566406
"H22004-04-03","P22004-018",1,3,551.207580566406
"H22004-04-03","P22004-040",1,3,551.207580566406
"H22004-04-03","P22004-016",2,,551.207580566406
"H22004-04-04","P22004-036",2,,551.207580566406
"H22004-04-04","P22004-035",2,,551.207580566406
"H22004-04-04","P22004-005",1,4,551.207580566406
"H22004-04-05","P22004-021",1,7,551.207580566406
"H22004-04-05","P22004-029",2,,551.207580566406
"H22004-04-05","P22004-023",1,7,551.207580566406
"H22004-04-05","P22004-027",2,,551.207580566406
"H22006-04-01","P22006-005",2,,2204.83032226563
"H22006-04-01","P22006-008",1,14,2204.83032226563
"H22006-04-01","P22006-003",2,,2204.83032226563
"H22006-04-01","P22006-002",2,,2204.83032226563
"H22006-04-01","P22006-001",2,,2204.83032226563
"H22006-04-01","P22006-007",2,,2204.83032226563
"H22006-04-01","P22006-004",2,,2204.83032226563
"H22014-04-01","P22014-002",2,,2204.83032226563
"H22014-04-01","P22014-006",2,,2204.83032226563
"H22014-04-01","P22014-003",1,14,2204.83032226563
"H22014-04-01","P22014-001",1,14,2204.83032226563
"H22014-04-01","P22014-009",2,,2204.83032226563
"H22014-04-01","P22014-005",2,,2204.83032226563
"H22014-04-01","P22014-004",2,,2204.83032226563
"H22014-04-01","P22014-007",2,,2204.83032226563
"H22101-04-01","P22101-005",2,,734.943481445313
"H22101-04-01","P22101-002",2,,734.943481445313
"H22101-04-01","P22101-016",2,,734.943481445313
"H22101-04-01","P22101-001",2,,734.943481445313
"H22101-04-01","P22101-004",2,,734.943481445313
"H22101-04-01","P22101-013",,,734.943481445313
"H22101-04-01","P22101-015",2,,734.943481445313
"H22101-04-02","P22101-010",2,,734.943481445313
"H22101-04-02","P22101-019",2,,734.943481445313
"H22101-04-02","P22101-018",2,,734.943481445313
"H22101-04-02","P22101-017",2,,734.943481445313
"H22101-04-03","P22101-007",1,14,734.943481445313
"H22101-04-03","P22101-008",2,,734.943481445313
"H22102-04-02","P22102-008",2,,2204.83032226563
"H22102-04-02","P22102-002",1,3,2204.83032226563
"H22102-04-02","P22102-012",1,14,2204.83032226563
"H22102-04-02","P22102-011",1,14,2204.83032226563
"H22102-04-02","P22102-015",2,,2204.83032226563
"H22102-04-02","P22102-013",2,,2204.83032226563
"H22102-04-02","P22102-014",2,,2204.83032226563
"H22102-04-02","P22102-009",2,,2204.83032226563
"H22102-04-02","P22102-016",,,2204.83032226563
"H22103-04-01","P22103-008",1,7,2204.83032226563
"H22103-04-01","P22103-011",2,,2204.83032226563
"H22103-04-01","P22103-007",2,,2204.83032226563
"H22103-04-01","P22103-002",2,,2204.83032226563
"H22103-04-01","P22103-001",2,,2204.83032226563
"H22103-04-01","P22103-006",2,,2204.83032226563
"H22103-04-01","P22103-009",1,7,2204.83032226563
"H22103-04-01","P22103-010",2,,2204.83032226563
"H22103-04-01","P22103-004",2,,2204.83032226563
"H22103-04-01","P22103-003",2,,2204.83032226563
"H22105-04-01","P22105-002",2,,2204.83032226563
"H22105-04-01","P22105-001",2,,2204.83032226563
"H22105-04-01","P22105-004",2,,2204.83032226563
"H22105-04-01","P22105-003",2,,2204.83032226563
"H22105-04-01","P22105-005",2,,2204.83032226563
"H22106-04-01","P22106-012",2,,2204.83032226563
"H22106-04-01","P22106-001",2,,2204.83032226563
"H22106-04-01","P22106-013",2,,2204.83032226563
"H22109-04-01","P22109-003",1,7,2204.83032226563
"H22109-04-01","P22109-009",1,14,2204.83032226563
"H22109-04-01","P22109-002",2,,2204.83032226563
"H22109-04-01","P22109-006",2,,2204.83032226563
"H22109-04-01","P22109-008",2,,2204.83032226563
"H22109-04-01","P22109-004",1,14,2204.83032226563
"H22109-04-01","P22109-007",2,,2204.83032226563
"H22109-04-01","P22109-005",1,14,2204.83032226563
"H22109-04-01","P22109-010",1,14,2204.83032226563
"H22109-04-01","P22109-001",1,11,2204.83032226563
"H22110-04-01","P22110-055",2,,367.471740722656
"H22110-04-01","P22110-060",1,14,367.471740722656
"H22110-04-01","P22110-058",2,,367.471740722656
"H22110-04-01","P22110-054",2,,367.471740722656
"H22110-04-01","P22110-059",2,,367.471740722656
"H22110-04-01","P22110-062",2,,367.471740722656
"H22110-04-01","P22110-061",2,,367.471740722656
"H22110-04-01","P22110-001",2,,367.471740722656
"H22110-04-01","P22110-056",2,,367.471740722656
"H22110-04-01","P22110-057",2,,367.471740722656
"H22110-04-01","P22110-011",2,,367.471740722656
"H22110-04-02","P22110-025",2,,367.471740722656
"H22110-04-02","P22110-029",1,14,367.471740722656
"H22110-04-02","P22110-031",2,,367.471740722656
"H22110-04-02","P22110-033",2,,367.471740722656
"H22110-04-02","P22110-030",1,2,367.471740722656
"H22110-04-02","P22110-035",2,,367.471740722656
"H22110-04-02","P22110-041",2,,367.471740722656
"H22110-04-02","P22110-026",2,,367.471740722656
"H22110-04-03","P22110-040",2,,367.471740722656
"H22110-04-03","P22110-047",1,14,367.471740722656
"H22110-04-03","P22110-063",1,14,367.471740722656
"H22110-04-03","P22110-043",2,,367.471740722656
"H22110-04-03","P22110-042",1,14,367.471740722656
"H22110-04-03","P22110-044",2,,367.471740722656
"H22110-04-03","P22110-045",2,,367.471740722656
"H22110-04-03","P22110-048",1,14,367.471740722656
"H22110-04-03","P22110-017",2,,367.471740722656
"H22110-04-03","P22110-038",2,,367.471740722656
"H22110-04-04","P22110-012",2,,367.471740722656
"H22110-04-04","P22110-011",2,,367.471740722656
"H22110-04-04","P22110-016",2,,367.471740722656
"H22110-04-04","P22110-064",2,,367.471740722656
"H22110-04-05","P22110-010",2,,367.471740722656
"H22110-04-05","P22110-009",2,,367.471740722656
"H22110-04-05","P22110-041",2,,367.471740722656
"H22110-04-06","P22110-065",2,,367.471740722656
"H22110-04-06","P22110-035",2,,367.471740722656
"H22110-04-06","P22110-027",2,,367.471740722656
"H22111-04-01","P22111-001",2,,2204.83032226563
"H22301-04-01","P22301-007",1,14,2204.83032226563
"H22301-04-01","P22301-001",1,3,2204.83032226563
"H22301-04-01","P22301-008",1,14,2204.83032226563
"H22301-04-01","P22301-006",2,,2204.83032226563
"H22301-04-01","P22301-009",2,,2204.83032226563
"H22302-04-01","P22302-003",2,,2204.83032226563
"H22302-04-01","P22302-006",2,,2204.83032226563
"H22302-04-01","P22302-011",2,,2204.83032226563
"H22302-04-01","P22302-014",2,,2204.83032226563
"H22302-04-01","P22302-009",2,,2204.83032226563
"H22302-04-01","P22302-008",2,,2204.83032226563
"H22302-04-01","P22302-007",2,,2204.83032226563
"H22302-04-01","P22302-012",2,,2204.83032226563
"H22302-04-01","P22302-010",2,,2204.83032226563
"H22302-04-01","P22302-005",2,,2204.83032226563
"H22302-04-01","P22302-001",2,,2204.83032226563
"H22302-04-01","P22302-013",2,,2204.83032226563
"H22302-04-01","P22302-002",2,,2204.83032226563
"H22302-04-01","P22302-004",2,,2204.83032226563
"H22303-04-01","P22303-024",1,14,551.207580566406
"H22303-04-01","P22303-006",2,,551.207580566406
"H22303-04-01","P22303-025",1,14,551.207580566406
"H22303-04-02","P22303-015",2,,551.207580566406
"H22303-04-02","P22303-027",2,,551.207580566406
"H22303-04-02","P22303-016",2,,551.207580566406
"H22303-04-02","P22303-013",1,3,551.207580566406
"H22303-04-02","P22303-026",2,,551.207580566406
"H22303-04-02","P22303-014",1,3,551.207580566406
"H22303-04-02","P22303-012",1,3,551.207580566406
"H22303-04-03","P22303-022",2,,551.207580566406
"H22303-04-03","P22303-021",2,,551.207580566406
"H22303-04-03","P22303-028",2,,551.207580566406
"H22303-04-03","P22303-017",2,,551.207580566406
"H22303-04-03","P22303-018",2,,551.207580566406
"H22303-04-04","P22303-004",2,,551.207580566406
"H22303-04-04","P22303-010",2,,551.207580566406
"H22303-04-04","P22303-003",2,,551.207580566406
"H22303-04-04","P22303-001",2,,551.207580566406
"H22305-04-01","P22305-008",2,,2204.83032226563
"H22305-04-01","P22305-004",2,,2204.83032226563
"H22305-04-01","P22305-007",2,,2204.83032226563
"H22305-04-01","P22305-006",2,,2204.83032226563
"H22305-04-01","P22305-001",2,,2204.83032226563
"H22305-04-01","P22305-003",2,,2204.83032226563
"H22305-04-01","P22305-005",2,,2204.83032226563
"H22305-04-01","P22305-002",2,,2204.83032226563
"H22306-04-01","P22306-004",1,14,2204.83032226563
"H22306-04-01","P22306-002",1,12,2204.83032226563
