"HHID","PID","T6FQ02a","T6FQ02b","wgt_X"
"H34606-04-01","P34606-005",2,,4612.7412109375
"H34607-04-01","P34607-002",2,,4612.7412109375
"H34607-04-01","P34607-005",2,,4612.7412109375
"H34607-04-01","P34607-001",1,4,4612.7412109375
"H34607-04-01","P34607-006",2,,4612.7412109375
"H34607-04-01","P34607-003",2,,4612.7412109375
"H34607-04-01","P34607-004",2,,4612.7412109375
"H34608-04-01","P34608-001",1,6,4612.7412109375
"H34608-04-01","P34608-002",1,14,4612.7412109375
"H34609-04-01","P34609-001",1,14,4612.7412109375
"H34609-04-01","P34609-003",1,14,4612.7412109375
"H34609-04-01","P34609-004",2,,4612.7412109375
"H34609-04-01","P34609-002",1,14,4612.7412109375
"H34610-04-01","P34610-001",2,,4612.7412109375
"H34610-04-01","P34610-002",2,,4612.7412109375
"H34610-04-01","P34610-003",2,,4612.7412109375
"H34610-04-01","P34610-005",2,,4612.7412109375
"H34610-04-01","P34610-004",2,,4612.7412109375
"H34701-04-01","P34701-004",2,,2299.67822265625
"H34701-04-01","P34701-003",2,,2299.67822265625
"H34701-04-01","P34701-005",2,,2299.67822265625
"H34701-04-01","P34701-001",1,7,2299.67822265625
"H34701-04-01","P34701-002",2,,2299.67822265625
"H34701-04-01","P34701-007",,,2299.67822265625
"H34701-04-01","P34701-006",2,,2299.67822265625
"H34703-04-01","P34703-004",2,,2299.67822265625
"H34703-04-01","P34703-001",2,,2299.67822265625
"H34703-04-01","P34703-005",2,,2299.67822265625
"H34703-04-01","P34703-008",2,,2299.67822265625
"H34703-04-01","P34703-006",2,,2299.67822265625
"H34703-04-01","P34703-003",2,,2299.67822265625
"H34703-04-01","P34703-002",2,,2299.67822265625
"H34703-04-01","P34703-007",2,,2299.67822265625
"H34704-04-01","P34704-004",2,,2299.67822265625
"H34704-04-01","P34704-008",,,2299.67822265625
"H34704-04-01","P34704-002",2,,2299.67822265625
"H34704-04-01","P34704-003",2,,2299.67822265625
"H34704-04-01","P34704-001",1,6,2299.67822265625
"H34704-04-01","P34704-006",2,,2299.67822265625
"H34704-04-01","P34704-007",2,,2299.67822265625
"H34704-04-01","P34704-005",2,,2299.67822265625
"H34705-04-01","P34705-006",2,,2299.67822265625
"H34705-04-01","P34705-002",2,,2299.67822265625
"H34705-04-01","P34705-005",2,,2299.67822265625
"H34705-04-01","P34705-009",2,,2299.67822265625
"H34705-04-01","P34705-003",1,14,2299.67822265625
"H34705-04-01","P34705-001",1,7,2299.67822265625
"H34705-04-01","P34705-007",1,14,2299.67822265625
"H34705-04-01","P34705-010",1,14,2299.67822265625
"H34705-04-01","P34705-004",1,7,2299.67822265625
"H34705-04-01","P34705-008",1,14,2299.67822265625
"H34706-04-01","P34706-003",2,,2299.67822265625
"H34706-04-01","P34706-002",2,,2299.67822265625
"H34706-04-01","P34706-001",1,14,2299.67822265625
"H34706-04-01","P34706-004",2,,2299.67822265625
"H34707-04-01","P34707-005",2,,2299.67822265625
"H34707-04-01","P34707-021",2,,2299.67822265625
"H34707-04-01","P34707-022",2,,2299.67822265625
"H34707-04-01","P34707-009",2,,2299.67822265625
"H34707-04-01","P34707-012",2,,2299.67822265625
"H34707-04-01","P34707-003",2,,2299.67822265625
"H34707-04-01","P34707-019",2,,2299.67822265625
"H34707-04-01","P34707-004",2,,2299.67822265625
"H34707-04-01","P34707-018",2,,2299.67822265625
"H34707-04-01","P34707-013",2,,2299.67822265625
"H34707-04-01","P34707-006",2,,2299.67822265625
"H34707-04-01","P34707-016",2,,2299.67822265625
"H34707-04-01","P34707-001",2,,2299.67822265625
"H34707-04-01","P34707-011",2,,2299.67822265625
"H34707-04-01","P34707-008",2,,2299.67822265625
"H34707-04-01","P34707-015",2,,2299.67822265625
"H34707-04-01","P34707-014",2,,2299.67822265625
"H34707-04-01","P34707-017",2,,2299.67822265625
"H34707-04-01","P34707-010",2,,2299.67822265625
"H34707-04-01","P34707-020",2,,2299.67822265625
"H34707-04-01","P34707-023",2,,2299.67822265625
"H34707-04-01","P34707-002",2,,2299.67822265625
"H34707-04-01","P34707-007",2,,2299.67822265625
"H34708-04-01","P34708-001",2,,2299.67822265625
"H34709-04-01","P34709-001",2,,2299.67822265625
"H34710-04-01","P34710-001",1,6,2299.67822265625
"H34710-04-01","P34710-002",2,,2299.67822265625
"H34710-04-01","P34710-003",2,,2299.67822265625
"H34710-04-01","P34710-004",2,,2299.67822265625
"H34901-04-01","P34901-005",,,2306.8203125
"H34901-04-01","P34901-004",,,2306.8203125
"H34901-04-01","P34901-002",2,,2306.8203125
"H34901-04-01","P34901-001",2,,2306.8203125
"H34901-04-01","P34901-003",2,,2306.8203125
"H34902-04-01","P34902-002",2,,2306.8203125
"H34902-04-01","P34902-001",1,10,2306.8203125
"H34902-04-01","P34902-004",1,14,2306.8203125
"H34902-04-01","P34902-003",2,,2306.8203125
"H34903-04-01","P34903-001",2,,2306.8203125
"H34903-04-01","P34903-004",2,,2306.8203125
"H34903-04-01","P34903-007",2,,2306.8203125
"H34903-04-01","P34903-002",2,,2306.8203125
"H34903-04-01","P34903-006",2,,2306.8203125
"H34903-04-01","P34903-005",2,,2306.8203125
"H34904-04-01","P34904-002",2,,2306.8203125
"H34904-04-01","P34904-001",2,,2306.8203125
"H34904-04-01","P34904-003",,,2306.8203125
"H34905-04-01","P34905-007",,,2306.8203125
"H34905-04-01","P34905-003",1,4,2306.8203125
"H34905-04-01","P34905-004",2,,2306.8203125
"H34905-04-01","P34905-002",2,,2306.8203125
"H34905-04-01","P34905-005",2,,2306.8203125
"H34905-04-01","P34905-001",1,10,2306.8203125
"H34905-04-01","P34905-006",1,14,2306.8203125
"H34906-04-01","P34906-004",2,,2306.8203125
"H34906-04-01","P34906-005",2,,2306.8203125
"H34906-04-01","P34906-006",2,,2306.8203125
"H34906-04-01","P34906-003",2,,2306.8203125
"H34906-04-01","P34906-001",2,,2306.8203125
"H34906-04-01","P34906-002",2,,2306.8203125
"H34907-04-01","P34907-002",2,,2306.8203125
"H34907-04-01","P34907-003",2,,2306.8203125
"H34907-04-01","P34907-001",2,,2306.8203125
"H34908-04-01","P34908-001",1,5,2306.8203125
"H34910-04-01","P34910-007",2,,2306.8203125
"H34910-04-01","P34910-008",2,,2306.8203125
"H34910-04-01","P34910-004",2,,2306.8203125
"H34910-04-01","P34910-001",2,,2306.8203125
"H34910-04-01","P34910-003",2,,2306.8203125
"H34910-04-01","P34910-005",2,,2306.8203125
"H34910-04-01","P34910-006",2,,2306.8203125
"H34910-04-01","P34910-002",2,,2306.8203125
"H35001-04-01","P35001-009",1,14,707.40234375
"H35001-04-01","P35001-001",2,,707.40234375
"H35001-04-01","P35001-010",1,14,707.40234375
"H35001-04-01","P35001-007",1,14,707.40234375
"H35001-04-01","P35001-008",1,14,707.40234375
"H35001-04-01","P35001-005",2,,707.40234375
"H35001-04-01","P35001-004",2,,707.40234375
"H35001-04-01","P35001-003",2,,707.40234375
"H35001-04-01","P35001-002",2,,707.40234375
"H35002-04-01","P35002-001",2,,707.40234375
"H35002-04-01","P35002-008",2,,707.40234375
"H35002-04-01","P35002-007",2,,707.40234375
"H35002-04-01","P35002-002",2,,707.40234375
"H35002-04-01","P35002-005",2,,707.40234375
"H35002-04-01","P35002-003",1,2,707.40234375
"H35002-04-01","P35002-004",1,2,707.40234375
"H35002-04-01","P35002-006",2,,707.40234375
"H35003-04-01","P35003-001",2,,707.40234375
"H35003-04-01","P35003-003",2,,707.40234375
"H35003-04-01","P35003-002",2,,707.40234375
"H35004-04-01","P35004-001",2,,707.40234375
"H35004-04-01","P35004-013",,,707.40234375
"H35004-04-01","P35004-002",1,1,707.40234375
"H35004-04-01","P35004-008",2,,707.40234375
"H35004-04-01","P35004-006",2,,707.40234375
"H35004-04-01","P35004-003",2,,707.40234375
"H35004-04-01","P35004-009",2,,707.40234375
"H35004-04-01","P35004-005",2,,707.40234375
"H35004-04-01","P35004-007",2,,707.40234375
"H35004-04-01","P35004-011",2,,707.40234375
"H35004-04-01","P35004-010",2,,707.40234375
"H35004-04-01","P35004-012",2,,707.40234375
"H35004-04-01","P35004-004",2,,707.40234375
"H35004-04-01","P35004-014",,,707.40234375
"H35005-04-01","P35005-006",2,,707.40234375
"H35005-04-01","P35005-007",2,,707.40234375
"H35005-04-01","P35005-002",2,,707.40234375
"H35005-04-01","P35005-008",2,,707.40234375
"H35005-04-01","P35005-003",2,,707.40234375
"H35005-04-01","P35005-009",1,14,707.40234375
"H35005-04-01","P35005-001",2,,707.40234375
"H35005-04-01","P35005-004",2,,707.40234375
"H35005-04-01","P35005-005",2,,707.40234375
"H35006-04-01","P35006-002",2,,707.40234375
"H35006-04-01","P35006-003",2,,707.40234375
"H35006-04-01","P35006-001",2,,707.40234375
"H35007-04-01","P35007-003",2,,707.40234375
"H35007-04-01","P35007-002",2,,707.40234375
"H35007-04-01","P35007-001",2,,707.40234375
"H35008-04-01","P35008-005",2,,707.40234375
"H35008-04-01","P35008-007",2,,707.40234375
"H35008-04-01","P35008-003",2,,707.40234375
"H35008-04-01","P35008-002",2,,707.40234375
"H35008-04-01","P35008-008",2,,707.40234375
"H35008-04-01","P35008-004",2,,707.40234375
"H35008-04-01","P35008-001",2,,707.40234375
"H35008-04-01","P35008-006",2,,707.40234375
"H35009-04-01","P35009-002",2,,707.40234375
"H35009-04-01","P35009-001",2,,707.40234375
"H35009-04-01","P35009-008",2,,707.40234375
"H35009-04-01","P35009-004",2,,707.40234375
"H35009-04-01","P35009-005",2,,707.40234375
"H35009-04-01","P35009-003",2,,707.40234375
"H35009-04-01","P35009-007",2,,707.40234375
"H35009-04-01","P35009-006",2,,707.40234375
"H35009-04-01","P35009-009",2,,707.40234375
"H35010-04-01","P35010-002",1,6,707.40234375
"H35010-04-01","P35010-001",2,,707.40234375
"H35101-04-01","P35101-006",2,,2409.94018554688
"H35101-04-01","P35101-002",2,,2409.94018554688
"H35101-04-01","P35101-007",2,,2409.94018554688
"H35101-04-01","P35101-004",2,,2409.94018554688
"H35101-04-01","P35101-003",2,,2409.94018554688
"H35101-04-01","P35101-005",2,,2409.94018554688
"H35102-04-01","P35102-001",1,14,2409.94018554688
"H35102-04-01","P35102-003",1,14,2409.94018554688
"H35102-04-01","P35102-002",1,14,2409.94018554688
"H35103-04-01","P35103-003",2,,2409.94018554688
"H35103-04-01","P35103-009",1,2,2409.94018554688
"H35103-04-01","P35103-006",2,,2409.94018554688
"H35103-04-01","P35103-001",1,14,2409.94018554688
"H35103-04-01","P35103-005",2,,2409.94018554688
"H35103-04-01","P35103-002",2,,2409.94018554688
"H35103-04-01","P35103-008",2,,2409.94018554688
"H35103-04-01","P35103-004",1,3,2409.94018554688
"H35103-04-01","P35103-007",2,,2409.94018554688
"H35104-04-01","P35104-001",2,,2409.94018554688
"H35104-04-01","P35104-007",,,2409.94018554688
"H35104-04-01","P35104-006",,,2409.94018554688
"H35104-04-01","P35104-002",2,,2409.94018554688
"H35104-04-01","P35104-005",2,,2409.94018554688
"H35104-04-01","P35104-003",2,,2409.94018554688
"H35104-04-01","P35104-004",2,,2409.94018554688
"H35105-04-02","P35105-001",2,,2409.94018554688
"H35106-04-01","P35106-005",2,,2409.94018554688
"H35106-04-01","P35106-007",1,14,2409.94018554688
"H35106-04-01","P35106-004",2,,2409.94018554688
"H35106-04-01","P35106-001",2,,2409.94018554688
"H35106-04-01","P35106-002",2,,2409.94018554688
"H35106-04-01","P35106-003",2,,2409.94018554688
"H35106-04-01","P35106-006",2,,2409.94018554688
"H35106-04-01","P35106-008",2,,2409.94018554688
"H35107-04-01","P35107-001",2,,2409.94018554688
"H35108-04-01","P35108-004",2,,2409.94018554688
"H35108-04-01","P35108-007",2,,2409.94018554688
"H35108-04-01","P35108-001",2,,2409.94018554688
"H35108-04-01","P35108-006",2,,2409.94018554688
"H35108-04-01","P35108-003",1,14,2409.94018554688
"H35108-04-01","P35108-005",2,,2409.94018554688
"H35108-04-01","P35108-002",2,,2409.94018554688
"H35109-04-01","P35109-001",2,,2409.94018554688
"H35109-04-01","P35109-002",2,,2409.94018554688
"H35109-04-01","P35109-003",1,5,2409.94018554688
"H35109-04-01","P35109-005",2,,2409.94018554688
"H35109-04-01","P35109-007",2,,2409.94018554688
"H35109-04-01","P35109-009",2,,2409.94018554688
"H35109-04-01","P35109-008",1,14,2409.94018554688
"H35109-04-01","P35109-006",2,,2409.94018554688
"H35109-04-01","P35109-004",1,5,2409.94018554688
"H35110-04-01","P35110-001",2,,2409.94018554688
"H35110-04-01","P35110-003",2,,2409.94018554688
"H35110-04-01","P35110-004",1,4,2409.94018554688
"H35110-04-01","P35110-002",2,,2409.94018554688
"H35201-04-01","P35201-004",2,,2257.27416992188
"H35201-04-01","P35201-002",1,8,2257.27416992188
"H35201-04-01","P35201-001",2,,2257.27416992188
"H35201-04-01","P35201-003",2,,2257.27416992188
"H35202-04-01","P35202-001",2,,2257.27416992188
"H35203-04-01","P35203-004",2,,2257.27416992188
"H35203-04-01","P35203-005",2,,2257.27416992188
"H35203-04-01","P35203-001",2,,2257.27416992188
"H35203-04-01","P35203-002",2,,2257.27416992188
"H35204-04-01","P35204-005",2,,2257.27416992188
"H35204-04-01","P35204-010",2,,2257.27416992188
"H35204-04-01","P35204-008",2,,2257.27416992188
"H35204-04-01","P35204-002",1,3,2257.27416992188
"H35204-04-01","P35204-009",2,,2257.27416992188
"H35204-04-01","P35204-001",2,,2257.27416992188
"H35204-04-01","P35204-006",2,,2257.27416992188
"H35204-04-01","P35204-003",2,,2257.27416992188
"H35204-04-01","P35204-004",2,,2257.27416992188
"H35204-04-01","P35204-007",2,,2257.27416992188
"H35205-04-01","P35205-002",1,14,2257.27416992188
"H35205-04-01","P35205-004",2,,2257.27416992188
"H35205-04-01","P35205-005",2,,2257.27416992188
"H35205-04-01","P35205-007",2,,2257.27416992188
"H35205-04-01","P35205-006",2,,2257.27416992188
"H35205-04-01","P35205-001",2,,2257.27416992188
"H35205-04-01","P35205-003",2,,2257.27416992188
"H35206-04-01","P35206-001",2,,2257.27416992188
"H35206-04-01","P35206-006",2,,2257.27416992188
"H35206-04-01","P35206-005",2,,2257.27416992188
"H35206-04-01","P35206-007",2,,2257.27416992188
"H35206-04-01","P35206-002",1,14,2257.27416992188
"H35206-04-01","P35206-008",2,,2257.27416992188
"H35206-04-01","P35206-004",2,,2257.27416992188
"H35206-04-01","P35206-003",2,,2257.27416992188
"H35207-04-01","P35207-007",2,,2257.27416992188
"H35207-04-01","P35207-004",1,14,2257.27416992188
"H35207-04-01","P35207-002",2,,2257.27416992188
"H35207-04-01","P35207-006",2,,2257.27416992188
"H35207-04-01","P35207-008",2,,2257.27416992188
"H35207-04-01","P35207-001",1,14,2257.27416992188
"H35207-04-01","P35207-005",2,,2257.27416992188
"H35207-04-01","P35207-003",1,14,2257.27416992188
"H35208-04-01","P35208-003",2,,2257.27416992188
"H35208-04-01","P35208-006",2,,2257.27416992188
"H35208-04-01","P35208-005",2,,2257.27416992188
"H35208-04-01","P35208-004",2,,2257.27416992188
"H35208-04-01","P35208-002",1,8,2257.27416992188
"H35208-04-01","P35208-001",2,,2257.27416992188
"H35210-04-01","P35210-004",1,5,2257.27416992188
"H35210-04-01","P35210-003",2,,2257.27416992188
"H35210-04-01","P35210-001",1,5,2257.27416992188
"H35210-04-01","P35210-005",1,5,2257.27416992188
"H35210-04-01","P35210-002",2,,2257.27416992188
"H35210-04-01","P35210-006",1,5,2257.27416992188
"H35210-04-01","P35210-007",2,,2257.27416992188
"H35301-04-01","P35301-004",2,,1059.9375
"H35301-04-01","P35301-002",1,4,1059.9375
"H35301-04-01","P35301-003",2,,1059.9375
"H35301-04-01","P35301-006",,,1059.9375
"H35301-04-01","P35301-001",1,2,1059.9375
"H35301-04-01","P35301-005",2,,1059.9375
"H35302-04-01","P35302-003",2,,1059.9375
"H35302-04-01","P35302-004",2,,1059.9375
"H35302-04-01","P35302-005",2,,1059.9375
"H35302-04-01","P35302-001",2,,1059.9375
"H35302-04-01","P35302-007",2,,1059.9375
"H35302-04-01","P35302-008",2,,1059.9375
"H35302-04-01","P35302-006",2,,1059.9375
"H35302-04-01","P35302-002",2,,1059.9375
"H35303-04-01","P35303-004",2,,1059.9375
"H35303-04-01","P35303-003",2,,1059.9375
"H35303-04-01","P35303-005",2,,1059.9375
"H35303-04-01","P35303-002",2,,1059.9375
"H35303-04-01","P35303-001",2,,1059.9375
"H35303-04-01","P35303-006",2,,1059.9375
"H35304-04-01","P35304-003",1,14,1059.9375
"H35304-04-01","P35304-001",1,8,1059.9375
"H35304-04-01","P35304-008",2,,1059.9375
"H35304-04-01","P35304-004",1,14,1059.9375
"H35304-04-01","P35304-002",2,,1059.9375
"H35304-04-01","P35304-007",2,,1059.9375
"H35304-04-01","P35304-009",1,14,1059.9375
"H35304-04-01","P35304-006",2,,1059.9375
"H35304-04-01","P35304-005",2,,1059.9375
"H35305-04-01","P35305-002",2,,1059.9375
"H35305-04-01","P35305-001",1,7,1059.9375
"H35306-04-01","P35306-003",2,,1059.9375
"H35306-04-01","P35306-007",1,6,1059.9375
"H35306-04-01","P35306-004",1,10,1059.9375
"H35306-04-01","P35306-006",2,,1059.9375
"H35306-04-01","P35306-001",2,,1059.9375
"H35306-04-01","P35306-002",1,8,1059.9375
"H35306-04-01","P35306-005",1,8,1059.9375
"H35307-04-01","P35307-007",,,1059.9375
"H35307-04-01","P35307-003",1,2,1059.9375
"H35307-04-01","P35307-001",1,4,1059.9375
"H35307-04-01","P35307-005",2,,1059.9375
"H35307-04-01","P35307-006",,,1059.9375
"H35307-04-01","P35307-002",1,2,1059.9375
"H35307-04-01","P35307-004",2,,1059.9375
"H35308-04-01","P35308-003",2,,1059.9375
"H35308-04-01","P35308-001",2,,1059.9375
"H35308-04-01","P35308-002",2,,1059.9375
"H35309-04-01","P35309-001",2,,1059.9375
"H35309-04-01","P35309-003",2,,1059.9375
"H35309-04-01","P35309-002",2,,1059.9375
"H35310-04-01","P35310-001",1,6,1059.9375
"H35310-04-01","P35310-002",2,,1059.9375
"H35310-04-01","P35310-003",2,,1059.9375
"H35310-04-01","P35310-005",2,,1059.9375
"H35310-04-01","P35310-004",2,,1059.9375
"H35401-04-01","P35401-002",,,733.614135742188
"H35401-04-01","P35401-001",2,,733.614135742188
"H35402-04-01","P35402-002",,,733.614135742188
"H35402-04-01","P35402-001",2,,733.614135742188
"H35403-04-01","P35403-005",2,,733.614135742188
"H35403-04-01","P35403-006",2,,733.614135742188
"H35403-04-01","P35403-002",2,,733.614135742188
"H35403-04-01","P35403-004",2,,733.614135742188
"H35403-04-01","P35403-001",2,,733.614135742188
"H35403-04-01","P35403-003",2,,733.614135742188
"H35404-04-01","P35404-003",2,,733.614135742188
"H35404-04-01","P35404-001",2,,733.614135742188
"H35404-04-01","P35404-004",2,,733.614135742188
"H35404-04-01","P35404-005",2,,733.614135742188
"H35404-04-01","P35404-006",1,6,733.614135742188
"H35404-04-01","P35404-002",2,,733.614135742188
"H35405-04-01","P35405-002",1,2,733.614135742188
"H35405-04-01","P35405-004",2,,733.614135742188
"H35405-04-01","P35405-003",2,,733.614135742188
"H35405-04-01","P35405-005",2,,733.614135742188
"H35405-04-01","P35405-001",1,2,733.614135742188
"H35406-04-01","P35406-001",2,,733.614135742188
"H35406-04-01","P35406-008",1,14,733.614135742188
"H35406-04-01","P35406-007",2,,733.614135742188
"H35407-04-01","P35407-003",2,,733.614135742188
"H35407-04-01","P35407-005",2,,733.614135742188
"H35407-04-01","P35407-007",2,,733.614135742188
"H35407-04-01","P35407-004",2,,733.614135742188
"H35407-04-01","P35407-006",2,,733.614135742188
"H35407-04-01","P35407-002",2,,733.614135742188
"H35407-04-01","P35407-001",2,,733.614135742188
"H35408-04-01","P35408-006",2,,733.614135742188
"H35408-04-01","P35408-009",2,,733.614135742188
"H35408-04-01","P35408-008",2,,733.614135742188
"H35408-04-01","P35408-002",1,7,733.614135742188
"H35408-04-01","P35408-001",2,,733.614135742188
"H35408-04-01","P35408-004",2,,733.614135742188
"H35408-04-01","P35408-003",1,5,733.614135742188
"H35408-04-01","P35408-007",2,,733.614135742188
"H35408-04-01","P35408-005",2,,733.614135742188
