"HHID","HHID_old","rotate","result_code","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","region","regurb","sregion","urban","ea","wgt_X","wgt","year","month","day","DynID"
"H22303-04-01",2317300110305,1,1,317,317101,"Adeknino",31710101,"Adeknino",3,30,6,0,223,551.207580566406,2802.25732421875,2014,8,"01",22303
"H22303-04-02",3173001103,1,1,317,317101,"Adeknino",31710103,"Ajiba",3,30,6,0,223,551.207580566406,5604.5146484375,2014,8,"01",22303
"H22303-04-03",317300110302,1,1,317,317101,"Adeknino",31710103,"Ajiba",3,30,6,0,223,551.207580566406,2101.69311523438,2014,8,"02",22303
"H22303-04-04",,1,1,315,315102,"Agwingiri",31510206,"Nalubwoyo",3,30,6,0,223,551.207580566406,0,2014,8,"28",22303
"H22305-04-01",3173001105,1,1,317,317101,"Adeknino",31710103,"Ajiba",3,30,6,0,223,2204.83032226563,739.842895507813,2014,1,"25",22305
"H22306-04-01",3173001106,1,1,213,213104,"Kaberamaido Town Council",21310403,"Majengo",2,21,5,1,223,2204.83032226563,5693.27734375,2014,8,"01",22306
"H22307-04-01",3173001107,1,1,317,317101,"Adeknino",31710101,"Adeknino",3,30,6,0,223,2204.83032226563,1681.35437011719,2014,1,"25",22307
"H22308-04-01",3173001108,1,1,317,317101,"Adeknino",31710103,"Ajiba",3,30,6,0,223,2204.83032226563,1751.41076660156,2014,8,"01",22308
"H22309-04-01",3173001109,1,1,317,317101,"Adeknino",31710101,"Adeknino",3,30,6,0,223,1102.41516113281,4604.01513671875,2014,8,"01",22309
"H22309-04-02",,1,1,315,315102,"Agwingiri",31510203,"Alemere",3,30,6,0,223,1102.41516113281,1534.67175292969,2014,8,"20",22309
"H22310-04-01",3173001110,1,1,317,317101,"Adeknino",31710101,"Adeknino",3,30,6,0,223,2204.83032226563,2790.31225585938,2014,7,"31",22310
"H22401-04-01",3073001201,1,1,321,321111,"Otwal",32111104,"Anyomolyec",3,30,6,0,224,1102.41516113281,8637.41015625,2013,11,"19",22401
"H22401-04-02",,1,1,321,321111,"Otwal",32111104,"Anyomolyec",3,30,6,0,224,1102.41516113281,2639.20849609375,2013,11,"19",22401
"H22404-04-01",3073001204,1,1,307,307108,"Ngetta",30710806,"Telela",3,30,6,0,224,2204.83032226563,8723.5498046875,2013,11,"25",22404
"H22406-04-01",3073001206,1,1,323,323105,"Aloi",32310504,"Amuria",3,30,6,0,224,2204.83032226563,2365.3623046875,2013,11,"24",22406
"H22407-04-01",30307300120702,1,1,307,307108,"Ngetta",30710801,"Anyangapuc",3,30,6,0,224,734.943359375,11357.9462890625,2014,5,"29",22407
"H22407-04-02",30307300120706,1,1,307,307108,"Ngetta",30710801,"Anyangapuc",3,30,6,0,224,734.943359375,0,2014,5,"25",22407
"H22407-04-03",3073001207,1,1,102,102103,"Lubaga Division",10210307,"Mutundwe",1,11,1,1,224,734.943359375,0,2014,7,"06",22407
"H22408-04-01",3073001208,1,1,307,307108,"Ngetta",30710802,"Anyomorem",3,30,6,0,224,2204.83032226563,4421.365234375,2014,5,"24",22408
"H22409-04-01",3073001209,1,1,307,307108,"Ngetta",30710802,"Anyomorem",3,30,6,0,224,2204.83032226563,7037.8896484375,2014,5,"25",22409
"H22410-04-01",3073001210,1,1,307,307108,"Ngetta",30710802,"Anyomorem",3,30,6,0,224,2204.83032226563,7090.5029296875,2014,5,"25",22410
"H22501-04-01",3153001601,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,2204.83032226563,7084.2744140625,2014,2,"22",22501
"H22502-04-01",3153001602,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,1102.41516113281,2672.15014648438,2014,2,"22",22502
"H22502-04-02",,1,1,315,315106,"Arwotcek",31510606,"Otangocinge",3,30,6,0,225,1102.41516113281,1247.00341796875,2014,10,"18",22502
"H22503-04-01",2315300160303,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,1102.41516113281,2338.13134765625,2014,8,"18",22503
"H22503-04-02",3153001603,1,1,315,315105,"Aputi",31510501,"Adonyimo",3,30,6,0,225,1102.41516113281,0,2014,2,"22",22503
"H22504-04-01",3153001604,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,2204.83032226563,3309.27661132813,2014,2,"22",22504
"H22505-04-01",3153001605,1,1,315,315105,"Aputi",31510503,"Amai",3,31,6,1,225,2204.83032226563,1975.37927246094,2014,8,"18",22505
"H22506-04-01",3153001606,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,2204.83032226563,5455.64013671875,2014,8,"18",22506
"H22507-04-01",3153001607,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,2204.83032226563,4703.28369140625,2014,8,"19",22507
"H22509-04-01",3153001609,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,2204.83032226563,2656.60278320313,2014,8,"18",22509
"H22510-04-01",3153001610,1,1,315,315105,"Aputi",31510503,"Amai",3,30,6,0,225,2204.83032226563,2363.982421875,2014,8,"18",22510
"H22802-04-01",3073002002,1,1,323,323107,"Apala",32310701,"Abiting",3,30,6,0,228,2204.83032226563,2866.5615234375,2014,1,"21",22802
"H22803-04-01",3073002003,1,1,323,323102,"Abia",32310202,"Aberidwogo",3,30,6,0,228,2204.83032226563,0,2014,1,"21",22803
"H22805-04-01",3073002005,1,1,323,323102,"Abia",32310204,"Atinkok",3,30,6,0,228,2204.83032226563,915.768249511719,2014,1,"21",22805
"H22806-04-01",3073002006,1,1,323,323107,"Apala",32310701,"Abiting",3,30,6,0,228,2204.83032226563,1831.53649902344,2014,7,"30",22806
"H22807-04-01",3073002007,1,1,323,323102,"Abia",32310204,"Atinkok",3,30,6,0,228,2204.83032226563,4377.74609375,2014,7,"29",22807
"H23101-04-01",3073002501,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,5598.29931640625,2013,11,"26",23101
"H23102-04-01",3073002502,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,3941.4541015625,2013,11,"25",23102
"H23103-04-01",3073002503,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,1102.41516113281,3732.19970703125,2013,11,"26",23103
"H23103-04-02",,1,1,307,307108,"Ngetta",30710805,"Ongura",3,30,6,0,231,1102.41516113281,1866.09985351563,2013,11,"27",23103
"H23104-04-01",3073002504,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,1102.41516113281,4240.5537109375,2013,11,"25",23104
"H23104-04-02",,1,1,307,307106,"Barr",30710606,"Ober",3,30,6,0,231,1102.41516113281,0,2013,11,"26",23104
"H23105-04-01",3073002505,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,2365.50415039063,2013,11,"25",23105
"H23106-04-01",3073002506,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,2799.14965820313,2014,5,"31",23106
"H23107-04-01",3073002507,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,2299.45483398438,2014,5,"31",23107
"H23108-04-01",3073002508,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,2399.27099609375,2014,5,"30",23108
"H23109-04-01",3073002509,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,734.943359375,13761.798828125,2014,5,"30",23109
"H23109-04-02",307300250903,1,1,307,307101,"Adekokwok",30710102,"Akia",3,30,6,0,231,734.943359375,16514.158203125,2014,5,"31",23109
"H23109-04-03",307300250904,1,1,307,307101,"Adekokwok",30710103,"Angwetangwet",3,30,6,0,231,734.943359375,3421.18286132813,2014,6,"01",23109
"H23110-04-01",3073002510,1,1,307,307108,"Ngetta",30710803,"Iwal",3,30,6,0,231,2204.83032226563,1478.04528808594,2014,5,"30",23110
"H23301-04-01",3083000201,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,377.525268554688,2014,6,"20",23301
"H23302-04-01",3083000202,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,2378.4091796875,2014,6,"21",23302
"H23303-04-01",3083000203,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,872.203125,2013,12,"12",23303
"H23304-04-01",3083000204,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,540.082275390625,2013,12,"13",23304
"H23306-04-01",3083000206,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,406.865325927734,2014,6,"20",23306
"H23307-04-01",3083000207,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,0,2013,12,"12",23307
"H23308-04-01",3083000208,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,1739.76574707031,2013,12,"13",23308
"H23310-04-01",3083000210,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,1887.62634277344,2013,12,"13",23310
"H23312-04-01",3083000212,1,1,327,327103,"Lotome",32710303,"Lomuno",3,30,7,0,233,1887.58166503906,0,2014,6,"20",23312
"H23401-04-01",2308300040103,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,1390.1357421875,2013,10,"30",23401
"H23402-04-01",3083000402,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,1747.15100097656,2014,4,"12",23402
"H23404-04-01",2308300040405,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,31,7,1,234,943.790832519531,0,2013,10,"30",23404
"H23404-04-02",3083000404,1,1,308,308202,"South Division",30820201,"New Camp  Swahili Juu",3,31,7,1,234,943.790832519531,0,2014,4,"14",23404
"H23405-04-01",3083000405,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,1281.24401855469,2014,4,"13",23405
"H23406-04-01",3083000406,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,3474.05224609375,2014,4,"13",23406
"H23407-04-01",3083000407,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,943.790832519531,5050.68701171875,2014,4,"12",23407
"H23407-04-02",,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,943.790832519531,0,2014,4,"13",23407
"H23408-04-01",3083000408,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,3063.08374023438,2013,10,"30",23408
"H23410-04-01",3083000410,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,2375.4248046875,2013,10,"31",23410
"H23411-04-01",3083000411,1,1,308,308103,"Rupa",30810303,"Nakadeli",3,30,7,0,234,1887.58166503906,2402.33276367188,2013,10,"31",23411
"H23412-04-01",3083000412,1,1,308,308102,"Nadunget",30810206,"Naitakwae",3,30,7,0,234,1887.58166503906,2584.16967773438,2014,4,"12",23412
"H23502-04-01",3093000102,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,2464.5224609375,5294.18994140625,2014,1,"16",23502
"H23503-04-01",2309300010302,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,616.130615234375,1385.43493652344,2014,1,"16",23503
"H23503-04-02",2309300010303,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,616.130615234375,0,2014,7,"26",23503
"H23503-04-03",30309300010304,1,1,309,309102,"Gimara",30910203,"Liwa",3,30,8,0,235,616.130615234375,0,2014,7,"27",23503
"H23503-04-04",3093000103,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,616.130615234375,0,2014,7,"26",23503
"H23504-04-01",3093000104,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,31,8,1,235,2464.5224609375,2380.51025390625,2014,1,"16",23504
"H23505-04-01",3093000105,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,2464.5224609375,1225.3251953125,2014,1,"17",23505
"H23506-04-01",3093000106,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,1232.26123046875,977.750915527344,2014,1,"16",23506
"H23506-04-02",,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,1232.26123046875,847.384094238281,2014,1,"17",23506
"H23507-04-01",3093000107,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,31,8,1,235,2464.5224609375,3176.51391601563,2014,7,"27",23507
"H23508-04-01",3093000108,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,30,8,0,235,2464.5224609375,2774.76635742188,2014,7,"26",23508
"H23509-04-01",230930001090308,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,31,8,1,235,821.507507324219,6535.0673828125,2014,7,"26",23509
"H23509-04-02",3093000109,1,1,304,304202,"Laroo Division",30420204,"Queen's",3,31,6,1,235,821.507507324219,5073.521484375,2014,10,"15",23509
"H23509-04-03",309300010903,1,1,305,305104,"Labongo Amida",30510402,"Koch",3,30,6,0,235,821.507507324219,0,2014,10,"16",23509
"H23510-04-01",3093000110,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,31,8,1,235,1232.26123046875,9513.484375,2014,7,"26",23510
"H23510-04-02",,1,1,309,309102,"Gimara",30910205,"Yakinemiji",3,31,8,1,235,1232.26123046875,1849.84411621094,2014,7,"27",23510
"H23513-04-01",3093000113,1,1,309,309206,"Moyo Tc",30920604,"Elenderea",3,31,8,1,235,2464.5224609375,1809.98278808594,2014,7,"26",23513
"H23601-04-01",3093000201,1,1,309,309103,"Itula",30910304,"Palorinya",3,30,8,0,236,821.507507324219,1610.66967773438,2013,11,"17",23601
"H23601-04-02",,1,1,309,309103,"Itula",30910304,"Palorinya",3,30,8,0,236,821.507507324219,1006.66851806641,2013,11,"18",23601
"H23601-04-03",,1,1,301,301102,"Arinyapi",30110204,"Liri",3,30,8,0,236,821.507507324219,1006.66851806641,2014,7,"24",23601
"H23603-04-01",3093000203,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,2464.5224609375,615.716430664063,2013,11,"18",23603
"H23604-04-01",3093000204,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,2464.5224609375,2013.33703613281,2013,11,"18",23604
"H23605-04-01",3093000205,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,2464.5224609375,3694.29858398438,2013,11,"17",23605
"H23606-04-01",3093000206,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,2464.5224609375,2432.08422851563,2014,5,"14",23606
"H23607-04-01",2309300020710,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,492.904541015625,1693.22021484375,2014,5,"22",23607
"H23607-04-02",3093000207,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,492.904541015625,4837.77197265625,2014,5,"22",23607
"H23607-04-03",309300020703,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,492.904541015625,0,2014,5,"22",23607
"H23607-04-04",309300020706,1,1,309,309205,"Moyo",30920504,"Logoba",3,30,8,0,236,492.904541015625,2176.36596679688,2014,5,"23",23607
"H23607-04-05",,1,1,309,309203,"Lefori",30920304,"Masaloa",3,30,8,0,236,492.904541015625,2257.626953125,2014,5,"23",23607
"H23608-04-01",3093000208,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,2464.5224609375,1342.22473144531,2014,5,"23",23608
"H23610-04-01",3093000210,1,1,309,309103,"Itula",30910305,"Ubbi",3,30,8,0,236,2464.5224609375,2306.26489257813,2014,5,"22",23610
"H23701-04-01",3101000101,1,1,330,330101,"Abanga",33010102,"Pakadha",3,30,8,0,237,1232.26123046875,,2014,8,"05",23701
"H23701-04-02",,1,1,330,330101,"Abanga",33010102,"Pakadha",3,30,8,0,237,1232.26123046875,,2014,8,"05",23701
"H23702-04-01",3101000102,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,31,8,1,237,2464.5224609375,1561.49731445313,2014,1,"26",23702
"H23703-04-01",3101000103,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,31,8,1,237,2464.5224609375,1342.57055664063,2014,1,"27",23703
"H23705-04-01",3101000105,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,30,8,0,237,2464.5224609375,1031.552734375,2014,1,"26",23705
"H23707-04-01",3101000107,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,31,8,1,237,2464.5224609375,1873.79675292969,2014,8,"06",23707
"H23708-04-01",3101000108,1,1,310,310206,"Nebbi",31020602,"Jupangira",3,30,8,0,237,821.507446289063,2433.4091796875,2014,8,"07",23708
"H23708-04-02",310100010801,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,31,8,1,237,821.507446289063,1609.15893554688,2014,1,"27",23708
"H23708-04-03",310100010805,1,1,102,102102,"Kawempe Division",10210210,"Kyebando",1,11,1,1,237,821.507446289063,3593.60546875,2014,9,"02",23708
"H23709-04-01",3101000109,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,31,8,1,237,2464.5224609375,2148.90869140625,2014,8,"06",23709
"H23710-04-01",3101000110,1,1,330,330105,"Nyapea",33010503,"Paley",3,30,8,0,237,1232.26123046875,0,2014,8,"04",23710
"H23710-04-02",310100011003,1,1,310,310207,"Nebbi Town Council",31020706,"Namthin Ward",3,31,8,1,237,1232.26123046875,945.649597167969,2014,8,"06",23710
"H23801-04-01",3101000401,1,1,330,330107,"Paidha Tc",33010703,"Nyibola Ward",3,31,8,1,238,2464.5224609375,596.450988769531,2013,11,"22",23801
"H23802-04-01",3101000402,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,2464.5224609375,1670.63195800781,2013,11,"22",23802
"H23804-04-01",3101000404,1,1,330,330109,"Zeu",33010907,"Papoga",3,30,8,0,238,2464.5224609375,467.037811279297,2014,5,"29",23804
"H23806-04-01",3101000406,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,1232.26123046875,640.852355957031,2013,11,"22",23806
"H23806-04-02",,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,1232.26123046875,183.100662231445,2014,5,"28",23806
"H23808-04-01",3101000408,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,2464.5224609375,0,2013,11,"23",23808
"H23809-04-01",3101000409,1,1,330,330107,"Paidha Tc",33010703,"Nyibola Ward",3,31,8,1,238,2464.5224609375,447.338256835938,2014,5,"27",23809
"H23810-04-01",3101000410,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,2464.5224609375,382.202239990234,2013,11,"23",23810
"H23811-04-01",3101000411,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,2464.5224609375,,2014,5,"27",23811
"H23812-04-01",3101000412,1,1,330,330107,"Paidha Tc",33010701,"Central Ward",3,31,8,1,238,2464.5224609375,0,2014,5,"28",23812
"H23813-04-01",3101000413,1,1,330,330107,"Paidha Tc",33010706,"Zingili Ward",3,31,8,1,238,2464.5224609375,0,2014,5,"27",23813
"H23901-04-01",3103000601,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,2510.00024414063,2014,2,"18",23901
"H23902-04-01",3103000602,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,2184.45703125,2014,2,"18",23902
"H23903-04-01",3103000603,1,1,310,310102,"Pakwach",31010201,"Atyak",3,30,8,0,239,2464.5224609375,4061.4921875,2014,2,"18",23903
"H23904-04-01",3103000604,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,3276.68530273438,2014,8,"15",23904
"H23905-04-01",3103000605,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,1232.26123046875,0,2014,10,"13",23905
"H23905-04-02",,1,1,310,310106,"Wadelai",31010603,"Pumit",3,30,8,0,239,1232.26123046875,0,2014,10,"13",23905
"H23906-04-01",3103000606,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,627.500061035156,2014,8,"15",23906
"H23907-04-01",3103000607,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,3102.724609375,2014,8,"16",23907
"H23908-04-01",3103000608,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,0,2014,8,"16",23908
"H23909-04-01",3103000609,1,1,310,310102,"Pakwach",31010202,"Mukale",3,30,8,0,239,2464.5224609375,5506.302734375,2014,8,"15",23909
"H24201-04-01",3103000901,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,2464.5224609375,1773.29431152344,2014,1,"24",24201
"H24202-04-01",3103000902,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,2464.5224609375,7357.10595703125,2014,1,"24",24202
"H24203-04-01",3103000903,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,1232.26123046875,2058.84814453125,2014,1,"24",24203
"H24203-04-02",,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,1232.26123046875,1098.05224609375,2014,1,"24",24203
"H24204-04-01",3103000904,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,2464.5224609375,2350.6357421875,2014,1,"24",24204
"H24205-04-01",3103000905,1,1,330,330102,"Atyak",33010202,"Anyola",3,30,8,0,242,1232.26123046875,0,2014,8,"03",24205
"H24205-04-02",,1,1,330,330102,"Atyak",33010203,"Ogusi",3,30,8,0,242,1232.26123046875,971.154479980469,2014,8,"03",24205
"H24206-04-01",3103000906,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,30,8,0,242,2464.5224609375,4559.89990234375,2014,1,"24",24206
"H24207-04-01",3103000907,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,30,8,0,242,2464.5224609375,943.359008789063,2014,8,"03",24207
"H24208-04-01",3103000908,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,30,8,0,242,2464.5224609375,4317.494140625,2014,8,"04",24208
"H24209-04-01",3103000909,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,30,8,0,242,1232.26123046875,1882.37536621094,2014,8,"03",24209
"H24209-04-02",,1,1,330,330102,"Atyak",33010202,"Anyola",3,30,8,0,242,1232.26123046875,1647.07849121094,2014,8,"04",24209
"H24210-04-01",3103000910,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,1232.26123046875,1813.34753417969,2014,8,"03",24210
"H24210-04-02",,1,1,330,330110,"Zombo Tc",33011001,"Abira East Ward",3,31,8,1,242,1232.26123046875,0,2014,8,"03",24210
"H24401-04-01",3103001201,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,821.507507324219,5516.41943359375,2014,2,"16",24401
"H24401-04-02",310300120102,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,821.507507324219,4498.57958984375,2014,8,"08",24401
"H24401-04-03",,1,1,310,310204,"Kucwiny",31020407,"Vurr",3,30,8,0,244,821.507507324219,16549.2578125,2014,8,"15",24401
"H24403-04-01",3103001203,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,1232.26123046875,6719.67333984375,2014,2,"16",24403
"H24403-04-02",,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,1232.26123046875,2239.89111328125,2014,2,"16",24403
"H24407-04-01",3103001207,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,2464.5224609375,2517.89428710938,2014,2,"17",24407
"H24408-04-01",3103001208,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,2464.5224609375,0,2014,8,"08",24408
"H24409-04-01",3103001209,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,2464.5224609375,1831.19592285156,2014,2,"16",24409
"H24411-04-01",3103001211,1,1,310,310206,"Nebbi",31020604,"Koch",3,30,8,0,244,2464.5224609375,3554.85571289063,2014,8,"09",24411
"H24502-04-01",3111000102,1,1,311,311103,"Nakapiripirit Town Council",31110302,"Lobuneit Ward",3,30,7,0,245,1887.58166503906,1130.45483398438,2014,2,"26",24502
"H24505-04-01",3111000105,1,1,311,311103,"Nakapiripirit Town Council",31110301,"Katanga Ward",3,30,7,0,245,1887.58166503906,691.428771972656,2014,2,"25",24505
"H24506-04-01",30311100010603,1,1,311,311103,"Nakapiripirit Town Council",31110302,"Lobuneit Ward",3,30,7,0,245,943.790832519531,518.571594238281,2014,8,"11",24506
"H24506-04-02",30311100010608,1,1,311,311103,"Nakapiripirit Town Council",31110302,"Lobuneit Ward",3,30,7,0,245,943.790832519531,2074.28637695313,2014,8,"18",24506
"H24507-04-01",3111000107,1,1,311,311103,"Nakapiripirit Town Council",31110302,"Lobuneit Ward",3,30,7,0,245,1887.58166503906,2071.88598632813,2014,2,"26",24507
"H24509-04-01",3111000109,1,1,311,311103,"Nakapiripirit Town Council",31110301,"Katanga Ward",3,31,7,1,245,1887.58166503906,1614.93542480469,2014,2,"27",24509
"H24510-04-01",30311100011017,1,1,311,311103,"Nakapiripirit Town Council",31110302,"Lobuneit Ward",3,30,7,0,245,1887.58166503906,1521.14343261719,2014,2,"25",24510
"H24511-04-01",3111000111,1,1,311,311202,"Moruita",31120201,"Moruita",3,30,7,0,245,1887.58166503906,298.719360351563,2014,8,"10",24511
"H24512-04-01",3111000112,1,1,311,311103,"Nakapiripirit Town Council",31110302,"Lobuneit Ward",3,31,7,1,245,1887.58166503906,1185.30651855469,2014,8,"11",24512
"H24601-04-01",3113000301,1,1,311,311302,"Lorengedwat",31130201,"Kamaturu",3,30,7,0,246,1887.58166503906,2713.24780273438,2013,11,"29",24601
"H24603-04-01",2311300030305,1,1,311,311302,"Lorengedwat",31130203,"Nathinyonoit",3,30,7,0,246,1887.58166503906,9920.294921875,2013,11,"29",24603
"H24604-04-01",3113000304,1,1,311,311302,"Lorengedwat",31130201,"Kamaturu",3,30,7,0,246,1887.58166503906,4083.00512695313,2013,11,"28",24604
"H24605-04-01",3113000305,1,1,311,311302,"Lorengedwat",31130201,"Kamaturu",3,30,7,0,246,1887.58166503906,9086.1376953125,2013,11,"28",24605
"H24606-04-01",3113000306,1,1,311,311302,"Lorengedwat",31130201,"Kamaturu",3,30,7,0,246,1887.58166503906,8496.416015625,2014,5,"27",24606
"H24608-04-01",3113000308,1,1,311,311302,"Lorengedwat",31130201,"Kamaturu",3,30,7,0,246,1887.58166503906,2834.36987304688,2013,11,"28",24608
"H24610-04-01",3113000310,1,1,311,311302,"Lorengedwat",31130201,"Kamaturu",3,30,7,0,246,1887.58166503906,8921.2373046875,2014,5,"27",24610
"H24801-04-01",3133000101,1,1,313,313104,"Kei",31310406,"Gobu",3,30,8,0,248,2464.5224609375,0,2013,12,"07",24801
"H24802-04-01",3133000102,1,1,313,313104,"Kei",31310403,"Awoba",3,30,8,0,248,1232.26123046875,11997.830078125,2013,12,"05",24802
"H24802-04-02",313300010206,1,1,313,313109,"Lodonga",31310901,"Driwala",3,30,8,0,248,1232.26123046875,1774.34594726563,2014,6,"25",24802
"H24803-04-01",3133000103,1,1,313,313104,"Kei",31310403,"Awoba",3,30,8,0,248,2464.5224609375,11346.8779296875,2013,12,"05",24803
"H24804-04-01",3133000104,1,1,313,313104,"Kei",31310401,"Akaya",3,30,8,0,248,2464.5224609375,9463.177734375,2013,12,"06",24804
"H24805-04-01",3133000105,1,1,313,313104,"Kei",31310406,"Gobu",3,30,8,0,248,2464.5224609375,1142.65051269531,2013,12,"06",24805
