"HHID","HHID_old","rotate","result_code","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","region","regurb","sregion","urban","ea","wgt_X","wgt","year","month","day","DynID"
"H36502-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2013,10,"20",36502
"H36503-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2013,10,"21",36503
"H36504-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2013,10,"20",36504
"H36505-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2013,10,"21",36505
"H36506-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2014,4,"17",36506
"H36507-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2014,4,"16",36507
"H36508-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2014,4,"16",36508
"H36509-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2014,4,"16",36509
"H36601-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2013,11,"24",36601
"H36602-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2013,11,"24",36602
"H36603-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2014,5,"29",36603
"H36604-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,21,5,1,366,2500.58227539063,,2013,11,"25",36604
"H36605-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2014,5,"29",36605
"H36606-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2014,5,"29",36606
"H36607-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2014,5,"29",36607
"H36608-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2013,11,"24",36608
"H36609-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2014,5,"29",36609
"H36610-04-01",,0,1,212,212105,"Molo",21210504,"Tuba",2,20,5,0,366,2500.58227539063,,2013,11,"24",36610
"H36701-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,2,"14",36701
"H36702-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,2,"14",36702
"H36703-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,2,"15",36703
"H36704-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,2,"14",36704
"H36705-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,2,"15",36705
"H36706-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,8,"02",36706
"H36707-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,8,"02",36707
"H36708-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,8,"02",36708
"H36709-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,8,"01",36709
"H36710-04-01",,0,1,214,214101,"Baitambogwe",21410104,"Katonte",2,20,4,0,367,1059.42810058594,,2014,8,"02",36710
"H36801-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2013,12,"12",36801
"H36802-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2013,12,"13",36802
"H36803-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2013,12,"13",36803
"H36804-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2013,12,"12",36804
"H36805-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2013,12,"12",36805
"H36806-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2014,6,"23",36806
"H36807-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2014,6,"23",36807
"H36809-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2014,6,"23",36809
"H36810-04-01",,0,1,214,214102,"Bukabooli",21410202,"Bugumya",2,20,4,0,368,2047.62976074219,,2014,6,"23",36810
"H36901-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,2,"10",36901
"H36902-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,2,"10",36902
"H36903-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,2,"11",36903
"H36904-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,2,"11",36904
"H36905-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,2,"10",36905
"H36906-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,7,"31",36906
"H36907-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,2,"10",36907
"H36908-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,7,"31",36908
"H36909-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,7,"31",36909
"H36910-04-01",,0,1,214,214113,"Wairasa",21411301,"Busuyi",2,20,4,0,369,1252.86779785156,,2014,7,"31",36910
"H37001-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2013,10,"18",37001
"H37002-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2013,10,"18",37002
"H37003-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2013,10,"18",37003
"H37004-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2013,10,"18",37004
"H37005-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2013,10,"19",37005
"H37006-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2014,4,"12",37006
"H37007-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2014,4,"11",37007
"H37008-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2014,4,"12",37008
"H37009-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2014,4,"11",37009
"H37010-04-01",,0,1,214,214113,"Wairasa",21411303,"Magamaga Town Board",2,21,4,1,370,3347.30493164063,,2013,10,"18",37010
"H37101-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,2,"18",37101
"H37102-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,2,"19",37102
"H37103-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,2,"18",37103
"H37104-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,2,"19",37104
"H37105-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,2,"18",37105
"H37106-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,8,"08",37106
"H37107-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,8,"08",37107
"H37108-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,8,"08",37108
"H37109-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,8,"08",37109
"H37110-04-01",,0,1,216,216202,"Akoromit",21620203,"Akoromit",2,20,5,0,371,1267.58740234375,,2014,8,"09",37110
"H37201-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2014,6,"28",37201
"H37202-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2014,6,"28",37202
"H37203-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2013,12,"17",37203
"H37204-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2014,6,"28",37204
"H37205-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2013,12,"18",37205
"H37206-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2014,6,"28",37206
"H37207-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2014,6,"28",37207
"H37208-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2014,6,"28",37208
"H37209-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2013,12,"17",37209
"H37210-04-01",,0,1,218,218103,"Bududa.",21810302,"Bukibino",2,20,5,0,372,2853.9248046875,,2013,12,"18",37210
"H37301-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"09",37301
"H37302-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"08",37302
"H37303-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"08",37303
"H37304-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"08",37304
"H37305-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"09",37305
"H37306-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"08",37306
"H37307-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2014,6,"24",37307
"H37308-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2014,6,"25",37308
"H37309-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2013,12,"10",37309
"H37310-04-01",,0,1,219,219103,"Kachumbala",21910313,"Kongunga",2,20,5,0,373,2367.31103515625,,2014,6,"24",37310
"H37401-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2013,11,"23",37401
"H37402-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2014,5,"26",37402
"H37403-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2013,11,"21",37403
"H37404-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2013,11,"21",37404
"H37405-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2013,11,"23",37405
"H37406-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2014,5,"26",37406
"H37407-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2013,11,"21",37407
"H37408-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2014,5,"26",37408
"H37409-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2014,5,"27",37409
"H37410-04-01",,0,1,221,221109,"Kachonga",22110905,"Nampologoma",2,20,5,0,374,2993.59375,,2014,5,"26",37410
"H37501-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,1,"19",37501
"H37502-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,1,"19",37502
"H37503-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,1,"20",37503
"H37504-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,1,"19",37504
"H37505-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,7,"19",37505
"H37506-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,7,"18",37506
"H37507-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,1,"19",37507
"H37508-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,7,"19",37508
"H37509-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,7,"18",37509
"H37510-04-01",,0,1,223,223108,"Bukusu",22310805,"Bumaefe",2,20,5,0,375,544.481567382813,,2014,7,"18",37510
"H37601-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2013,9,"27",37601
"H37602-04-02",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2013,9,"26",37602
"H37603-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2014,3,"17",37603
"H37604-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2013,9,"26",37604
"H37605-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2013,9,"27",37605
"H37606-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2014,3,"17",37606
"H37607-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2014,3,"18",37607
"H37608-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,21,5,1,376,3280.814453125,,2014,3,"18",37608
"H37609-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,21,5,1,376,3280.814453125,,2013,9,"27",37609
"H37610-04-01",,0,1,223,223120,"Lwakhakha Town Council",22312002,"Bukhoma",2,20,5,0,376,3280.814453125,,2014,3,"17",37610
"H37701-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2013,10,"26",37701
"H37702-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2013,10,"26",37702
"H37703-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2013,10,"26",37703
"H37704-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2013,10,"27",37704
"H37705-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2013,10,"26",37705
"H37706-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2014,4,"15",37706
"H37707-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2014,4,"16",37707
"H37708-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2014,4,"15",37708
"H37709-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2014,4,"15",37709
"H37710-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,377,1595.68603515625,,2014,4,"15",37710
"H37801-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2014,3,"21",37801
"H37802-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2013,10,"03",37802
"H37803-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2013,10,"02",37803
"H37804-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2014,3,"21",37804
"H37805-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2014,3,"19",37805
"H37806-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2013,10,"02",37806
"H37807-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2014,3,"19",37807
"H37808-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2014,3,"19",37808
"H37809-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2013,10,"02",37809
"H37810-04-01",,0,1,225,225111,"Lusha",22511103,"Gombe",2,20,4,0,378,2097.82543945313,,2013,10,"03",37810
"H37901-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,21,4,1,379,2645.49951171875,,2014,2,"11",37901
"H37902-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,8,"06",37902
"H37903-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,2,"12",37903
"H37905-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,2,"11",37905
"H37906-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,8,"06",37906
"H37907-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,2,"12",37907
"H37908-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,8,"06",37908
"H37909-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,2,"11",37909
"H37910-04-01",,0,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,379,2645.49951171875,,2014,2,"11",37910
"H38001-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,21,4,1,380,2108.638671875,,2014,8,"07",38001
"H38002-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,20,4,0,380,2108.638671875,,2014,2,"15",38002
"H38003-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,20,4,0,380,2108.638671875,,2014,2,"15",38003
"H38004-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,20,4,0,380,2108.638671875,,2014,8,"07",38004
"H38006-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,20,4,0,380,2108.638671875,,2014,8,"07",38006
"H38007-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,20,4,0,380,2108.638671875,,2014,2,"15",38007
"H38008-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,20,4,0,380,2108.638671875,,2014,2,"16",38008
"H38009-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,21,4,1,380,2108.638671875,,2014,2,"15",38009
"H38010-04-01",,0,1,226,226103,"Buyende Town Council",22610302,"Kinambogo",2,21,4,1,380,2108.638671875,,2014,2,"16",38010
"H38101-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,1,"16",38101
"H38102-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,1,"15",38102
"H38103-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,1,"15",38103
"H38104-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,7,"24",38104
"H38105-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,1,"15",38105
"H38106-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,7,"24",38106
"H38107-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,1,"16",38107
"H38108-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,7,"24",38108
"H38109-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,7,"24",38109
"H38110-04-01",,0,1,228,228102,"Binyiny",22810203,"Kono",2,20,5,0,381,2935.46557617188,,2014,7,"24",38110
"H38201-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2013,11,"20",38201
"H38202-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2013,11,"20",38202
"H38203-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2013,11,"20",38203
"H38204-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2013,11,"19",38204
"H38205-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2013,11,"19",38205
"H38206-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2014,5,"24",38206
"H38207-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2014,5,"24",38207
"H38208-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2014,5,"25",38208
"H38209-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2014,5,"24",38209
"H38210-04-01",,0,1,230,230104,"Buyinja",23010404,"Nsoono",2,20,5,0,382,4849.8994140625,,2014,5,"24",38210
"H38301-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,1,"27",38301
"H38302-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,1,"28",38302
"H38303-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,1,"27",38303
"H38304-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,1,"27",38304
"H38305-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,1,"28",38305
"H38308-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,7,"31",38308
"H38309-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,7,"30",38309
"H38310-04-01",,0,1,302,302101,"Abongomola",30210102,"Abwong",3,30,6,0,383,2366.15893554688,,2014,7,"31",38310
"H38401-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,2,"15",38401
"H38402-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,2,"15",38402
"H38403-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,2,"14",38403
"H38404-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,2,"14",38404
"H38405-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,2,"15",38405
"H38406-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,8,"16",38406
"H38407-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,8,"16",38407
"H38408-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,31,6,1,384,2472.08251953125,,2014,8,"16",38408
"H38409-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,8,"16",38409
"H38410-04-01",,0,1,302,302204,"Chegere",30220405,"Chegere",3,30,6,0,384,2472.08251953125,,2014,8,"16",38410
"H38501-04-01",,0,1,303,303201,"Adumi",30320102,"Kati",3,30,8,0,385,326.926422119141,,2013,10,"26",38501
"H38502-04-01",,0,1,303,303201,"Adumi",30320102,"Kati",3,30,8,0,385,326.926422119141,,2013,10,"27",38502
"H38503-04-01",,0,1,303,303201,"Adumi",30320102,"Kati",3,30,8,0,385,326.926422119141,,2013,10,"26",38503
