"HHID","parcelID","a2aq1owned","a2aq4","a2aq5","a2aq5_1","a2aq5_2","a2aq5_2_1","a2aq6","a2aq7","a2aq8","a2aq9","a2aq10","a2aq11a","a2aq11b","a2aq12","a2aq13a","a2aq13b","a2aq14","a2aq15a","a2aq15b","a2aq16","a2aq17","a2aq18","a2aq19","a2aq20","a2aq21","a2aq22a","a2aq22b","a2aq23","a2aq24a","a2aq24b","a2aq25","a2aq26a","a2aq26b","a2aq27a","a2aq27b","hh","wgt_X"
245060401,1,1,,2,24506001,2,3,3,2,1,2010,1,2,5,9999,,,,100,,1,2,2,1,2,,,,3,,,2,24506001,24506009,24506001,24506009,"H24506-04-01",943.790832519531
245060402,1,1,,1,24506008,2,3,4,4,2,999,1,2,5,9999,,,,100,,2,1,2,2,2,,,,4,24506007,24506008,2,,,24506007,24506008,"H24506-04-02",943.790832519531
245070401,1,1,,1,24507001,2,3,4,4,2,999,1,2,5,9999,,,,100,,3,1,2,2,2,,,,4,24507001,24507002,2,,,24507001,24507002,"H24507-04-01",1887.58166503906
245100401,1,1,,5,24510002,2,4,4,4,2,999,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,24510002,24510003,2,,,24510002,24510003,"H24510-04-01",1887.58166503906
245120401,1,1,,3,24512002,2,3,5,4,2,999,1,2,2,9999,,,,100,100,1,2,2,1,2,,,,4,24512002,24512001,2,,,24512001,24512002,"H24512-04-01",1887.58166503906
246010401,1,1,2.86999988555908,3,24601001,1,,3,4,2,999,1,2,5,9999,,,,100,,1,1,2,2,1,3,8,,4,24601001,24601002,2,,,24601001,24601002,"H24601-04-01",1887.58166503906
246040401,1,1,2.29999995231628,2,24604001,1,,1,4,2,999,1,2,5,9999,,,,100,,1,1,2,2,2,,,,4,24604001,24604002,2,,,24604001,24604002,"H24604-04-01",1887.58166503906
246050401,1,1,0.560000002384186,0.800000011920929,24605001,1,,1,4,2,999,1,2,5,9999,,,,100,,1,1,2,2,2,,,,4,24605001,24605002,1,,,24605001,24605002,"H24605-04-01",1887.58166503906
246050401,2,1,,3,24605001,2,2,4,4,2,999,1,2,5,9999,,,,100,,1,1,2,3,2,,,,4,24605001,24605002,2,,,24605001,24605002,"H24605-04-01",1887.58166503906
246060401,1,1,,2,24606001,2,3,2,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,24606001,,2,,,24606001,24606002,"H24606-04-01",1887.58166503906
246080401,1,1,3.20000004768372,3,24608001,1,,2,4,2,999,1,2,5,9999,,,,70,,1,2,2,2,2,,,,4,24608001,24608002,2,,,24608001,24608002,"H24608-04-01",1887.58166503906
248020401,1,1,,2,24802002,2,2,1,4,2,999,1,1,1,9999,,,,75,60,1,3,2,2,2,,,,4,24802001,24802002,1,,,24802001,24802002,"H24802-04-01",1232.26123046875
248020401,2,1,,1,24802002,2,1,1,4,2,999,1,1,1,9999,,,,75,75,1,2,2,2,2,,,,4,24802001,24802002,2,,,24802001,24802002,"H24802-04-01",1232.26123046875
248020402,1,1,,1,24802011,2,1,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,24802009,24802011,2,,,24802009,24802011,"H24802-04-02",1232.26123046875
248020402,2,1,,1,24802011,2,1,1,4,2,999,1,5,1,2013,1,3,,,75,1,2,2,2,2,,,,4,24802009,24802011,2,,,24802009,24802011,"H24802-04-02",1232.26123046875
248030401,1,1,,0.5,24803001,2,2,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,1,2,6,8,4,24803001,,2,,,24803001,24803002,"H24803-04-01",2464.5224609375
248030401,2,1,,0.5,24803001,2,2,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,1,1,6,8,4,24803001,,2,,,24803001,24803002,"H24803-04-01",2464.5224609375
248030401,3,1,,0.25,24803001,2,2,1,4,2,2012,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24803002,,2,,,24803002,24803001,"H24803-04-01",2464.5224609375
248040401,1,1,4.01999998092651,0.5,24804001,1,,1,4,2,999,1,1,1,9999,,,,50,50,2,2,2,2,2,,,,4,24804001,99999999,2,,,24804001,99999999,"H24804-04-01",2464.5224609375
248050401,1,1,,1,24805002,2,1,1,4,2,2012,1,1,1,9999,,,,50,60,2,1,2,3,2,,,,4,24805002,24805003,2,,,24805002,24805003,"H24805-04-01",2464.5224609375
248050401,2,1,,1,24805002,2,1,2,4,2,2012,1,1,1,9999,,,,40,70,2,1,2,3,2,,,,4,24805002,,2,,,24805002,24805003,"H24805-04-01",2464.5224609375
248060401,1,1,,0.5,24806001,2,2,1,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,24806001,24806002,2,,,24806001,24806002,"H24806-04-01",2464.5224609375
248060401,2,1,,0.5,24806001,2,2,2,4,2,999,1,1,1,9999,,,,90,90,1,2,2,2,2,,,,4,24806001,24806002,2,,,24806001,24806002,"H24806-04-01",2464.5224609375
248080401,1,1,0.300000011920929,0.300000011920929,24808001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24808001,24808004,2,,,24808001,24808004,"H24808-04-01",2464.5224609375
248080401,2,1,0.490000009536743,0.5,24808001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24808001,24808004,2,,,24808004,24808001,"H24808-04-01",2464.5224609375
248080401,3,1,0.509999990463257,0.600000023841858,24808001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24808001,24808004,2,,,24808001,24808004,"H24808-04-01",2464.5224609375
248080401,4,1,0.419999986886978,0.400000005960464,24808001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24808001,24808004,2,,,24808001,24808004,"H24808-04-01",2464.5224609375
248090401,1,1,,3,24809002,2,2,1,4,2,999,1,1,1,9999,,,,60,80,1,2,2,2,2,,,,4,24809001,24809002,2,,,24809001,24809002,"H24809-04-01",2464.5224609375
248110401,1,1,,0.25,24811002,2,2,1,4,2,999,1,1,1,9999,,,,50,100,2,1,2,3,2,,,,4,24811001,24811002,2,,,24811001,24811002,"H24811-04-01",2464.5224609375
248110401,2,1,,0.25,24811002,2,2,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24811001,24811002,2,,,24811001,24811002,"H24811-04-01",2464.5224609375
248110401,3,1,,0.75,24811002,2,2,1,4,2,999,1,1,1,9999,,,,100,50,1,1,2,2,2,,,,4,24811001,24811002,2,,,24811001,24811002,"H24811-04-01",2464.5224609375
250010401,1,1,11.3699998855591,4,25001008,1,,1,1,2,2008,1,1,1,9999,,,,40,60,2,1,2,3,1,2,6,8,4,25001008,,2,,,25001008,25001001,"H25001-04-01",2464.5224609375
250020401,1,1,,0.300000011920929,25002002,2,1,4,4,2,999,1,5,1,9999,,,,,100,1,2,2,2,2,,,,4,25002001,25002002,2,,,25002001,25002002,"H25002-04-01",2464.5224609375
250020401,2,1,,0.200000002980232,25002002,2,2,1,4,2,999,1,6,1,9999,,,,,100,1,1,2,2,2,,,,4,25002001,25002002,2,,,25002001,25002002,"H25002-04-01",2464.5224609375
250020401,3,1,,0.300000011920929,25002002,2,2,1,4,2,999,1,6,1,9999,,,,,100,1,1,2,2,2,,,,4,25002001,25002002,2,,,25002001,25002002,"H25002-04-01",2464.5224609375
250040401,1,1,,18,25004001,2,2,1,4,2,999,1,1,1,9999,,,,20,30,2,1,2,3,2,,,,4,25004001,,2,,,25004001,25004002,"H25004-04-01",2464.5224609375
250050401,1,1,14.0299997329712,12,25005001,1,,1,4,2,999,1,1,1,9999,,,,5,5,1,2,2,2,2,,,,4,25005001,,2,,,25005001,99999999,"H25005-04-01",2464.5224609375
250080401,1,1,41.2000007629395,30,25008001,1,,1,4,1,1996,1,1,1,9999,,,,10,15,1,2,2,2,2,,,,4,25008001,,2,,,25008001,99999999,"H25008-04-01",2464.5224609375
250090401,1,1,,1,25009001,2,2,1,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,25009001,99999999,2,,,25009001,99999999,"H25009-04-01",2464.5224609375
250090401,2,1,,0.300000011920929,25009001,2,2,1,4,2,999,1,1,6,9999,,,,100,,1,1,2,2,2,,,,4,25009001,99999999,2,,,25009001,99999999,"H25009-04-01",2464.5224609375
250090401,3,1,,0.300000011920929,25009001,2,2,1,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,25009001,99999999,2,,,25009001,99999999,"H25009-04-01",2464.5224609375
250090401,4,1,,0.400000005960464,25009001,2,2,2,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,25009001,99999999,2,,,25009001,99999999,"H25009-04-01",2464.5224609375
250110401,1,1,,12,25011003,2,2,1,4,2,999,1,1,1,9999,,,,30,45,1,1,2,2,2,,,,4,25011002,25011003,2,,,25011002,25011003,"H25011-04-01",2464.5224609375
252010401,1,1,3.46000003814697,2,25201002,1,,1,1,2,1999,1,1,1,9999,,,,100,100,2,2,2,1,2,,,,1,,,2,25201001,25201002,25201001,25201002,"H25201-04-01",1721.74719238281
252010402,1,1,,1,25201011,2,1,3,1,1,2013,1,2,1,9999,,,,50,100,1,1,2,3,2,,,,2,,,2,25201011,25201003,25201011,25201003,"H25201-04-02",1721.74719238281
252030401,1,1,,2,25203001,2,1,2,1,1,2011,1,1,1,9999,,,,90,90,2,1,2,2,2,,,,3,,,1,25203001,25203002,25203001,25203002,"H25203-04-01",3443.49438476563
252040401,1,1,1.30999994277954,1.5,25204001,1,,1,4,4,1980,1,1,1,9999,,,,100,100,3,1,2,2,1,5,8,,4,25204001,25204003,2,,,25204004,25204001,"H25204-04-01",1721.74719238281
252040402,1,1,1.62999999523163,1.5,25204010,1,,1,1,2,2010,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,25204010,25204019,2,,,25204010,25204019,"H25204-04-02",1721.74719238281
252080401,1,1,,3,25208002,2,3,1,1,1,999,1,1,1,9999,,,,70,70,2,1,2,1,1,1,8,,3,,,2,25208001,25208003,25208001,25208002,"H25208-04-01",3443.49438476563
252090401,1,1,,2,25209002,2,2,1,1,1,1999,1,1,1,9999,,,,100,100,2,1,2,3,1,1,8,,4,25209001,25209002,1,,,25209001,25209002,"H25209-04-01",3443.49438476563
252090401,3,1,,0.5,25209002,2,2,2,1,1,2010,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,25209001,25209002,2,,,25209001,25209002,"H25209-04-01",3443.49438476563
252100401,1,1,,2,25210002,2,2,1,1,2,1975,1,2,2,9999,,,,100,100,3,1,2,2,2,,,,1,,,2,25210001,25210002,25210001,25210002,"H25210-04-01",3443.49438476563
252100401,2,1,1.16999995708466,1,25210002,1,,1,1,2,1975,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,1,,,2,25210001,25210002,25210001,25210002,"H25210-04-01",3443.49438476563
254010401,1,1,0.680000007152557,0.75,25401001,1,,1,1,2,999,1,2,2,9999,,,,80,80,1,2,2,3,2,,,,4,25401001,25401002,2,,,25401001,25401002,"H25401-04-01",2437.248046875
254010401,2,1,,1.25,25401001,2,1,2,1,2,999,1,5,1,9999,,,,,40,1,1,2,3,2,,,,4,25401001,25401002,2,,,25401001,25401002,"H25401-04-01",2437.248046875
254010401,3,1,,0.25,25401001,2,2,4,1,1,2002,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25401001,25401002,2,,,25401001,25401002,"H25401-04-01",2437.248046875
254020401,1,1,,0.5,25402002,2,3,1,1,2,999,1,2,2,9999,,,,100,100,2,2,2,4,2,,,,4,25402001,25402002,2,,,25402001,25402002,"H25402-04-01",1218.6240234375
254020401,2,1,,0.25,25402002,1,,2,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25402001,25402002,2,,,25402001,25402002,"H25402-04-01",1218.6240234375
254020401,3,1,,0.5,25402002,2,4,3,1,2,999,1,1,1,9999,,,,60,100,1,1,2,3,2,,,,4,25402002,25402001,2,,,25402001,25402002,"H25402-04-01",1218.6240234375
254020402,1,1,,0.5,25402006,2,4,1,1,1,2004,1,2,1,9999,,,,100,100,1,1,2,3,2,,,,4,25402005,25402006,2,,,25402005,25402006,"H25402-04-02",1218.6240234375
254020402,2,1,,1,25402005,2,4,3,1,1,2008,1,1,1,9999,,,,80,100,1,1,2,3,2,,,,4,25402005,25402006,2,,,25402005,25402006,"H25402-04-02",1218.6240234375
254030401,1,1,,0.75,25403002,2,2,1,1,3,999,2,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25403006,25403002,2,,,25403002,25403006,"H25403-04-01",1218.6240234375
254030401,2,1,,2,25403002,2,2,1,1,2,999,1,2,2,9999,,,,50,70,2,2,2,5,2,,,,4,25403006,25403002,2,,,25403006,25403002,"H25403-04-01",1218.6240234375
254030402,1,1,5.80000019073486,5,25403001,1,,1,1,2,1984,1,2,2,9999,,,,50,50,1,1,2,3,2,,,,4,25403001,25403004,2,,,25403001,25403004,"H25403-04-02",1218.6240234375
254030402,2,1,,0.25,25403001,2,1,5,1,1,2009,1,2,2,9999,,,,100,100,1,2,2,1,1,1,8,,4,25403001,25403004,2,,,25403001,25403004,"H25403-04-02",1218.6240234375
254040401,2,1,,0.5,25404002,2,1,2,1,2,2005,1,1,1,9999,,,,50,50,1,2,2,3,2,,,,4,25404001,25404002,2,,,25404001,25404002,"H25404-04-01",2437.248046875
254040401,3,1,0.209999993443489,0.25,25404002,1,,1,1,1,2013,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25404001,25404002,2,,,25404001,25404002,"H25404-04-01",2437.248046875
254060401,1,1,0.310000002384186,0.25,25406001,1,,1,1,2,2010,1,5,1,9999,,,,,100,2,1,2,3,2,,,,4,25406001,25406002,2,,,25406001,25406002,"H25406-04-01",2437.248046875
254060401,3,1,,0.75,25406001,2,1,2,1,1,1990,1,5,5,2012,2,3,,,,1,1,2,3,2,,,,4,25406001,25406002,2,,,25406001,25406002,"H25406-04-01",2437.248046875
254070401,1,1,6.5,5,25407001,1,,1,1,2,999,1,2,2,9999,,,,40,40,1,1,2,3,2,,,,4,25407001,25407005,2,,,25407001,25407005,"H25407-04-01",2437.248046875
254070401,2,1,,1,25407001,2,1,3,1,2,999,1,1,1,9999,,,,50,40,1,1,2,1,1,1,8,,4,25407001,25407005,2,,,25407001,25407005,"H25407-04-01",2437.248046875
254080401,1,1,28.2000007629395,20,25408006,1,,1,1,2,999,2,2,2,9999,,,,30,30,1,1,1,3,2,,,,4,25408006,25408007,2,,,25408006,25408007,"H25408-04-01",1218.6240234375
254090401,1,1,,0.75,25409002,2,1,1,1,2,1970,1,1,1,9999,,,,30,90,1,2,2,3,2,,,,4,25409001,25409002,2,,,25409001,25409002,"H25409-04-01",812.415954589844
254090401,2,1,,6,25409002,2,1,4,1,1,2003,1,5,1,9999,,,,,30,1,1,2,4,1,1,6,8,4,25409001,25409002,2,,,25409001,25409002,"H25409-04-01",812.415954589844
254090401,3,1,4.67000007629395,4,25409002,1,,1,1,1,1980,1,2,2,9999,,,,70,70,1,1,2,4,1,1,6,8,4,25409001,25409002,2,,,25409001,25409002,"H25409-04-01",812.415954589844
254100401,1,1,2.60999989509583,2,25410006,1,,1,1,2,999,1,1,1,9999,,,,100,75,1,1,2,3,2,,,,4,25410001,25410002,2,,,25410001,25410002,"H25410-04-01",1218.6240234375
254100401,2,1,0.479999989271164,0.5,25410001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25410001,25410002,2,,,25410001,25410002,"H25410-04-01",1218.6240234375
254100401,3,1,,0.5,25410001,2,2,4,1,1,1989,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25410001,25410002,2,,,25410001,25410002,"H25410-04-01",1218.6240234375
254100401,4,1,,0.400000005960464,25410001,2,2,4,2,2,999,1,5,1,9999,,,,,100,1,1,2,3,2,,,,4,25410001,25410002,2,,,25410001,25410002,"H25410-04-01",1218.6240234375
254100402,1,1,,0.5,25410004,2,1,1,1,2,999,1,2,2,9999,,,,100,100,1,2,2,4,2,,,,4,25410003,25410004,2,,,25410003,25410004,"H25410-04-02",1218.6240234375
254100402,2,1,,0.5,25410004,2,1,3,1,2,999,1,2,2,9999,,,,100,100,1,1,2,4,2,,,,4,25410003,25410004,2,,,25410003,25410004,"H25410-04-02",1218.6240234375
254100402,3,1,,0.5,25410004,2,1,3,2,2,999,2,1,5,9999,,,,100,,1,2,2,4,2,,,,4,25410003,25410004,2,,,25410004,25410003,"H25410-04-02",1218.6240234375
256010401,4,1,,0.200000002980232,25601003,2,2,4,1,1,2013,1,3,2,9999,,,20000,,100,1,1,2,3,2,,,,4,25601001,25601002,2,,,25601001,25601002,"H25601-04-01",2437.24829101563
256020401,1,1,2.29999995231628,3,25602001,1,,1,1,2,1979,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25602001,25602002,2,,,25602002,25602001,"H25602-04-01",2437.24829101563
256020401,2,1,,0.400000005960464,25602001,2,1,3,1,1,1988,1,5,1,9999,,,,,100,1,2,2,5,2,,,,4,25602001,25602002,2,,,25602001,25602002,"H25602-04-01",2437.24829101563
256030401,1,1,,0.600000023841858,25603003,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,25603001,25603002,2,,,25603001,25603002,"H25603-04-01",2437.24829101563
256050401,1,1,0.389999985694885,0.200000002980232,25605001,1,,1,1,1,1999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,25605001,25605002,2,,,25605001,25605002,"H25605-04-01",2437.24829101563
256060401,1,1,0.829999983310699,0.75,25606001,1,,1,1,2,1960,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25606001,,2,,,25606001,25606002,"H25606-04-01",2437.24829101563
256070401,1,1,3.79999995231628,4,25607001,1,,1,1,2,1980,1,2,2,9999,,,,100,100,1,2,2,4,2,,,,4,25607001,25607002,2,,,25607001,25607002,"H25607-04-01",2437.24829101563
256080401,1,1,,0.300000011920929,25608001,2,2,2,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25608001,25608002,2,,,25608001,25608002,"H25608-04-01",2437.24829101563
256090401,1,1,1.12000000476837,1,25609019,1,,1,1,2,1940,1,2,1,9999,,,,100,100,2,1,2,2,2,,,,4,25609019,,2,,,25609018,25609019,"H25609-04-01",348.178344726563
256090402,1,1,,1.25,25609023,2,4,1,1,2,2013,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25609035,25609020,2,,,25609020,25609035,"H25609-04-02",348.178344726563
256090404,1,1,,0.300000011920929,25609025,2,1,3,1,2,999,1,1,1,9999,,,,100,100,1,2,2,4,1,1,8,,4,25609025,25609024,2,,,25609024,25609025,"H25609-04-04",348.178344726563
256090405,1,1,9.35000038146973,8,25609012,1,,1,1,1,1988,1,2,2,9999,,,,81,81,1,2,2,3,2,,,,4,25609010,25609011,2,,,25609010,25609011,"H25609-04-05",348.178344726563
256090405,2,1,,2,25609012,2,1,2,1,1,2009,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,25609010,25609011,2,,,25609010,25609011,"H25609-04-05",348.178344726563
256100401,1,1,,2,25610001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25610001,25610004,2,,,25610001,25610004,"H25610-04-01",812.416076660156
256100401,2,1,,1,25610001,2,1,3,2,1,2009,1,1,5,9999,,,,50,,1,2,2,3,2,,,,4,25610001,25610004,2,,,25610001,25610004,"H25610-04-01",812.416076660156
256100401,3,1,,2,25610001,2,1,4,1,2,999,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,25610001,25610004,2,,,25610001,25610004,"H25610-04-01",812.416076660156
256100401,4,1,,1,25610001,2,1,3,1,2,999,1,2,2,9999,,,,100,100,2,2,2,3,2,,,,4,25610001,25610004,2,,,25610001,25610004,"H25610-04-01",812.416076660156
256100402,1,1,0.629999995231628,0.5,25610010,1,,1,2,2,999,1,2,1,9999,,,,100,100,1,1,2,3,2,,,,4,25610009,25610010,2,,,25610009,25610010,"H25610-04-02",812.416076660156
256100402,2,1,,0.200000002980232,25610010,2,1,3,1,2,999,1,1,5,9999,,,,100,,1,2,2,3,2,,,,4,25610009,25610010,2,,,25610009,25610010,"H25610-04-02",812.416076660156
256100403,1,1,1.14999997615814,1,25610005,1,,1,1,2,999,1,2,2,9999,,,,100,100,2,2,2,4,2,,,,4,25610017,25610005,2,,,25610005,25610017,"H25610-04-03",812.416076660156
257020401,1,1,1.07000005245209,1.25,25702001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,1,2,4,2,,,,4,25702001,25702002,2,,,25702001,25702002,"H25702-04-01",1218.6240234375
257030402,1,1,,3,25703001,2,2,1,1,2,999,1,2,2,9999,,,,50,50,2,1,2,3,2,,,,4,25703001,,2,,,25703001,25703002,"H25703-04-02",1218.6240234375
257040401,1,1,0.100000001490116,0.100000001490116,25704001,1,,1,1,2,999,1,2,2,9999,,,,100,100,2,2,2,2,2,,,,4,25704001,25704002,2,,,25704001,25704002,"H25704-04-01",2437.248046875
257050401,1,1,0.959999978542328,1,25705002,1,,1,1,2,1962,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25705001,,2,,,25705001,25705002,"H25705-04-01",1218.6240234375
257050401,2,1,,0.5,25705002,2,1,2,1,1,1990,1,1,1,9999,,,,100,100,1,2,2,4,1,1,8,,4,25705001,25705002,2,,,25705001,25705002,"H25705-04-01",1218.6240234375
257050401,3,1,,0.25,25705002,2,3,1,1,1,1980,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,25705001,25705002,2,,,25705001,25705002,"H25705-04-01",1218.6240234375
257050402,1,1,0.180000007152557,0.25,25705009,1,,1,1,2,2012,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,4,25705004,25705009,2,,,25705004,25705009,"H25705-04-02",1218.6240234375
257060401,1,1,,1,25706002,2,1,3,1,1,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,1,,,2,25706001,25706002,25706001,25706002,"H25706-04-01",609.31201171875
257060402,1,1,1.96000003814697,2.5,25706012,1,,1,1,2,1994,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25706012,25706013,2,,,25706012,25706013,"H25706-04-02",609.31201171875
257080401,1,1,0.409999996423721,0.5,25708002,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25708001,25708002,2,,,25708001,25708002,"H25708-04-01",2437.248046875
257080401,2,1,,1,25708002,2,1,4,1,1,1975,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,25708001,25708002,2,,,25708001,25708002,"H25708-04-01",2437.248046875
257090401,1,1,,2,25709001,2,4,1,1,2,1964,1,2,2,9999,,,,80,80,1,2,2,4,1,1,6,8,1,,,2,25709001,25709002,25709001,25709002,"H25709-04-01",2437.248046875
257090401,2,1,,1.5,25709001,2,4,2,1,1,1964,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25709001,,2,,,25709001,25709002,"H25709-04-01",2437.248046875
259020401,1,1,,2,25902002,2,2,2,1,2,999,1,2,2,9999,,,,60,60,1,1,2,3,2,,,,4,25902001,25902002,2,,,25902001,25902002,"H25902-04-01",2437.24829101563
259020401,2,1,,0.200000002980232,25902002,2,2,3,1,1,2001,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,25902001,25902002,2,,,25902001,25902002,"H25902-04-01",2437.24829101563
259020401,3,1,,0.300000011920929,25902002,2,2,3,1,1,2000,2,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25902001,25902002,2,,,25902001,25902002,"H25902-04-01",2437.24829101563
259030401,1,1,4.71999979019165,4,25903001,1,,1,1,2,999,1,2,2,9999,,,,90,90,1,2,2,3,2,,,,4,25903001,25903007,2,,,25903001,25903007,"H25903-04-01",487.449645996094
259030402,1,1,0.159999996423721,0.300000011920929,25903013,1,,1,2,2,999,1,2,2,9999,,,,90,100,1,2,2,3,2,,,,4,25903013,25903014,2,,,25903013,25903014,"H25903-04-02",487.449645996094
259030404,1,1,0.189999997615814,0.200000002980232,25903031,1,,1,1,2,2013,1,5,2,9999,,,,,100,3,2,2,3,2,,,,4,25903031,25903025,2,,,25903025,25903031,"H25903-04-04",487.449645996094
259030404,2,1,,0.5,25903031,2,1,2,1,1,2012,1,2,2,9999,,,,100,100,2,2,2,3,2,,,,4,25903031,25903025,2,,,25903025,25903031,"H25903-04-04",487.449645996094
259040401,1,1,1.88999998569489,2,25904001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,25904001,25904002,2,,,25904001,25904002,"H25904-04-01",2437.24829101563
259050401,1,1,1.17999994754791,1,25905002,1,,1,1,1,1980,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,25905001,25905002,2,,,25905001,25905002,"H25905-04-01",2437.24829101563
259050401,2,1,,0.5,25905002,2,4,2,1,1,2000,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,25905001,25905002,2,,,25905001,25905002,"H25905-04-01",2437.24829101563
259060401,1,1,3.59999990463257,4,25906002,1,,1,1,2,1950,1,1,1,9999,,,,80,70,1,2,2,3,1,1,7,8,4,25906001,,2,,,25906001,25906002,"H25906-04-01",1218.62414550781
259060402,1,1,,3,25906009,2,4,1,1,1,1970,1,1,1,9999,,,,50,50,1,2,2,3,2,,,,4,25906009,,2,,,25906009,25906003,"H25906-04-02",1218.62414550781
259070401,1,1,2.41000008583069,5,25907006,1,,1,1,2,999,2,2,2,9999,,,,50,50,1,2,2,3,2,,,,4,25907001,25907006,2,,,25907001,25907006,"H25907-04-01",2437.24829101563
259080401,2,1,0.980000019073486,0.75,25908001,1,,1,1,2,1970,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,25908001,,2,,,25908001,25908002,"H25908-04-01",2437.24829101563
259090401,1,1,1.42999994754791,1,25909002,1,,1,1,2,999,1,2,2,9999,,,,80,100,1,2,2,3,2,,,,4,25909001,25909002,2,,,25909001,25909002,"H25909-04-01",2437.24829101563
259090401,2,1,0.629999995231628,0.699999988079071,25909002,1,,1,1,2,999,1,5,1,2012,0,3,,,80,1,2,2,2,2,,,,4,25909001,25909002,2,,,25909001,25909002,"H25909-04-01",2437.24829101563
259100401,1,1,3.90000009536743,2,25910008,1,,1,1,2,1960,1,2,2,9999,,,,80,80,1,1,2,3,2,,,,4,25910007,25910008,2,,,25910007,25910008,"H25910-04-01",812.416076660156
260090401,1,1,,6,26009004,2,1,4,1,1,1982,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,26009004,26009005,2,,,26009004,26009005,"H26009-04-01",573.915710449219
260100401,2,1,,0.5,26010002,2,2,1,1,2,1963,1,1,1,9999,,,,100,100,2,2,2,2,2,,,,4,26010001,26010002,2,,,26010001,26010002,"H26010-04-01",3443.49438476563
261020402,1,1,0.620000004768372,0.5,26102001,1,,1,1,2,1997,1,2,2,9999,,,,100,100,2,2,2,1,2,,,,4,26102001,26102002,1,,,26102001,26102002,"H26102-04-02",3443.49487304688
261020402,2,1,0.5,0.5,26102001,1,,1,1,2,1997,1,1,1,9999,,,,100,100,2,2,2,1,2,,,,4,26102001,26102002,1,,,26102001,26102002,"H26102-04-02",3443.49487304688
261060401,1,1,,1,26106002,2,1,3,4,2,999,1,5,1,9999,,,,,100,2,1,2,2,2,,,,4,26106001,26106002,2,,,26106001,26106002,"H26106-04-01",1721.74743652344
261070401,1,1,0.920000016689301,1,26107001,1,,1,1,2,1983,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,26107001,,2,,,26107001,,"H26107-04-01",3443.49487304688
261080401,1,1,0.419999986886978,0.5,26108001,1,,1,1,2,1974,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,26108001,26108003,26108001,26108003,"H26108-04-01",3443.49487304688
