"id_hh","id_ind","ind_sex","ind_position","ind_age","ind_marital_status","ind_years_in_location","n_ind_household","ind_permanent","n_child_15","n_child_5"
"H12509-04-01","P12509-006",1,3,12,5,100,10,1,4,2
"H12509-04-01","P12509-008",2,3,7,NA,100,10,1,4,2
"H12509-04-01","P12509-009",2,3,4,NA,100,10,1,4,2
"H12509-04-01","P12509-016",1,3,2,NA,100,10,1,4,2
"H12509-04-01","P12509-022",2,3,NA,NA,NA,10,1,4,2
"H12510-04-01","P12510-001",1,2,45,2,100,13,1,6,2
"H12510-04-01","P12510-002",2,1,43,2,100,13,1,6,2
"H12510-04-01","P12510-004",2,3,23,5,100,13,1,6,2
"H12510-04-01","P12510-005",2,3,18,5,100,13,1,6,2
"H12510-04-01","P12510-006",1,3,17,5,100,13,1,6,2
"H12510-04-01","P12510-007",2,3,14,5,100,13,1,6,2
"H12510-04-01","P12510-008",1,3,12,5,100,13,1,6,2
"H12510-04-01","P12510-009",2,3,7,NA,100,13,1,6,2
"H12510-04-01","P12510-010",1,3,5,NA,100,13,1,6,2
"H12510-04-01","P12510-011",1,4,2,NA,100,13,1,6,2
"H12510-04-01","P12510-012",2,3,1,NA,100,13,1,6,2
"H12510-04-01","P12510-013",2,5,85,4,65,13,1,6,2
"H12510-04-01","P12510-014",1,3,20,5,100,13,2,6,2
"H12512-04-01","P12512-001",2,1,47,4,32,5,1,1,1
"H12512-04-01","P12512-002",1,3,23,5,100,5,2,1,1
"H12512-04-01","P12512-003",1,3,18,5,100,5,1,1,1
"H12512-04-01","P12512-004",2,3,15,5,100,5,2,1,1
"H12512-04-01","P12512-008",2,4,4,NA,100,5,1,1,1
"H12601-04-01","P12601-001",2,1,79,4,73,3,1,1,0
"H12601-04-01","P12601-007",2,4,16,5,100,3,1,1,0
"H12601-04-01","P12601-008",2,4,9,NA,100,3,2,1,0
"H12603-04-01","P12603-001",1,2,40,2,100,5,1,3,1
"H12603-04-01","P12603-002",2,1,36,2,19,5,1,3,1
"H12603-04-01","P12603-006",2,3,12,5,100,5,1,3,1
"H12603-04-01","P12603-008",2,3,6,NA,100,5,1,3,1
"H12603-04-01","P12603-010",2,3,0,NA,100,5,1,3,1
"H12604-04-01","P12604-001",1,1,48,1,100,6,1,4,3
"H12604-04-01","P12604-009",2,2,23,1,4,6,1,4,3
"H12604-04-01","P12604-010",2,3,4,NA,4,6,1,4,3
"H12604-04-01","P12604-011",2,3,2,NA,100,6,1,4,3
"H12604-04-01","P12604-013",2,3,0,NA,NA,6,1,4,3
"H12604-04-01","P12604-014",2,6,11,5,NA,6,2,4,3
"H12605-04-01","P12605-001",1,1,39,1,13,10,1,8,2
"H12605-04-01","P12605-002",2,2,37,1,13,10,1,8,2
"H12605-04-01","P12605-003",2,3,14,5,100,10,1,8,2
"H12605-04-01","P12605-004",2,3,14,5,100,10,1,8,2
"H12605-04-01","P12605-005",1,3,12,5,100,10,1,8,2
"H12605-04-01","P12605-006",2,3,7,NA,100,10,1,8,2
"H12605-04-01","P12605-007",2,3,5,NA,100,10,1,8,2
"H12605-04-01","P12605-008",2,8,12,5,4,10,1,8,2
"H12605-04-01","P12605-009",2,3,2,NA,100,10,1,8,2
"H12605-04-01","P12605-010",1,3,0,NA,100,10,2,8,2
"H12606-04-01","P12606-001",2,1,60,2,44,6,1,4,2
"H12606-04-01","P12606-004",1,3,14,5,100,6,1,4,2
"H12606-04-01","P12606-008",2,4,5,NA,100,6,1,4,2
"H12606-04-01","P12606-011",1,4,18,5,100,6,1,4,2
"H12606-04-01","P12606-012",1,4,4,NA,100,6,1,4,2
"H12606-04-01","P12606-013",2,4,1,NA,100,6,1,4,2
"H12606-04-02","P12606-002",1,1,21,1,100,4,1,2,2
"H12606-04-02","P12606-014",2,2,18,1,100,4,1,2,2
"H12606-04-02","P12606-015",1,3,1,NA,100,4,1,2,2
"H12606-04-02","P12606-016",2,3,0,NA,100,4,2,2,2
"H12607-04-01","P12607-002",1,4,17,5,100,3,1,0,0
"H12607-04-01","P12607-004",1,1,85,1,56,3,1,0,0
"H12607-04-01","P12607-005",2,2,81,1,56,3,1,0,0
"H12609-04-01","P12609-001",1,1,39,5,100,1,1,0,0
"H12610-04-01","P12610-001",2,1,49,2,100,3,1,1,0
"H12610-04-01","P12610-002",1,2,49,2,100,3,2,1,0
"H12610-04-01","P12610-004",1,3,10,5,100,3,1,1,0
"H12610-04-02","P12610-003",2,2,21,1,5,4,1,2,2
"H12610-04-02","P12610-009",1,1,30,1,10,4,1,2,2
"H12610-04-02","P12610-010",1,3,2,NA,100,4,1,2,2
"H12610-04-02","P12610-011",1,3,0,NA,100,4,2,2,2
"H12611-04-01","P12611-001",1,1,46,2,100,6,1,3,1
"H12611-04-01","P12611-002",2,2,26,2,10,6,1,3,1
"H12611-04-01","P12611-003",1,3,19,5,100,6,1,3,1
"H12611-04-01","P12611-006",2,3,6,NA,100,6,1,3,1
"H12611-04-01","P12611-007",1,3,12,5,100,6,1,3,1
"H12611-04-01","P12611-008",1,3,1,NA,100,6,1,3,1
"H12701-04-01","P12701-001",2,1,38,3,1,7,1,4,1
"H12701-04-01","P12701-003",1,3,18,5,1,7,2,4,1
"H12701-04-01","P12701-004",2,3,14,5,1,7,2,4,1
"H12701-04-01","P12701-005",1,3,12,5,1,7,1,4,1
"H12701-04-01","P12701-006",2,3,6,NA,1,7,1,4,1
"H12701-04-01","P12701-020",2,3,3,NA,1,7,1,4,1
"H12701-04-01","P12701-021",1,2,50,2,1,7,1,4,1
"H12701-04-02","P12701-007",2,1,31,3,3,2,1,1,0
"H12701-04-02","P12701-008",2,3,7,NA,3,2,1,1,0
"H12703-04-01","P12703-001",2,1,53,3,19,5,1,0,0
"H12703-04-01","P12703-002",1,3,22,5,9,5,1,0,0
"H12703-04-01","P12703-003",2,3,19,5,9,5,1,0,0
"H12703-04-01","P12703-004",2,4,16,5,100,5,1,0,0
"H12703-04-01","P12703-007",2,5,75,4,1,5,1,0,0
"H12704-04-01","P12704-001",1,1,64,2,100,11,1,2,0
"H12704-04-01","P12704-002",2,2,51,1,100,11,1,2,0
"H12704-04-01","P12704-003",1,3,27,5,100,11,1,2,0
"H12704-04-01","P12704-004",2,3,24,5,100,11,1,2,0
"H12704-04-01","P12704-005",1,3,21,5,100,11,1,2,0
"H12704-04-01","P12704-006",1,3,17,5,100,11,1,2,0
"H12704-04-01","P12704-007",2,3,14,5,100,11,1,2,0
"H12704-04-01","P12704-008",1,4,16,5,7,11,1,2,0
"H12704-04-01","P12704-009",2,4,12,5,100,11,1,2,0
"H12704-04-01","P12704-011",2,3,34,4,24,11,1,2,0
"H12704-04-01","P12704-012",1,4,NA,NA,NA,11,2,2,0
"H12705-04-01","P12705-001",2,1,36,3,100,9,1,5,2
"H12705-04-01","P12705-002",1,3,18,5,100,9,1,5,2
"H12705-04-01","P12705-003",1,3,15,5,100,9,1,5,2
"H12705-04-01","P12705-004",1,3,13,5,100,9,2,5,2
"H12705-04-01","P12705-005",2,3,11,5,100,9,1,5,2
"H12705-04-01","P12705-006",1,3,8,NA,100,9,1,5,2
"H12705-04-01","P12705-007",2,3,4,NA,100,9,1,5,2
"H12705-04-01","P12705-008",2,8,19,5,100,9,1,5,2
"H12705-04-01","P12705-009",2,3,0,NA,100,9,1,5,2
"H12706-04-01","P12706-001",1,1,55,2,3,6,1,4,2
"H12706-04-01","P12706-002",2,2,29,2,3,6,1,4,2
"H12706-04-01","P12706-003",1,3,10,5,3,6,1,4,2
"H12706-04-01","P12706-004",1,3,7,NA,3,6,1,4,2
"H12706-04-01","P12706-005",2,3,3,NA,3,6,1,4,2
"H12706-04-01","P12706-006",1,3,0,NA,100,6,2,4,2
"H12707-04-01","P12707-001",2,1,63,4,40,4,1,1,0
"H12707-04-01","P12707-002",1,4,19,5,100,4,1,1,0
"H12707-04-01","P12707-003",1,4,14,5,100,4,1,1,0
"H12707-04-01","P12707-004",1,4,15,5,100,4,1,1,0
"H12708-04-01","P12708-001",2,1,50,2,100,7,1,3,0
"H12708-04-01","P12708-003",2,4,14,5,100,7,1,3,0
"H12708-04-01","P12708-004",2,4,13,5,100,7,1,3,0
"H12708-04-01","P12708-005",1,8,21,5,100,7,1,3,0
"H12708-04-01","P12708-006",1,8,17,5,100,7,1,3,0
"H12708-04-01","P12708-010",2,4,6,NA,100,7,1,3,0
"H12708-04-01","P12708-013",1,8,17,5,100,7,2,3,0
"H12709-04-01","P12709-001",1,1,44,2,100,8,1,5,2
"H12709-04-01","P12709-002",2,2,38,2,100,8,1,5,2
"H12709-04-01","P12709-004",1,3,16,5,100,8,1,5,2
"H12709-04-01","P12709-005",2,3,13,5,100,8,1,5,2
"H12709-04-01","P12709-006",2,3,11,5,100,8,1,5,2
"H12709-04-01","P12709-007",2,3,8,NA,100,8,1,5,2
"H12709-04-01","P12709-008",1,3,4,NA,100,8,1,5,2
"H12709-04-01","P12709-010",2,3,0,NA,100,8,1,5,2
"H12710-04-01","P12710-001",2,1,52,4,31,5,1,2,0
"H12710-04-01","P12710-004",1,3,20,5,100,5,2,2,0
"H12710-04-01","P12710-005",2,8,11,5,6,5,1,2,0
"H12710-04-01","P12710-007",2,7,14,5,3,5,1,2,0
"H12710-04-01","P12710-009",2,7,20,5,0,5,1,2,0
"H12805-04-01","P12805-001",2,1,48,3,100,5,1,1,0
"H12805-04-01","P12805-008",2,3,17,5,100,5,2,1,0
"H12805-04-01","P12805-009",2,3,15,5,100,5,2,1,0
"H12805-04-01","P12805-012",1,3,12,5,100,5,2,1,0
"H12805-04-01","P12805-016",1,7,15,5,100,5,1,1,0
"H12805-04-02","P12805-003",1,1,27,1,4,3,1,1,1
"H12805-04-02","P12805-017",2,2,23,1,3,3,1,1,1
"H12805-04-02","P12805-018",2,3,1,NA,100,3,1,1,1
"H12806-04-01","P12806-001",1,1,68,1,29,2,1,0,0
"H12806-04-01","P12806-002",2,2,54,1,29,2,1,0,0
"H12808-04-01","P12808-001",1,1,40,1,100,9,1,4,1
"H12808-04-01","P12808-002",2,2,38,1,19,9,1,4,1
"H12808-04-01","P12808-003",1,3,17,5,100,9,1,4,1
"H12808-04-01","P12808-004",1,3,14,5,100,9,1,4,1
"H12808-04-01","P12808-005",2,3,12,5,100,9,2,4,1
"H12808-04-01","P12808-007",2,3,6,NA,100,9,1,4,1
"H12808-04-01","P12808-008",1,6,20,5,100,9,1,4,1
"H12808-04-01","P12808-009",2,8,91,4,71,9,1,4,1
"H12808-04-01","P12808-010",1,3,2,NA,100,9,1,4,1
"H12809-04-01","P12809-001",1,1,61,1,19,6,1,3,0
"H12809-04-01","P12809-002",2,2,56,1,100,6,1,3,0
"H12809-04-01","P12809-003",2,3,20,5,100,6,1,3,0
"H12809-04-01","P12809-004",2,4,5,NA,100,6,1,3,0
"H12809-04-01","P12809-005",2,4,9,NA,100,6,1,3,0
"H12809-04-01","P12809-008",2,4,13,5,100,6,2,3,0
"H12809-04-02","P12809-007",1,1,21,1,100,4,1,2,2
"H12809-04-02","P12809-009",2,2,20,1,3,4,1,2,2
"H12809-04-02","P12809-010",1,3,2,NA,100,4,1,2,2
"H12809-04-02","P12809-011",2,3,0,NA,100,4,1,2,2
"H12809-04-03","P12809-006",1,1,23,1,100,4,1,2,2
"H12809-04-03","P12809-012",2,2,21,1,4,4,1,2,2
"H12809-04-03","P12809-013",2,3,0,NA,100,4,1,2,2
"H12809-04-03","P12809-014",1,3,3,NA,100,4,1,2,2
"H12810-04-01","P12810-001",1,1,76,1,100,3,1,1,0
"H12810-04-01","P12810-002",2,2,56,1,27,3,1,1,0
"H12810-04-01","P12810-005",2,4,6,NA,1,3,1,1,0
"H12811-04-01","P12811-002",2,1,45,4,12,6,1,5,0
"H12811-04-01","P12811-003",1,3,12,5,100,6,1,5,0
"H12811-04-01","P12811-004",2,3,9,NA,100,6,2,5,0
"H12811-04-01","P12811-005",1,3,5,NA,100,6,1,5,0
"H12811-04-01","P12811-006",2,4,8,NA,5,6,1,5,0
"H12811-04-01","P12811-007",2,3,10,5,100,6,2,5,0
"H12812-04-01","P12812-002",2,3,26,3,10,8,1,3,2
"H12812-04-01","P12812-006",1,4,8,NA,3,8,1,3,2
"H12812-04-01","P12812-007",1,4,3,NA,100,8,1,3,2
"H12812-04-01","P12812-008",1,4,1,NA,100,8,1,3,2
"H12812-04-01","P12812-009",2,1,51,4,26,8,1,3,2
"H12812-04-01","P12812-010",1,3,22,5,100,8,1,3,2
"H12812-04-01","P12812-011",1,3,19,5,100,8,1,3,2
"H12812-04-01","P12812-012",1,3,17,5,100,8,1,3,2
"H12901-04-01","P12901-001",1,1,35,1,100,6,1,4,3
"H12901-04-01","P12901-002",2,2,27,1,100,6,1,4,3
"H12901-04-01","P12901-003",1,3,4,NA,100,6,1,4,3
"H12901-04-01","P12901-004",2,8,5,NA,0,6,1,4,3
"H12901-04-01","P12901-006",1,3,2,NA,100,6,1,4,3
"H12901-04-01","P12901-007",1,3,0,NA,100,6,1,4,3
"H12902-04-02","P12902-001",2,1,40,4,25,8,1,6,3
"H12902-04-02","P12902-004",2,3,14,5,100,8,1,6,3
"H12902-04-02","P12902-005",1,3,12,5,100,8,1,6,3
"H12902-04-02","P12902-007",1,3,4,NA,100,8,1,6,3
"H12902-04-02","P12902-009",1,4,4,NA,NA,8,2,6,3
"H12902-04-02","P12902-010",1,4,4,NA,NA,8,2,6,3
"H12902-04-02","P12902-011",2,3,25,3,NA,8,2,6,3
"H12902-04-02","P12902-012",1,3,10,5,NA,8,1,6,3
"H12903-04-01","P12903-001",1,1,48,2,100,10,1,4,1
"H12903-04-01","P12903-002",2,2,40,2,25,10,1,4,1
"H12903-04-01","P12903-004",1,3,21,5,100,10,1,4,1
"H12903-04-01","P12903-005",2,3,19,5,100,10,2,4,1
"H12903-04-01","P12903-006",2,7,17,5,100,10,2,4,1
"H12903-04-01","P12903-007",1,3,16,5,100,10,2,4,1
"H12903-04-01","P12903-008",1,3,13,5,100,10,2,4,1
"H12903-04-01","P12903-009",2,3,11,5,100,10,1,4,1
"H12903-04-01","P12903-010",1,3,6,NA,100,10,1,4,1
"H12903-04-01","P12903-011",2,3,4,NA,100,10,1,4,1
"H12904-04-01","P12904-001",1,1,41,1,100,8,1,2,0
"H12904-04-01","P12904-002",2,2,37,1,15,8,1,2,0
"H12904-04-01","P12904-003",2,3,20,5,100,8,1,2,0
"H12904-04-01","P12904-004",1,3,18,5,100,8,1,2,0
"H12904-04-01","P12904-005",2,3,16,5,100,8,1,2,0
"H12904-04-01","P12904-006",1,3,12,5,100,8,1,2,0
"H12904-04-01","P12904-007",2,3,8,NA,100,8,1,2,0
"H12904-04-01","P12904-011",1,6,42,3,100,8,1,2,0
"H12905-04-01","P12905-001",2,1,61,3,40,5,1,2,0
"H12905-04-01","P12905-002",1,3,27,5,100,5,1,2,0
"H12905-04-01","P12905-006",2,7,13,5,11,5,1,2,0
"H12905-04-01","P12905-008",2,4,6,NA,4,5,1,2,0
"H12905-04-01","P12905-012",2,3,17,5,7,5,2,2,0
"H12905-04-02","P12905-003",2,1,24,2,100,3,1,1,1
"H12905-04-02","P12905-013",1,2,32,2,7,3,1,1,1
"H12905-04-02","P12905-014",1,3,0,NA,100,3,1,1,1
"H12906-04-01","P12906-001",1,1,42,1,100,8,1,5,1
"H12906-04-01","P12906-002",2,2,33,1,13,8,1,5,1
"H12906-04-01","P12906-003",1,3,15,5,100,8,1,5,1
"H12906-04-01","P12906-004",1,3,9,NA,100,8,1,5,1
"H12906-04-01","P12906-005",2,3,7,NA,100,8,1,5,1
"H12906-04-01","P12906-008",2,3,13,5,100,8,1,5,1
"H12906-04-01","P12906-009",2,3,2,NA,100,8,1,5,1
"H12906-04-01","P12906-010",2,3,11,5,100,8,1,5,1
"H12907-04-01","P12907-001",2,1,62,4,13,6,1,4,0
"H12907-04-01","P12907-002",1,4,24,3,13,6,1,4,0
"H12907-04-01","P12907-004",1,4,14,5,11,6,1,4,0
"H12907-04-01","P12907-005",1,4,10,NA,6,6,1,4,0
"H12907-04-01","P12907-006",2,4,9,NA,8,6,1,4,0
"H12907-04-01","P12907-007",1,4,8,NA,7,6,1,4,0
"H12908-04-01","P12908-001",1,1,41,1,100,6,1,4,2
"H12908-04-01","P12908-002",2,2,31,1,15,6,1,4,2
"H12908-04-01","P12908-006",1,3,10,5,100,6,1,4,2
"H12908-04-01","P12908-007",2,3,7,NA,100,6,1,4,2
"H12908-04-01","P12908-009",2,3,3,NA,100,6,1,4,2
"H12908-04-01","P12908-011",1,3,0,NA,100,6,2,4,2
"H12909-04-02","P12909-001",1,1,41,1,100,9,1,5,3
"H12909-04-02","P12909-004",1,3,15,5,100,9,1,5,3
"H12909-04-02","P12909-008",1,3,9,NA,100,9,1,5,3
"H12909-04-02","P12909-009",2,2,27,1,9,9,1,5,3
"H12909-04-02","P12909-010",2,3,8,NA,100,9,1,5,3
"H12909-04-02","P12909-011",2,3,4,NA,100,9,1,5,3
"H12909-04-02","P12909-012",2,3,4,NA,100,9,1,5,3
"H12909-04-02","P12909-013",1,3,1,NA,100,9,1,5,3
"H12909-04-02","P12909-014",2,3,NA,NA,NA,9,2,5,3
"H12910-04-01","P12910-001",1,1,62,2,100,21,1,12,4
"H12910-04-01","P12910-002",2,2,61,1,100,21,1,12,4
"H12910-04-01","P12910-003",1,3,37,1,100,21,1,12,4
"H12910-04-01","P12910-004",2,8,26,1,100,21,1,12,4
"H12910-04-01","P12910-005",1,3,20,5,100,21,1,12,4
"H12910-04-01","P12910-006",2,3,19,5,100,21,1,12,4
"H12910-04-01","P12910-007",2,3,19,5,100,21,1,12,4
"H12910-04-01","P12910-008",2,3,15,5,100,21,1,12,4
"H12910-04-01","P12910-009",2,3,13,5,100,21,1,12,4
"H12910-04-01","P12910-010",1,4,12,5,100,21,1,12,4
"H12910-04-01","P12910-011",1,4,11,5,100,21,1,12,4
"H12910-04-01","P12910-012",2,4,7,NA,100,21,1,12,4
"H12910-04-01","P12910-013",1,4,7,NA,100,21,1,12,4
"H12910-04-01","P12910-014",2,4,7,NA,100,21,1,12,4
"H12910-04-01","P12910-015",2,4,5,NA,100,21,1,12,4
"H12910-04-01","P12910-016",1,4,4,NA,100,21,1,12,4
"H12910-04-01","P12910-017",2,4,4,NA,100,21,1,12,4
"H12910-04-01","P12910-018",1,10,17,5,100,21,1,12,4
"H12910-04-01","P12910-019",1,4,1,NA,100,21,1,12,4
"H12910-04-01","P12910-020",2,4,1,NA,100,21,1,12,4
"H12910-04-01","P12910-021",2,10,8,NA,100,21,1,12,4
"H13002-04-01","P13002-001",1,1,42,2,100,13,1,9,2
"H13002-04-01","P13002-002",2,2,29,2,15,13,1,9,2
"H13002-04-01","P13002-003",2,3,11,5,100,13,1,9,2
"H13002-04-01","P13002-004",1,3,9,NA,100,13,1,9,2
"H13002-04-01","P13002-005",2,3,6,NA,100,13,1,9,2
"H13002-04-01","P13002-006",2,3,4,NA,100,13,1,9,2
"H13002-04-01","P13002-007",2,3,12,5,100,13,1,9,2
"H13002-04-01","P13002-008",1,3,16,5,5,13,1,9,2
"H13002-04-01","P13002-009",1,3,14,5,100,13,1,9,2
"H13002-04-01","P13002-010",1,3,2,NA,100,13,1,9,2
"H13002-04-01","P13002-011",2,7,13,5,1,13,1,9,2
"H13002-04-01","P13002-012",2,3,16,5,5,13,1,9,2
"H13002-04-01","P13002-013",1,7,13,5,5,13,1,9,2
"H13003-04-01","P13003-001",1,1,29,1,100,6,1,4,3
"H13003-04-01","P13003-002",2,2,22,1,6,6,1,4,3
"H13003-04-01","P13003-003",1,3,4,NA,100,6,1,4,3
"H13003-04-01","P13003-005",2,3,2,NA,100,6,1,4,3
"H13003-04-01","P13003-006",2,3,10,5,100,6,1,4,3
"H13003-04-01","P13003-007",2,3,0,NA,100,6,2,4,3
"H13004-04-01","P13004-001",1,1,53,1,24,14,1,5,1
"H13004-04-01","P13004-002",2,2,45,1,24,14,1,5,1
"H13004-04-01","P13004-003",1,3,22,1,100,14,1,5,1
"H13004-04-01","P13004-004",1,3,17,5,100,14,1,5,1
"H13004-04-01","P13004-005",1,3,15,5,100,14,1,5,1
"H13004-04-01","P13004-006",2,3,12,5,100,14,1,5,1
"H13004-04-01","P13004-007",2,8,70,3,30,14,1,5,1
"H13004-04-01","P13004-008",2,6,40,3,100,14,1,5,1
"H13004-04-01","P13004-009",1,3,9,NA,100,14,1,5,1
"H13004-04-01","P13004-010",2,4,7,NA,100,14,1,5,1
"H13004-04-01","P13004-011",2,7,12,5,100,14,1,5,1
"H13004-04-01","P13004-013",2,8,16,1,2,14,1,5,1
"H13004-04-01","P13004-014",2,4,1,NA,100,14,1,5,1
"H13004-04-01","P13004-015",2,7,24,5,100,14,1,5,1
"H13005-04-01","P13005-002",2,1,48,3,100,1,1,0,0
"H13006-04-01","P13006-002",2,3,32,3,100,14,1,7,2
"H13006-04-01","P13006-005",2,4,9,NA,100,14,1,7,2
"H13006-04-01","P13006-006",2,4,7,NA,100,14,1,7,2
"H13006-04-01","P13006-007",2,4,4,NA,100,14,1,7,2
"H13006-04-01","P13006-011",1,1,80,1,100,14,1,7,2
"H13006-04-01","P13006-012",2,2,68,1,100,14,1,7,2
"H13006-04-01","P13006-013",1,3,28,1,100,14,1,7,2
"H13006-04-01","P13006-014",1,3,25,5,100,14,1,7,2
"H13006-04-01","P13006-015",1,4,18,5,100,14,1,7,2
"H13006-04-01","P13006-061",2,8,20,1,0,14,1,7,2
"H13006-04-01","P13006-065",2,4,0,NA,100,14,2,7,2
"H13006-04-01","P13006-066",1,4,12,5,100,14,1,7,2
"H13006-04-01","P13006-067",1,4,10,5,100,14,1,7,2
"H13006-04-01","P13006-068",1,4,7,NA,100,14,1,7,2
"H13006-04-02","P13006-022",1,1,38,1,100,14,1,10,4
"H13006-04-02","P13006-023",2,2,34,1,100,14,1,10,4
"H13006-04-02","P13006-024",2,3,14,5,100,14,1,10,4
"H13006-04-02","P13006-025",2,3,12,5,100,14,1,10,4
"H13006-04-02","P13006-026",1,3,10,5,100,14,1,10,4
"H13006-04-02","P13006-027",1,3,8,NA,100,14,1,10,4
"H13006-04-02","P13006-028",1,3,8,NA,100,14,1,10,4
"H13006-04-02","P13006-029",2,3,6,NA,100,14,1,10,4
"H13006-04-02","P13006-039",2,3,3,NA,100,14,1,10,4
"H13006-04-02","P13006-040",2,3,3,NA,100,14,1,10,4
"H13006-04-02","P13006-062",1,10,28,1,100,14,2,10,4
"H13006-04-02","P13006-063",2,10,19,1,100,14,2,10,4
"H13006-04-02","P13006-064",1,3,1,NA,100,14,2,10,4
"H13006-04-02","P13006-069",2,3,0,NA,100,14,2,10,4
"H13006-04-03","P13006-008",1,1,29,1,6,4,1,2,1
"H13006-04-03","P13006-009",2,2,23,1,6,4,1,2,1
"H13006-04-03","P13006-010",2,3,5,NA,100,4,1,2,1
"H13006-04-03","P13006-036",1,3,3,NA,100,4,1,2,1
"H13006-04-04","P13006-021",1,3,12,5,11,6,1,3,2
"H13006-04-04","P13006-058",1,1,68,1,11,6,1,3,2
"H13006-04-04","P13006-059",2,2,48,1,11,6,1,3,2
"H13006-04-04","P13006-060",1,3,16,5,11,6,1,3,2
"H13006-04-04","P13006-070",2,4,3,NA,100,6,1,3,2
"H13006-04-04","P13006-071",1,4,2,NA,100,6,1,3,2
"H13006-04-05","P13006-001",1,1,45,2,4,5,1,3,0
"H13006-04-05","P13006-004",2,3,11,5,3,5,1,3,0
"H13006-04-05","P13006-072",2,2,41,2,4,5,1,3,0
"H13006-04-05","P13006-073",1,3,13,5,4,5,1,3,0
"H13006-04-05","P13006-074",1,3,6,NA,4,5,1,3,0
"H13006-04-06","P13006-041",1,1,54,1,10,10,1,3,1
"H13006-04-06","P13006-042",2,2,48,1,10,10,1,3,1
"H13006-04-06","P13006-045",1,3,24,5,10,10,1,3,1
"H13006-04-06","P13006-046",1,3,21,5,10,10,2,3,1
"H13006-04-06","P13006-047",1,3,19,5,10,10,1,3,1
"H13006-04-06","P13006-048",2,3,17,5,10,10,2,3,1
"H13006-04-06","P13006-049",1,3,15,5,10,10,1,3,1
"H13006-04-06","P13006-050",1,3,10,5,100,10,1,3,1
"H13006-04-06","P13006-051",2,3,8,NA,100,10,1,3,1
"H13006-04-06","P13006-052",1,3,4,NA,100,10,1,3,1
"H13007-04-01","P13007-001",1,1,31,1,100,6,1,4,2
"H13007-04-01","P13007-002",2,2,28,1,10,6,1,4,2
"H13007-04-01","P13007-003",1,3,8,NA,100,6,1,4,2
"H13007-04-01","P13007-004",2,3,6,NA,100,6,1,4,2
"H13007-04-01","P13007-005",2,3,4,NA,100,6,1,4,2
"H13007-04-01","P13007-007",1,3,2,NA,100,6,1,4,2
"H13008-04-01","P13008-001",1,1,52,1,26,10,1,4,2
"H13008-04-01","P13008-002",2,2,42,1,26,10,1,4,2
"H13008-04-01","P13008-006",1,3,17,5,100,10,2,4,2
"H13008-04-01","P13008-007",1,3,15,5,100,10,2,4,2
"H13008-04-01","P13008-008",1,3,15,5,100,10,1,4,2
"H13008-04-01","P13008-009",2,3,9,NA,100,10,1,4,2
"H13008-04-01","P13008-010",2,3,7,NA,100,10,1,4,2
"H13008-04-01","P13008-011",2,5,4,NA,100,10,1,4,2
"H13008-04-01","P13008-012",2,3,16,5,100,10,2,4,2
"H13008-04-01","P13008-015",2,4,2,NA,100,10,1,4,2
"H13009-04-01","P13009-001",1,1,45,1,28,10,1,7,3
"H13009-04-01","P13009-002",2,2,40,1,20,10,1,7,3
"H13009-04-01","P13009-004",2,3,16,5,100,10,1,7,3
"H13009-04-01","P13009-005",2,3,14,5,100,10,1,7,3
"H13009-04-01","P13009-006",1,3,11,5,100,10,1,7,3
"H13009-04-01","P13009-007",2,3,9,NA,100,10,1,7,3
"H13009-04-01","P13009-008",1,3,7,NA,100,10,1,7,3
"H13009-04-01","P13009-009",2,3,4,NA,100,10,1,7,3
"H13009-04-01","P13009-010",1,3,3,NA,100,10,1,7,3
"H13009-04-01","P13009-012",1,3,0,NA,100,10,2,7,3
"H13010-04-01","P13010-001",1,1,67,1,18,8,1,4,0
"H13010-04-01","P13010-002",2,2,47,1,18,8,1,4,0
"H13010-04-01","P13010-005",2,3,19,5,100,8,1,4,0
"H13010-04-01","P13010-008",2,3,13,5,100,8,1,4,0
"H13010-04-01","P13010-009",2,3,9,NA,100,8,2,4,0
"H13010-04-01","P13010-010",2,4,6,NA,2,8,1,4,0
"H13010-04-01","P13010-011",2,3,18,5,100,8,2,4,0
"H13010-04-01","P13010-013",1,4,5,NA,100,8,1,4,0
"H13102-04-01","P13102-001",1,1,52,1,100,4,1,2,2
"H13102-04-01","P13102-002",2,2,28,1,7,4,1,2,2
"H13102-04-01","P13102-005",2,3,3,NA,100,4,1,2,2
"H13102-04-01","P13102-007",2,3,2,NA,100,4,1,2,2
"H13102-04-02","P13102-003",1,1,21,1,100,3,1,1,1
"H13102-04-02","P13102-008",2,2,17,1,2,3,1,1,1
"H13102-04-02","P13102-009",2,3,0,NA,100,3,1,1,1
"H13103-04-01","P13103-001",1,1,83,2,43,9,1,4,0
"H13103-04-01","P13103-002",2,2,67,2,43,9,1,4,0
"H13103-04-01","P13103-004",1,4,18,5,2,9,1,4,0
"H13103-04-01","P13103-005",1,4,17,5,7,9,1,4,0
"H13103-04-01","P13103-007",2,4,14,5,4,9,2,4,0
"H13103-04-01","P13103-011",1,4,13,5,6,9,1,4,0
"H13103-04-01","P13103-013",1,4,7,NA,2,9,1,4,0
"H13103-04-01","P13103-014",1,10,35,1,0,9,1,4,0
"H13103-04-01","P13103-015",2,10,10,5,0,9,1,4,0
"H13104-04-01","P13104-001",1,1,33,1,100,9,1,6,1
"H13104-04-01","P13104-003",2,3,10,5,100,9,1,6,1
