"id_hh","id_ind","ind_sex","ind_position","ind_age","ind_marital_status","ind_years_in_location","n_ind_household","ind_permanent","n_child_15","n_child_5"
"H23101-04-01","P23101-001",2,1,30,3,16,6,1,4,1
"H23101-04-01","P23101-002",1,3,15,5,100,6,1,4,1
"H23101-04-01","P23101-003",2,3,12,5,100,6,1,4,1
"H23101-04-01","P23101-004",2,3,9,NA,100,6,1,4,1
"H23101-04-01","P23101-005",2,3,7,NA,100,6,1,4,1
"H23101-04-01","P23101-006",2,3,3,NA,100,6,1,4,1
"H23102-04-01","P23102-001",1,1,36,1,100,9,1,6,2
"H23102-04-01","P23102-002",2,2,33,1,100,9,1,6,2
"H23102-04-01","P23102-003",2,3,12,5,100,9,1,6,2
"H23102-04-01","P23102-004",1,3,10,5,100,9,1,6,2
"H23102-04-01","P23102-005",2,3,8,NA,100,9,1,6,2
"H23102-04-01","P23102-006",2,3,6,NA,100,9,1,6,2
"H23102-04-01","P23102-007",1,3,4,NA,100,9,1,6,2
"H23102-04-01","P23102-008",1,3,2,NA,100,9,1,6,2
"H23102-04-01","P23102-009",1,3,NA,NA,NA,9,1,6,2
"H23103-04-01","P23103-001",1,1,35,1,100,6,1,4,2
"H23103-04-01","P23103-002",2,2,32,1,100,6,1,4,2
"H23103-04-01","P23103-004",2,3,8,NA,100,6,1,4,2
"H23103-04-01","P23103-005",2,3,6,NA,100,6,1,4,2
"H23103-04-01","P23103-006",1,3,3,NA,100,6,1,4,2
"H23103-04-01","P23103-007",2,3,0,NA,100,6,2,4,2
"H23103-04-02","P23103-003",2,2,16,1,1,3,1,0,0
"H23103-04-02","P23103-008",1,1,18,1,100,3,1,0,0
"H23103-04-02","P23103-009",1,3,NA,NA,NA,3,2,0,0
"H23104-04-01","P23104-001",2,1,44,4,24,6,1,4,1
"H23104-04-01","P23104-003",2,3,20,5,100,6,1,4,1
"H23104-04-01","P23104-005",2,3,13,5,100,6,1,4,1
"H23104-04-01","P23104-006",2,3,11,5,100,6,1,4,1
"H23104-04-01","P23104-007",1,3,7,NA,100,6,1,4,1
"H23104-04-01","P23104-008",2,4,1,NA,100,6,1,4,1
"H23104-04-02","P23104-004",2,2,17,1,0,3,2,0,0
"H23104-04-02","P23104-009",1,1,22,5,100,3,1,0,0
"H23104-04-02","P23104-010",1,3,NA,NA,NA,3,2,0,0
"H23105-04-01","P23105-001",2,1,42,2,100,7,1,4,1
"H23105-04-01","P23105-003",2,3,16,5,100,7,1,4,1
"H23105-04-01","P23105-004",1,3,13,5,100,7,1,4,1
"H23105-04-01","P23105-006",1,3,8,NA,100,7,1,4,1
"H23105-04-01","P23105-007",1,3,7,NA,100,7,1,4,1
"H23105-04-01","P23105-008",2,3,20,5,100,7,1,4,1
"H23105-04-01","P23105-010",2,3,2,NA,100,7,1,4,1
"H23106-04-01","P23106-001",1,1,47,1,100,3,1,0,0
"H23106-04-01","P23106-002",2,2,42,1,28,3,1,0,0
"H23106-04-01","P23106-004",1,3,17,1,100,3,1,0,0
"H23107-04-01","P23107-001",1,1,65,1,100,4,1,1,0
"H23107-04-01","P23107-002",2,2,53,1,100,4,1,1,0
"H23107-04-01","P23107-004",1,3,22,5,100,4,1,1,0
"H23107-04-01","P23107-007",2,4,5,NA,100,4,1,1,0
"H23108-04-01","P23108-001",1,1,36,1,100,7,1,5,1
"H23108-04-01","P23108-002",2,2,34,1,15,7,1,5,1
"H23108-04-01","P23108-004",1,3,14,5,100,7,1,5,1
"H23108-04-01","P23108-005",2,3,11,5,100,7,1,5,1
"H23108-04-01","P23108-006",2,3,8,NA,100,7,1,5,1
"H23108-04-01","P23108-007",2,3,5,NA,100,7,1,5,1
"H23108-04-01","P23108-008",1,3,3,NA,100,7,1,5,1
"H23109-04-01","P23109-001",1,1,54,1,100,12,1,6,1
"H23109-04-01","P23109-002",2,2,45,1,31,12,1,6,1
"H23109-04-01","P23109-004",1,3,22,1,100,12,1,6,1
"H23109-04-01","P23109-005",2,3,19,5,100,12,1,6,1
"H23109-04-01","P23109-006",2,3,17,5,100,12,1,6,1
"H23109-04-01","P23109-007",1,3,14,5,100,12,1,6,1
"H23109-04-01","P23109-008",1,3,12,5,100,12,1,6,1
"H23109-04-01","P23109-009",1,3,10,5,100,12,1,6,1
"H23109-04-01","P23109-010",1,3,10,5,100,12,1,6,1
"H23109-04-01","P23109-011",1,3,3,NA,100,12,1,6,1
"H23109-04-01","P23109-014",2,3,28,5,23,12,1,6,1
"H23109-04-01","P23109-015",1,4,5,NA,100,12,1,6,1
"H23109-04-02","P23109-003",1,1,25,5,2,1,1,0,0
"H23109-04-03","P23109-017",1,1,30,1,6,3,1,1,0
"H23109-04-03","P23109-018",2,3,8,NA,6,3,1,1,0
"H23109-04-03","P23109-020",2,2,27,1,6,3,1,1,0
"H23110-04-01","P23110-001",1,1,36,1,100,6,1,4,1
"H23110-04-01","P23110-002",2,2,28,1,100,6,1,4,1
"H23110-04-01","P23110-003",2,3,9,NA,100,6,1,4,1
"H23110-04-01","P23110-004",2,3,7,NA,100,6,1,4,1
"H23110-04-01","P23110-005",1,3,5,NA,100,6,1,4,1
"H23110-04-01","P23110-007",1,3,1,NA,100,6,1,4,1
"H23301-04-01","P23301-001",1,1,36,1,100,7,1,5,1
"H23301-04-01","P23301-002",2,2,32,1,100,7,1,5,1
"H23301-04-01","P23301-003",1,3,13,5,100,7,1,5,1
"H23301-04-01","P23301-004",1,3,11,5,100,7,1,5,1
"H23301-04-01","P23301-005",2,3,9,NA,100,7,1,5,1
"H23301-04-01","P23301-006",2,3,6,NA,100,7,1,5,1
"H23301-04-01","P23301-007",2,3,2,NA,100,7,1,5,1
"H23302-04-01","P23302-001",1,1,62,1,100,10,1,6,2
"H23302-04-01","P23302-002",2,2,43,1,16,10,1,6,2
"H23302-04-01","P23302-003",1,3,20,1,16,10,2,6,2
"H23302-04-01","P23302-004",2,3,17,5,16,10,1,6,2
"H23302-04-01","P23302-005",1,3,14,5,100,10,1,6,2
"H23302-04-01","P23302-006",1,3,11,5,100,10,1,6,2
"H23302-04-01","P23302-007",1,3,9,NA,100,10,1,6,2
"H23302-04-01","P23302-008",1,3,5,NA,100,10,1,6,2
"H23302-04-01","P23302-009",2,3,2,NA,100,10,1,6,2
"H23302-04-01","P23302-010",1,3,2,NA,100,10,1,6,2
"H23303-04-01","P23303-001",2,1,56,2,100,12,1,5,1
"H23303-04-01","P23303-002",1,6,24,1,100,12,1,5,1
"H23303-04-01","P23303-003",2,3,19,5,100,12,1,5,1
"H23303-04-01","P23303-004",2,6,11,5,100,12,1,5,1
"H23303-04-01","P23303-005",1,3,16,5,100,12,1,5,1
"H23303-04-01","P23303-006",2,4,8,NA,100,12,1,5,1
"H23303-04-01","P23303-008",2,6,27,1,100,12,1,5,1
"H23303-04-01","P23303-009",1,8,29,1,100,12,1,5,1
"H23303-04-01","P23303-010",2,4,10,5,100,12,1,5,1
"H23303-04-01","P23303-011",1,4,5,NA,100,12,1,5,1
"H23303-04-01","P23303-012",1,4,3,NA,100,12,1,5,1
"H23303-04-01","P23303-014",2,3,30,2,100,12,1,5,1
"H23304-04-01","P23304-001",2,1,57,2,100,8,1,3,0
"H23304-04-01","P23304-002",2,3,30,2,100,8,1,3,0
"H23304-04-01","P23304-003",1,3,27,2,100,8,1,3,0
"H23304-04-01","P23304-004",1,3,20,5,100,8,1,3,0
"H23304-04-01","P23304-005",1,3,17,5,100,8,1,3,0
"H23304-04-01","P23304-006",1,3,14,5,100,8,1,3,0
"H23304-04-01","P23304-007",2,3,11,5,100,8,1,3,0
"H23304-04-01","P23304-008",2,3,7,NA,100,8,1,3,0
"H23306-04-01","P23306-001",2,1,83,4,100,3,1,1,0
"H23306-04-01","P23306-002",2,4,19,5,100,3,1,1,0
"H23306-04-01","P23306-003",1,4,12,5,100,3,1,1,0
"H23307-04-01","P23307-003",2,4,2,NA,100,5,1,3,2
"H23307-04-01","P23307-005",2,1,63,4,100,5,1,3,2
"H23307-04-01","P23307-006",2,3,25,2,100,5,1,3,2
"H23307-04-01","P23307-010",1,3,14,5,100,5,1,3,2
"H23307-04-01","P23307-013",1,4,0,NA,100,5,2,3,2
"H23308-04-01","P23308-001",2,1,43,2,100,7,1,5,1
"H23308-04-01","P23308-002",1,3,15,5,100,7,2,5,1
"H23308-04-01","P23308-003",1,3,13,5,100,7,1,5,1
"H23308-04-01","P23308-004",1,3,11,5,100,7,1,5,1
"H23308-04-01","P23308-005",1,3,8,NA,100,7,1,5,1
"H23308-04-01","P23308-006",1,3,6,NA,100,7,1,5,1
"H23308-04-01","P23308-007",1,3,3,NA,100,7,1,5,1
"H23310-04-01","P23310-001",1,1,49,1,100,7,1,4,1
"H23310-04-01","P23310-002",2,2,39,1,100,7,1,4,1
"H23310-04-01","P23310-003",1,3,16,5,100,7,1,4,1
"H23310-04-01","P23310-004",2,3,12,5,100,7,1,4,1
"H23310-04-01","P23310-005",2,3,12,5,100,7,1,4,1
"H23310-04-01","P23310-006",2,3,7,NA,100,7,1,4,1
"H23310-04-01","P23310-007",2,3,4,NA,100,7,1,4,1
"H23312-04-01","P23312-001",2,1,33,1,100,7,1,4,2
"H23312-04-01","P23312-002",2,3,11,5,100,7,1,4,2
"H23312-04-01","P23312-004",1,3,7,NA,100,7,1,4,2
"H23312-04-01","P23312-005",2,3,4,NA,100,7,1,4,2
"H23312-04-01","P23312-007",1,2,35,1,100,7,1,4,2
"H23312-04-01","P23312-008",1,7,24,5,100,7,1,4,2
"H23312-04-01","P23312-009",1,3,1,NA,100,7,1,4,2
"H23401-04-01","P23401-001",2,3,23,2,100,6,1,2,2
"H23401-04-01","P23401-002",2,4,4,NA,100,6,1,2,2
"H23401-04-01","P23401-003",2,4,2,NA,100,6,1,2,2
"H23401-04-01","P23401-004",2,1,70,2,100,6,1,2,2
"H23401-04-01","P23401-005",2,8,48,3,100,6,1,2,2
"H23401-04-01","P23401-006",1,3,18,5,100,6,1,2,2
"H23402-04-01","P23402-001",2,1,46,2,100,11,1,7,3
"H23402-04-01","P23402-002",2,3,24,1,100,11,1,7,3
"H23402-04-01","P23402-003",2,3,20,5,100,11,1,7,3
"H23402-04-01","P23402-004",2,3,16,5,100,11,1,7,3
"H23402-04-01","P23402-005",1,3,12,5,100,11,1,7,3
"H23402-04-01","P23402-006",1,3,9,NA,100,11,1,7,3
"H23402-04-01","P23402-007",2,3,7,NA,100,11,1,7,3
"H23402-04-01","P23402-008",2,3,5,NA,100,11,1,7,3
"H23402-04-01","P23402-009",2,3,3,NA,100,11,1,7,3
"H23402-04-01","P23402-010",1,4,1,NA,100,11,1,7,3
"H23402-04-01","P23402-011",1,3,0,NA,100,11,2,7,3
"H23404-04-01","P23404-003",2,1,78,4,100,6,1,1,1
"H23404-04-01","P23404-010",2,4,19,2,100,6,1,1,1
"H23404-04-01","P23404-011",1,4,18,5,100,6,1,1,1
"H23404-04-01","P23404-012",1,4,18,5,100,6,1,1,1
"H23404-04-01","P23404-013",1,4,16,5,100,6,1,1,1
"H23404-04-01","P23404-014",1,4,0,NA,100,6,2,1,1
"H23404-04-02","P23404-001",1,2,30,1,100,3,2,1,1
"H23404-04-02","P23404-002",1,3,2,NA,100,3,1,1,1
"H23404-04-02","P23404-007",2,1,19,1,100,3,1,1,1
"H23405-04-01","P23405-001",1,3,22,5,100,5,1,2,0
"H23405-04-01","P23405-002",2,1,57,2,100,5,1,2,0
"H23405-04-01","P23405-003",2,3,19,1,100,5,1,2,0
"H23405-04-01","P23405-004",1,3,14,5,100,5,1,2,0
"H23405-04-01","P23405-005",2,3,12,5,100,5,1,2,0
"H23406-04-01","P23406-001",2,1,39,4,100,5,1,3,0
"H23406-04-01","P23406-002",2,3,20,1,100,5,1,3,0
"H23406-04-01","P23406-003",1,3,12,5,100,5,1,3,0
"H23406-04-01","P23406-004",2,3,9,NA,100,5,1,3,0
"H23406-04-01","P23406-005",1,3,5,NA,100,5,1,3,0
"H23407-04-01","P23407-001",2,1,47,4,23,6,1,3,1
"H23407-04-01","P23407-003",2,3,21,1,100,6,1,3,1
"H23407-04-01","P23407-004",2,3,16,5,100,6,1,3,1
"H23407-04-01","P23407-005",2,3,14,5,100,6,1,3,1
"H23407-04-01","P23407-006",1,3,11,5,100,6,1,3,1
"H23407-04-01","P23407-008",2,4,1,NA,100,6,1,3,1
"H23407-04-02","P23407-002",1,1,23,1,100,3,1,1,1
"H23407-04-02","P23407-009",2,2,20,1,100,3,1,1,1
"H23407-04-02","P23407-010",2,3,1,NA,100,3,1,1,1
"H23408-04-01","P23408-001",1,1,80,2,100,7,1,5,2
"H23408-04-01","P23408-002",2,2,42,2,15,7,1,5,2
"H23408-04-01","P23408-004",2,3,12,5,100,7,1,5,2
"H23408-04-01","P23408-005",1,3,8,NA,100,7,1,5,2
"H23408-04-01","P23408-006",1,3,6,NA,100,7,1,5,2
"H23408-04-01","P23408-007",2,3,4,NA,100,7,1,5,2
"H23408-04-01","P23408-009",1,3,0,NA,NA,7,2,5,2
"H23410-04-01","P23410-002",2,1,32,4,30,5,1,4,1
"H23410-04-01","P23410-003",2,3,14,5,100,5,1,4,1
"H23410-04-01","P23410-004",1,3,10,5,100,5,1,4,1
"H23410-04-01","P23410-005",1,3,7,NA,100,5,1,4,1
"H23410-04-01","P23410-006",1,3,2,NA,100,5,1,4,1
"H23411-04-01","P23411-001",2,5,56,4,7,8,1,3,1
"H23411-04-01","P23411-002",2,1,31,1,7,8,1,3,1
"H23411-04-01","P23411-003",1,6,15,5,100,8,2,3,1
"H23411-04-01","P23411-004",2,3,8,NA,7,8,1,3,1
"H23411-04-01","P23411-005",1,3,5,NA,100,8,1,3,1
"H23411-04-01","P23411-006",1,6,25,5,7,8,2,3,1
"H23411-04-01","P23411-007",1,2,36,1,7,8,1,3,1
"H23411-04-01","P23411-008",2,3,2,NA,100,8,1,3,1
"H23412-04-01","P23412-002",2,2,37,2,100,8,1,6,2
"H23412-04-01","P23412-003",1,3,11,5,100,8,2,6,2
"H23412-04-01","P23412-004",2,3,9,NA,100,8,1,6,2
"H23412-04-01","P23412-005",1,3,7,NA,100,8,1,6,2
"H23412-04-01","P23412-006",1,3,5,NA,100,8,1,6,2
"H23412-04-01","P23412-007",1,1,41,2,100,8,1,6,2
"H23412-04-01","P23412-008",1,3,3,NA,100,8,1,6,2
"H23412-04-01","P23412-009",2,3,0,NA,100,8,1,6,2
"H23502-04-01","P23502-001",1,1,50,3,24,1,1,0,0
"H23503-04-01","P23503-019",2,1,55,3,10,4,1,1,0
"H23503-04-01","P23503-020",1,3,18,5,10,4,1,1,0
"H23503-04-01","P23503-022",1,3,23,5,10,4,1,1,0
"H23503-04-01","P23503-023",1,3,11,5,10,4,1,1,0
"H23503-04-02","P23503-013",2,2,32,1,6,7,1,5,1
"H23503-04-02","P23503-014",1,1,38,1,6,7,1,5,1
"H23503-04-02","P23503-015",2,3,11,5,6,7,1,5,1
"H23503-04-02","P23503-016",2,3,8,NA,6,7,1,5,1
"H23503-04-02","P23503-017",1,3,6,NA,6,7,1,5,1
"H23503-04-02","P23503-018",1,3,5,NA,100,7,1,5,1
"H23503-04-02","P23503-024",2,3,1,NA,100,7,1,5,1
"H23503-04-03","P23503-001",2,1,30,1,10,6,1,4,2
"H23503-04-03","P23503-002",1,2,36,1,100,6,1,4,2
"H23503-04-03","P23503-003",2,3,9,NA,100,6,1,4,2
"H23503-04-03","P23503-004",1,3,6,NA,100,6,1,4,2
"H23503-04-03","P23503-005",2,3,3,NA,100,6,1,4,2
"H23503-04-03","P23503-025",2,3,1,NA,100,6,1,4,2
"H23503-04-04","P23503-006",2,1,43,2,18,7,1,3,0
"H23503-04-04","P23503-007",1,3,23,5,18,7,1,3,0
"H23503-04-04","P23503-008",1,3,15,5,100,7,1,3,0
"H23503-04-04","P23503-009",2,3,13,5,100,7,1,3,0
"H23503-04-04","P23503-010",2,3,8,NA,100,7,1,3,0
"H23503-04-04","P23503-011",1,10,11,5,100,7,1,3,0
"H23503-04-04","P23503-012",1,3,21,5,18,7,1,3,0
"H23504-04-01","P23504-001",2,1,45,3,5,8,1,4,1
"H23504-04-01","P23504-002",2,3,22,5,5,8,1,4,1
"H23504-04-01","P23504-003",2,3,16,5,5,8,1,4,1
"H23504-04-01","P23504-004",1,3,14,5,5,8,1,4,1
"H23504-04-01","P23504-005",1,3,12,5,5,8,1,4,1
"H23504-04-01","P23504-006",1,3,6,NA,5,8,1,4,1
"H23504-04-01","P23504-007",2,3,20,3,5,8,1,4,1
"H23504-04-01","P23504-011",1,4,2,NA,100,8,1,4,1
"H23505-04-01","P23505-001",1,1,43,1,26,6,1,4,1
"H23505-04-01","P23505-002",2,2,32,1,8,6,1,4,1
"H23505-04-01","P23505-003",2,3,5,NA,100,6,1,4,1
"H23505-04-01","P23505-004",2,8,10,5,1,6,1,4,1
"H23505-04-01","P23505-008",1,3,3,NA,100,6,1,4,1
"H23505-04-01","P23505-009",2,3,8,NA,100,6,1,4,1
"H23506-04-01","P23506-001",1,1,43,2,100,13,1,7,2
"H23506-04-01","P23506-003",1,3,17,5,100,13,1,7,2
"H23506-04-01","P23506-005",2,3,9,NA,100,13,1,7,2
"H23506-04-01","P23506-006",2,3,6,NA,100,13,1,7,2
"H23506-04-01","P23506-007",2,3,2,NA,100,13,1,7,2
"H23506-04-01","P23506-009",1,3,16,5,100,13,1,7,2
"H23506-04-01","P23506-010",1,3,13,5,100,13,1,7,2
"H23506-04-01","P23506-011",1,3,10,5,100,13,1,7,2
"H23506-04-01","P23506-012",1,3,6,NA,100,13,1,7,2
"H23506-04-01","P23506-013",1,8,17,5,3,13,1,7,2
"H23506-04-01","P23506-014",2,8,18,5,4,13,1,7,2
"H23506-04-01","P23506-017",2,2,36,2,13,13,1,7,2
"H23506-04-01","P23506-018",1,3,1,NA,100,13,1,7,2
"H23506-04-02","P23506-008",2,2,19,2,1,3,1,1,1
"H23506-04-02","P23506-015",1,1,35,2,100,3,1,1,1
"H23506-04-02","P23506-016",1,3,0,NA,100,3,2,1,1
"H23507-04-01","P23507-001",1,1,41,1,100,5,1,1,0
"H23507-04-01","P23507-002",2,2,39,1,21,5,1,1,0
"H23507-04-01","P23507-003",1,3,18,5,100,5,1,1,0
"H23507-04-01","P23507-004",1,3,15,5,100,5,2,1,0
"H23507-04-01","P23507-006",1,3,7,NA,100,5,1,1,0
"H23508-04-01","P23508-001",2,1,72,4,59,2,1,0,0
"H23508-04-01","P23508-002",1,4,15,5,100,2,1,0,0
"H23509-04-01","P23509-006",1,1,47,1,100,9,1,4,1
"H23509-04-01","P23509-007",2,2,40,1,24,9,1,4,1
"H23509-04-01","P23509-008",1,3,22,5,100,9,1,4,1
"H23509-04-01","P23509-009",1,3,17,5,100,9,1,4,1
"H23509-04-01","P23509-010",1,3,16,5,100,9,1,4,1
"H23509-04-01","P23509-011",1,3,12,5,100,9,1,4,1
"H23509-04-01","P23509-012",2,3,8,NA,100,9,1,4,1
"H23509-04-01","P23509-013",1,3,6,NA,100,9,1,4,1
"H23509-04-01","P23509-026",1,3,1,NA,100,9,1,4,1
"H23509-04-02","P23509-015",1,1,59,1,23,6,1,1,0
"H23509-04-02","P23509-016",2,2,48,1,23,6,1,1,0
"H23509-04-02","P23509-017",2,3,23,1,100,6,1,1,0
"H23509-04-02","P23509-019",1,3,19,5,100,6,2,1,0
"H23509-04-02","P23509-020",2,3,16,5,100,6,2,1,0
"H23509-04-02","P23509-021",1,3,11,5,100,6,1,1,0
"H23509-04-03","P23509-001",2,8,8,NA,7,5,1,3,1
"H23509-04-03","P23509-002",1,1,30,2,7,5,1,3,1
"H23509-04-03","P23509-003",2,2,24,2,7,5,1,3,1
"H23509-04-03","P23509-004",2,3,5,NA,100,5,1,3,1
"H23509-04-03","P23509-005",1,3,2,NA,100,5,1,3,1
"H23510-04-01","P23510-002",2,1,39,3,21,7,1,4,1
"H23510-04-01","P23510-003",1,3,20,5,100,7,1,4,1
"H23510-04-01","P23510-004",1,3,18,5,100,7,1,4,1
"H23510-04-01","P23510-005",1,3,14,5,100,7,1,4,1
"H23510-04-01","P23510-007",1,3,12,5,100,7,1,4,1
"H23510-04-01","P23510-008",1,3,6,NA,100,7,1,4,1
"H23510-04-01","P23510-011",1,3,4,NA,100,7,1,4,1
"H23510-04-02","P23510-001",1,1,37,1,20,6,1,4,2
"H23510-04-02","P23510-013",2,2,33,2,8,6,1,4,2
"H23510-04-02","P23510-014",1,3,13,5,5,6,1,4,2
"H23510-04-02","P23510-015",2,3,7,NA,5,6,1,4,2
"H23510-04-02","P23510-016",1,3,4,NA,100,6,1,4,2
"H23510-04-02","P23510-017",1,3,0,NA,100,6,2,4,2
"H23513-04-01","P23513-001",2,1,38,1,5,6,1,4,2
"H23513-04-01","P23513-002",2,3,10,5,5,6,1,4,2
"H23513-04-01","P23513-003",2,3,8,NA,5,6,1,4,2
"H23513-04-01","P23513-005",1,3,3,NA,100,6,1,4,2
"H23513-04-01","P23513-008",2,10,31,3,3,6,2,4,2
"H23513-04-01","P23513-009",2,3,0,NA,100,6,2,4,2
"H23601-04-01","P23601-001",1,1,54,1,6,5,1,2,0
"H23601-04-01","P23601-002",2,2,46,1,6,5,1,2,0
"H23601-04-01","P23601-005",1,3,18,5,6,5,1,2,0
"H23601-04-01","P23601-006",2,3,14,5,6,5,1,2,0
"H23601-04-01","P23601-007",2,3,8,NA,6,5,1,2,0
"H23601-04-02","P23601-003",2,1,22,3,6,2,1,1,1
"H23601-04-02","P23601-008",1,3,2,NA,100,2,1,1,1
"H23601-04-03","P23601-004",2,2,20,1,1,2,1,0,0
"H23601-04-03","P23601-009",1,1,24,1,100,2,1,0,0
"H23603-04-01","P23603-001",1,1,34,2,100,6,1,4,2
"H23603-04-01","P23603-002",2,2,26,2,6,6,1,4,2
"H23603-04-01","P23603-003",1,3,4,NA,100,6,1,4,2
"H23603-04-01","P23603-010",2,3,8,NA,100,6,1,4,2
"H23603-04-01","P23603-011",1,3,0,NA,100,6,1,4,2
"H23603-04-01","P23603-012",2,7,9,NA,100,6,1,4,2
"H23604-04-01","P23604-001",1,1,69,1,100,2,1,0,0
"H23604-04-01","P23604-002",2,2,63,1,40,2,1,0,0
"H23605-04-01","P23605-001",1,1,65,1,100,5,1,0,0
"H23605-04-01","P23605-002",2,2,53,1,20,5,1,0,0
"H23605-04-01","P23605-004",1,3,17,5,100,5,2,0,0
"H23605-04-01","P23605-005",1,7,18,5,16,5,1,0,0
"H23605-04-01","P23605-007",1,3,36,5,100,5,1,0,0
"H23606-04-01","P23606-001",1,1,37,1,100,7,1,4,2
"H23606-04-01","P23606-002",2,2,31,1,8,7,1,4,2
"H23606-04-01","P23606-004",2,3,16,5,100,7,1,4,2
"H23606-04-01","P23606-006",1,3,5,NA,100,7,1,4,2
"H23606-04-01","P23606-007",2,3,12,5,8,7,1,4,2
"H23606-04-01","P23606-008",2,3,1,NA,100,7,1,4,2
"H23606-04-01","P23606-009",1,3,0,NA,100,7,2,4,2
"H23607-04-01","P23607-007",1,1,22,1,9,4,1,2,2
"H23607-04-01","P23607-016",2,2,21,1,3,4,1,2,2
"H23607-04-01","P23607-017",2,3,3,NA,100,4,1,2,2
"H23607-04-01","P23607-030",2,3,1,NA,100,4,1,2,2
"H23607-04-02","P23607-005",1,1,42,1,25,7,1,2,0
"H23607-04-02","P23607-006",2,2,39,1,20,7,1,2,0
"H23607-04-02","P23607-008",2,3,20,5,3,7,2,2,0
"H23607-04-02","P23607-009",2,3,17,5,100,7,1,2,0
"H23607-04-02","P23607-010",2,3,13,5,100,7,1,2,0
"H23607-04-02","P23607-011",2,3,8,NA,100,7,1,2,0
"H23607-04-02","P23607-015",2,3,18,5,100,7,1,2,0
"H23607-04-03","P23607-001",2,2,23,1,3,5,1,2,1
"H23607-04-03","P23607-002",2,3,2,NA,100,5,1,2,1
"H23607-04-03","P23607-012",1,6,17,5,7,5,1,2,1
"H23607-04-03","P23607-014",1,1,27,1,8,5,1,2,1
"H23607-04-03","P23607-036",1,6,11,5,7,5,1,2,1
"H23607-04-04","P23607-025",1,1,32,1,29,6,1,4,2
"H23607-04-04","P23607-026",2,2,27,1,7,6,1,4,2
"H23607-04-04","P23607-027",2,3,7,NA,100,6,1,4,2
"H23607-04-04","P23607-028",2,3,4,NA,100,6,1,4,2
"H23607-04-04","P23607-029",2,7,13,5,7,6,1,4,2
"H23607-04-04","P23607-034",1,3,1,NA,100,6,1,4,2
"H23607-04-05","P23607-018",2,1,33,3,8,3,1,2,0
"H23607-04-05","P23607-019",2,3,7,NA,100,3,2,2,0
"H23607-04-05","P23607-037",2,7,13,5,0,3,1,2,0
"H23608-04-01","P23608-001",1,1,59,1,100,9,1,4,0
"H23608-04-01","P23608-002",2,2,49,1,34,9,1,4,0
"H23608-04-01","P23608-003",1,3,23,5,100,9,2,4,0
"H23608-04-01","P23608-004",1,3,19,5,100,9,1,4,0
"H23608-04-01","P23608-006",1,3,14,5,100,9,1,4,0
"H23608-04-01","P23608-007",2,3,10,5,100,9,1,4,0
"H23608-04-01","P23608-008",2,3,8,NA,100,9,1,4,0
"H23608-04-01","P23608-009",2,3,27,3,0,9,1,4,0
"H23608-04-01","P23608-010",1,4,9,NA,0,9,1,4,0
"H23610-04-01","P23610-001",1,1,66,1,60,1,1,0,0
"H23701-04-01","P23701-001",1,1,61,1,8,4,1,2,0
"H23701-04-01","P23701-002",2,2,50,1,8,4,1,2,0
"H23701-04-01","P23701-005",2,3,14,5,8,4,1,2,0
"H23701-04-01","P23701-006",1,3,8,NA,8,4,1,2,0
"H23701-04-02","P23701-003",1,1,26,1,5,3,1,1,1
"H23701-04-02","P23701-008",2,2,21,1,4,3,1,1,1
"H23701-04-02","P23701-009",1,3,2,NA,100,3,1,1,1
"H23702-04-01","P23702-001",1,1,72,1,70,3,1,0,0
"H23702-04-01","P23702-002",2,2,55,1,40,3,1,0,0
"H23702-04-01","P23702-008",1,3,15,5,100,3,1,0,0
"H23703-04-01","P23703-001",1,1,39,1,100,5,1,3,1
"H23703-04-01","P23703-002",2,2,34,1,14,5,1,3,1
"H23703-04-01","P23703-003",1,3,9,NA,100,5,1,3,1
"H23703-04-01","P23703-004",2,3,6,NA,100,5,1,3,1
"H23703-04-01","P23703-005",2,3,4,NA,100,5,1,3,1
"H23705-04-01","P23705-001",1,2,62,2,100,6,2,2,0
"H23705-04-01","P23705-002",2,1,56,2,17,6,1,2,0
"H23705-04-01","P23705-003",1,7,21,5,100,6,1,2,0
"H23705-04-01","P23705-004",2,7,12,5,100,6,1,2,0
"H23705-04-01","P23705-005",1,7,10,5,100,6,1,2,0
"H23705-04-01","P23705-006",1,8,16,5,100,6,1,2,0
"H23707-04-01","P23707-001",1,1,40,1,20,5,1,3,1
"H23707-04-01","P23707-002",2,2,31,1,13,5,1,3,1
"H23707-04-01","P23707-004",1,3,9,NA,100,5,1,3,1
"H23707-04-01","P23707-006",1,3,6,NA,100,5,1,3,1
"H23707-04-01","P23707-007",2,3,1,NA,100,5,1,3,1
"H23708-04-01","P23708-015",1,1,43,1,1,5,1,3,1
"H23708-04-01","P23708-016",2,2,33,1,1,5,1,3,1
"H23708-04-01","P23708-018",1,3,7,NA,1,5,1,3,1
"H23708-04-01","P23708-019",1,3,7,NA,1,5,1,3,1
"H23708-04-01","P23708-020",1,3,4,NA,1,5,1,3,1
"H23708-04-02","P23708-001",2,1,65,4,13,7,1,2,0
"H23708-04-02","P23708-002",2,3,48,3,10,7,1,2,0
"H23708-04-02","P23708-004",2,4,17,5,10,7,1,2,0
"H23708-04-02","P23708-005",2,4,15,5,10,7,1,2,0
"H23708-04-02","P23708-006",2,4,8,NA,100,7,1,2,0
"H23708-04-02","P23708-007",2,4,5,NA,100,7,1,2,0
